Dayside Nadir Index	UTC Start Time	UTC End Time	UTC Minimum Incidence Angle Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Local Time (hrs)	
32	2018 OCT 09 06:47:07	2018 OCT 09 07:49:31	2018 OCT 09 07:18:07	3758.0	-29.3	107.2	136.2	-57.8	-26.3	57.7	6.8	
33	2018 OCT 09 08:44:49	2018 OCT 09 09:47:11	2018 OCT 09 09:15:49	3756.0	-58.6	78.2	106.8	-57.5	-26.7	57.4	6.8	
34	2018 OCT 09 10:42:32	2018 OCT 09 11:44:55	2018 OCT 09 11:13:31	3756.0	-87.7	49.2	77.8	-57.3	-26.8	57.2	6.8	
35	2018 OCT 09 12:40:19	2018 OCT 09 13:42:43	2018 OCT 09 13:11:19	3758.0	-116.7	20.2	48.8	-57.2	-27.0	57.1	6.8	
36	2018 OCT 09 14:38:06	2018 OCT 09 15:40:33	2018 OCT 09 15:09:09	3760.0	-145.8	-8.8	19.7	-57.0	-27.2	56.9	6.7	
37	2018 OCT 09 16:35:53	2018 OCT 09 17:38:19	2018 OCT 09 17:06:55	3760.0	-175.1	-37.9	-9.6	-56.7	-27.5	56.6	6.7	
38	2018 OCT 09 18:33:38	2018 OCT 09 19:36:01	2018 OCT 09 19:04:39	3756.0	155.6	-67.0	-39.1	-56.4	-27.9	56.2	6.7	
39	2018 OCT 09 20:31:21	2018 OCT 09 21:33:43	2018 OCT 09 21:02:21	3756.0	126.3	-96.0	-68.4	-56.1	-28.2	55.9	6.7	
40	2018 OCT 09 22:29:02	2018 OCT 09 23:31:25	2018 OCT 09 23:00:03	3758.0	96.9	-125.0	-97.5	-55.7	-28.6	55.7	6.6	
41	2018 OCT 10 00:26:46	2018 OCT 10 01:29:11	2018 OCT 10 00:57:47	3760.0	67.9	-154.0	-126.5	-55.6	-28.8	55.5	6.6	
42	2018 OCT 10 02:24:34	2018 OCT 10 03:26:57	2018 OCT 10 02:55:35	3758.0	38.9	176.9	-155.7	-55.4	-29.0	55.2	6.6	
43	2018 OCT 10 04:22:22	2018 OCT 10 05:24:43	2018 OCT 10 04:53:21	3756.0	9.7	147.8	175.0	-55.1	-29.3	54.9	6.5	
44	2018 OCT 10 06:20:07	2018 OCT 10 07:22:27	2018 OCT 10 06:51:07	3754.0	-19.7	118.7	145.7	-54.7	-29.7	54.5	6.5	
45	2018 OCT 10 08:17:49	2018 OCT 10 09:20:07	2018 OCT 10 08:48:49	3754.0	-49.1	89.6	116.3	-54.3	-30.3	54.1	6.5	
46	2018 OCT 10 10:15:29	2018 OCT 10 11:17:47	2018 OCT 10 10:46:27	3754.0	-78.4	60.6	87.1	-53.9	-30.7	53.8	6.5	
47	2018 OCT 10 12:13:11	2018 OCT 10 13:15:31	2018 OCT 10 12:44:09	3754.0	-107.5	31.6	58.0	-53.7	-30.8	53.5	6.4	
48	2018 OCT 10 14:10:57	2018 OCT 10 15:13:17	2018 OCT 10 14:41:57	3756.0	-136.6	2.5	28.9	-53.4	-31.2	53.2	6.4	
49	2018 OCT 10 16:08:42	2018 OCT 10 17:11:03	2018 OCT 10 16:39:41	3758.0	-165.9	-26.6	-0.4	-53.0	-31.6	52.9	6.4	
50	2018 OCT 10 18:06:25	2018 OCT 10 19:08:43	2018 OCT 10 18:37:23	3754.0	164.8	-55.8	-29.8	-52.6	-32.1	52.3	6.3	
51	2018 OCT 10 20:04:06	2018 OCT 10 21:06:21	2018 OCT 10 20:35:03	3750.0	135.5	-84.9	-59.2	-52.2	-32.6	51.8	6.3	
52	2018 OCT 10 22:01:45	2018 OCT 10 23:04:01	2018 OCT 10 22:32:41	3752.0	106.1	-113.9	-88.4	-51.7	-33.0	51.5	6.3	
53	2018 OCT 10 23:59:23	2018 OCT 11 01:01:43	2018 OCT 11 00:30:21	3756.0	76.9	-143.0	-117.5	-51.3	-33.4	51.1	6.2	
54	2018 OCT 11 01:57:06	2018 OCT 11 02:59:25	2018 OCT 11 02:28:05	3754.0	47.8	-172.1	-146.7	-51.0	-33.8	50.7	6.2	
55	2018 OCT 11 03:54:52	2018 OCT 11 04:57:09	2018 OCT 11 04:25:49	3754.0	18.6	158.8	-176.0	-50.6	-34.2	50.3	6.2	
56	2018 OCT 11 05:52:35	2018 OCT 11 06:54:49	2018 OCT 11 06:23:33	3750.0	-10.7	129.6	154.7	-50.1	-34.7	49.8	6.1	
57	2018 OCT 11 07:50:14	2018 OCT 11 08:52:27	2018 OCT 11 08:21:11	3750.0	-40.1	100.4	125.3	-49.5	-35.4	49.2	6.1	
58	2018 OCT 11 09:47:50	2018 OCT 11 10:50:03	2018 OCT 11 10:18:47	3750.0	-69.5	71.3	95.9	-48.9	-36.1	48.6	6.1	
59	2018 OCT 11 11:45:29	2018 OCT 11 12:47:41	2018 OCT 11 12:16:25	3750.0	-98.7	42.2	66.8	-48.4	-36.5	48.2	6.0	
60	2018 OCT 11 13:43:10	2018 OCT 11 14:45:25	2018 OCT 11 14:14:07	3752.0	-127.8	13.0	37.7	-48.0	-36.9	47.8	6.0	
61	2018 OCT 11 15:40:52	2018 OCT 11 16:43:07	2018 OCT 11 16:11:49	3752.0	-157.0	-16.2	8.4	-47.6	-37.4	47.3	6.0	
62	2018 OCT 11 17:38:32	2018 OCT 11 18:40:45	2018 OCT 11 18:09:29	3750.0	173.6	-45.4	-21.0	-47.0	-38.0	46.6	5.9	
63	2018 OCT 11 19:36:10	2018 OCT 11 20:38:21	2018 OCT 11 20:07:05	3748.0	144.2	-74.6	-50.4	-46.3	-38.7	45.9	5.9	
64	2018 OCT 11 21:33:45	2018 OCT 11 22:35:55	2018 OCT 11 22:04:41	3746.0	114.9	-103.8	-79.7	-45.7	-39.4	45.3	5.8	
65	2018 OCT 11 23:31:19	2018 OCT 12 00:33:31	2018 OCT 12 00:02:15	3750.0	85.5	-133.0	-108.9	-44.9	-40.1	44.7	5.8	
66	2018 OCT 12 01:28:56	2018 OCT 12 02:31:09	2018 OCT 12 01:59:53	3750.0	56.4	-162.2	-138.1	-44.4	-40.6	44.1	5.8	
67	2018 OCT 12 03:26:37	2018 OCT 12 04:28:49	2018 OCT 12 03:57:33	3750.0	27.2	168.5	-167.4	-43.8	-41.2	43.6	5.7	
68	2018 OCT 12 05:24:17	2018 OCT 12 06:26:25	2018 OCT 12 05:55:11	3746.0	-2.1	139.2	163.3	-43.2	-41.9	42.8	5.7	
69	2018 OCT 12 07:21:53	2018 OCT 12 08:23:59	2018 OCT 12 07:52:47	3744.0	-31.5	109.8	133.9	-42.4	-42.8	41.9	5.6	
70	2018 OCT 12 09:19:25	2018 OCT 12 10:21:31	2018 OCT 12 09:50:19	3744.0	-60.9	80.5	104.5	-41.5	-43.7	41.1	5.6	
71	2018 OCT 12 11:16:56	2018 OCT 12 12:19:01	2018 OCT 12 11:47:51	3742.0	-90.2	51.2	75.2	-40.7	-44.5	40.3	5.5	
72	2018 OCT 12 13:14:31	2018 OCT 12 14:16:37	2018 OCT 12 13:45:25	3744.0	-119.4	21.9	46.1	-40.0	-45.1	39.7	5.5	
73	2018 OCT 12 15:12:07	2018 OCT 12 16:14:15	2018 OCT 12 15:43:03	3746.0	-148.6	-7.5	16.8	-39.3	-45.8	38.9	5.4	
74	2018 OCT 12 17:09:41	2018 OCT 12 18:11:49	2018 OCT 12 17:40:37	3746.0	-178.0	-37.0	-12.5	-38.4	-46.7	38.0	5.4	
75	2018 OCT 12 19:07:14	2018 OCT 12 20:09:19	2018 OCT 12 19:38:09	3742.0	152.7	-66.5	-41.9	-37.5	-47.6	37.0	5.3	
76	2018 OCT 12 21:04:44	2018 OCT 12 22:06:47	2018 OCT 12 21:35:37	3740.0	123.3	-96.0	-71.3	-36.5	-48.6	36.0	5.2	
77	2018 OCT 12 23:02:12	2018 OCT 13 00:04:15	2018 OCT 12 23:33:05	3740.0	93.9	-125.5	-100.6	-35.5	-49.6	35.0	5.2	
78	2018 OCT 13 00:59:41	2018 OCT 13 02:01:47	2018 OCT 13 01:30:35	3744.0	64.7	-155.0	-129.8	-34.6	-50.4	34.2	5.1	
79	2018 OCT 13 02:57:13	2018 OCT 13 03:59:19	2018 OCT 13 03:28:07	3744.0	35.5	175.4	-159.0	-33.7	-51.2	33.3	5.0	
80	2018 OCT 13 04:54:46	2018 OCT 13 05:56:49	2018 OCT 13 05:25:39	3740.0	6.2	145.6	171.6	-32.8	-52.2	32.2	5.0	
81	2018 OCT 13 06:52:16	2018 OCT 13 07:54:17	2018 OCT 13 07:23:09	3738.0	-23.2	115.7	142.2	-31.6	-53.4	31.0	4.9	
82	2018 OCT 13 08:49:42	2018 OCT 13 09:51:43	2018 OCT 13 09:20:37	3738.0	-52.6	85.9	112.9	-30.4	-54.6	29.8	4.8	
83	2018 OCT 13 10:47:05	2018 OCT 13 11:49:07	2018 OCT 13 11:17:59	3738.0	-81.9	56.0	83.6	-29.1	-55.7	28.7	4.7	
84	2018 OCT 13 12:44:32	2018 OCT 13 13:46:33	2018 OCT 13 13:15:25	3736.0	-111.1	26.2	54.3	-28.2	-56.6	27.6	4.6	
85	2018 OCT 13 14:41:59	2018 OCT 13 15:44:03	2018 OCT 13 15:12:55	3738.0	-140.4	-3.9	25.1	-27.1	-57.5	26.5	4.5	
86	2018 OCT 13 16:39:26	2018 OCT 13 17:41:29	2018 OCT 13 17:10:21	3738.0	-169.7	-34.2	-4.2	-25.8	-58.7	25.2	4.4	
87	2018 OCT 13 18:36:50	2018 OCT 13 19:38:53	2018 OCT 13 19:07:47	3738.0	160.9	-64.6	-33.6	-24.4	-59.9	23.8	4.3	
88	2018 OCT 13 20:34:13	2018 OCT 13 21:36:13	2018 OCT 13 21:05:09	3734.0	131.6	-95.2	-63.0	-23.1	-61.2	22.4	4.1	
89	2018 OCT 13 22:31:35	2018 OCT 13 23:33:33	2018 OCT 13 23:02:29	3730.0	102.3	-125.7	-92.3	-21.8	-62.3	21.0	4.0	
90	2018 OCT 14 00:28:55	2018 OCT 14 01:30:57	2018 OCT 14 00:59:49	3734.0	73.0	-156.3	-121.5	-20.4	-63.4	19.8	3.9	
91	2018 OCT 14 02:26:17	2018 OCT 14 03:28:19	2018 OCT 14 02:57:11	3734.0	43.8	172.7	-150.8	-19.1	-64.4	18.4	3.7	
92	2018 OCT 14 04:23:40	2018 OCT 14 05:25:41	2018 OCT 14 04:54:35	3732.0	14.5	141.4	179.9	-17.7	-65.5	17.0	3.5	
93	2018 OCT 14 06:21:03	2018 OCT 14 07:23:03	2018 OCT 14 06:51:59	3730.0	-14.9	109.8	150.6	-16.3	-66.6	15.5	3.3	
94	2018 OCT 14 08:18:22	2018 OCT 14 09:20:23	2018 OCT 14 08:49:19	3730.0	-44.2	77.7	121.2	-14.7	-67.8	13.9	3.1	
95	2018 OCT 14 10:15:39	2018 OCT 14 11:17:41	2018 OCT 14 10:46:37	3730.0	-73.5	45.6	91.9	-13.1	-68.9	12.4	2.8	
96	2018 OCT 14 12:12:57	2018 OCT 14 13:14:57	2018 OCT 14 12:43:55	3728.0	-102.8	13.2	62.7	-11.6	-69.9	10.8	2.6	
97	2018 OCT 14 14:10:16	2018 OCT 14 15:12:17	2018 OCT 14 14:41:13	3728.0	-132.0	-19.3	33.4	-10.2	-70.6	9.4	2.3	
98	2018 OCT 14 16:07:33	2018 OCT 14 17:09:39	2018 OCT 14 16:38:33	3732.0	-161.3	-52.7	4.1	-8.6	-71.4	7.9	2.0	
99	2018 OCT 14 18:04:50	2018 OCT 14 19:06:57	2018 OCT 14 18:35:53	3732.0	169.3	-86.8	-25.2	-6.9	-72.2	6.1	1.6	
100	2018 OCT 14 20:02:08	2018 OCT 14 21:04:13	2018 OCT 14 20:33:11	3728.0	140.0	-121.1	-54.6	-5.3	-72.8	4.4	1.2	
101	2018 OCT 14 21:59:26	2018 OCT 14 23:01:31	2018 OCT 14 22:30:27	3728.0	110.7	-155.4	-83.8	-3.7	-73.2	2.9	0.8	
102	2018 OCT 14 23:56:42	2018 OCT 15 00:58:49	2018 OCT 15 00:27:43	3728.0	81.4	170.4	-113.1	-2.1	-73.5	1.4	0.5	
103	2018 OCT 15 01:53:57	2018 OCT 15 02:56:05	2018 OCT 15 02:24:59	3728.0	52.2	135.8	-142.4	-0.6	-73.6	-0.2	0.1	
104	2018 OCT 15 03:51:13	2018 OCT 15 04:53:21	2018 OCT 15 04:22:17	3728.0	22.9	100.6	-171.7	1.0	-73.5	-2.0	23.6	
105	2018 OCT 15 05:48:30	2018 OCT 15 06:50:39	2018 OCT 15 06:19:35	3728.0	-6.5	65.4	159.0	2.8	-73.2	-3.7	23.2	
106	2018 OCT 15 07:45:49	2018 OCT 15 08:48:01	2018 OCT 15 08:16:55	3730.0	-35.8	30.8	129.7	4.4	-72.8	-5.2	22.8	
107	2018 OCT 15 09:43:06	2018 OCT 15 10:45:21	2018 OCT 15 10:14:15	3732.0	-65.1	-3.4	100.4	6.1	-72.3	-6.8	22.4	
108	2018 OCT 15 11:40:24	2018 OCT 15 12:42:37	2018 OCT 15 12:11:33	3728.0	-94.4	-36.9	71.1	7.5	-71.6	-8.3	22.1	
109	2018 OCT 15 13:37:41	2018 OCT 15 14:39:55	2018 OCT 15 14:08:49	3728.0	-123.6	-69.9	41.9	9.0	-70.9	-9.8	21.8	
110	2018 OCT 15 15:34:57	2018 OCT 15 16:37:13	2018 OCT 15 16:06:07	3730.0	-152.9	-103.0	12.5	10.6	-69.9	-11.5	21.5	
111	2018 OCT 15 17:32:13	2018 OCT 15 18:34:35	2018 OCT 15 18:03:27	3734.0	177.7	-135.7	-16.8	12.3	-68.9	-13.0	21.2	
112	2018 OCT 15 19:29:32	2018 OCT 15 20:31:55	2018 OCT 15 20:00:47	3734.0	148.4	-168.1	-46.2	13.9	-67.8	-14.6	20.9	
113	2018 OCT 15 21:26:54	2018 OCT 15 22:29:15	2018 OCT 15 21:58:09	3732.0	119.1	160.0	-75.4	15.4	-66.8	-16.1	20.7	
114	2018 OCT 15 23:24:17	2018 OCT 16 00:26:37	2018 OCT 15 23:55:29	3730.0	89.8	128.7	-104.7	16.7	-65.8	-17.4	20.5	
115	2018 OCT 16 01:21:36	2018 OCT 16 02:23:57	2018 OCT 16 01:52:49	3730.0	60.6	97.6	-133.9	18.0	-64.8	-18.8	20.3	
116	2018 OCT 16 03:18:54	2018 OCT 16 04:21:17	2018 OCT 16 03:50:09	3732.0	31.3	66.6	-163.3	19.5	-63.6	-20.2	20.2	
117	2018 OCT 16 05:16:14	2018 OCT 16 06:18:37	2018 OCT 16 05:47:29	3732.0	1.9	35.5	167.3	21.0	-62.2	-21.8	20.0	
118	2018 OCT 16 07:13:37	2018 OCT 16 08:16:03	2018 OCT 16 07:44:55	3734.0	-27.4	4.7	138.0	22.5	-61.0	-23.1	19.9	
119	2018 OCT 16 09:11:02	2018 OCT 16 10:13:31	2018 OCT 16 09:42:23	3736.0	-56.7	-25.7	108.7	23.7	-60.0	-24.4	19.7	
120	2018 OCT 16 11:08:27	2018 OCT 16 12:10:57	2018 OCT 16 11:39:49	3736.0	-86.0	-56.0	79.5	24.9	-59.0	-25.5	19.6	
121	2018 OCT 16 13:05:52	2018 OCT 16 14:08:21	2018 OCT 16 13:37:11	3734.0	-115.2	-86.0	50.3	26.0	-58.0	-26.6	19.5	
122	2018 OCT 16 15:03:15	2018 OCT 16 16:05:43	2018 OCT 16 15:34:33	3734.0	-144.5	-116.1	20.9	27.3	-56.8	-28.0	19.4	
123	2018 OCT 16 17:00:37	2018 OCT 16 18:03:11	2018 OCT 16 17:31:59	3740.0	-173.9	-146.2	-8.5	28.6	-55.6	-29.2	19.3	
124	2018 OCT 16 18:58:02	2018 OCT 16 20:00:39	2018 OCT 16 19:29:27	3742.0	156.7	-176.2	-37.8	29.9	-54.5	-30.4	19.2	
125	2018 OCT 16 20:55:32	2018 OCT 16 21:58:07	2018 OCT 16 21:26:57	3740.0	127.4	153.9	-67.2	31.0	-53.4	-31.5	19.1	
126	2018 OCT 16 22:53:04	2018 OCT 16 23:55:39	2018 OCT 16 23:24:27	3740.0	98.1	124.2	-96.4	32.0	-52.6	-32.4	19.1	
127	2018 OCT 17 00:50:34	2018 OCT 17 01:53:07	2018 OCT 17 01:21:57	3738.0	68.9	94.6	-125.6	32.9	-51.7	-33.4	19.0	
128	2018 OCT 17 02:47:59	2018 OCT 17 03:50:35	2018 OCT 17 03:19:23	3740.0	39.6	65.0	-154.9	33.9	-50.8	-34.4	18.9	
129	2018 OCT 17 04:45:25	2018 OCT 17 05:48:01	2018 OCT 17 05:16:49	3740.0	10.2	35.3	175.6	35.0	-49.6	-35.6	18.8	
130	2018 OCT 17 06:42:55	2018 OCT 17 07:45:33	2018 OCT 17 07:14:23	3742.0	-19.2	5.7	146.2	36.1	-48.5	-36.6	18.8	
131	2018 OCT 17 08:40:29	2018 OCT 17 09:43:09	2018 OCT 17 09:11:59	3744.0	-48.5	-23.9	116.9	37.0	-47.6	-37.5	18.7	
132	2018 OCT 17 10:38:04	2018 OCT 17 11:40:47	2018 OCT 17 11:09:35	3746.0	-77.7	-53.3	87.8	37.8	-46.9	-38.1	18.7	
133	2018 OCT 17 12:35:38	2018 OCT 17 13:38:19	2018 OCT 17 13:07:07	3744.0	-106.9	-82.7	58.6	38.5	-46.2	-38.9	18.6	
134	2018 OCT 17 14:33:10	2018 OCT 17 15:35:47	2018 OCT 17 15:04:37	3740.0	-136.2	-112.0	29.2	39.3	-45.4	-39.8	18.6	
135	2018 OCT 17 16:30:39	2018 OCT 17 17:33:21	2018 OCT 17 17:02:07	3744.0	-165.5	-141.4	-0.2	40.2	-44.5	-40.7	18.5	
136	2018 OCT 17 18:28:11	2018 OCT 17 19:30:57	2018 OCT 17 18:59:43	3748.0	165.0	-170.8	-29.5	41.1	-43.6	-41.5	18.4	
137	2018 OCT 17 20:25:47	2018 OCT 17 21:28:33	2018 OCT 17 20:57:19	3748.0	135.7	159.8	-58.8	41.9	-42.8	-42.3	18.4	
138	2018 OCT 17 22:23:27	2018 OCT 17 23:26:09	2018 OCT 17 22:54:57	3746.0	106.4	130.5	-88.1	42.6	-42.1	-43.0	18.3	
139	2018 OCT 18 00:21:05	2018 OCT 18 01:23:47	2018 OCT 18 00:52:35	3744.0	77.3	101.3	-117.2	43.1	-41.6	-43.5	18.3	
140	2018 OCT 18 02:18:40	2018 OCT 18 03:21:21	2018 OCT 18 02:50:09	3744.0	48.1	72.1	-146.5	43.7	-41.0	-44.1	18.3	
141	2018 OCT 18 04:16:11	2018 OCT 18 05:18:55	2018 OCT 18 04:47:41	3748.0	18.7	42.8	-175.9	44.6	-40.2	-44.9	18.2	
142	2018 OCT 18 06:13:47	2018 OCT 18 07:16:31	2018 OCT 18 06:45:17	3748.0	-10.7	13.5	154.7	45.3	-39.4	-45.7	18.2	
143	2018 OCT 18 08:11:26	2018 OCT 18 09:14:11	2018 OCT 18 08:42:59	3748.0	-40.0	-15.7	125.3	45.9	-38.7	-46.3	18.1	
144	2018 OCT 18 10:09:06	2018 OCT 18 11:11:55	2018 OCT 18 10:40:41	3752.0	-69.3	-44.9	96.2	46.5	-38.2	-46.7	18.1	
145	2018 OCT 18 12:06:46	2018 OCT 18 13:09:35	2018 OCT 18 12:38:21	3752.0	-98.5	-74.1	67.1	47.0	-37.8	-47.2	18.1	
146	2018 OCT 18 14:04:25	2018 OCT 18 15:07:09	2018 OCT 18 14:35:57	3748.0	-127.6	-103.2	37.8	47.4	-37.2	-47.8	18.0	
147	2018 OCT 18 16:02:01	2018 OCT 18 17:04:45	2018 OCT 18 16:33:33	3748.0	-156.9	-132.4	8.4	48.0	-36.6	-48.4	18.0	
148	2018 OCT 18 17:59:37	2018 OCT 18 19:02:25	2018 OCT 18 18:31:11	3752.0	173.6	-161.6	-21.0	48.7	-35.9	-49.0	17.9	
149	2018 OCT 18 19:57:17	2018 OCT 18 21:00:07	2018 OCT 18 20:28:53	3754.0	144.2	169.2	-50.3	49.3	-35.3	-49.5	17.9	
150	2018 OCT 18 21:55:01	2018 OCT 18 22:57:49	2018 OCT 18 22:26:35	3752.0	115.0	140.1	-79.5	49.7	-34.9	-49.9	17.9	
151	2018 OCT 18 23:52:45	2018 OCT 19 00:55:31	2018 OCT 19 00:24:19	3750.0	85.9	111.0	-108.7	50.0	-34.5	-50.3	17.8	
152	2018 OCT 19 01:50:26	2018 OCT 19 02:53:11	2018 OCT 19 02:21:59	3750.0	56.7	81.9	-137.8	50.4	-34.2	-50.7	17.8	
153	2018 OCT 19 03:48:02	2018 OCT 19 04:50:49	2018 OCT 19 04:19:35	3750.0	27.5	52.8	-167.2	50.9	-33.7	-51.2	17.8	
154	2018 OCT 19 05:45:41	2018 OCT 19 06:48:29	2018 OCT 19 06:17:15	3752.0	-2.0	23.7	163.4	51.4	-33.1	-51.7	17.7	
155	2018 OCT 19 07:43:23	2018 OCT 19 08:46:13	2018 OCT 19 08:14:59	3754.0	-31.3	-5.5	134.1	51.9	-32.5	-52.1	17.7	
156	2018 OCT 19 09:41:08	2018 OCT 19 10:43:59	2018 OCT 19 10:12:45	3756.0	-60.6	-34.6	104.9	52.3	-32.1	-52.5	17.7	
157	2018 OCT 19 11:38:53	2018 OCT 19 12:41:45	2018 OCT 19 12:10:31	3758.0	-89.7	-63.7	75.8	52.6	-31.8	-52.7	17.6	
158	2018 OCT 19 13:36:36	2018 OCT 19 14:39:25	2018 OCT 19 14:08:11	3754.0	-118.8	-92.7	46.7	52.9	-31.5	-53.1	17.6	
159	2018 OCT 19 15:34:17	2018 OCT 19 16:37:03	2018 OCT 19 16:05:51	3752.0	-148.0	-121.8	17.3	53.3	-31.1	-53.5	17.6	
160	2018 OCT 19 17:31:56	2018 OCT 19 18:34:47	2018 OCT 19 18:03:31	3756.0	-177.4	-150.9	-12.0	53.7	-30.7	-53.9	17.6	
161	2018 OCT 19 19:29:38	2018 OCT 19 20:32:31	2018 OCT 19 20:01:15	3758.0	153.2	-180.0	-41.3	54.1	-30.2	-54.3	17.5	
162	2018 OCT 19 21:27:25	2018 OCT 19 22:30:17	2018 OCT 19 21:59:01	3758.0	123.9	150.9	-70.5	54.5	-29.9	-54.5	17.5	
