Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	3	Ingress	2018 JUN 16 14:22:24	2018 JUN 16 14:25:22	2018 JUN 16 14:26:00	216.00	117.97	119.56	119.85	65.81	61.74	60.80	17.23	3	-	-	-	COMMENT	
N/A	1	3	Egress	2018 JUN 16 15:05:36	2018 JUN 16 15:06:16	2018 JUN 16 15:09:31	235.00	-125.03	-117.64	-95.75	-83.29	-82.82	-79.65	2.08	3	-	-	-	COMMENT	
N/A	2	3	Ingress	2018 JUN 16 16:20:19	2018 JUN 16 16:23:18	2018 JUN 16 16:23:56	217.00	89.31	90.92	91.21	65.70	61.55	60.60	17.23	4	-	-	-	COMMENT	
N/A	2	3	Egress	2018 JUN 16 17:03:28	2018 JUN 16 17:04:08	2018 JUN 16 17:07:24	236.00	-155.21	-147.58	-124.84	-83.35	-82.89	-79.71	2.00	4	-	-	-	COMMENT	
ACS	3	3	Ingress	2018 JUN 16 18:18:14	2018 JUN 16 18:21:13	2018 JUN 16 18:21:51	217.00	60.63	62.26	62.55	65.60	61.41	60.45	17.24	3	-	-	-	COMMENT	
N/A	3	3	Egress	2018 JUN 16 19:01:21	2018 JUN 16 19:02:01	2018 JUN 16 19:05:18	237.00	174.61	-177.52	-153.92	-83.39	-82.96	-79.77	1.91	3	-	-	-	COMMENT	
N/A	4	3	Ingress	2018 JUN 16 20:16:07	2018 JUN 16 20:19:07	2018 JUN 16 20:19:45	218.00	31.93	33.59	33.89	65.56	61.30	60.33	17.24	1	-	-	-	COMMENT	
NOMAD	4	3	Egress	2018 JUN 16 20:59:12	2018 JUN 16 20:59:52	2018 JUN 16 21:03:10	238.00	144.34	152.45	176.96	-83.44	-83.02	-79.84	1.82	1	LNO Occultation Nominal Science 1xCO2 01	Science: orders #168, #134, #169, #121, #190, #dark, with 2000us integration time (6 orders per 1 second(s) for detector lines 142 to 162)	COP row -1: 	COMMENT	
NOMAD	5	3	Ingress	2018 JUN 16 22:13:57	2018 JUN 16 22:16:58	2018 JUN 16 22:17:36	219.00	3.24	4.92	5.22	65.53	61.21	60.23	17.24	1	Nominal Science 1xCO2 HA01; Nominal Science 1xCO2 LA01	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139); Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	COP row -1: 	COMMENT	
N/A	5	3	Egress	2018 JUN 16 22:57:00	2018 JUN 16 22:57:40	2018 JUN 16 23:00:59	239.00	114.00	122.35	147.82	-83.48	-83.09	-79.91	1.73	1	-	-	-	COMMENT	
N/A	6	3	Ingress	2018 JUN 17 00:11:45	2018 JUN 17 00:14:47	2018 JUN 17 00:15:25	220.00	-25.41	-23.70	-23.40	65.43	61.04	60.05	17.24	1	-	-	-	COMMENT	
ACS	6	3	Egress	2018 JUN 17 00:54:47	2018 JUN 17 00:55:27	2018 JUN 17 00:58:45	238.00	83.95	92.50	118.63	-83.50	-83.13	-80.00	1.65	1	-	-	-	COMMENT	
N/A	7	3	Ingress	2018 JUN 17 02:09:40	2018 JUN 17 02:12:42	2018 JUN 17 02:13:20	220.00	-54.01	-52.31	-52.01	65.23	60.79	59.79	17.25	4	-	-	-	COMMENT	
N/A	7	3	Egress	2018 JUN 17 02:52:38	2018 JUN 17 02:53:18	2018 JUN 17 02:56:37	239.00	54.19	62.92	89.75	-83.52	-83.16	-80.01	1.59	4	-	-	-	COMMENT	
N/A	8	3	Ingress	2018 JUN 17 04:07:37	2018 JUN 17 04:10:39	2018 JUN 17 04:11:17	220.00	-82.64	-80.94	-80.64	65.05	60.57	59.56	17.25	1	-	-	-	COMMENT	
NOMAD	8	3	Egress	2018 JUN 17 04:50:32	2018 JUN 17 04:51:12	2018 JUN 17 04:54:32	240.00	24.08	33.02	60.71	-83.54	-83.20	-80.05	1.50	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	COP row -1: 	COMMENT	
ACS	9	3	Ingress	2018 JUN 17 06:05:32	2018 JUN 17 06:08:34	2018 JUN 17 06:09:13	221.00	-111.31	-109.60	-109.29	64.96	60.43	59.38	17.25	1	-	-	-	COMMENT	
N/A	9	3	Egress	2018 JUN 17 06:48:25	2018 JUN 17 06:49:06	2018 JUN 17 06:52:26	241.00	-6.60	2.79	31.42	-83.57	-83.25	-80.15	1.40	1	-	-	-	COMMENT	
N/A	10	3	Ingress	2018 JUN 17 08:03:24	2018 JUN 17 08:06:27	2018 JUN 17 08:07:06	222.00	-140.00	-138.27	-137.95	64.91	60.31	59.25	17.25	1	-	-	-	COMMENT	
NOMAD	10	3	Egress	2018 JUN 17 08:46:16	2018 JUN 17 08:46:57	2018 JUN 17 08:50:17	241.00	-37.39	-27.75	2.00	-83.59	-83.31	-80.27	1.28	1	Nominal Science 1xCO2 LA01; Nominal Science 1xCO2 HA01	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139); Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	COP row -1: 	COMMENT	
ACS	11	3	Ingress	2018 JUN 17 10:01:15	2018 JUN 17 10:04:19	2018 JUN 17 10:04:58	223.00	-168.70	-166.93	-166.61	64.88	60.21	59.14	17.25	1	-	-	-	COMMENT	
N/A	11	3	Egress	2018 JUN 17 10:44:05	2018 JUN 17 10:44:46	2018 JUN 17 10:48:08	243.00	-67.70	-57.88	-27.04	-83.60	-83.34	-80.31	1.18	1	-	-	-	COMMENT	
N/A	12	3	Ingress	2018 JUN 17 11:59:06	2018 JUN 17 12:02:10	2018 JUN 17 12:02:49	223.00	162.65	164.43	164.75	64.77	60.05	58.97	17.26	1	-	-	-	COMMENT	
NOMAD	12	3	Egress	2018 JUN 17 12:41:53	2018 JUN 17 12:42:34	2018 JUN 17 12:45:56	243.00	-97.45	-87.49	-56.02	-83.59	-83.35	-80.34	1.12	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	COP row -1: 	COMMENT	
N/A	13	3	Ingress	2018 JUN 17 13:56:59	2018 JUN 17 14:00:03	2018 JUN 17 14:00:42	223.00	134.05	135.82	136.14	64.57	59.81	58.72	17.26	4	-	-	-	COMMENT	
N/A	13	3	Egress	2018 JUN 17 14:39:43	2018 JUN 17 14:40:24	2018 JUN 17 14:43:46	243.00	-127.60	-117.48	-85.18	-83.59	-83.38	-80.40	1.03	4	-	-	-	COMMENT	
N/A	14	3	Ingress	2018 JUN 17 15:54:54	2018 JUN 17 15:57:59	2018 JUN 17 15:58:38	224.00	105.41	107.19	107.51	64.43	59.60	58.49	17.27	1	-	-	-	COMMENT	
NOMAD	14	3	Egress	2018 JUN 17 16:37:34	2018 JUN 17 16:38:15	2018 JUN 17 16:41:38	244.00	-158.00	-147.72	-114.37	-83.58	-83.40	-80.46	0.92	1	Dust H2O 01	Science: orders #119, #130, #145, #171, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	COP row -1: 	COMMENT	
ACS	15	3	Ingress	2018 JUN 17 17:52:49	2018 JUN 17 17:55:55	2018 JUN 17 17:56:34	225.00	76.74	78.54	78.86	64.32	59.42	58.31	17.27	4	-	-	-	COMMENT	
