Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	3	Nightside	2018 JUN 16 14:15:59	2018 JUN 16 14:45:28	2018 JUN 16 15:14:57	3537.18	112.31	-167.07	-82.05	73.53	0.14	-73.52	156.01	22.45	3	-	-	-		
1	3	Dayside	2018 JUN 16 15:14:57	2018 JUN 16 15:44:25	2018 JUN 16 16:13:54	3537.66	-82.05	-1.12	83.60	-73.52	1.33	73.50	24.12	10.47	3	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	COMMENT	
2	3	Nightside	2018 JUN 16 16:13:54	2018 JUN 16 16:43:22	2018 JUN 16 17:12:51	3536.40	83.60	163.96	-110.80	73.50	0.05	-73.52	155.72	22.43	4	-	-	-		
2	3	Dayside	2018 JUN 16 17:12:51	2018 JUN 16 17:42:20	2018 JUN 16 18:11:49	3538.11	-110.80	-30.09	54.82	-73.52	1.40	73.52	24.42	10.45	4	-		COP row -1: 	COMMENT	
3	3	Nightside	2018 JUN 16 18:11:49	2018 JUN 16 18:41:16	2018 JUN 16 19:10:44	3534.76	54.82	135.00	-139.59	73.52	0.02	-73.54	155.43	22.41	3	-	-	-		
3	3	Dayside	2018 JUN 16 19:10:44	2018 JUN 16 19:40:12	2018 JUN 16 20:09:41	3537.55	-139.59	-59.04	25.99	-73.54	1.47	73.56	24.71	10.43	3	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	COMMENT	
4	3	Nightside	2018 JUN 16 20:09:41	2018 JUN 16 20:39:08	2018 JUN 16 21:08:35	3533.47	25.99	106.05	-168.39	73.56	0.01	-73.57	155.16	22.39	1	-	-	-		
4	3	Dayside	2018 JUN 16 21:08:35	2018 JUN 16 21:38:03	2018 JUN 16 22:07:31	3536.32	-168.39	-87.98	-2.81	-73.57	1.52	73.61	24.98	10.41	1	-		COP row -1: 	COMMENT	
5	3	Nightside	2018 JUN 16 22:07:31	2018 JUN 16 22:36:57	2018 JUN 16 23:06:24	3532.65	-2.81	77.13	162.83	73.61	-0.03	-73.60	154.91	22.38	1	-	-	-		
5	3	Dayside	2018 JUN 16 23:06:24	2018 JUN 16 23:35:52	2018 JUN 17 00:05:20	3536.40	162.83	-116.89	-31.51	-73.60	1.55	73.58	25.23	10.40	1	AER H2Oi 3SUBD 01	Science: orders #169, #131, #127, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	COMMENT	
6	3	Nightside	2018 JUN 17 00:05:20	2018 JUN 17 00:34:46	2018 JUN 17 01:04:13	3533.09	-31.51	48.23	134.15	73.58	-0.14	-73.57	154.64	22.36	1	-	-	-		
6	3	Dayside	2018 JUN 17 01:04:13	2018 JUN 17 01:33:42	2018 JUN 17 02:03:12	3538.82	134.15	-145.82	-60.17	-73.57	1.61	73.52	25.50	10.38	1	-		COP row -1: 	COMMENT	
7	3	Nightside	2018 JUN 17 02:03:12	2018 JUN 17 02:32:39	2018 JUN 17 03:02:07	3534.64	-60.17	19.28	105.49	73.52	-0.22	-73.50	154.36	22.34	4	-	-	-		
