MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2025 AUG 03 06:00:00,33.7974,111.103,291.4822,15.4325,46.6374,3.1163e-14,46.6374,2025 AUG 03 05:48:00,33.5848,113.5883,409.8687,15.4036,46.2715,0.093237,46.3404
2025 AUG 03 09:45:00,35.8836,56.1857,293.2793,15.4214,46.5982,3.7633e-14,46.5982,2025 AUG 03 09:45:00,37.2919,56.6116,413.4902,15.4497,47.037,1.8924,48.8941
2025 AUG 03 15:21:00,33.652,-25.3318,291.592,15.4375,46.7157,2.3801e-14,46.7157,2025 AUG 03 15:39:00,37.7745,-29.7943,414.1411,15.4322,46.8832,0.15014,47.0034
2025 AUG 03 19:09:00,44.9144,-81.7875,300.3417,15.3725,47.3334,3.1806e-14,47.3334,2025 AUG 03 19:36:00,41.2447,-86.5022,416.3555,15.4964,48.019,0.52394,48.2185
2025 AUG 04 19:27:00,42.5108,-76.3215,297.9993,15.3892,47.1061,3.4256e-14,47.1061,2025 AUG 04 19:12:00,44.249,-71.7876,418.9968,15.4481,48.0542,4.7641,44.0512
2025 AUG 04 21:18:00,38.809,-103.0596,294.8599,15.4072,46.7727,6.3691e-14,46.7727,2025 AUG 04 21:09:00,41.9849,-102.3899,416.8741,15.3058,46.1114,0.17218,46.2423
2025 AUG 05 01:03:00,40.8286,-157.896,297.5118,15.4017,46.9836,6.1673e-14,46.9836,2025 AUG 05 01:06:00,45.4228,-159.0667,420.3076,15.3722,47.5324,2.0026,49.2895
2025 AUG 05 04:51:00,51.9363,145.5583,306.2609,15.3306,48.9647,1.1468e-14,48.9647,2025 AUG 05 05:03:00,48.5158,144.7988,420.8214,15.4744,49.2916,0.11016,49.3582
2025 AUG 05 06:42:00,48.034,118.9547,302.3802,15.3575,48.0524,1.5581e-14,48.0524,2025 AUG 05 07:00:00,45.9905,114.3432,418.0643,15.3422,47.3802,1.6563,48.8845
2025 AUG 06 07:00:00,45.8887,124.4233,300.7872,15.3744,47.7556,7.2248e-14,47.7556,2025 AUG 06 06:36:00,49.0628,128.8783,420.3417,15.2819,47.7115,0.095236,47.7603
2025 AUG 06 16:24:00,55.4484,-13.8251,306.5917,15.3072,50.152,1.3114e-14,50.152,2025 AUG 06 16:27:00,53.1201,-13.3437,423.9449,15.3881,49.9758,0.080057,50.0177
2025 AUG 08 00:09:00,47.5189,-116.5247,301.191,15.3642,48.1964,2.0116e-14,48.1964,2025 AUG 07 23:54:00,52.0452,-115.0835,424.6684,15.2169,48.2685,22.2728,58.1075
2025 AUG 08 03:57:00,58.8362,-173.3631,310.536,15.2736,51.4215,9.4166e-15,51.4215,2025 AUG 08 03:51:00,57.7755,-170.7919,427.8051,15.3478,51.5061,0.62697,51.9706
2025 AUG 08 05:48:00,54.8998,160.243,308.7188,15.3147,50.1478,2.8845e-14,50.1478,2025 AUG 08 05:48:00,55.2024,158.4172,425.396,15.1931,49.3122,0.51439,48.9291
2025 AUG 09 17:21:00,57.9416,0.82725,309.2017,15.2892,51.306,1.8025e-14,51.306,2025 AUG 09 17:12:00,59.7347,1.2348,427.1833,15.1703,51.2808,0.79077,51.8072
2025 AUG 11 01:09:00,59.3036,-103.8877,308.4135,15.2606,51.8256,4.3848e-14,51.8256,2025 AUG 11 00:39:00,61.2794,-100.3144,427.4115,15.0119,51.1764,1.0949,51.7747
2025 AUG 11 16:09:00,66.9571,35.4045,313.3717,15.1467,55.0099,4.6555e-14,55.0099,2025 AUG 11 16:24:00,65.532,34.5869,430.2294,15.3356,55.2444,0.21683,55.1862
2025 AUG 12 23:57:00,68.2387,-69.1775,313.1231,15.1269,55.771,3.8067e-14,55.771,2025 AUG 12 23:51:00,66.7834,-66.9285,430.0928,15.1794,55.2249,1.0101,55.7505
2025 AUG 13 05:33:00,66.5976,-150.3749,312.3878,15.1644,55.0779,1.0668e-14,55.0779,2025 AUG 13 05:45:00,66.6915,-152.1913,432.2906,15.2381,55.495,6.0003,59.5166
2025 AUG 14 13:21:00,67.5218,105.1069,313.1048,15.1489,55.6555,3.6203e-14,55.6555,2025 AUG 14 13:12:00,68.564,107.0843,430.4334,15.1347,56.1672,0.80642,56.5198
2025 AUG 20 20:51:00,71.5229,51.6816,313.4457,15.0489,58.3112,8.1089e-15,58.3112,2025 AUG 20 20:33:00,72.6944,54.0719,433.0303,14.9164,58.5678,1.086,58.5787
2025 AUG 24 07:09:00,74.5466,-71.3168,313.8319,14.9556,60.3346,2.8548e-14,60.3346,2025 AUG 24 07:06:00,74.1799,-73.5529,432.8424,14.7578,59.5043,0.31664,59.566
2025 AUG 25 20:33:00,73.939,103.1124,313.4724,14.9872,60.2553,1.7132e-14,60.2553,2025 AUG 25 20:27:00,75.0482,104.5937,434.2682,14.9886,60.9661,0.37404,61.0903
2025 AUG 29 06:51:00,77.4283,-20.839,313.3282,14.8303,62.6108,1.0183e-14,62.6108,2025 AUG 29 07:00:00,75.7581,-20.8234,433.1546,14.9775,61.8716,0.088284,61.8936
