Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Ingress solar occultation observation number,Merged Occultation (YES = 1; NO = 0),Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),SO start time (UTC),SO end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),Limb Height 250 km (UTC),Latitude probed @ limb height 250 km (deg),Longitude probed @ limb height 250 km (deg),Limb Height 0 km (UTC),Latitude probed @ limb height 0 km (deg),Longitude probed @ limb height 0 km (deg),Limb Height 50 km: switch SCI1 to SCI2 (UTC),Beta angle (deg),Eclipse duration (Umbra end - Umbra start) (s),Local Solar Time (LST): TGO2SUN vector surface intercept point @ limb height 0 km (h),Solar longitude Ls (deg),SO+SINBAD data volume (Mbit),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),Channel(s)+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
1,1,1,0,2,33975,0,0,0,1,0,2025 JUL 05 17:09:06,2025 JUL 05 17:24:39,2025 JUL 05 17:09:16,2025 JUL 05 17:24:39,N/A,N/A,2025 JUL 05 17:16:36,2025 JUL 05 17:24:39,2025 JUL 05 17:17:06,-62.9213,4.1735,2025 JUL 05 17:24:09,-50.6318,32.4518,2025 JUL 05 17:22:51,53.9565,1610,15.8461,106.4173,46.8043,N/A,87.4915,134.0375,10,480,825,30,30,923,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,483,300,1075,1400002C000A01E003391E1E039B0301000D000D0000000000000000000000000000000001C201E3012C0433
1,1,2,0,4,33977,0,0,0,1,0,2025 JUL 05 21:04:50,2025 JUL 05 21:20:32,2025 JUL 05 21:05:00,2025 JUL 05 21:20:32,N/A,N/A,2025 JUL 05 21:12:20,2025 JUL 05 21:20:32,2025 JUL 05 21:12:50,-62.9411,-53.2309,2025 JUL 05 21:20:02,-50.4172,-24.0677,2025 JUL 05 21:18:42,54.3897,1584,15.9047,106.4915,47.6561,N/A,89.1218,136.5146,10,480,832,30,30,932,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,492,300,1100,1400002C000A01E003401E1E03A40301000D000D0000000000000000000000000000000001C201EC012C044C
1,1,3,0,7,33980,0,0,0,1,0,2025 JUL 06 02:58:49,2025 JUL 06 03:14:42,2025 JUL 06 02:58:59,2025 JUL 06 03:14:42,N/A,N/A,2025 JUL 06 03:06:19,2025 JUL 06 03:14:42,2025 JUL 06 03:06:49,-62.7779,-138.5385,2025 JUL 06 03:14:12,-49.36,-109.4987,2025 JUL 06 03:12:49,55.087,1536,15.9547,106.603,48.6971,N/A,91.1144,139.5422,10,480,840,30,30,943,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,503,300,1130,1400002C000A01E003481E1E03AF0301000D000D0000000000000000000000000000000001C201F7012C046A
1,1,4,0,8,33981,0,0,0,1,0,2025 JUL 06 04:56:41,2025 JUL 06 05:12:39,2025 JUL 06 04:56:51,2025 JUL 06 05:12:39,N/A,N/A,2025 JUL 06 05:04:11,2025 JUL 06 05:12:39,2025 JUL 06 05:04:41,-62.8545,-167.5446,2025 JUL 06 05:12:09,-49.367,-137.8584,2025 JUL 06 05:10:45,55.297,1523,15.9775,106.6401,49.1703,N/A,92.0201,140.9184,10,480,844,30,30,948,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,508,300,1144,1400002C000A01E0034C1E1E03B40301000D000D0000000000000000000000000000000001C201FC012C0478
1,1,5,0,10,33983,0,0,0,1,0,2025 JUL 06 08:52:28,2025 JUL 06 09:08:34,2025 JUL 06 08:52:38,2025 JUL 06 09:08:34,N/A,N/A,2025 JUL 06 08:59:58,2025 JUL 06 09:08:34,2025 JUL 06 09:00:28,-62.8337,135.2264,2025 JUL 06 09:08:04,-48.7257,164.8897,2025 JUL 06 09:06:38,55.7099,1495,15.9878,106.7144,49.9275,N/A,93.4692,143.1203,10,480,850,30,30,956,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,516,300,911,1400002C000A01E003521E1E03BC0301000D000D0000000000000000000000000000000001C20204012C038F
1,1,6,0,12,33985,0,0,0,1,0,2025 JUL 06 12:48:26,2025 JUL 06 13:04:43,2025 JUL 06 12:48:36,2025 JUL 06 13:04:43,N/A,N/A,2025 JUL 06 12:55:56,2025 JUL 06 13:04:43,2025 JUL 06 12:56:26,-62.7026,78.4475,2025 JUL 06 13:04:13,-48.2811,109.0306,2025 JUL 06 13:02:44,56.2023,1458,16.0947,106.7887,50.9685,N/A,95.4618,146.148,10,480,858,30,30,967,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,527,300,941,1400002C000A01E0035A1E1E03C70301000D000D0000000000000000000000000000000001C2020F012C03AD
1,1,7,0,14,33987,0,0,0,1,0,2025 JUL 06 16:44:22,2025 JUL 06 17:00:46,2025 JUL 06 16:44:32,2025 JUL 06 17:00:46,N/A,N/A,2025 JUL 06 16:51:52,2025 JUL 06 17:00:46,2025 JUL 06 16:52:22,-62.7139,21.0358,2025 JUL 06 17:00:16,-47.4335,51.0346,2025 JUL 06 16:58:46,56.6249,1430,16.0575,106.863,51.631,N/A,96.7298,148.0746,10,480,864,30,30,974,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,534,300,961,1400002C000A01E003601E1E03CE0301000D000D0000000000000000000000000000000001C20216012C03C1
1,1,8,0,15,33988,0,0,0,1,0,2025 JUL 06 18:42:14,2025 JUL 06 18:58:43,2025 JUL 06 18:42:24,2025 JUL 06 18:58:43,N/A,N/A,2025 JUL 06 18:49:44,2025 JUL 06 18:58:43,2025 JUL 06 18:50:14,-62.7586,-7.8202,2025 JUL 06 18:58:13,-47.7179,23.4239,2025 JUL 06 18:56:41,56.8177,1417,16.1303,106.9002,52.1042,N/A,97.6355,149.4508,10,480,867,30,30,979,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,539,300,974,1400002C000A01E003631E1E03D30301000D000D0000000000000000000000000000000001C2021B012C03CE
1,1,9,0,17,33990,0,0,0,1,0,2025 JUL 06 22:38:07,2025 JUL 06 22:54:47,2025 JUL 06 22:38:17,2025 JUL 06 22:54:47,N/A,N/A,2025 JUL 06 22:45:37,2025 JUL 06 22:54:47,2025 JUL 06 22:46:07,-62.6148,-64.5362,2025 JUL 06 22:54:17,-46.7066,-33.5176,2025 JUL 06 22:52:42,57.2731,1376,16.1636,106.9745,53.1453,N/A,99.628,152.4784,10,480,875,30,30,990,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,550,300,1004,1400002C000A01E0036B1E1E03DE0301000D000D0000000000000000000000000000000001C20226012C03EC
1,1,10,0,19,33992,0,0,0,1,0,2025 JUL 07 02:34:08,2025 JUL 07 02:51:00,2025 JUL 07 02:34:18,2025 JUL 07 02:51:00,N/A,N/A,2025 JUL 07 02:41:38,2025 JUL 07 02:51:00,2025 JUL 07 02:42:08,-62.4832,-121.3563,2025 JUL 07 02:50:30,-46.0521,-89.7224,2025 JUL 07 02:48:52,57.7379,1334,16.2486,107.0489,54.281,N/A,101.8017,155.7813,10,480,884,30,30,1002,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,562,300,1037,1400002C000A01E003741E1E03EA0301000D000D0000000000000000000000000000000001C20232012C040D
