Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
NOMAD	22	51	Grazing	2022 FEB 21 09:24:25	-	2022 FEB 21 09:53:49	1764.00	170.66	-	170.66	-88.76	-	-88.76	-	5	6SUBD Nominal #48	Science: orders #121, #134, #129, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&mroOverlap; 	
N/A	23	51	Grazing	2022 FEB 21 11:22:26	-	2022 FEB 21 11:52:02	1776.00	136.44	-	136.44	-88.92	-	-88.92	-	14	-	-	-	&mroOverlap; 	
N/A	24	51	Grazing	2022 FEB 21 13:20:21	-	2022 FEB 21 13:50:15	1794.00	113.20	-	113.20	-88.83	-	-88.83	-	14	-	-	-	&acsSolarCalibration; 	
N/A	25	51	Grazing	2022 FEB 21 15:18:12	-	2022 FEB 21 15:48:24	1812.00	90.68	-	90.68	-88.67	-	-88.67	-	14	-	-	-		
NOMAD	26	51	Grazing	2022 FEB 21 17:16:06	-	2022 FEB 21 17:46:32	1826.00	61.39	-	61.39	-88.73	-	-88.73	-	5	6SUBD CO2 H2O #11	Science: orders #121, #132, #148, #156, #160, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&mroOverlap; 	
N/A	27	51	Grazing	2022 FEB 21 19:14:04	-	2022 FEB 21 19:44:34	1830.00	24.12	-	24.12	-88.99	-	-88.99	-	14	-	-	-		
NOMAD	28	51	Grazing	2022 FEB 21 21:11:59	-	2022 FEB 21 21:42:45	1846.00	-0.96	-	-0.96	-88.94	-	-88.94	-	5	6SUBD CO2 H2O #13	Science: orders #121, #132, #148, #156, #186, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	29	51	Grazing	2022 FEB 21 23:09:54	-	2022 FEB 21 23:40:58	1864.00	-23.19	-	-23.19	-88.79	-	-88.79	-	5	6SUBD Nominal #11	Science: orders #121, #134, #126, #129, #169, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
N/A	30	51	Grazing	2022 FEB 22 01:07:54	-	2022 FEB 22 01:39:14	1880.00	-53.48	-	-53.48	-88.88	-	-88.88	-	14	-	-	-		
N/A	31	51	Grazing	2022 FEB 22 03:05:54	-	2022 FEB 22 03:37:26	1892.00	-86.32	-	-86.32	-89.02	-	-89.02	-	14	-	-	-		
N/A	32	51	Grazing	2022 FEB 22 05:03:48	-	2022 FEB 22 05:35:32	1904.00	-115.46	-	-115.46	-89.06	-	-89.06	-	3	-	-	-		
N/A	33	51	Grazing	2022 FEB 22 07:01:37	-	2022 FEB 22 07:33:35	1918.00	-136.60	-	-136.60	-88.90	-	-88.90	-	14	-	-	-		
NOMAD	34	51	Grazing	2022 FEB 22 08:59:35	-	2022 FEB 22 09:31:41	1926.00	-166.85	-	-166.85	-88.98	-	-88.98	-	5	CO2 Fullscan Fast #4	Diffraction order stepping (fullscan): 10 orders from 165 to 175 in steps of 1 (6 order(s) per 1 second(s))	COP row -1: 		
N/A	35	51	Grazing	2022 FEB 22 10:57:36	-	2022 FEB 22 11:29:52	1936.00	159.80	-	159.80	-89.13	-	-89.13	-	14	-	-	-		
N/A	36	51	Grazing	2022 FEB 22 12:55:35	-	2022 FEB 22 13:28:03	1948.00	129.84	-	129.84	-89.19	-	-89.19	-	14	-	-	-	&nomadSolarCalibration; 	
N/A	37	51	Grazing	2022 FEB 22 14:53:27	-	2022 FEB 22 15:26:11	1964.00	108.87	-	108.87	-89.05	-	-89.05	-	14	-	-	-		
NOMAD	38	51	Grazing	2022 FEB 22 16:51:19	-	2022 FEB 22 17:24:17	1978.00	83.79	-	83.79	-88.97	-	-88.97	-	5	6SUBD CO2 H2O CO #15	Science: orders #121, #132, #148, #165, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&mroOverlap; 	
N/A	39	51	Grazing	2022 FEB 22 18:49:14	-	2022 FEB 22 19:22:20	1986.00	53.00	-	53.00	-89.09	-	-89.09	-	14	-	-	-	&mroOverlap; 	
NOMAD	40	51	Grazing	2022 FEB 22 20:47:10	-	2022 FEB 22 21:20:24	1994.00	23.21	-	23.21	-89.16	-	-89.16	-	5	6SUBD CO2 H2O CO #15	Science: orders #121, #132, #148, #165, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	41	51	Grazing	2022 FEB 22 22:45:04	-	2022 FEB 22 23:18:34	2010.00	1.19	-	1.19	-88.98	-	-88.98	-	5	6SUBD Nominal #12	Science: orders #121, #134, #127, #129, #169, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&mroOverlap; 	
N/A	42	51	Grazing	2022 FEB 23 00:43:02	-	2022 FEB 23 01:16:44	2022.00	-26.11	-	-26.11	-88.97	-	-88.97	-	3	-	-	-	&mroOverlap; 	
NOMAD	43	51	Grazing	2022 FEB 23 02:41:01	-	2022 FEB 23 03:14:57	2035.36	-54.89	-	138.16	-89.03	-	19.30	-	5	6SUBD CO2 H2O #14	Science: orders #121, #134, #148, #132, #165, #169, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&grazingMatch:CURIOSITY; 	
ACS	44	51	Merged	2022 FEB 23 04:38:58	-	2022 FEB 23 05:13:04	2045.72	-84.74	-	109.42	-89.13	-	20.00	-	14	-	-	-		
N/A	45	51	Merged	2022 FEB 23 06:36:46	-	2022 FEB 23 07:11:04	2058.30	-108.18	-	80.71	-88.94	-	20.50	-	14	-	-	-		
NOMAD	46	51	Merged	2022 FEB 23 08:34:39	-	2022 FEB 23 09:09:05	2065.83	-135.12	-	52.01	-88.90	-	20.87	-	5	CO2 Fullscan Fast #4	Diffraction order stepping (fullscan): 10 orders from 165 to 175 in steps of 1 (6 order(s) per 1 second(s))	COP row -1: 		
