Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
NOMAD	43	Egress	2019 JUN 19 02:52:45	2019 JUN 19 02:53:33	2019 JUN 19 02:57:14	269.00	-62.59	-59.42	-41.00	65.46	66.84	71.64	20.92	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	44	Ingress	2019 JUN 19 04:10:23	2019 JUN 19 04:14:27	2019 JUN 19 04:15:17	294.00	-159.31	-149.50	-147.89	-64.02	-56.54	-54.79	16.23	14	-	-	-		
ACS	44	Egress	2019 JUN 19 04:50:35	2019 JUN 19 04:51:23	2019 JUN 19 04:55:05	270.00	-91.85	-88.73	-70.45	65.18	66.58	71.51	20.88	14	-	-	-		
NOMAD	45	Ingress	2019 JUN 19 06:08:15	2019 JUN 19 06:12:20	2019 JUN 19 06:13:11	296.00	171.92	-178.17	-176.53	-64.05	-56.50	-54.71	16.23	1	Dust H2O 01	Science: orders #119, #130, #145, #171, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	45	Egress	2019 JUN 19 06:48:24	2019 JUN 19 06:49:12	2019 JUN 19 06:52:56	272.00	-120.97	-117.88	-99.57	64.96	66.37	71.42	20.84	1	Nominal Science 1xCO2 LA01; Nominal Science 1xCO2 HA01	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	46	Ingress	2019 JUN 19 08:06:11	2019 JUN 19 08:10:16	2019 JUN 19 08:11:07	296.00	143.43	153.31	154.94	-63.92	-56.32	-54.52	16.24	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	46	Egress	2019 JUN 19 08:46:14	2019 JUN 19 08:47:03	2019 JUN 19 08:50:47	273.00	-150.04	-146.91	-128.71	64.75	66.21	71.33	20.82	1	Water Ice 01	Science: orders #119, #140, #153, #170, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	47	Ingress	2019 JUN 19 10:04:09	2019 JUN 19 10:08:15	2019 JUN 19 10:09:06	297.00	114.99	124.84	126.46	-63.76	-56.07	-54.25	16.25	3	-	-	-	&daysideMatch:MERIDIANI SULPHATES; 	
ACS	47	Egress	2019 JUN 19 10:44:06	2019 JUN 19 10:44:55	2019 JUN 19 10:48:40	274.00	-179.17	-176.08	-157.94	64.52	66.00	71.23	20.79	3	-	-	-	&daysideMatch:MERIDIANI SULPHATES; 	
N/A	48	Ingress	2019 JUN 19 12:02:07	2019 JUN 19 12:06:15	2019 JUN 19 12:07:06	299.00	86.39	96.30	97.92	-63.69	-55.88	-54.05	16.27	14	-	-	-		
N/A	48	Egress	2019 JUN 19 12:41:59	2019 JUN 19 12:42:48	2019 JUN 19 12:46:34	275.00	151.68	154.74	172.78	64.28	65.78	71.12	20.76	14	-	-	-		
N/A	49	Ingress	2019 JUN 19 14:00:06	2019 JUN 19 14:04:15	2019 JUN 19 14:05:07	301.00	57.69	67.67	69.32	-63.66	-55.77	-53.90	16.27	3	-	-	-		
N/A	49	Egress	2019 JUN 19 14:39:53	2019 JUN 19 14:40:42	2019 JUN 19 14:44:30	277.00	122.56	125.58	143.65	64.04	65.56	71.02	20.72	3	-	-	-		
NOMAD	50	Ingress	2019 JUN 19 15:58:03	2019 JUN 19 16:02:13	2019 JUN 19 16:03:05	302.00	28.97	39.03	40.67	-63.65	-55.69	-53.80	16.28	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	50	Egress	2019 JUN 19 16:37:45	2019 JUN 19 16:38:35	2019 JUN 19 16:42:24	279.00	93.42	96.46	114.46	63.79	65.35	70.92	20.70	1	BgSubTest 04	Science: orders #168, #136, #189, #119, #166, #148, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	51	Ingress	2019 JUN 19 17:55:56	2019 JUN 19 18:00:08	2019 JUN 19 18:01:00	304.00	0.20	10.38	12.03	-63.68	-55.62	-53.72	16.28	3	-	-	-	&daysideMatch:PAVONIS MONS; 	
ACS	51	Egress	2019 JUN 19 18:35:34	2019 JUN 19 18:36:24	2019 JUN 19 18:40:14	280.00	64.26	67.26	85.12	63.51	65.10	70.78	20.66	3	-	-	-	&daysideMatch:PAVONIS MONS; 	
NOMAD	52	Ingress	2019 JUN 19 19:53:48	2019 JUN 19 19:58:01	2019 JUN 19 19:58:54	306.00	-28.43	-18.20	-16.52	-63.63	-55.50	-53.55	16.29	1	Nominal Science with CO 01	Science: orders #147, #134, #169, #121, #186, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	52	Egress	2019 JUN 19 20:33:22	2019 JUN 19 20:34:12	2019 JUN 19 20:38:03	281.00	35.14	38.10	55.85	63.25	64.85	70.65	20.63	1	CO 01	Science: orders #167, #188, #189, #190, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	53	Ingress	2019 JUN 19 21:51:47	2019 JUN 19 21:56:01	2019 JUN 19 21:56:54	307.00	-56.83	-46.65	-44.99	-63.44	-55.21	-53.25	16.31	1	Nominal Science 1xCO2 HA01; Nominal Science 1xCO2 LA01	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	53	Egress	2019 JUN 19 22:31:15	2019 JUN 19 22:32:06	2019 JUN 19 22:35:58	283.00	6.11	9.10	26.85	63.04	64.69	70.58	20.61	1	CO2 Fullscan Fast	Diffraction order stepping (fullscan): 10 orders from 160 to 170 in steps of 1 (6 order(s) per 1 second(s))	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
N/A	54	Ingress	2019 JUN 19 23:49:48	2019 JUN 19 23:54:03	2019 JUN 19 23:54:56	308.00	-85.29	-75.14	-73.49	-63.28	-54.96	-52.98	16.32	14	-	-	-		
N/A	54	Egress	2019 JUN 20 00:29:09	2019 JUN 20 00:30:00	2019 JUN 20 00:33:54	285.00	-22.98	-20.02	-2.26	62.80	64.47	70.49	20.58	14	-	-	-		
ACS	55	Ingress	2019 JUN 20 01:47:47	2019 JUN 20 01:52:02	2019 JUN 20 01:52:56	309.00	-113.89	-103.74	-102.06	-63.20	-54.82	-52.80	16.33	3	-	-	-	&daysideMatch:INSIGHT; &daysideMatch:CURIOSITY; 	
ACS	55	Egress	2019 JUN 20 02:27:01	2019 JUN 20 02:27:52	2019 JUN 20 02:31:47	286.00	-52.19	-49.28	-31.69	62.49	64.17	70.32	20.54	3	-	-	-	&daysideMatch:INSIGHT; &daysideMatch:CURIOSITY; 	
NOMAD	56	Ingress	2019 JUN 20 03:45:42	2019 JUN 20 03:50:00	2019 JUN 20 03:50:54	312.00	-142.68	-132.37	-130.69	-63.24	-54.72	-52.69	16.33	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	56	Egress	2019 JUN 20 04:24:51	2019 JUN 20 04:25:43	2019 JUN 20 04:29:39	288.00	-81.40	-78.49	-61.07	62.15	63.89	70.16	20.51	1	Nominal Science 1xCO2 LA03; Nominal Science 1xCO2 HA03	Science: orders #168, #134, #189, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #189, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	57	Ingress	2019 JUN 20 05:43:35	2019 JUN 20 05:47:55	2019 JUN 20 05:48:49	314.00	-171.45	-161.01	-159.33	-63.26	-54.64	-52.60	16.34	3	-	-	-	&daysideMatch:NILI FOSSAE; 	
ACS	57	Egress	2019 JUN 20 06:22:40	2019 JUN 20 06:23:32	2019 JUN 20 06:27:30	290.00	-110.52	-107.65	-90.30	61.85	63.61	70.03	20.47	3	-	-	-	&daysideMatch:NILI FOSSAE; 	
NOMAD	58	Ingress	2019 JUN 20 07:41:28	2019 JUN 20 07:45:49	2019 JUN 20 07:46:44	316.00	159.89	170.38	172.10	-63.23	-54.53	-52.44	16.34	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	58	Egress	2019 JUN 20 08:20:29	2019 JUN 20 08:21:21	2019 JUN 20 08:25:20	291.00	-139.55	-136.71	-119.42	61.62	63.39	69.91	20.45	1	Nominal Science 1xCO2 LA02; Nominal Science 1xCO2 HA02	Science: orders #168, #134, #190, #119, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #119, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	59	Ingress	2019 JUN 20 09:39:25	2019 JUN 20 09:43:47	2019 JUN 20 09:44:42	317.00	131.49	141.93	143.62	-63.04	-54.25	-52.14	16.36	14	-	-	-		
ACS	59	Egress	2019 JUN 20 10:18:19	2019 JUN 20 10:19:12	2019 JUN 20 10:23:12	293.00	-168.61	-165.75	-148.53	61.35	63.18	69.80	20.42	14	-	-	-		
N/A	60	Ingress	2019 JUN 20 11:37:25	2019 JUN 20 11:41:49	2019 JUN 20 11:42:44	319.00	102.98	113.44	115.12	-62.91	-53.98	-51.87	16.38	3	-	-	-	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; &daysideMatch:ACIDALIA MUD VOLCANOES BASIN; 	
N/A	60	Egress	2019 JUN 20 12:16:11	2019 JUN 20 12:17:04	2019 JUN 20 12:21:05	294.00	162.29	165.11	-177.79	61.07	62.91	69.65	20.39	3	-	-	-	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; &daysideMatch:ACIDALIA MUD VOLCANOES BASIN; 	
N/A	61	Ingress	2019 JUN 20 13:35:24	2019 JUN 20 13:39:49	2019 JUN 20 13:40:45	321.00	74.34	84.84	86.55	-62.85	-53.84	-51.67	16.38	17	-	-	-		
N/A	61	Egress	2019 JUN 20 14:14:05	2019 JUN 20 14:14:58	2019 JUN 20 14:19:01	296.00	133.20	135.99	153.04	60.78	62.64	69.52	20.36	17	-	-	-		
N/A	62	Ingress	2019 JUN 20 15:33:22	2019 JUN 20 15:37:49	2019 JUN 20 15:38:45	323.00	45.62	56.22	57.92	-62.84	-53.71	-51.53	16.39	14	-	-	-		
N/A	62	Egress	2019 JUN 20 16:11:58	2019 JUN 20 16:12:52	2019 JUN 20 16:16:56	298.00	104.13	106.93	123.89	60.50	62.41	69.40	20.34	14	-	-	-		
NOMAD	63	Ingress	2019 JUN 20 17:31:17	2019 JUN 20 17:35:45	2019 JUN 20 17:36:42	325.00	16.86	27.55	29.29	-62.85	-53.66	-51.43	16.39	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7	&daysideMatch:CERAUNIUS FOSSAE; 	
NOMAD	63	Egress	2019 JUN 20 18:09:48	2019 JUN 20 18:10:42	2019 JUN 20 18:14:48	300.00	75.03	77.78	94.68	60.19	62.12	69.25	20.31	1	HDO 01	Science: orders #168, #134, #124, #129, #190, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7	&daysideMatch:CERAUNIUS FOSSAE; 	
NOMAD	64	Ingress	2019 JUN 20 19:29:09	2019 JUN 20 19:33:39	2019 JUN 20 19:34:36	327.00	-11.85	-1.06	0.68	-62.85	-53.54	-51.31	16.40	1	LNO Occultation Fullscan 01	Diffraction order stepping (fullscan): 105 orders from 110 to 215 in steps of 1 (6 order(s) per 1 second(s))	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7	&daysideMatch:OLYMPUS MONS; 	
NOMAD	64	Egress	2019 JUN 20 20:07:34	2019 JUN 20 20:08:28	2019 JUN 20 20:12:36	302.00	45.91	48.62	65.41	59.85	61.80	69.08	20.28	1	136 with 1xDark	Science: orders #136, #136, #136, #136, #136, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7	&daysideMatch:OLYMPUS MONS; 	
ACS	65	Ingress	2019 JUN 20 21:27:04	2019 JUN 20 21:31:36	2019 JUN 20 21:32:33	329.00	-40.33	-29.53	-27.81	-62.71	-53.27	-51.02	16.41	14	-	-	-		
ACS	65	Egress	2019 JUN 20 22:05:22	2019 JUN 20 22:06:17	2019 JUN 20 22:10:25	303.00	16.87	19.60	36.21	59.56	61.56	68.93	20.25	14	-	-	-		
N/A	66	Ingress	2019 JUN 20 23:25:05	2019 JUN 20 23:29:38	2019 JUN 20 23:30:36	331.00	-68.75	-58.01	-56.28	-62.52	-52.99	-50.68	16.43	3	-	-	-		
N/A	66	Egress	2019 JUN 21 00:03:16	2019 JUN 21 00:04:11	2019 JUN 21 00:08:21	305.00	-12.15	-9.45	7.16	59.30	61.32	68.82	20.23	3	-	-	-		
NOMAD	67	Ingress	2019 JUN 21 01:23:06	2019 JUN 21 01:27:40	2019 JUN 21 01:28:38	332.00	-97.25	-86.54	-84.81	-62.37	-52.74	-50.42	16.44	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7	&daysideMatch:AEOLIS MENSAE MFF; 	
NOMAD	67	Egress	2019 JUN 21 02:01:09	2019 JUN 21 02:02:05	2019 JUN 21 02:06:17	308.00	-41.26	-38.56	-22.01	58.96	61.03	68.68	20.20	1	CH4 01	Science: orders #168, #133, #134, #135, #136, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7	&daysideMatch:AEOLIS MENSAE MFF; 	
ACS	68	Ingress	2019 JUN 21 03:21:02	2019 JUN 21 03:25:38	2019 JUN 21 03:26:37	335.00	-125.97	-115.15	-113.40	-62.36	-52.61	-50.24	16.45	14	-	-	-		
ACS	68	Egress	2019 JUN 21 03:58:59	2019 JUN 21 03:59:55	2019 JUN 21 04:04:09	310.00	-70.43	-67.78	-51.39	58.56	60.65	68.46	20.16	14	-	-	-		
NOMAD	69	Ingress	2019 JUN 21 05:18:56	2019 JUN 21 05:23:35	2019 JUN 21 05:24:34	338.00	-154.76	-143.78	-142.03	-62.40	-52.50	-50.12	16.45	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	69	Egress	2019 JUN 21 05:56:47	2019 JUN 21 05:57:43	2019 JUN 21 06:01:59	312.00	-99.55	-96.95	-80.69	58.18	60.29	68.27	20.13	1	AER 01	Science: orders #119, #133, #143, #154, #169, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	70	Ingress	2019 JUN 21 07:16:48	2019 JUN 21 07:21:29	2019 JUN 21 07:22:29	341.00	176.50	-172.41	-170.63	-62.42	-52.41	-49.98	16.46	1	Nominal Science with CO 01	Science: orders #147, #134, #169, #121, #186, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	70	Egress	2019 JUN 21 07:54:35	2019 JUN 21 07:55:32	2019 JUN 21 07:59:49	314.00	-128.56	-125.95	-109.79	57.89	60.05	68.13	20.11	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	71	Ingress	2019 JUN 21 09:14:45	2019 JUN 21 09:19:27	2019 JUN 21 09:20:27	342.00	148.08	159.11	160.88	-62.24	-52.13	-49.68	16.47	14	-	-	-		
ACS	71	Egress	2019 JUN 21 09:52:23	2019 JUN 21 09:53:20	2019 JUN 21 09:57:39	316.00	-157.57	-154.98	-138.86	57.59	59.77	67.99	20.08	14	-	-	-		
N/A	72	Ingress	2019 JUN 21 11:12:44	2019 JUN 21 11:17:28	2019 JUN 21 11:18:28	344.00	119.67	130.67	132.42	-62.03	-51.78	-49.32	16.49	14	-	-	-		
N/A	72	Egress	2019 JUN 21 11:50:13	2019 JUN 21 11:51:11	2019 JUN 21 11:55:31	318.00	173.38	175.97	-168.04	57.25	59.49	67.82	20.06	14	-	-	-		
NOMAD	73	Ingress	2019 JUN 21 13:10:43	2019 JUN 21 13:15:29	2019 JUN 21 13:16:30	347.00	91.07	102.11	103.88	-61.95	-51.57	-49.05	16.50	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	73	Egress	2019 JUN 21 13:48:05	2019 JUN 21 13:49:03	2019 JUN 21 13:53:25	320.00	144.32	146.87	162.78	56.91	59.16	67.65	20.03	1	BgSubTest 04	Science: orders #168, #136, #189, #119, #166, #148, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
N/A	74	Ingress	2019 JUN 21 15:08:43	2019 JUN 21 15:13:31	2019 JUN 21 15:14:32	349.00	62.42	73.53	75.28	-61.89	-51.38	-48.85	16.51	14	-	-	-		
N/A	74	Egress	2019 JUN 21 15:45:58	2019 JUN 21 15:46:57	2019 JUN 21 15:51:21	323.00	115.29	117.85	133.73	56.59	58.89	67.52	20.01	14	-	-	-		
ACS	75	Ingress	2019 JUN 21 17:06:40	2019 JUN 21 17:11:29	2019 JUN 21 17:12:31	351.00	33.71	44.88	46.66	-61.87	-51.28	-48.70	16.52	3	-	-	-		
ACS	75	Egress	2019 JUN 21 17:43:49	2019 JUN 21 17:44:48	2019 JUN 21 17:49:14	325.00	86.24	88.76	104.54	56.23	58.56	67.34	19.98	3	-	-	-		
NOMAD	76	Ingress	2019 JUN 21 19:04:32	2019 JUN 21 19:09:24	2019 JUN 21 19:10:26	354.00	4.95	16.27	18.05	-61.90	-51.16	-48.56	16.52	1	Dust H2O 01	Science: orders #119, #130, #145, #171, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	76	Egress	2019 JUN 21 19:41:35	2019 JUN 21 19:42:35	2019 JUN 21 19:47:02	327.00	57.17	59.70	75.30	55.84	58.23	67.13	19.96	1	Nominal Science 1xCO2 LA01; Nominal Science 1xCO2 HA01	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	77	Ingress	2019 JUN 21 21:02:26	2019 JUN 21 21:07:20	2019 JUN 21 21:08:23	357.00	-23.63	-12.27	-10.47	-61.82	-50.95	-48.30	16.53	14	-	-	-		
ACS	77	Egress	2019 JUN 21 21:39:21	2019 JUN 21 21:40:21	2019 JUN 21 21:44:50	329.00	28.14	30.63	46.12	55.48	57.88	66.93	19.93	14	-	-	-		
N/A	78	Ingress	2019 JUN 21 23:00:27	2019 JUN 21 23:05:22	2019 JUN 21 23:06:26	359.00	-51.98	-40.72	-38.92	-61.57	-50.59	-47.89	16.55	7	-	-	-		
N/A	78	Egress	2019 JUN 21 23:37:13	2019 JUN 21 23:38:14	2019 JUN 21 23:42:45	332.00	-0.84	1.66	17.14	55.17	57.63	66.82	19.91	7	-	-	-		
N/A	79	Ingress	2019 JUN 22 00:58:29	2019 JUN 22 01:03:26	2019 JUN 22 01:04:30	361.00	-80.42	-69.20	-67.41	-61.37	-50.25	-47.53	16.57	14	-	-	-		
N/A	79	Egress	2019 JUN 22 01:35:05	2019 JUN 22 01:36:06	2019 JUN 22 01:40:40	335.00	-29.88	-27.42	-11.95	54.81	57.28	66.66	19.88	14	-	-	-		
NOMAD	80	Ingress	2019 JUN 22 02:56:27	2019 JUN 22 03:01:26	2019 JUN 22 03:02:31	364.00	-109.05	-97.78	-95.97	-61.30	-50.05	-47.27	16.58	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	80	Egress	2019 JUN 22 03:32:55	2019 JUN 22 03:33:57	2019 JUN 22 03:38:32	337.00	-59.00	-56.54	-41.30	54.35	56.88	66.40	19.86	1	Water Ice 01	Science: orders #119, #140, #153, #170, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	81	Ingress	2019 JUN 22 04:54:22	2019 JUN 22 04:59:25	2019 JUN 22 05:00:30	368.00	-137.83	-126.38	-124.58	-61.34	-49.89	-47.10	16.59	1	Nominal Science with CO 01	Science: orders #147, #134, #169, #121, #186, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	81	Egress	2019 JUN 22 05:30:42	2019 JUN 22 05:31:45	2019 JUN 22 05:36:22	340.00	-88.10	-85.66	-70.59	53.88	56.47	66.15	19.83	1	CO 01	Science: orders #167, #188, #189, #190, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	82	Ingress	2019 JUN 22 06:52:15	2019 JUN 22 06:57:20	2019 JUN 22 06:58:26	371.00	-166.57	-155.01	-153.18	-61.35	-49.78	-46.94	16.59	14	-	-	-		
ACS	82	Egress	2019 JUN 22 07:28:29	2019 JUN 22 07:29:32	2019 JUN 22 07:34:12	343.00	-117.13	-114.72	-99.70	53.48	56.09	65.96	19.80	14	-	-	-		
NOMAD	83	Ingress	2019 JUN 22 08:50:09	2019 JUN 22 08:55:16	2019 JUN 22 08:56:23	374.00	164.85	176.44	178.28	-61.27	-49.57	-46.67	16.60	1	Nominal Science 1xCO2 HA01; Nominal Science 1xCO2 LA01	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	83	Egress	2019 JUN 22 09:26:16	2019 JUN 22 09:27:20	2019 JUN 22 09:32:02	346.00	-146.11	-143.69	-128.72	53.12	55.79	65.81	19.78	1	Nominal Science 1xCO2 LA03; Nominal Science 1xCO2 HA03	Science: orders #168, #134, #189, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #189, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	84	Ingress	2019 JUN 22 10:48:08	2019 JUN 22 10:53:17	2019 JUN 22 10:54:24	376.00	136.49	148.01	149.83	-61.02	-49.17	-46.26	16.62	14	-	-	-		
ACS	84	Egress	2019 JUN 22 11:24:04	2019 JUN 22 11:25:08	2019 JUN 22 11:29:52	348.00	-175.12	-172.75	-157.89	52.73	55.41	65.59	19.75	14	-	-	-		
N/A	85	Ingress	2019 JUN 22 12:46:09	2019 JUN 22 12:51:20	2019 JUN 22 12:52:28	379.00	107.99	119.50	121.33	-60.86	-48.86	-45.89	16.63	14	-	-	-	&possibleOCM; 	
N/A	85	Egress	2019 JUN 22 13:21:54	2019 JUN 22 13:22:59	2019 JUN 22 13:27:45	351.00	155.85	158.23	172.99	52.32	55.06	65.39	19.73	14	-	-	-	&possibleOCM; 	
