Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	40	Nightside	2021 APR 17 15:20:12	2021 APR 17 15:49:40	2021 APR 17 16:19:08	3535.88	-28.59	59.38	137.04	-74.58	-0.56	74.58	124.66	20.37	14	-	-	-		
1	40	Dayside	2021 APR 17 16:19:08	2021 APR 17 16:48:37	2021 APR 17 17:18:07	3538.82	137.04	-135.51	-57.08	74.58	2.10	-74.53	55.45	8.34	14	-		COP row -1: UVIS off		
2	40	Nightside	2021 APR 17 17:18:07	2021 APR 17 17:47:36	2021 APR 17 18:17:05	3538.02	-57.08	30.46	108.60	-74.53	-0.45	74.52	124.42	20.36	1	-	-	-		
2	40	Dayside	2021 APR 17 18:17:05	2021 APR 17 18:46:35	2021 APR 17 19:16:04	3539.36	108.60	-164.45	-85.72	74.52	1.97	-74.51	55.71	8.32	1	-		COP row -1: UVIS off		
3	40	Nightside	2021 APR 17 19:16:04	2021 APR 17 19:45:34	2021 APR 17 20:15:04	3539.37	-85.72	1.50	79.99	-74.51	-0.40	74.49	124.16	20.34	14	-	-	-		
3	40	Dayside	2021 APR 17 20:15:04	2021 APR 17 20:44:33	2021 APR 17 21:14:02	3538.05	79.99	166.58	-114.53	74.49	1.88	-74.51	55.98	8.31	14	-		COP row -1: UVIS off		
4	40	Nightside	2021 APR 17 21:14:02	2021 APR 17 21:43:31	2021 APR 17 22:13:01	3539.49	-114.53	-27.48	51.07	-74.51	-0.37	74.50	123.90	20.32	1	-	-	-		
4	40	Dayside	2021 APR 17 22:13:01	2021 APR 17 22:42:29	2021 APR 17 23:11:58	3536.44	51.07	137.61	-143.47	74.50	1.88	-74.53	56.24	8.29	1	CH4 CO 2SUBD #3	Science: orders #189, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 85: NADIR: Horizontal Bin (57:245;0:1047), Tint = 7000 ms,20 bit,Rhythm = 12409 ms, Binning=3	&daysideMatch:INSIGHT; &daysideMatch:CURIOSITY; 	
5	40	Nightside	2021 APR 17 23:11:58	2021 APR 17 23:41:27	2021 APR 18 00:10:56	3538.28	-143.47	-56.45	21.96	-74.53	-0.36	74.55	123.63	20.31	14	-	-	-		
5	40	Dayside	2021 APR 18 00:10:56	2021 APR 18 00:40:24	2021 APR 18 01:09:51	3535.35	21.96	108.64	-172.51	74.55	1.94	-74.56	56.49	8.27	14	-		COP row -1: UVIS off		
6	40	Nightside	2021 APR 18 01:09:51	2021 APR 18 01:39:20	2021 APR 18 02:08:48	3536.86	-172.51	-85.39	-7.13	-74.56	-0.37	74.60	123.38	20.29	1	-	-	-		
6	40	Dayside	2021 APR 18 02:08:48	2021 APR 18 02:38:16	2021 APR 18 03:07:43	3534.79	-7.13	79.71	158.48	74.60	1.97	-74.60	56.73	8.25	1	H2O CO 2SUBD #1	Science: orders #168, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 85: NADIR: Horizontal Bin (57:245;0:1047), Tint = 7000 ms,20 bit,Rhythm = 12409 ms, Binning=3	&daysideMatch:NILI FOSSAE; &daysideMatch:PERSEVERANCE; 	
7	40	Nightside	2021 APR 18 03:07:43	2021 APR 18 03:37:12	2021 APR 18 04:06:41	3537.62	158.48	-114.32	-35.86	-74.60	-0.37	74.59	123.15	20.27	14	-	-	-		
7	40	Dayside	2021 APR 18 04:06:41	2021 APR 18 04:36:08	2021 APR 18 05:05:36	3535.22	-35.86	50.80	129.81	74.59	1.87	-74.58	56.96	8.24	14	-		COP row -1: UVIS off		
8	40	Nightside	2021 APR 18 05:05:36	2021 APR 18 05:35:06	2021 APR 18 06:04:37	3540.76	129.81	-143.24	-64.33	-74.58	-0.29	74.54	122.91	20.26	14	-	-	-		
8	40	Dayside	2021 APR 18 06:04:37	2021 APR 18 06:34:05	2021 APR 18 07:03:33	3536.78	-64.33	21.87	101.38	74.54	1.74	-74.52	57.22	8.22	14	-		COP row -1: UVIS off		
9	40	Nightside	2021 APR 18 07:03:33	2021 APR 18 07:33:04	2021 APR 18 08:02:34	3540.81	101.38	-172.19	-92.97	-74.52	-0.17	74.51	122.64	20.24	1	-	-	-		
9	40	Dayside	2021 APR 18 08:02:34	2021 APR 18 08:32:03	2021 APR 18 09:01:33	3538.50	-92.97	-7.10	72.71	74.51	1.68	-74.50	57.49	8.21	1	-		COP row 89: NADIR: Horizontal Bin (57:245;0:1047), Tint = 10000 ms,20 bit,Rhythm = 15364 ms, Binning=3		
10	40	Nightside	2021 APR 18 09:01:33	2021 APR 18 09:31:02	2021 APR 18 10:00:31	3538.85	72.71	158.84	-121.82	-74.50	-0.10	74.52	122.37	20.23	14	-	-	-		
10	40	Dayside	2021 APR 18 10:00:31	2021 APR 18 10:30:01	2021 APR 18 10:59:30	3539.01	-121.82	-36.07	43.72	74.52	1.66	-74.53	57.75	8.19	14	-		COP row -1: UVIS off		
