Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	40	Ingress	2021 APR 17 15:28:54	2021 APR 17 15:35:00	2021 APR 17 15:36:24	450.00	7.12	15.42	16.74	-56.95	-40.63	-36.51	17.21	14	-	-	-		
N/A	1	40	Egress	2021 APR 17 16:01:30	2021 APR 17 16:02:51	2021 APR 17 16:08:28	418.00	36.48	38.54	52.49	48.17	52.06	66.33	19.20	14	-	-	-		
NOMAD	2	40	Ingress	2021 APR 17 17:26:55	2021 APR 17 17:33:05	2021 APR 17 17:34:30	455.00	-21.33	-13.07	-11.76	-56.60	-40.03	-35.85	17.22	1	6SUBD Nominal #1	Science: orders #121, #134, #149, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	2	40	Egress	2021 APR 17 17:59:16	2021 APR 17 18:00:38	2021 APR 17 18:06:19	423.00	7.55	9.59	23.49	47.65	51.60	66.12	19.18	1	6SUBD CO2 Dipole #1	Science: orders #169, #132, #133, #134, #136, #137, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
ACS	3	40	Ingress	2021 APR 17 19:25:00	2021 APR 17 19:31:12	2021 APR 17 19:32:39	459.00	-49.75	-41.60	-40.28	-56.20	-39.47	-35.17	17.24	14	-	-	-		
ACS	3	40	Egress	2021 APR 17 19:57:05	2021 APR 17 19:58:29	2021 APR 17 20:04:14	429.00	-21.39	-19.33	-5.46	47.13	51.20	65.96	19.16	14	-	-	-		
NOMAD	4	40	Ingress	2021 APR 17 21:23:03	2021 APR 17 21:29:19	2021 APR 17 21:30:47	464.00	-78.29	-70.15	-68.83	-55.94	-38.96	-34.59	17.25	1	6SUBD CO2 #1	Science: orders #156, #116, #118, #140, #154, #158, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&daysideMatch:INSIGHT; &daysideMatch:CURIOSITY; 	
NOMAD	4	40	Egress	2021 APR 17 21:54:52	2021 APR 17 21:56:17	2021 APR 17 22:02:06	434.00	-50.39	-48.36	-34.65	46.48	50.61	65.64	19.14	1	CO2 100km #1	Science: orders #167, #155, #159, #164, #148, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&daysideMatch:INSIGHT; &daysideMatch:CURIOSITY; 	
ACS	5	40	Ingress	2021 APR 17 23:21:00	2021 APR 17 23:27:21	2021 APR 17 23:28:51	471.00	-106.96	-98.74	-97.41	-55.87	-38.61	-34.13	17.26	14	-	-	-		
ACS	5	40	Egress	2021 APR 17 23:52:36	2021 APR 17 23:54:03	2021 APR 17 23:59:56	440.00	-79.40	-77.38	-63.86	45.75	50.00	65.30	19.12	14	-	-	-		
NOMAD	6	40	Ingress	2021 APR 18 01:18:54	2021 APR 18 01:25:21	2021 APR 18 01:26:52	478.00	-135.67	-127.34	-126.00	-55.86	-38.27	-33.72	17.27	1	129 only #2	Science: orders #129, #129, #129, #129, #129, #129, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&daysideMatch:NILI FOSSAE; &daysideMatch:PERSEVERANCE; 	
NOMAD	6	40	Egress	2021 APR 18 01:50:19	2021 APR 18 01:51:47	2021 APR 18 01:57:44	445.00	-108.37	-106.38	-93.03	45.08	49.39	64.96	19.09	1	6SUBD Nominal #12	Science: orders #121, #134, #127, #129, #169, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&daysideMatch:NILI FOSSAE; &daysideMatch:PERSEVERANCE; 	
N/A	7	40	Ingress	2021 APR 18 03:16:51	2021 APR 18 03:23:21	2021 APR 18 03:24:54	483.00	-164.26	-155.92	-154.57	-55.70	-37.91	-33.25	17.28	14	-	-	-		
N/A	7	40	Egress	2021 APR 18 03:48:02	2021 APR 18 03:49:32	2021 APR 18 03:55:33	451.00	-137.29	-135.28	-121.99	44.51	48.95	64.75	19.08	14	-	-	-		
N/A	8	40	Ingress	2021 APR 18 05:14:51	2021 APR 18 05:21:25	2021 APR 18 05:22:59	488.00	167.31	175.58	176.93	-55.31	-37.27	-32.54	17.29	14	-	-	-		
N/A	8	40	Egress	2021 APR 18 05:45:45	2021 APR 18 05:47:16	2021 APR 18 05:53:22	457.00	-166.22	-164.24	-151.00	43.90	48.40	64.51	19.06	14	-	-	-		
NOMAD	9	40	Ingress	2021 APR 18 07:12:54	2021 APR 18 07:19:33	2021 APR 18 07:21:09	495.00	138.83	147.07	148.43	-54.97	-36.62	-31.78	17.31	1	LNO Occultation Fullscan Fast #2	Diffraction order stepping (fullscan): 105 orders from 110 to 215 in steps of 1 (6 order(s) per 1 second(s))	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	9	40	Egress	2021 APR 18 07:43:30	2021 APR 18 07:45:03	2021 APR 18 07:51:13	463.00	164.81	166.80	179.91	43.22	47.84	64.21	19.04	1	6SUBD Nom CH4 #1	Science: orders #134, #136, #148, #164, #187, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
ACS	10	40	Ingress	2021 APR 18 09:10:56	2021 APR 18 09:17:40	2021 APR 18 09:19:18	502.00	110.24	118.50	119.87	-54.77	-36.12	-31.16	17.32	14	-	-	-		
ACS	10	40	Egress	2021 APR 18 09:41:16	2021 APR 18 09:42:51	2021 APR 18 09:49:05	469.00	135.85	137.84	150.83	42.55	47.29	63.92	19.02	14	-	-	-		
N/A	11	40	Ingress	2021 APR 18 11:08:57	2021 APR 18 11:15:45	2021 APR 18 11:17:25	508.00	81.61	89.90	91.29	-54.61	-35.72	-30.64	17.33	14	-	-	-		
N/A	11	40	Egress	2021 APR 18 11:39:04	2021 APR 18 11:40:40	2021 APR 18 11:47:00	476.00	106.91	108.88	121.86	41.92	46.72	63.71	19.00	14	-	-	-		
NOMAD	12	40	Ingress	2021 APR 18 13:06:54	2021 APR 18 13:13:48	2021 APR 18 13:15:29	515.00	52.93	61.31	62.70	-54.55	-35.32	-30.18	17.34	1	6SUBD Nominal #2	Science: orders #119, #136, #149, #169, #186, #189, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	12	40	Egress	2021 APR 18 13:36:48	2021 APR 18 13:38:26	2021 APR 18 13:44:51	483.00	77.96	79.93	92.83	41.22	46.15	63.44	18.98	1	6SUBD Nom CO2 #1	Science: orders #121, #134, #149, #164, #165, #169, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	13	40	Ingress	2021 APR 18 15:04:48	2021 APR 18 15:11:48	2021 APR 18 15:13:31	523.00	24.26	32.73	34.13	-54.49	-34.93	-29.67	17.35	14	-	-	-		
N/A	13	40	Egress	2021 APR 18 15:34:26	2021 APR 18 15:36:06	2021 APR 18 15:42:35	489.00	49.00	50.96	63.66	40.43	45.48	63.04	18.96	14	-	-	-		
ACS	14	40	Ingress	2021 APR 18 17:02:45	2021 APR 18 17:09:50	2021 APR 18 17:11:36	531.00	-4.25	4.20	5.63	-54.21	-34.35	-28.92	17.36	14	-	-	-		
ACS	14	40	Egress	2021 APR 18 17:32:05	2021 APR 18 17:33:47	2021 APR 18 17:40:22	497.00	20.05	22.00	34.62	39.64	44.81	62.73	18.93	14	-	-	-		
NOMAD	15	40	Ingress	2021 APR 18 19:00:52	2021 APR 18 19:08:02	2021 APR 18 19:09:50	538.00	-32.64	-24.27	-22.85	-53.70	-33.52	-27.97	17.38	1	CO Fullscan Fast #2	Diffraction order stepping (fullscan): 10 orders from 185 to 195 in steps of 1 (6 order(s) per 1 second(s))	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	15	40	Egress	2021 APR 18 19:29:50	2021 APR 18 19:31:35	2021 APR 18 19:38:16	506.00	-8.89	-6.93	5.70	38.93	44.27	62.53	18.92	1	6SUBD Nominal #3	Science: orders #167, #136, #169, #121, #190, #192, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
ACS	16	40	Ingress	2021 APR 18 20:58:57	2021 APR 18 21:06:13	2021 APR 18 21:08:04	547.00	-61.14	-52.79	-51.36	-53.35	-32.81	-27.09	17.40	3	-	-	-	&daysideMatch:AEOLIS MENSAE MFF; 	
ACS	16	40	Egress	2021 APR 18 21:27:34	2021 APR 18 21:29:22	2021 APR 18 21:36:09	515.00	-37.88	-35.90	-23.35	38.09	43.60	62.23	18.90	3	-	-	-	&daysideMatch:AEOLIS MENSAE MFF; 	
NOMAD	17	40	Ingress	2021 APR 18 22:56:57	2021 APR 18 23:04:20	2021 APR 18 23:06:14	557.00	-89.74	-81.35	-79.89	-53.16	-32.22	-26.32	17.41	1	134 only #2	Science: orders #134, #134, #134, #134, #134, #134, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	17	40	Egress	2021 APR 18 23:25:14	2021 APR 18 23:27:05	2021 APR 18 23:33:58	524.00	-66.90	-64.93	-52.56	37.08	42.77	61.77	18.87	1	6SUBD Nominal #42	Science: orders #121, #134, #169, #129, #149, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	18	40	Ingress	2021 APR 19 00:54:53	2021 APR 19 01:02:24	2021 APR 19 01:04:21	568.00	-118.43	-109.92	-108.44	-53.11	-31.73	-25.66	17.42	1	6SUBD Nominal #2	Science: orders #119, #136, #149, #169, #186, #189, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	18	40	Egress	2021 APR 19 01:22:51	2021 APR 19 01:24:45	2021 APR 19 01:31:44	533.00	-95.90	-93.93	-81.74	36.07	41.93	61.32	18.85	1	HCL #9	Science: orders #121, #136, #130, #130, #130, #130, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
ACS	19	40	Ingress	2021 APR 19 02:52:48	2021 APR 19 03:00:26	2021 APR 19 03:02:26	578.00	-147.08	-138.49	-136.99	-53.02	-31.24	-25.00	17.43	14	-	-	-		
ACS	19	40	Egress	2021 APR 19 03:20:29	2021 APR 19 03:22:26	2021 APR 19 03:29:32	543.00	-124.85	-122.87	-110.72	35.20	41.24	61.03	18.83	14	-	-	-		
NOMAD	20	40	Ingress	2021 APR 19 04:50:47	2021 APR 19 04:58:31	2021 APR 19 05:00:35	588.00	-175.58	-167.00	-165.48	-52.69	-30.56	-24.09	17.44	1	129 only #2	Science: orders #129, #129, #129, #129, #129, #129, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	20	40	Egress	2021 APR 19 05:18:06	2021 APR 19 05:20:06	2021 APR 19 05:27:19	553.00	-153.80	-151.82	-139.72	34.30	40.51	60.72	18.81	1	6SUBD Nom CO #7	Science: orders #121, #135, #148, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
ACS	21	40	Ingress	2021 APR 19 06:48:50	2021 APR 19 06:56:41	2021 APR 19 06:58:49	599.00	156.00	164.52	166.07	-52.22	-29.67	-22.98	17.46	14	-	-	-		
ACS	21	40	Egress	2021 APR 19 07:15:43	2021 APR 19 07:17:47	2021 APR 19 07:25:07	564.00	177.22	179.22	-168.78	33.28	39.73	60.35	18.79	14	-	-	-		
NOMAD	22	40	Ingress	2021 APR 19 08:46:54	2021 APR 19 08:54:53	2021 APR 19 08:57:05	611.00	127.47	136.01	137.58	-51.89	-28.87	-21.95	17.48	1	6SUBD Nom CO2 #2	Science: orders #121, #149, #164, #165, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	22	40	Egress	2021 APR 19 09:13:22	2021 APR 19 09:15:31	2021 APR 19 09:22:57	575.00	148.23	150.26	162.15	32.24	38.97	59.96	18.77	1	6SUBD Nominal #48	Science: orders #121, #134, #129, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	23	40	Ingress	2021 APR 19 10:44:56	2021 APR 19 10:53:03	2021 APR 19 10:55:19	623.00	98.87	107.46	109.06	-51.67	-28.19	-21.03	17.49	14	-	-	-		
N/A	23	40	Egress	2021 APR 19 11:11:02	2021 APR 19 11:13:15	2021 APR 19 11:20:50	588.00	119.26	121.30	133.20	31.23	38.19	59.69	18.74	14	-	-	-		
ACS	24	40	Ingress	2021 APR 19 12:42:57	2021 APR 19 12:51:11	2021 APR 19 12:53:32	635.00	70.24	78.88	80.53	-51.51	-27.62	-20.18	17.51	14	-	-	-		
ACS	24	40	Egress	2021 APR 19 13:08:40	2021 APR 19 13:10:57	2021 APR 19 13:18:40	600.00	90.29	92.34	104.21	30.20	37.39	59.37	18.72	14	-	-	-		
N/A	25	40	Ingress	2021 APR 19 14:40:52	2021 APR 19 14:49:15	2021 APR 19 14:51:41	649.00	41.58	50.33	52.01	-51.42	-27.03	-19.31	17.52	14	-	-	-		
N/A	25	40	Egress	2021 APR 19 15:06:13	2021 APR 19 15:08:35	2021 APR 19 15:16:26	613.00	61.30	63.38	75.15	29.03	36.51	58.96	18.70	14	-	-	-		
NOMAD	26	40	Ingress	2021 APR 19 16:38:47	2021 APR 19 16:47:21	2021 APR 19 16:49:53	666.00	13.01	21.83	23.56	-51.20	-26.20	-18.14	17.53	1	6SUBD Nom CO #6	Science: orders #167, #186, #187, #188, #190, #148, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	26	40	Egress	2021 APR 19 17:03:41	2021 APR 19 17:06:10	2021 APR 19 17:14:10	629.00	32.29	34.41	46.09	27.68	35.55	58.53	18.68	1	CO2 Fullscan Fast #3	Diffraction order stepping (fullscan): 10 orders from 125 to 135 in steps of 1 (6 order(s) per 1 second(s))	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	27	40	Ingress	2021 APR 19 18:36:53	2021 APR 19 18:45:37	2021 APR 19 18:48:17	684.00	-15.37	-6.60	-4.82	-50.63	-25.05	-16.54	17.56	1	6SUBD Nominal #1	Science: orders #121, #134, #149, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	27	40	Egress	2021 APR 19 19:01:12	2021 APR 19 19:03:49	2021 APR 19 19:11:59	647.00	3.27	5.44	17.10	26.31	34.63	58.18	18.66	1	6SUBD Nominal #45	Science: orders #121, #136, #169, #129, #149, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
ACS	28	40	Ingress	2021 APR 19 20:35:02	2021 APR 19 20:43:55	2021 APR 19 20:46:45	703.00	-43.78	-35.07	-33.22	-50.05	-23.94	-14.87	17.58	14	-	-	-		
N/A	28	40	Egress	2021 APR 19 20:58:43	2021 APR 19 21:01:29	2021 APR 19 21:09:51	668.00	-25.79	-23.55	-11.86	24.82	33.65	57.87	18.63	14	-	-	-		
NOMAD	29	40	Merged	2021 APR 19 22:33:06	-	2021 APR 19 23:07:40	2073.75	-72.33	-	-40.98	-49.73	-	57.36	-	5	6SUBD Nominal #51	Science: orders #121, #136, #129, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
ACS	30	40	Merged	2021 APR 20 00:31:05	-	2021 APR 20 01:05:25	2059.91	-100.95	-	-70.11	-49.55	-	56.81	-	14	-	-	-		
