MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2020 NOV 05 15:15:00,-74.6257,28.2758,251.5676,1.9308,84.1719,8.5639e-15,84.1719,2020 NOV 05 14:48:00,-74.5432,30.1278,381.5479,1.6164,84.7692,0.34973,85.0759
2020 NOV 07 15:51:00,-74.7049,38.7155,250.9508,1.9175,84.4647,1.4662e-14,84.4647,2020 NOV 07 15:57:00,-73.6824,40.5221,381.4628,2.1353,84.9298,0.33658,85.2341
2020 NOV 07 21:27:00,-72.8927,-41.5534,250.5856,2.0153,85.9006,2.0735e-14,85.9006,2020 NOV 07 21:51:00,-73.2481,-42.7412,381.7632,2.3253,84.9169,0.3319,85.2204
2020 NOV 12 04:15:00,-71.339,-101.8323,250.5613,2.0292,87.956,2.642e-14,87.956,2020 NOV 12 04:03:00,-72.1832,-101.6352,381.7593,1.8475,87.6027,0.35408,87.3688
2020 NOV 15 19:09:00,68.2809,-109.1117,310.0767,14.1061,88.9592,1.6295e-14,88.9592,2020 NOV 15 19:33:00,66.3281,-110.3518,429.8898,14.4128,88.2518,0.1132,88.1964
2020 NOV 18 06:57:00,65.6996,98.9062,309.037,14.1664,86.4825,4.5878e-14,86.4825,2020 NOV 18 06:30:00,67.1552,100.8574,430.1379,13.8586,86.8702,4.8066,82.5736
2020 NOV 20 00:03:00,61.552,-140.033,307.5924,14.2328,82.8936,1.9606e-14,82.8936,2020 NOV 19 23:48:00,62.1306,-139.7817,427.7365,14.0064,82.5821,0.13995,82.4877
2020 NOV 20 07:30:00,56.1535,112.2204,305.1839,14.2994,78.6077,4.5871e-14,78.6077,2020 NOV 20 07:42:00,56.1164,110.8018,425.1925,14.3997,79.0432,0.1218,78.9366
2020 NOV 23 02:45:00,49.076,-148.5669,299.9369,14.3578,72.6016,1.9347e-14,72.6016,2020 NOV 23 02:33:00,50.0896,-149.0419,422.4979,14.1314,72.2207,0.14497,72.0888
2020 NOV 24 14:12:00,36.717,55.0439,291.8437,14.43,63.0378,4.5427e-14,63.0378,2020 NOV 24 14:00:00,37.1221,55.809,412.5692,14.2864,62.2805,0.115,62.1718
2020 NOV 24 16:00:00,23.6038,29.6573,283.067,14.4894,53.883,3.947e-14,53.883,2020 NOV 24 16:03:00,22.3023,31.1112,402.8881,14.635,54.4773,0.057491,54.4688
2020 NOV 27 13:00:00,-7.2615,103.9406,261.6831,14.5903,38.8478,7.9514e-15,38.8478,2020 NOV 27 13:00:00,-7.5528,103.628,387.0054,14.5694,38.4719,1.1715,39.6209
2020 NOV 28 22:33:00,-25.3477,-24.879,255.7402,14.6525,38.6351,5.5999e-14,38.6351,2020 NOV 28 22:30:00,-24.0132,-24.8879,383.9149,14.6031,37.7962,0.50062,37.915
