MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2025 MAR 20 23:42:00,63.5516,169.8921,310.564,3.5325,85.3188,1.6392e-14,85.3188,2025 MAR 20 23:51:00,64.1132,168.4261,430.2692,3.5808,84.7119,0.54433,85.0355
2025 MAR 22 07:30:00,61.2387,65.3378,308.9415,3.5172,86.8091,2.6228e-14,86.8091,2025 MAR 22 07:18:00,63.1905,66.8428,429.3881,3.4228,85.9744,0.54993,86.3099
2025 MAR 28 23:30:00,-36.4989,66.6262,252.4771,15.3506,75.7263,3.556e-14,75.7263,2025 MAR 28 23:36:00,-38.2201,64.7779,378.891,15.3247,76.6809,0.48121,76.6024
2025 MAR 30 12:57:00,-26.4374,-120.7568,255.8745,15.3128,68.7176,5.9757e-14,68.7176,2025 MAR 30 13:00:00,-27.0434,-121.8887,381.8462,15.2858,68.8488,0.44338,68.815
2025 MAR 31 22:39:00,-18.3484,106.8163,258.6207,15.2883,63.3299,2.4013e-14,63.3299,2025 MAR 31 22:27:00,-19.622,107.758,382.3414,15.1564,62.6959,0.39996,62.7051
2025 APR 01 00:33:00,-12.3682,78.788,260.5984,15.2692,59.4624,2.4275e-14,59.4624,2025 APR 01 00:27:00,-13.3093,79.9821,383.7146,15.2514,59.8152,1.0543,60.5503
2025 APR 01 02:24:00,-15.9657,51.9598,259.3983,15.2814,61.782,5.0087e-14,61.782,2025 APR 01 02:24:00,-15.8336,50.8269,383.2865,15.2058,60.8399,1.1502,59.7408
2025 APR 01 04:15:00,-19.7934,25.1376,259.2258,15.2942,64.3178,1.8271e-14,64.3178,2025 APR 01 04:21:00,-19.1174,24.3054,383.8026,15.3361,64.3548,27.2855,40.9404
2025 APR 02 15:54:00,3.7852,-136.4463,270.2362,15.2239,50.3958,6.3611e-15,50.3958,2025 APR 02 15:51:00,4.2806,-135.6506,393.9077,15.2283,50.2323,0.7687,50.8401
2025 APR 09 07:06:00,53.4881,55.9675,304.9164,15.0178,45.5663,4.279e-14,45.5663,2025 APR 09 07:18:00,52.0599,54.4394,423.7911,15.1106,45.7921,0.66991,45.5354
2025 APR 10 18:39:00,57.7448,-103.7085,306.0081,14.9769,47.0251,4.5427e-14,47.0251,2025 APR 10 18:42:00,56.7362,-103.5087,425.4229,15.0389,47.0102,1.1103,47.8334
2025 APR 12 08:03:00,58.6632,70.1583,305.6857,14.9733,47.3358,6.8806e-14,47.3358,2025 APR 12 08:03:00,58.8332,68.9014,427.1694,14.8894,46.8571,0.3917,46.6237
