NOM_02, OCCEG, 150, 318, 337
NOM_02, OCCIN, 176, 198
NOM_03, OCCEG, 14, 17, 34, 40, 41, 56, 71, 85, 98, 104, 110, 123, 137, 165, 185, 193, 210, 240, 253, 268, 280, 284, 293
NOM_03, OCCIN, 21, 22, 27, 29, 34, 36, 40, 43, 47, 61, 67, 90, 115, 117, 180, 190, 202, 207, 228, 234, 236, 246, 250, 277, 287, 301, 321, 325, 333, 338
CO_001, OCCEG, 22
CO_001, OCCIN, 26, 45, 142, 159, 221, 335
CO_002, OCCEG, 7, 27, 53, 58, 69, 152, 237, 332, 340
CO_002, OCCIN, 48, 65, 97, 149, 266, 337
CO2_01, OCCEG, 36, 77, 89, 125, 181, 208, 214, 222, 224, 245, 295, 328, 342
CO2_01, OCCIN, 3, 7, 19, 59, 80, 92, 107, 122, 188, 200, 216, 306
CO2_02, OCCEG, 3, 24, 83, 156
CO2_02, OCCIN, 10, 15, 17, 24, 134, 178, 256, 289, 291, 319
HCL_01, OCCEG, 31, 73, 112, 131, 139, 187, 270, 274, 282, 298, 300, 309, 311, 338
HCL_01, OCCIN, 14, 41, 52, 78, 82, 95, 109, 132, 136, 174, 192, 219, 231, 275, 327, 340
FUL_01, OCCEG, 10, 15, 19, 32, 47, 102, 168, 171, 251, 307, 313, 315
FUL_01, OCCIN, 31, 32, 50, 120, 147, 161, 248, 263, 303
