MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2021 SEP 04 02:18:00,36.0934,84.4028,291.1706,15.5439,46.4602,9.5747e-15,46.4602,2021 SEP 04 02:39:00,38.8647,80.5429,414.0474,15.6272,47.4195,0.17547,47.5675
2021 SEP 05 06:24:00,45.6476,33.4289,299.4018,15.4967,46.4866,6.0347e-14,46.4866,2021 SEP 05 06:12:00,45.293,37.7699,419.5648,15.5914,47.4234,0.14869,47.5344
2021 SEP 05 08:15:00,41.7521,6.7945,296.3918,15.5217,46.3405,5.4743e-14,46.3405,2021 SEP 05 08:09:00,42.5742,7.7215,417.4629,15.4861,46.0166,0.15466,46.1355
2021 SEP 05 12:00:00,43.3996,-48.1138,296.5151,15.5111,46.37,3.1964e-14,46.37,2021 SEP 05 12:06:00,45.8219,-48.8942,419.979,15.5564,47.13,0.14423,47.2357
2021 SEP 05 13:51:00,39.6085,-74.9006,293.8979,15.5258,46.2765,2.6228e-14,46.2765,2021 SEP 05 14:03:00,43.3405,-78.9138,418.2105,15.4531,45.7394,0.14958,45.8517
2021 SEP 05 17:39:00,51.2661,-131.4235,300.8838,15.4564,47.1717,5.2262e-14,47.1717,2021 SEP 05 18:00:00,46.8577,-135.149,420.7919,15.5486,47.2008,0.1388,47.3005
2021 SEP 06 01:06:00,45.3107,120.4247,298.196,15.4978,46.4615,2.1097e-14,46.4615,2021 SEP 06 01:00:00,46.5752,122.1455,380.3519,15.515,46.8232,175.073,130.55
2021 SEP 06 23:33:00,47.4044,152.4827,300.3454,15.4864,46.6807,1.9083e-14,46.6807,2021 SEP 06 23:30:00,50.5899,152.7264,422.741,15.4539,47.0091,0.11311,47.0833
2021 SEP 07 03:21:00,58.6903,95.5565,304.571,15.39,48.8796,2.8517e-14,48.8796,2021 SEP 07 03:27:00,53.9867,96.874,423.1715,15.575,48.898,0.10115,48.9674
2021 SEP 07 05:12:00,55.0621,69.0237,302.5322,15.4217,47.9238,3.3206e-14,47.9238,2021 SEP 07 05:24:00,51.6159,66.4771,423.0157,15.4467,47.1908,0.10674,47.2598
2021 SEP 07 08:57:00,57.1252,14.1497,305.5395,15.4136,48.5168,3.7091e-14,48.5168,2021 SEP 07 09:21:00,54.6919,10.7459,424.5791,15.5758,49.0889,0.096915,49.1559
2021 SEP 08 11:06:00,51.3455,-6.8853,301.8916,15.4639,47.3016,8.5595e-14,47.3016,2021 SEP 08 10:54:00,55.2182,-5.0597,425.3132,15.3911,47.7451,0.080982,47.7961
2021 SEP 08 14:54:00,62.4902,-64.0804,307.9687,15.3497,50.1127,2.3372e-14,50.1127,2021 SEP 08 14:51:00,58.4542,-60.4465,427.5103,15.5433,49.9449,0.071602,49.9987
2021 SEP 08 16:45:00,58.7693,-90.5318,305.9232,15.3869,48.9157,6.3642e-15,48.9157,2021 SEP 08 16:48:00,56.1466,-91.3094,425.4829,15.3836,47.9887,0.074595,48.0363
2021 SEP 08 20:30:00,60.8831,-145.5382,306.9006,15.3697,49.5975,3.6124e-14,49.5975,2021 SEP 08 20:45:00,59.3479,-146.2205,428.5513,15.5678,50.4147,0.068134,50.4683
2021 SEP 09 18:54:00,52.9475,-111.535,302.3709,15.4394,47.5156,6.3611e-15,47.5156,2021 SEP 09 18:21:00,56.7599,-106.9349,425.7823,15.2108,46.8974,0.11707,46.9769
2021 SEP 10 04:18:00,62.1202,109.9284,307.7943,15.3531,50.0152,1.1468e-14,50.0152,2021 SEP 10 04:12:00,60.5303,111.8269,426.4051,15.3822,49.5726,0.10238,49.6539
2021 SEP 10 09:54:00,60.5225,28.4572,307.7955,15.3722,49.5078,4.1743e-14,49.5078,2021 SEP 10 10:06:00,61.2897,26.0939,428.6424,15.4094,50.0525,0.0993,50.1341
2021 SEP 10 19:18:00,69.7476,-111.2894,310.2066,15.2053,52.8395,1.5274e-14,52.8395,2021 SEP 10 19:57:00,65.0933,-113.5746,430.1439,15.6856,53.2044,0.09528,53.2955
2021 SEP 11 17:42:00,62.0924,-76.2083,307.0238,15.3467,50.0014,5.1537e-14,50.0014,2021 SEP 11 17:33:00,62.5113,-75.6919,428.6811,15.235,49.4863,0.084271,49.5579
2021 SEP 11 23:18:00,60.5295,-157.6106,306.6257,15.3706,49.5365,2.1863e-14,49.5365,2021 SEP 11 23:27:00,63.2011,-161.3688,430.9261,15.2661,49.9874,0.08252,50.0601
2021 SEP 12 08:42:00,69.9001,62.5761,309.422,15.1992,52.9354,4.498e-15,52.9354,2021 SEP 12 09:18:00,66.8977,59.8493,431.5566,15.6014,53.4676,0.086299,53.5534
2021 SEP 13 07:06:00,62.2892,97.6994,306.1813,15.3433,50.1031,1.2821e-14,50.1031,2021 SEP 13 06:54:00,64.4506,97.1909,429.0643,15.1147,49.7407,0.070157,49.8059
2021 SEP 13 12:42:00,60.7334,16.3457,307.3841,15.3706,49.6561,1.7128e-14,49.6561,2021 SEP 13 12:48:00,64.9737,11.4505,429.8469,15.1414,50.1542,0.069623,50.2204
2021 SEP 13 16:30:00,71.7977,-42.1079,311.213,15.1722,53.8946,4.0011e-14,53.8946,2021 SEP 13 16:45:00,67.8065,-41.5278,431.7947,15.4542,53.134,0.079119,53.2131
2021 SEP 13 22:06:00,70.0851,-123.4769,309.7166,15.1983,53.0763,3.0173e-14,53.0763,2021 SEP 13 22:39:00,68.5783,-126.3467,432.5942,15.5422,53.9179,0.082768,54.0003
2021 SEP 14 20:30:00,62.2104,-88.3639,308.1034,15.3419,50.106,3.2053e-15,50.106,2021 SEP 14 20:15:00,66.3556,-89.4089,429.8066,15.0289,50.3212,0.062175,50.383
2021 SEP 15 05:54:00,71.5302,131.9333,313.3415,15.1778,53.8175,4.6663e-14,53.8175,2021 SEP 15 06:06:00,69.5652,132.9172,430.4147,15.4381,53.9147,0.080773,53.993
2021 SEP 15 09:36:00,63.9772,80.0127,307.4167,15.3178,50.7357,4.5788e-14,50.7357,2021 SEP 16 09:36:00,68.23,84.597,431.508,14.9833,51.1918,0.062951,51.2533
2021 SEP 16 04:18:00,63.9985,167.1307,310.5235,15.3269,50.8238,1.6295e-14,50.8238,2021 SEP 16 03:42:00,67.3594,169.6842,431.4005,14.9131,50.3641,0.058779,50.4226
2021 SEP 18 04:57:00,69.8862,175.1487,312.2417,15.2142,53.1841,2.9592e-14,53.1841,2021 SEP 18 04:51:00,70.3083,173.5766,432.3571,15.0119,52.571,0.073402,52.6357
2021 SEP 19 12:45:00,71.7757,69.8479,310.6755,15.1461,53.9877,1.7201e-14,53.9877,2021 SEP 19 12:18:00,71.345,74.634,433.3736,15.0272,53.2848,1.1501,53.2846
2021 SEP 19 18:21:00,69.9679,-10.822,311.6236,15.2189,53.3072,3.556e-14,53.3072,2021 SEP 19 18:12:00,71.7893,-11.2659,433.1621,15.0433,53.615,0.084238,53.6824
2021 SEP 20 05:36:00,75.6031,-177.9007,315.0009,15.0303,55.8831,1.5908e-14,55.8831,2021 SEP 20 06:00:00,72.7294,179.6367,433.0425,15.2553,54.9538,0.59793,55.069
2021 SEP 21 19:00:00,75.3355,-3.7665,313.5168,15.0419,55.8194,1.2823e-14,55.8194,2021 SEP 21 19:21:00,74.0616,-4.0726,433.6765,15.3622,56.1152,1.0123,56.158
2021 SEP 23 04:39:00,73.6443,-134.447,311.1305,15.0825,54.9929,1.7201e-14,54.9929,2021 SEP 23 04:45:00,73.4056,-139.1445,434.7703,14.8667,54.1343,0.43111,54.084
2021 SEP 24 18:03:00,73.9454,39.3379,313.5321,15.0708,55.2065,2.4688e-14,55.2065,2021 SEP 24 18:06:00,74.4828,37.9933,433.3778,15.03,55.3993,0.77462,55.2984
2021 SEP 27 17:06:00,71.6065,83.1349,311.6614,15.1461,54.2695,2.0369e-14,54.2695,2021 SEP 27 16:51:00,74.9806,80.6964,433.6014,14.74,55.0087,0.84539,54.7399
2021 SEP 28 04:21:00,77.2236,-84.6059,314.6059,14.9133,56.9813,6.6645e-15,56.9813,2021 SEP 28 04:39:00,75.0007,-86.2847,434.3927,15.0933,56.0853,3.5831,57.5861
2021 SEP 29 00:54:00,73.8326,-21.8959,313.2437,15.0958,55.4444,1.6849e-14,55.4444,2021 SEP 29 00:18:00,75.4231,-17.7521,433.7772,14.7881,55.5113,0.47539,55.3316
2021 SEP 29 17:45:00,77.559,89.0292,313.712,14.8917,57.2361,2.3864e-14,57.2361,2021 SEP 29 18:00:00,75.795,92.134,433.8885,15.3419,57.3845,0.34029,57.2628
2021 OCT 01 03:24:00,75.8394,-40.4304,315.2245,15.0136,56.5309,8.1089e-15,56.5309,2021 OCT 01 03:24:00,75.6519,-44.7242,432.5673,14.7275,55.6234,0.13838,55.6308
2021 OCT 02 16:48:00,75.6657,133.5008,316.9312,15.0117,56.5112,1.9671e-14,56.5112,2021 OCT 02 16:45:00,75.8929,134.9681,434.0443,15.0608,56.7914,0.13114,56.8148
