NOM_02, OCCEG, 73, 135
NOM_02, OCCIN, 92, 114, 146, 166
NOM_03, OCCEG, 10, 15, 23, 25, 76, 86, 88, 92, 114, 119, 132, 153, 163, 166
NOM_03, OCCIN, 3, 15, 101, 119, 135, 142, 143, 152, 168
NOM_03, OCCME, 26, 31, 64
CO_001, OCCEG, 117
CO_001, OCCIN, 125
CO2_01, OCCEG, 71, 95, 98, 107, 125, 148, 155, 160
CO2_01, OCCIN, 17, 66, 69, 73, 88, 98, 111, 117
CO2_02, OCCEG, 21, 105, 146, 157
CO2_02, OCCIN, 6, 10, 76, 120, 131, 157, 158
CO2_02, OCCME, 60
HCL_01, OCCEG, 6, 66, 69, 79, 101, 102, 123, 126, 129, 143, 158, 164
HCL_01, OCCIN, 13, 21, 77, 81, 102, 105, 110, 123, 126, 129, 132, 160
FUL_01, OCCEG, 17, 19, 120, 131, 142, 168
FUL_01, OCCIN, 11, 68, 79, 86, 94, 95, 107, 153, 155, 163, 164
FUL_01, OCCME, 63
