Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	27	Ingress	2020 APR 18 14:28:17	2020 APR 18 14:36:45	2020 APR 18 14:39:12	655.00	-115.93	-63.66	-62.98	-87.15	-62.28	-54.19	5.69	3	-	-	-		
N/A	1	27	Egress	2020 APR 18 14:53:54	2020 APR 18 14:56:17	2020 APR 18 15:04:10	616.00	-63.32	-63.56	-64.33	-3.61	4.23	28.36	6.01	3	-	-	-		
NOMAD	2	27	Ingress	2020 APR 18 16:26:11	2020 APR 18 16:34:31	2020 APR 18 16:36:54	643.00	-143.77	-92.43	-91.73	-87.10	-62.68	-54.83	5.68	1	6SUBD Nom CH4 #2	Science: orders #134, #136, #164, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	2	27	Egress	2020 APR 18 16:52:07	2020 APR 18 16:54:25	2020 APR 18 17:02:12	605.00	-92.03	-92.27	-93.01	-2.45	5.10	28.88	6.01	1	126 only #2	Science: orders #126, #126, #126, #126, #126, #126, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	3	27	Ingress	2020 APR 18 18:24:06	2020 APR 18 18:32:19	2020 APR 18 18:34:37	631.00	-171.91	-121.21	-120.49	-87.06	-63.04	-55.49	5.67	14	-	-	-		
ACS	3	27	Egress	2020 APR 18 18:50:21	2020 APR 18 18:52:35	2020 APR 18 19:00:14	593.00	-120.75	-120.98	-121.70	-1.34	5.97	29.28	6.02	14	-	-	-		
NOMAD	4	27	Ingress	2020 APR 18 20:22:00	2020 APR 18 20:30:04	2020 APR 18 20:32:17	617.00	156.03	-150.05	-149.29	-87.13	-63.75	-56.48	5.66	1	6SUBD Nom CO #5	Science: orders #168, #136, #169, #121, #189, #193, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	4	27	Egress	2020 APR 18 20:48:40	2020 APR 18 20:50:49	2020 APR 18 20:58:19	579.00	-149.48	-149.70	-150.39	-0.06	6.95	29.75	6.02	1	6SUBD Nom CO #1	Science: orders #121, #149, #186, #187, #189, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	5	27	Ingress	2020 APR 18 22:19:56	2020 APR 18 22:27:51	2020 APR 18 22:30:00	604.00	124.37	-178.91	-178.10	-87.19	-64.42	-57.39	5.65	14	-	-	-		
ACS	5	27	Egress	2020 APR 18 22:47:01	2020 APR 18 22:49:06	2020 APR 18 22:56:28	567.00	-178.22	-178.43	-179.09	1.26	8.04	30.38	6.02	14	-	-	-		
