Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	81	Ingress	2024 JUN 08 14:32:48	2024 JUN 08 14:37:23	2024 JUN 08 14:38:21	333.00	72.48	85.08	87.33	-56.78	-48.78	-46.77	3.81	14	-	-	-	&daysideMatch:ARSIA MONS; 	
N/A	1	81	Egress	2024 JUN 08 15:11:01	2024 JUN 08 15:11:57	2024 JUN 08 15:16:09	308.00	150.53	153.55	169.40	53.89	55.56	61.41	8.93	14	-	-	-	&daysideMatch:ARSIA MONS; 	
NOMAD	2	81	Ingress	2024 JUN 08 16:30:36	2024 JUN 08 16:35:10	2024 JUN 08 16:36:08	332.00	43.38	56.04	58.31	-56.98	-49.08	-47.09	3.78	1	6SUBD CO2 CO #27	Science: orders #156, #123, #118, #148, #186, #132, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&mroOverlap; 	
NOMAD	2	81	Egress	2024 JUN 08 17:08:55	2024 JUN 08 17:09:50	2024 JUN 08 17:14:01	306.00	121.88	124.83	140.52	53.89	55.54	61.36	8.93	1	6SUBD CO2 H2O #13	Science: orders #121, #132, #148, #156, #186, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&mroOverlap; 	
ACS	3	81	Ingress	2024 JUN 08 18:28:32	2024 JUN 08 18:33:04	2024 JUN 08 18:34:01	329.00	14.40	27.04	29.29	-57.10	-49.33	-47.38	3.76	14	-	-	-	&mroOverlap; 	
ACS	3	81	Egress	2024 JUN 08 19:06:53	2024 JUN 08 19:07:48	2024 JUN 08 19:11:58	305.00	93.29	96.24	111.82	53.95	55.59	61.35	8.93	14	-	-	-	&mroOverlap; 	
NOMAD	4	81	Ingress	2024 JUN 08 20:26:27	2024 JUN 08 20:30:56	2024 JUN 08 20:31:53	326.00	-14.61	-2.03	0.24	-57.24	-49.62	-47.70	3.73	1	6SUBD Nom CO #7	Science: orders #121, #135, #148, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&mroOverlap; 	
NOMAD	4	81	Egress	2024 JUN 08 21:04:54	2024 JUN 08 21:05:49	2024 JUN 08 21:09:57	303.00	64.79	67.74	83.17	54.06	55.69	61.36	8.95	1	6SUBD Nominal #54	Science: orders #121, #134, #148, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&mroOverlap; 	
N/A	5	81	Ingress	2024 JUN 08 22:24:20	2024 JUN 08 22:28:48	2024 JUN 08 22:29:45	325.00	-43.74	-31.11	-28.82	-57.43	-49.93	-48.02	3.70	14	-	-	-	&nomadPhobos; &mroOverlap; 	
N/A	5	81	Egress	2024 JUN 08 23:02:55	2024 JUN 08 23:03:49	2024 JUN 08 23:07:56	301.00	36.35	39.26	54.61	54.21	55.79	61.39	8.96	14	-	-	-	&nomadPhobos; &mroOverlap; 	
ACS	6	81	Ingress	2024 JUN 09 00:22:10	2024 JUN 09 00:26:38	2024 JUN 09 00:27:34	324.00	-72.85	-60.13	-57.87	-57.61	-50.19	-48.33	3.68	14	-	-	-	&mroOverlap; 	
