NOM_02, OCCEG, 60
NOM_03, OCCEG, 3, 9, 21, 29, 35, 49, 52, 77, 78, 80, 85, 100, 109, 113, 124, 127, 146, 149, 164, 180, 186, 198, 238, 260, 281, 283, 289, 295, 308
NOM_03, OCCIN, 40, 52, 54, 60, 68, 80, 95, 106, 115, 118, 120, 132, 143, 156, 163, 177, 220, 222, 230, 247, 261, 278, 307, 330, 332
CO_001, OCCEG, 102, 116, 121, 136
CO_001, OCCIN, 5, 18, 179, 251, 305, 317
CO_002, OCCEG, 5, 28, 40, 48, 56, 58, 62, 72, 83, 92, 108, 111, 130, 132, 138, 150, 161, 167, 169, 206, 225
CO_002, OCCIN, 13, 16, 28, 35, 58, 64, 116, 158, 232, 265, 290
CO2_01, OCCEG, 24, 39, 90, 97, 140, 152, 156, 312
CO2_01, OCCIN, 19, 77, 127, 187, 249, 292
CO2_02, OCCEG, 66, 68, 95, 106, 118, 120, 134, 144, 155, 184, 252, 256, 268, 279, 298
CO2_02, OCCIN, 29, 124, 144, 152, 174, 189, 191, 193, 205, 214, 263, 294, 301, 303, 336
HCL_01, OCCEG, 11, 37, 42, 74, 115, 143, 196, 208, 223, 227, 266, 327, 329, 339
HCL_01, OCCIN, 11, 31, 56, 66, 100, 218, 272, 274, 338
FUL_01, OCCEG, 18, 34, 44, 64, 158, 163, 171, 200, 229, 240, 314
FUL_01, OCCIN, 3, 21, 78, 85, 90, 92, 113, 121, 149, 164, 243, 315
