THERMAL ORBIT NUMBER WITH LNO MEASURING H2O IN IRDAYSIDE, OBSERVATION NAME, DIFFRACTION ORDER MEASURED
1, Nominal 6SUBD 01, 168
6, Nominal 3SUBD 01, 167
8, Nominal 4SUBD 01, 168
10, CH4 H2O 2SUBD 01, 168
19, H2O CO 2SUBD 01, 168
21, HDO CO 3SUBD 02, 168
23, H2O 2SUBD 01, 167
28, CH4 3SUBD 01, 168
30, Ice H2O 2SUBD #1, 168
32, CH4 3SUBD 01, 168
36, H2O 2SUBD 01, 167
38, Nominal 6SUBD 01, 168
40, Nominal 3SUBD 01, 167
42, H2O 2SUBD 01, 167
48, CH4 H2O 2SUBD 02, 168
52, Ice H2O 2SUBD #1, 168
55, H2O CO 2SUBD 01, 168
61, H2O 2SUBD 01, 167
63, Nominal 3SUBD 01, 167
66, Nominal 3SUBD 01, 167
68, Nominal 3SUBD 01, 167
73, CH4 H2O 2SUBD 02, 168
76, Nominal 3SUBD 01, 167
81, CH4 H2O 2SUBD 02, 168
87, Nominal 6SUBD 01, 168
88, CO H2O 3SUBD 01, 168
90, Nominal 3SUBD 01, 167
93, Nominal 6SUBD 01, 168
94, HDO H2O 2SUBD 03, 168
96, Nominal 6SUBD 01, 168
98, H2O CO 2SUBD 01, 168
100, Nominal Limb 01, 169
105, Nominal 6SUBD 01, 168
108, Nominal Limb 01, 169
112, Nominal 6SUBD 01, 168
133, Nominal 6SUBD 01, 168
140, CH4 H2O 2SUBD 01, 168
142, CH4 H2O 2SUBD 01, 168
150, HDO H2O 2SUBD 03, 168
151, HDO CO 3SUBD 02, 168
153, Nominal 3SUBD 01, 167
158, HDO H2O 2SUBD 03, 168
167, CH4 H2O 2SUBD 02, 168
172, CH4 H2O 2SUBD 01, 168
175, Nominal 3SUBD 01, 167
177, Nominal 3SUBD 01, 167
180, Nominal 4SUBD 01, 168
182, Ice H2O 2SUBD #1, 168
184, HDO H2O 2SUBD 03, 168
191, CH4 H2O 2SUBD 02, 168
194, CH4 H2O 2SUBD 02, 168
199, Nominal 3SUBD 01, 167
206, H2O 2SUBD 01, 167
213, CH4 H2O 2SUBD 01, 168
220, CH4 H2O 2SUBD 02, 168
226, CO H2O 3SUBD 01, 168
229, CH4 H2O 2SUBD 02, 168
231, CH4 3SUBD 01, 168
236, Nominal 6SUBD 01, 168
239, H2O CO 2SUBD 01, 168
241, Nominal 6SUBD 01, 168
245, Nominal 6SUBD 01, 168
253, CH4 H2O 2SUBD 01, 168
257, HDO H2O 2SUBD 02, 168
260, H2O 2SUBD 01, 167
266, Ice H2O 2SUBD #1, 168
270, Nominal 4SUBD 01, 168
272, H2O 2SUBD 01, 167
279, H2O CO 2SUBD 01, 168
281, CH4 H2O 2SUBD 02, 168
285, CH4 H2O 2SUBD 01, 168
287, HDO H2O 2SUBD 03, 168
290, Nominal 3SUBD 01, 167
294, H2O CO 2SUBD 01, 168
297, Ice H2O 2SUBD #1, 168
299, Nominal 3SUBD 01, 167
301, H2O CO 2SUBD 01, 168
303, CH4 H2O 2SUBD 02, 168
306, HDO H2O 2SUBD 02, 168
307, CO H2O 3SUBD 01, 168
319, Nominal 6SUBD 01, 168
322, CO H2O 3SUBD 01, 168
324, Ice H2O 2SUBD #1, 168
329, Nominal 6SUBD 01, 168
339, Nominal 4SUBD 01, 168
