Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	79	Nightside	2024 APR 13 14:57:06	2024 APR 13 15:26:44	2024 APR 13 15:56:23	3556.92	76.29	-139.80	-118.17	51.97	35.11	-52.00	147.86	2.17	14	-	-	-		
1	79	Dayside	2024 APR 13 15:56:23	2024 APR 13 16:25:42	2024 APR 13 16:55:01	3518.54	-118.17	26.20	47.50	-52.00	-33.78	52.05	32.00	14.19	14	-		COP row -1: UVIS off		
2	79	Nightside	2024 APR 13 16:55:01	2024 APR 13 17:24:41	2024 APR 13 17:54:20	3558.69	47.50	-168.74	-146.99	52.05	34.98	-52.10	148.10	2.15	1	-	-	-		
2	79	Dayside	2024 APR 13 17:54:20	2024 APR 13 18:23:40	2024 APR 13 18:53:00	3520.57	-146.99	-2.74	18.67	-52.10	-33.68	52.14	31.77	14.17	1	-		COP row -1: UVIS off		
3	79	Nightside	2024 APR 13 18:53:00	2024 APR 13 19:22:40	2024 APR 13 19:52:19	3558.58	18.67	162.32	-175.86	52.14	34.83	-52.23	148.35	2.13	7	-	-	COP row 79: NADIR: Full Frame (57:245;0:1047),Tint = 20000 ms,16 bit,Rhythm = 22017 ms, Binning=0		
3	79	Dayside	2024 APR 13 19:52:19	2024 APR 13 20:21:40	2024 APR 13 20:51:01	3521.55	-175.86	-31.66	-10.21	-52.23	-33.54	52.28	31.54	14.16	7	-		COP row -1: UVIS off		
4	79	Nightside	2024 APR 13 20:51:01	2024 APR 13 21:20:39	2024 APR 13 21:50:18	3557.68	-10.21	133.41	155.26	52.28	34.70	-52.37	148.56	2.12	1	-	-	-		
4	79	Dayside	2024 APR 13 21:50:18	2024 APR 13 22:19:39	2024 APR 13 22:48:59	3521.10	155.26	-60.55	-39.12	-52.37	-33.37	52.45	31.33	14.15	1	-		COP row -1: UVIS off		
5	79	Nightside	2024 APR 13 22:48:59	2024 APR 13 23:18:38	2024 APR 13 23:48:16	3556.60	-39.12	104.53	126.36	52.45	34.59	-52.53	148.75	2.11	3	-	-	-		
5	79	Dayside	2024 APR 13 23:48:16	2024 APR 14 00:17:36	2024 APR 14 00:46:56	3519.63	126.36	-89.41	-68.02	-52.53	-33.21	52.62	31.14	14.14	3	H2O CO 3SUBD #2	Science: orders #168, #189, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: UVIS off	&daysideMatch:SOUTH THAUMASIA; 	
6	79	Nightside	2024 APR 14 00:46:56	2024 APR 14 01:16:33	2024 APR 14 01:46:11	3555.49	-68.02	75.69	97.49	52.62	34.47	-52.68	148.92	2.10	1	-	-	-		
6	79	Dayside	2024 APR 14 01:46:11	2024 APR 14 02:15:30	2024 APR 14 02:44:50	3518.63	97.49	-118.27	-96.85	-52.68	-33.08	52.73	30.96	14.12	1	-		COP row -1: UVIS off	&mroOverlap; 	
7	79	Nightside	2024 APR 14 02:44:50	2024 APR 14 03:14:27	2024 APR 14 03:44:04	3554.50	-96.85	46.81	68.67	52.73	34.32	-52.78	149.13	2.08	47	-	-	COP row 79: NADIR: Full Frame (57:245;0:1047),Tint = 20000 ms,16 bit,Rhythm = 22017 ms, Binning=0		
7	79	Dayside	2024 APR 14 03:44:04	2024 APR 14 04:13:25	2024 APR 14 04:42:45	3520.59	68.67	-147.17	-125.65	-52.78	-32.98	52.81	30.74	14.11	47	-		COP row -1: UVIS off	&trueNightLimb; &mroOverlap; 	
8	79	Nightside	2024 APR 14 04:42:45	2024 APR 14 05:12:23	2024 APR 14 05:42:00	3555.57	-125.65	17.87	39.87	52.81	34.20	-52.86	149.38	2.07	1	-	-	-		
8	79	Dayside	2024 APR 14 05:42:00	2024 APR 14 06:11:21	2024 APR 14 06:40:42	3522.10	39.87	-176.13	-154.48	-52.86	-32.86	52.91	30.49	14.09	1	-		COP row -1: UVIS off	&mroOverlap; 	
9	79	Nightside	2024 APR 14 06:40:42	2024 APR 14 07:10:21	2024 APR 14 07:40:00	3557.87	-154.48	-11.07	11.03	52.91	34.09	-52.96	149.62	2.05	14	-	-	-		
9	79	Dayside	2024 APR 14 07:40:00	2024 APR 14 08:09:21	2024 APR 14 08:38:42	3521.37	11.03	154.93	176.65	-52.96	-32.73	53.03	30.25	14.07	14	-		COP row 85: NADIR: Horizontal Bin (57:245;0:1047), Tint = 7000 ms,20 bit,Rhythm = 12409 ms, Binning=3	&daysideMatch:ELYSIUM CERBERUS PHLEGRA; &mroOverlap; 	
10	79	Nightside	2024 APR 14 08:38:42	2024 APR 14 09:08:21	2024 APR 14 09:38:01	3559.21	176.65	-39.98	-17.87	53.03	33.95	-53.10	149.83	2.04	1	-	-	-		
10	79	Dayside	2024 APR 14 09:38:01	2024 APR 14 10:07:21	2024 APR 14 10:36:41	3520.12	-17.87	126.02	147.76	-53.10	-32.62	53.17	30.04	14.06	1	H2O CO 2SUBD #1	Science: orders #168, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 85: NADIR: Horizontal Bin (57:245;0:1047), Tint = 7000 ms,20 bit,Rhythm = 12409 ms, Binning=3	&daysideMatch:INSIGHT; 	
11	79	Nightside	2024 APR 14 10:36:41	2024 APR 14 11:06:20	2024 APR 14 11:36:00	3558.52	147.76	-68.86	-46.78	53.17	33.79	-53.26	150.03	2.02	14	-	-	-		
11	79	Dayside	2024 APR 14 11:36:00	2024 APR 14 12:05:19	2024 APR 14 12:34:39	3518.96	-46.78	97.16	118.86	-53.26	-32.50	53.32	29.86	14.05	14	-		COP row -1: UVIS off	&daysideMatch:TIANWEN1; 	
12	79	Nightside	2024 APR 14 12:34:39	2024 APR 14 13:04:17	2024 APR 14 13:33:55	3556.43	118.86	-97.72	-75.67	53.32	33.65	-53.41	150.22	2.01	1	-	-	-		
