Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Thermal orbit number,Thermal orbit start (TDN2(n)+2min),Thermal orbit end (TDN2(n+1)+2min-1s),Thermal orbit duration (s),Nightside nadir start = TD2N(n),Nightside nadir end = TN2D(n)-1s,Nightside duration (s),Dayside nadir start = TN2D(n),Dayside nadir end = TD2N(n+1)-1s,Dayside duration (s),Dayside nadir min. phase angle (deg),Dayside nadir min. phase angle time (UTC)
3,3,1,2021 SEP 04 14:52:06,2021 SEP 04 16:49:56,7070,2021 SEP 04 14:50:07,2021 SEP 04 15:48:48,3521,2021 SEP 04 15:48:49,2021 SEP 04 16:47:56,3547,42.6245,2021 SEP 04 16:18:09
1,1,2,2021 SEP 04 16:49:57,2021 SEP 04 18:47:50,7073,2021 SEP 04 16:47:57,2021 SEP 04 17:46:40,3523,2021 SEP 04 17:46:41,2021 SEP 04 18:45:50,3549,42.4144,2021 SEP 04 18:16:02
3,3,3,2021 SEP 04 18:47:51,2021 SEP 04 20:45:46,7075,2021 SEP 04 18:45:51,2021 SEP 04 19:44:35,3524,2021 SEP 04 19:44:36,2021 SEP 04 20:43:46,3550,42.1893,2021 SEP 04 20:13:57
1,1,4,2021 SEP 04 20:45:47,2021 SEP 04 22:43:42,7075,2021 SEP 04 20:43:47,2021 SEP 04 21:42:33,3526,2021 SEP 04 21:42:34,2021 SEP 04 22:41:42,3548,41.9583,2021 SEP 04 22:11:53
3,3,5,2021 SEP 04 22:43:43,2021 SEP 05 00:41:37,7074,2021 SEP 04 22:41:43,2021 SEP 04 23:40:30,3527,2021 SEP 04 23:40:31,2021 SEP 05 00:39:37,3546,41.7238,2021 SEP 05 00:09:49
1,1,6,2021 SEP 05 00:41:38,2021 SEP 05 02:39:29,7071,2021 SEP 05 00:39:38,2021 SEP 05 01:38:23,3525,2021 SEP 05 01:38:24,2021 SEP 05 02:37:29,3545,41.4963,2021 SEP 05 02:07:42
3,3,7,2021 SEP 05 02:39:30,2021 SEP 05 04:37:20,7070,2021 SEP 05 02:37:30,2021 SEP 05 03:36:13,3523,2021 SEP 05 03:36:14,2021 SEP 05 04:35:20,3546,41.2885,2021 SEP 05 04:05:32
1,1,8,2021 SEP 05 04:37:21,2021 SEP 05 06:35:13,7072,2021 SEP 05 04:35:21,2021 SEP 05 05:34:05,3524,2021 SEP 05 05:34:06,2021 SEP 05 06:33:13,3547,41.0989,2021 SEP 05 06:03:25
3,3,9,2021 SEP 05 06:35:14,2021 SEP 05 08:33:09,7075,2021 SEP 05 06:33:14,2021 SEP 05 07:32:01,3527,2021 SEP 05 07:32:02,2021 SEP 05 08:31:09,3547,40.8858,2021 SEP 05 08:01:22
1,1,10,2021 SEP 05 08:33:10,2021 SEP 05 10:31:07,7077,2021 SEP 05 08:31:10,2021 SEP 05 09:29:57,3527,2021 SEP 05 09:29:58,2021 SEP 05 10:29:07,3549,40.6438,2021 SEP 05 09:59:19
