stepValue,steppingParameter,stepCount,stepSpeed
0,INTEGRATION_TIME,0,0 # EMPTY ROW
24,WINDOW_TOP,1,0 # WINDOW_STEPPING
24,WINDOW_TOP,6,0 # WINDOW_STEPPING
50,INTEGRATION_TIME,255,0 # SOLAR_INTTIME_STEPPING
50,INTEGRATION_TIME,255,5 # SOLAR_INTTIME_STEPPING
3400,INTEGRATION_TIME,255,0 # DARK_INTTIME_STEPPING
1,AOTF_IX,10,0 # FULLSCAN
1,AOTF_IX,10,5 # FULLSCAN
1,AOTF_IX,30,0 # FULLSCAN
1,AOTF_IX,30,5 # FULLSCAN
1,AOTF_IX,80,0 # FULLSCAN
1,AOTF_IX,80,5 # FULLSCAN
1,AOTF_IX,105,0 # FULLSCAN
1,AOTF_IX,105,5 # FULLSCAN
107374,AOTF_FREQ,255,0 # MINISCAN_2KHZ
107374,AOTF_FREQ,255,5 # MINISCAN_2KHZ
214748,AOTF_FREQ,255,0 # MINISCAN_4KHZ
214748,AOTF_FREQ,255,5 # MINISCAN_4KHZ
1,AOTF_IX,10,3 # FULLSCAN
1,AOTF_IX,30,3 # FULLSCAN
1,AOTF_IX,80,3 # FULLSCAN
1,AOTF_IX,105,3 # FULLSCAN
53687,AOTF_FREQ,255,0 # MINISCAN_1KHZ
53687,AOTF_FREQ,255,5 # MINISCAN_1KHZ
429496,AOTF_FREQ,255,0 # MINISCAN_8KHZ
429496,AOTF_FREQ,255,5 # MINISCAN_8KHZ
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
