windowLineCount,windowLeftTop,detectorSupply,aotfDelay,dataSource,dataValidSource,rythm
143,84,1,1,0,0,2 # NADIR
143,86,1,1,0,0,2 # NADIR
143,88,1,1,0,0,2 # NADIR
143,70,1,1,0,0,4 # NADIR
143,72,1,1,0,0,4 # NADIR
143,74,1,1,0,0,4 # NADIR
143,76,1,1,0,0,4 # NADIR
143,78,1,1,0,0,4 # NADIR
143,80,1,1,0,0,4 # NADIR
143,82,1,1,0,0,4 # NADIR
143,84,1,1,0,0,4 # NADIR
143,86,1,1,0,0,4 # NADIR
143,88,1,1,0,0,4 # NADIR
143,70,1,1,0,0,8 # NADIR
143,72,1,1,0,0,8 # NADIR
143,74,1,1,0,0,8 # NADIR
143,76,1,1,0,0,8 # NADIR
143,78,1,1,0,0,8 # NADIR
143,80,1,1,0,0,8 # NADIR
143,82,1,1,0,0,8 # NADIR
143,84,1,1,0,0,8 # NADIR
143,86,1,1,0,0,8 # NADIR
143,88,1,1,0,0,8 # NADIR
143,70,1,1,0,0,15 # NADIR
143,72,1,1,0,0,15 # NADIR
143,74,1,1,0,0,15 # NADIR
143,76,1,1,0,0,15 # NADIR
143,78,1,1,0,0,15 # NADIR
143,80,1,1,0,0,15 # NADIR
143,82,1,1,0,0,15 # NADIR
143,84,1,1,0,0,15 # NADIR
143,86,1,1,0,0,15 # NADIR
143,88,1,1,0,0,15 # NADIR
23,136,1,1,0,0,1 # CALIBRATION
23,137,1,1,0,0,1 # CALIBRATION
23,138,1,1,0,0,1 # CALIBRATION
23,139,1,1,0,0,1 # CALIBRATION
23,140,1,1,0,0,1 # CALIBRATION
23,141,1,1,0,0,1 # CALIBRATION
23,142,1,1,0,0,1 # CALIBRATION
23,143,1,1,0,0,1 # CALIBRATION
23,144,1,1,0,0,1 # CALIBRATION
23,145,1,1,0,0,1 # CALIBRATION
23,146,1,1,0,0,1 # CALIBRATION
23,147,1,1,0,0,1 # CALIBRATION
23,72,1,1,0,0,1 # CALIBRATION
23,92,1,1,0,0,1 # CALIBRATION
23,112,1,1,0,0,1 # CALIBRATION
23,128,1,1,0,0,1 # CALIBRATION
23,132,1,1,0,0,1 # CALIBRATION
23,152,1,1,0,0,1 # CALIBRATION
23,172,1,1,0,0,1 # CALIBRATION
23,192,1,1,0,0,1 # CALIBRATION
23,212,1,1,0,0,1 # CALIBRATION
47,72,1,1,0,0,1 # CALIBRATION
47,92,1,1,0,0,1 # CALIBRATION
47,112,1,1,0,0,1 # CALIBRATION
47,128,1,1,0,0,1 # CALIBRATION
47,132,1,1,0,0,1 # CALIBRATION
47,152,1,1,0,0,1 # CALIBRATION
47,172,1,1,0,0,1 # CALIBRATION
47,192,1,1,0,0,1 # CALIBRATION
47,212,1,1,0,0,1 # CALIBRATION
23,72,1,1,0,0,2 # CALIBRATION
23,92,1,1,0,0,2 # CALIBRATION
23,112,1,1,0,0,2 # CALIBRATION
23,128,1,1,0,0,2 # CALIBRATION
23,132,1,1,0,0,2 # CALIBRATION
23,152,1,1,0,0,2 # CALIBRATION
23,172,1,1,0,0,2 # CALIBRATION
23,192,1,1,0,0,2 # CALIBRATION
23,212,1,1,0,0,2 # CALIBRATION
47,72,1,1,0,0,2 # CALIBRATION
47,92,1,1,0,0,2 # CALIBRATION
47,112,1,1,0,0,2 # CALIBRATION
47,128,1,1,0,0,2 # CALIBRATION
47,132,1,1,0,0,2 # CALIBRATION
47,152,1,1,0,0,2 # CALIBRATION
47,172,1,1,0,0,2 # CALIBRATION
47,192,1,1,0,0,2 # CALIBRATION
47,212,1,1,0,0,2 # CALIBRATION
23,72,1,1,0,0,4 # CALIBRATION
23,92,1,1,0,0,4 # CALIBRATION
23,112,1,1,0,0,4 # CALIBRATION
23,128,1,1,0,0,4 # CALIBRATION
23,132,1,1,0,0,4 # CALIBRATION
23,152,1,1,0,0,4 # CALIBRATION
23,172,1,1,0,0,4 # CALIBRATION
23,192,1,1,0,0,4 # CALIBRATION
23,212,1,1,0,0,4 # CALIBRATION
47,72,1,1,0,0,4 # CALIBRATION
47,92,1,1,0,0,4 # CALIBRATION
47,112,1,1,0,0,4 # CALIBRATION
47,128,1,1,0,0,4 # CALIBRATION
47,132,1,1,0,0,4 # CALIBRATION
47,152,1,1,0,0,4 # CALIBRATION
47,172,1,1,0,0,4 # CALIBRATION
47,192,1,1,0,0,4 # CALIBRATION
47,212,1,1,0,0,4 # CALIBRATION
23,72,1,1,0,0,15 # CALIBRATION
23,92,1,1,0,0,15 # CALIBRATION
23,112,1,1,0,0,15 # CALIBRATION
23,128,1,1,0,0,15 # CALIBRATION
23,132,1,1,0,0,15 # CALIBRATION
23,152,1,1,0,0,15 # CALIBRATION
23,172,1,1,0,0,15 # CALIBRATION
23,192,1,1,0,0,15 # CALIBRATION
23,212,1,1,0,0,15 # CALIBRATION
47,72,1,1,0,0,15 # CALIBRATION
47,92,1,1,0,0,15 # CALIBRATION
47,112,1,1,0,0,15 # CALIBRATION
47,128,1,1,0,0,15 # CALIBRATION
47,132,1,1,0,0,15 # CALIBRATION
47,152,1,1,0,0,15 # CALIBRATION
47,172,1,1,0,0,15 # CALIBRATION
47,192,1,1,0,0,15 # CALIBRATION
47,212,1,1,0,0,15 # CALIBRATION
71,80,1,1,0,0,1 # OTHER
71,100,1,1,0,0,1 # OTHER
71,112,1,1,0,0,1 # OTHER
71,114,1,1,0,0,1 # OTHER
71,116,1,1,0,0,1 # OTHER
71,118,1,1,0,0,1 # OTHER
71,120,1,1,0,0,1 # OTHER
71,140,1,1,0,0,1 # OTHER
71,152,1,1,0,0,1 # OTHER
71,80,1,1,0,0,2 # OTHER
71,100,1,1,0,0,2 # OTHER
71,112,1,1,0,0,2 # OTHER
71,114,1,1,0,0,2 # OTHER
71,116,1,1,0,0,2 # OTHER
71,118,1,1,0,0,2 # OTHER
71,120,1,1,0,0,2 # OTHER
71,140,1,1,0,0,2 # OTHER
71,152,1,1,0,0,2 # OTHER
71,80,1,1,0,0,4 # OTHER
71,100,1,1,0,0,4 # OTHER
71,112,1,1,0,0,4 # OTHER
71,114,1,1,0,0,4 # OTHER
71,116,1,1,0,0,4 # OTHER
71,118,1,1,0,0,4 # OTHER
71,120,1,1,0,0,4 # OTHER
71,140,1,1,0,0,4 # OTHER
71,152,1,1,0,0,4 # OTHER
71,80,1,1,0,0,8 # OTHER
71,100,1,1,0,0,8 # OTHER
71,112,1,1,0,0,8 # OTHER
71,114,1,1,0,0,8 # OTHER
71,116,1,1,0,0,8 # OTHER
71,118,1,1,0,0,8 # OTHER
71,120,1,1,0,0,8 # OTHER
71,140,1,1,0,0,8 # OTHER
71,152,1,1,0,0,8 # OTHER
71,80,1,1,0,0,15 # OTHER
71,100,1,1,0,0,15 # OTHER
71,112,1,1,0,0,15 # OTHER
71,114,1,1,0,0,15 # OTHER
71,116,1,1,0,0,15 # OTHER
71,118,1,1,0,0,15 # OTHER
71,120,1,1,0,0,15 # OTHER
71,140,1,1,0,0,15 # OTHER
71,152,1,1,0,0,15 # OTHER
