science_1,science_2,science_3,science_4,science_5,science_6
44,0,0,0,0,0 # OCCULTATION_FULLSCAN_SLOW -- EXECTIME=848MS -- NROWS=24
45,0,0,0,0,0 # OCCULTATION_FULLSCAN_SLOW -- EXECTIME=849MS -- NROWS=24
46,0,0,0,0,0 # OCCULTATION_FULLSCAN_SLOW -- EXECTIME=848MS -- NROWS=24
47,0,0,0,0,0 # OCCULTATION_FULLSCAN_SLOW -- EXECTIME=849MS -- NROWS=24
48,0,0,0,0,0 # OCCULTATION_FULLSCAN_SLOW -- EXECTIME=848MS -- NROWS=24
49,0,0,0,0,0 # OCCULTATION_FULLSCAN_SLOW -- EXECTIME=849MS -- NROWS=24
50,0,0,0,0,0 # OCCULTATION_FULLSCAN_SLOW -- EXECTIME=848MS -- NROWS=24
51,0,0,0,0,0 # OCCULTATION_FULLSCAN_SLOW -- EXECTIME=849MS -- NROWS=24
52,0,0,0,0,0 # OCCULTATION_FULLSCAN_SLOW -- EXECTIME=848MS -- NROWS=24
53,0,0,0,0,0 # OCCULTATION_FULLSCAN_SLOW -- EXECTIME=849MS -- NROWS=24
54,0,0,0,0,0 # OCCULTATION_FULLSCAN_SLOW -- EXECTIME=848MS -- NROWS=24
55,0,0,0,0,0 # OCCULTATION_FULLSCAN_SLOW -- EXECTIME=849MS -- NROWS=24
56,0,0,0,0,0 # OCCULTATION_FULLSCAN_SLOW -- EXECTIME=848MS -- NROWS=24
57,0,0,0,0,0 # OCCULTATION_FULLSCAN_SLOW -- EXECTIME=849MS -- NROWS=24
58,0,0,0,0,0 # OCCULTATION_FULLSCAN_FAST -- EXECTIME=816MS -- NROWS=16
59,0,0,0,0,0 # OCCULTATION_FULLSCAN_FAST -- EXECTIME=834MS -- NROWS=16
60,0,0,0,0,0 # OCCULTATION_FULLSCAN_FAST -- EXECTIME=816MS -- NROWS=16
61,0,0,0,0,0 # OCCULTATION_FULLSCAN_FAST -- EXECTIME=834MS -- NROWS=16
62,0,0,0,0,0 # OCCULTATION_FULLSCAN_FAST -- EXECTIME=816MS -- NROWS=16
63,0,0,0,0,0 # OCCULTATION_FULLSCAN_FAST -- EXECTIME=834MS -- NROWS=16
64,0,0,0,0,0 # OCCULTATION_FULLSCAN_FAST -- EXECTIME=816MS -- NROWS=16
65,0,0,0,0,0 # OCCULTATION_FULLSCAN_FAST -- EXECTIME=834MS -- NROWS=16
66,0,0,0,0,0 # OCCULTATION_FULLSCAN_FAST -- EXECTIME=816MS -- NROWS=16
67,0,0,0,0,0 # OCCULTATION_FULLSCAN_FAST -- EXECTIME=834MS -- NROWS=16
68,0,0,0,0,0 # OCCULTATION_FULLSCAN_FAST -- EXECTIME=816MS -- NROWS=16
69,0,0,0,0,0 # OCCULTATION_FULLSCAN_FAST -- EXECTIME=834MS -- NROWS=16
70,0,0,0,0,0 # OCCULTATION_FULLSCAN_FAST -- EXECTIME=816MS -- NROWS=16
71,0,0,0,0,0 # OCCULTATION_FULLSCAN_FAST -- EXECTIME=834MS -- NROWS=16
72,0,0,0,0,0 # OCCULTATION_FULLSCAN_FAST -- EXECTIME=816MS -- NROWS=16
73,0,0,0,0,0 # OCCULTATION_FULLSCAN_FAST -- EXECTIME=834MS -- NROWS=16
74,0,0,0,0,0 # OCCULTATION_FULLSCAN_FAST -- EXECTIME=816MS -- NROWS=16
75,0,0,0,0,0 # OCCULTATION_FULLSCAN_FAST -- EXECTIME=834MS -- NROWS=16
76,0,0,0,0,0 # OCCULTATION_FULLSCAN_FAST -- EXECTIME=816MS -- NROWS=16
77,0,0,0,0,0 # OCCULTATION_FULLSCAN_FAST -- EXECTIME=834MS -- NROWS=16
78,0,0,0,0,0 # OCCULTATION_FULLSCAN_FAST -- EXECTIME=816MS -- NROWS=16
79,0,0,0,0,0 # OCCULTATION_FULLSCAN_FAST -- EXECTIME=834MS -- NROWS=16
80,0,0,0,0,0 # OCCULTATION_FULLSCAN_FAST -- EXECTIME=816MS -- NROWS=16
81,0,0,0,0,0 # OCCULTATION_FULLSCAN_FAST -- EXECTIME=834MS -- NROWS=16
82,0,0,0,0,0 # OCCULTATION_FULLSCAN_FAST -- EXECTIME=816MS -- NROWS=16
83,0,0,0,0,0 # OCCULTATION_FULLSCAN_FAST -- EXECTIME=834MS -- NROWS=16
84,0,0,0,0,0 # OCCULTATION_FULLSCAN_FAST -- EXECTIME=816MS -- NROWS=16
85,0,0,0,0,0 # OCCULTATION_FULLSCAN_FAST -- EXECTIME=834MS -- NROWS=16
86,0,0,0,0,0 # OCCULTATION_FULLSCAN_FAST -- EXECTIME=816MS -- NROWS=16
87,0,0,0,0,0 # OCCULTATION_FULLSCAN_FAST -- EXECTIME=834MS -- NROWS=16
88,0,0,0,0,0 # OCCULTATION_FULLSCAN_FAST -- EXECTIME=816MS -- NROWS=16
89,0,0,0,0,0 # OCCULTATION_FULLSCAN_FAST -- EXECTIME=834MS -- NROWS=16
90,0,0,0,0,0 # OCCULTATION_FULLSCAN_FAST -- EXECTIME=816MS -- NROWS=16
91,0,0,0,0,0 # OCCULTATION_FULLSCAN_FAST -- EXECTIME=834MS -- NROWS=16
92,0,0,0,0,0 # OCCULTATION_FULLSCAN_FAST -- EXECTIME=816MS -- NROWS=16
93,0,0,0,0,0 # OCCULTATION_FULLSCAN_FAST -- EXECTIME=834MS -- NROWS=16
94,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14475MS -- NROWS=144
95,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14568MS -- NROWS=144
96,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14466MS -- NROWS=144
97,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14426MS -- NROWS=144
98,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14475MS -- NROWS=144
99,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14568MS -- NROWS=144
100,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14466MS -- NROWS=144
101,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14426MS -- NROWS=144
102,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14475MS -- NROWS=144
103,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14568MS -- NROWS=144
104,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14466MS -- NROWS=144
105,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14426MS -- NROWS=144
106,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14475MS -- NROWS=144
107,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14568MS -- NROWS=144
108,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14466MS -- NROWS=144
109,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14426MS -- NROWS=144
110,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14475MS -- NROWS=144
111,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14568MS -- NROWS=144
112,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14466MS -- NROWS=144
113,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14426MS -- NROWS=144
114,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14475MS -- NROWS=144
115,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14568MS -- NROWS=144
116,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14466MS -- NROWS=144
117,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14426MS -- NROWS=144
118,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14475MS -- NROWS=144
119,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14568MS -- NROWS=144
120,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14466MS -- NROWS=144
121,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14426MS -- NROWS=144
122,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14475MS -- NROWS=144
123,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14568MS -- NROWS=144
124,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14466MS -- NROWS=144
125,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14426MS -- NROWS=144
126,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14475MS -- NROWS=144
127,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14568MS -- NROWS=144
128,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14466MS -- NROWS=144
129,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14426MS -- NROWS=144
130,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14475MS -- NROWS=144
131,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14568MS -- NROWS=144
132,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14466MS -- NROWS=144
133,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14426MS -- NROWS=144
134,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14475MS -- NROWS=144
135,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14568MS -- NROWS=144
136,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14466MS -- NROWS=144
137,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14426MS -- NROWS=144
138,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14475MS -- NROWS=144
139,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14568MS -- NROWS=144
140,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14466MS -- NROWS=144
141,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14426MS -- NROWS=144
142,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14475MS -- NROWS=144
143,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14568MS -- NROWS=144
144,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14466MS -- NROWS=144
145,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14426MS -- NROWS=144
146,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14475MS -- NROWS=144
147,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14568MS -- NROWS=144
148,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14466MS -- NROWS=144
149,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14426MS -- NROWS=144
150,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14475MS -- NROWS=144
151,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14568MS -- NROWS=144
152,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14466MS -- NROWS=144
153,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14426MS -- NROWS=144
154,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14475MS -- NROWS=144
155,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14568MS -- NROWS=144
156,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14466MS -- NROWS=144
157,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14426MS -- NROWS=144
158,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14475MS -- NROWS=144
159,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14568MS -- NROWS=144
160,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14466MS -- NROWS=144
161,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14426MS -- NROWS=144
162,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14475MS -- NROWS=144
163,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14568MS -- NROWS=144
164,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14466MS -- NROWS=144
165,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14426MS -- NROWS=144
166,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14555MS -- NROWS=72
167,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14434MS -- NROWS=72
168,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14491MS -- NROWS=72
169,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14555MS -- NROWS=72
170,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14434MS -- NROWS=72
171,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14491MS -- NROWS=72
172,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14555MS -- NROWS=72
173,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14434MS -- NROWS=72
174,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14491MS -- NROWS=72
175,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14555MS -- NROWS=72
176,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14434MS -- NROWS=72
177,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14491MS -- NROWS=72
178,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14555MS -- NROWS=72
179,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14434MS -- NROWS=72
180,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14491MS -- NROWS=72
181,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14555MS -- NROWS=72
182,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14434MS -- NROWS=72
183,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14491MS -- NROWS=72
184,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14555MS -- NROWS=72
185,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14434MS -- NROWS=72
186,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14491MS -- NROWS=72
187,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14555MS -- NROWS=72
188,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14434MS -- NROWS=72
189,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14491MS -- NROWS=72
190,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14555MS -- NROWS=72
191,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14434MS -- NROWS=72
192,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14491MS -- NROWS=72
193,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14555MS -- NROWS=72
194,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14434MS -- NROWS=72
195,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14491MS -- NROWS=72
196,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14555MS -- NROWS=72
197,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14434MS -- NROWS=72
198,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14491MS -- NROWS=72
199,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14555MS -- NROWS=72
200,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14434MS -- NROWS=72
201,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14491MS -- NROWS=72
202,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14555MS -- NROWS=72
203,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14434MS -- NROWS=72
204,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14491MS -- NROWS=72
205,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14555MS -- NROWS=72
206,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14434MS -- NROWS=72
207,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14491MS -- NROWS=72
208,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14555MS -- NROWS=72
209,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14434MS -- NROWS=72
210,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14491MS -- NROWS=72
211,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14555MS -- NROWS=72
212,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14434MS -- NROWS=72
213,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14491MS -- NROWS=72
214,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14555MS -- NROWS=72
215,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14434MS -- NROWS=72
216,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14491MS -- NROWS=72
217,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14555MS -- NROWS=72
218,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14434MS -- NROWS=72
219,0,0,0,0,0 # NADIR_FULLSCAN_SLOW -- EXECTIME=14491MS -- NROWS=72
220,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14376MS -- NROWS=144
221,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14456MS -- NROWS=144
222,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14528MS -- NROWS=144
223,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14376MS -- NROWS=144
224,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14456MS -- NROWS=144
225,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14528MS -- NROWS=144
226,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14376MS -- NROWS=144
227,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14456MS -- NROWS=144
228,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14528MS -- NROWS=144
229,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14376MS -- NROWS=144
230,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14456MS -- NROWS=144
231,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14528MS -- NROWS=144
232,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14376MS -- NROWS=144
233,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14456MS -- NROWS=144
234,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14528MS -- NROWS=144
235,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14376MS -- NROWS=144
236,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14456MS -- NROWS=144
237,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14528MS -- NROWS=144
238,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14376MS -- NROWS=144
239,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14456MS -- NROWS=144
240,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14528MS -- NROWS=144
241,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14376MS -- NROWS=144
242,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14456MS -- NROWS=144
243,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14528MS -- NROWS=144
244,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14376MS -- NROWS=144
245,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14456MS -- NROWS=144
246,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14528MS -- NROWS=144
247,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14376MS -- NROWS=144
248,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14456MS -- NROWS=144
249,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14528MS -- NROWS=144
250,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14376MS -- NROWS=144
251,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14456MS -- NROWS=144
252,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14528MS -- NROWS=144
253,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14376MS -- NROWS=144
254,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14456MS -- NROWS=144
255,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14528MS -- NROWS=144
256,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14376MS -- NROWS=144
257,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14456MS -- NROWS=144
258,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14528MS -- NROWS=144
259,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14376MS -- NROWS=144
260,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14456MS -- NROWS=144
261,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14528MS -- NROWS=144
262,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14376MS -- NROWS=144
263,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14456MS -- NROWS=144
264,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14528MS -- NROWS=144
265,0,0,0,0,0 # NADIR_FULLSCAN_FAST -- EXECTIME=14376MS -- NROWS=144
