S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2022 JAN 23 12:51:00,73.6464,-162.1649,312.6788,15.1683,71.9478,2.3209e-14,71.9478
TGO,2022 JAN 23 12:39:00,74.4245,-162.0894,433.9141,14.9786,71.8721,0.11517,71.9035

MRO,2022 JAN 26 23:09:00,74.3816,75.758,312.1382,15.1353,73.0507,6.4106e-15,73.0507
TGO,2022 JAN 26 23:12:00,75.3563,73.0439,433.8418,15.0031,73.3099,0.12367,73.3477

MRO,2022 JAN 28 06:57:00,75.2676,-28.7127,312.8567,15.1225,73.8742,7.668e-15,73.8742
TGO,2022 JAN 28 06:39:00,75.7415,-24.7521,433.1039,15.0947,74.1028,0.12585,74.1459

MRO,2022 JAN 31 17:15:00,76.7764,-151.6014,314.1378,15.035,75.393,7.2876e-15,75.393
TGO,2022 JAN 31 17:12:00,75.8475,-149.8932,433.6194,15.1003,74.9447,0.12699,74.9883

MRO,2022 FEB 04 03:33:00,77.6592,85.8206,313.1275,14.9678,76.6004,2.012e-14,76.6004
TGO,2022 FEB 04 03:45:00,75.4553,86.1931,433.3201,15.1872,75.6975,0.12195,75.7412

MRO,2022 FEB 08 10:24:00,74.7049,26.9587,315.0887,15.1497,76.067,1.1046e-14,76.067
TGO,2022 FEB 08 09:57:00,74.9008,29.9713,434.0596,14.9125,75.5178,0.12202,75.5486

MRO,2022 FEB 08 16:00:00,72.3823,-53.2721,313.2884,15.2514,74.9695,2.9495e-14,74.9695
TGO,2022 FEB 08 15:51:00,74.4225,-53.2389,434.4285,15.1078,75.8095,0.11359,75.8436

MRO,2022 FEB 18 00:24:00,65.9815,-86.958,313.0848,15.4161,73.9078,1.7996e-14,73.9078
TGO,2022 FEB 17 23:57:00,65.4776,-81.9617,431.5254,15.3111,73.0914,0.75305,73.8435

MRO,2022 FEB 18 06:00:00,64.1739,-168.0777,312.7215,15.4586,73.1413,1.9363e-14,73.1413
TGO,2022 FEB 18 05:51:00,64.6296,-167.1027,430.5161,15.3775,72.978,0.40214,73.3497

MRO,2022 FEB 18 11:36:00,61.8056,110.6439,310.3666,15.4903,72.048,1.8062e-14,72.048
TGO,2022 FEB 18 11:45:00,64.2264,107.0142,429.7758,15.3944,72.8861,1.4092,71.5026

MRO,2022 FEB 18 15:21:00,63.8229,55.3301,311.1231,15.4528,72.9978,1.1468e-14,72.9978
TGO,2022 FEB 18 15:42:00,61.1084,52.9269,427.6409,15.6331,72.5664,0.005319,72.5661

MRO,2022 FEB 19 21:15:00,59.1985,-19.9934,308.2876,15.5328,71.196,4.7946e-14,71.196
TGO,2022 FEB 19 21:12:00,57.2391,-17.5384,427.1105,15.6478,70.949,0.027705,70.9436

