Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Ingress solar occultation observation number,Merged Occultation (YES = 1; NO = 0),Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),SO start time (UTC),SO end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),Limb Height 250 km (UTC),Latitude probed @ limb height 250 km (deg),Longitude probed @ limb height 250 km (deg),Limb Height 0 km (UTC),Latitude probed @ limb height 0 km (deg),Longitude probed @ limb height 0 km (deg),Limb Height 50 km: switch SCI1 to SCI2 (UTC),Beta angle (deg),Eclipse duration (Umbra end - Umbra start) (s),Local Solar Time (LST): TGO2SUN vector surface intercept point @ limb height 0 km (h),Solar longitude Ls (deg),SO+SINBAD data volume (Mbit),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),Channel(s)+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
1,1,1,0,6,24404,0,0,0,1,0,2023 MAY 14 00:12:54,2023 MAY 14 00:27:32,2023 MAY 14 00:13:04,2023 MAY 14 00:27:32,N/A,N/A,2023 MAY 14 00:23:04,2023 MAY 14 00:27:32,2023 MAY 14 00:23:34,52.9733,8.9131,2023 MAY 14 00:27:02,49.5363,5.2456,2023 MAY 14 00:26:26,-18.0566,2417,20.0556,63.759,26.8534,N/A,48.546,75.2585,10,640,812,30,30,868,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,268,300,602,1400002C000A0280032C1E1E03640301000D000D000000000000000000000000000000000262010C012C025A
1,1,2,0,8,24406,0,0,0,1,0,2023 MAY 14 04:08:54,2023 MAY 14 04:23:32,2023 MAY 14 04:09:04,2023 MAY 14 04:23:32,N/A,N/A,2023 MAY 14 04:19:04,2023 MAY 14 04:23:32,2023 MAY 14 04:19:34,52.5967,-49.0068,2023 MAY 14 04:23:02,49.1774,-52.8731,2023 MAY 14 04:22:26,-18.4452,2415,20.0097,63.8307,26.8534,N/A,48.546,75.2585,10,640,812,30,30,868,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,268,300,602,1400002C000A0280032C1E1E03640301000D000D000000000000000000000000000000000262010C012C025A
1,1,3,0,10,24408,0,0,0,1,0,2023 MAY 14 08:04:48,2023 MAY 14 08:19:27,2023 MAY 14 08:04:58,2023 MAY 14 08:19:27,N/A,N/A,2023 MAY 14 08:14:58,2023 MAY 14 08:19:27,2023 MAY 14 08:15:28,52.3303,-106.7452,2023 MAY 14 08:18:57,48.3336,-109.7092,2023 MAY 14 08:18:20,-18.8826,2412,20.0481,63.9023,26.948,N/A,48.7272,75.5337,10,640,812,30,30,869,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,269,300,604,1400002C000A0280032C1E1E03650301000D000D000000000000000000000000000000000262010D012C025C
1,1,4,0,18,24416,0,0,0,1,0,2023 MAY 14 23:48:16,2023 MAY 15 00:02:58,2023 MAY 14 23:48:26,2023 MAY 15 00:02:58,N/A,N/A,2023 MAY 14 23:58:26,2023 MAY 15 00:02:58,2023 MAY 14 23:58:56,51.1217,22.2024,2023 MAY 15 00:02:28,47.3967,17.8319,2023 MAY 15 00:01:51,-20.4654,2400,19.8581,64.1887,27.2319,N/A,49.2706,76.3594,10,640,815,30,30,872,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,272,300,613,1400002C000A0280032F1E1E03680301000D000D0000000000000000000000000000000002620110012C0265
1,1,5,0,20,24418,0,0,0,1,0,2023 MAY 15 03:44:16,2023 MAY 15 03:58:58,2023 MAY 15 03:44:26,2023 MAY 15 03:58:58,N/A,N/A,2023 MAY 15 03:54:26,2023 MAY 15 03:58:58,2023 MAY 15 03:54:56,50.693,-35.7333,2023 MAY 15 03:58:28,46.4011,-39.0906,2023 MAY 15 03:57:51,-20.8326,2397,19.8919,64.2603,27.2319,N/A,49.2706,76.3594,10,640,815,30,30,872,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,272,300,613,1400002C000A0280032F1E1E03680301000D000D0000000000000000000000000000000002620110012C0265
1,1,6,0,22,24420,0,0,0,1,0,2023 MAY 15 07:40:13,2023 MAY 15 07:54:56,2023 MAY 15 07:40:23,2023 MAY 15 07:54:56,N/A,N/A,2023 MAY 15 07:50:23,2023 MAY 15 07:54:56,2023 MAY 15 07:50:53,50.3901,-93.4951,2023 MAY 15 07:54:26,45.9459,-96.7902,2023 MAY 15 07:53:48,-21.2631,2394,19.8733,64.332,27.3266,N/A,49.4517,76.6347,10,640,815,30,30,873,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,273,300,615,1400002C000A0280032F1E1E03690301000D000D0000000000000000000000000000000002620111012C0267
1,1,7,0,24,24422,0,0,0,1,0,2023 MAY 15 11:36:02,2023 MAY 15 11:50:46,2023 MAY 15 11:36:12,2023 MAY 15 11:50:46,N/A,N/A,2023 MAY 15 11:46:12,2023 MAY 15 11:50:46,2023 MAY 15 11:46:42,50.1178,-151.1828,2023 MAY 15 11:50:16,45.7497,-154.8679,2023 MAY 15 11:49:39,-21.6627,2391,19.8275,64.4035,27.4212,N/A,49.6329,76.9099,10,640,817,30,30,874,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,274,300,619,1400002C000A028003311E1E036A0301000D000D0000000000000000000000000000000002620112012C026B
1,1,8,0,26,24424,0,0,0,1,0,2023 MAY 15 15:31:57,2023 MAY 15 15:46:42,2023 MAY 15 15:32:07,2023 MAY 15 15:46:42,N/A,N/A,2023 MAY 15 15:42:07,2023 MAY 15 15:46:42,2023 MAY 15 15:42:37,49.7214,150.9646,2023 MAY 15 15:46:12,45.2078,147.3753,2023 MAY 15 15:45:34,-22.0225,2388,19.8047,64.4752,27.5159,N/A,49.814,77.1852,10,640,817,30,30,875,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,275,300,621,1400002C000A028003311E1E036B0301000D000D0000000000000000000000000000000002620113012C026D
1,1,9,0,28,24426,0,0,0,1,0,2023 MAY 15 19:27:56,2023 MAY 15 19:42:41,2023 MAY 15 19:28:06,2023 MAY 15 19:42:41,N/A,N/A,2023 MAY 15 19:38:06,2023 MAY 15 19:42:41,2023 MAY 15 19:38:36,49.3907,93.1796,2023 MAY 15 19:42:11,44.7581,89.6414,2023 MAY 15 19:41:33,-22.4503,2384,19.7844,64.5468,27.5159,N/A,49.814,77.1852,10,640,817,30,30,875,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,275,300,621,1400002C000A028003311E1E036B0301000D000D0000000000000000000000000000000002620113012C026D
1,1,10,0,30,24428,0,0,0,1,0,2023 MAY 15 23:23:43,2023 MAY 15 23:38:30,2023 MAY 15 23:23:53,2023 MAY 15 23:38:30,N/A,N/A,2023 MAY 15 23:33:53,2023 MAY 15 23:38:30,2023 MAY 15 23:34:23,49.1417,35.5409,2023 MAY 15 23:38:00,44.4434,31.8393,2023 MAY 15 23:37:22,-22.8503,2380,19.7567,64.6183,27.7052,N/A,50.1763,77.7356,10,640,819,30,30,877,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,277,300,627,1400002C000A028003331E1E036D0301000D000D0000000000000000000000000000000002620115012C0273
1,1,11,0,32,24430,0,0,0,1,0,2023 MAY 16 03:19:40,2023 MAY 16 03:34:26,2023 MAY 16 03:19:50,2023 MAY 16 03:34:26,N/A,N/A,2023 MAY 16 03:29:50,2023 MAY 16 03:34:26,2023 MAY 16 03:30:20,48.6952,-22.3544,2023 MAY 16 03:33:56,44.4056,-26.9954,2023 MAY 16 03:33:18,-23.1991,2378,19.6619,64.6899,27.6105,N/A,49.9952,77.4604,10,640,818,30,30,876,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,276,300,624,1400002C000A028003321E1E036C0301000D000D0000000000000000000000000000000002620114012C0270
1,1,12,0,34,24432,0,0,0,1,0,2023 MAY 16 07:15:39,2023 MAY 16 07:30:26,2023 MAY 16 07:15:49,2023 MAY 16 07:30:26,N/A,N/A,2023 MAY 16 07:25:49,2023 MAY 16 07:30:26,2023 MAY 16 07:26:19,48.3344,-80.1549,2023 MAY 16 07:29:56,43.5391,-83.975,2023 MAY 16 07:29:18,-23.6128,2374,19.6922,64.7616,27.7052,N/A,50.1763,77.7356,10,640,819,30,30,877,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,277,300,627,1400002C000A028003331E1E036D0301000D000D0000000000000000000000000000000002620115012C0273
1,1,13,0,36,24434,0,0,0,1,0,2023 MAY 16 11:11:28,2023 MAY 16 11:26:17,2023 MAY 16 11:11:38,2023 MAY 16 11:26:17,N/A,N/A,2023 MAY 16 11:21:38,2023 MAY 16 11:26:17,2023 MAY 16 11:22:08,48.0689,-137.8067,2023 MAY 16 11:25:47,43.0123,-141.3969,2023 MAY 16 11:25:08,-24.0197,2370,19.6903,64.8331,27.8944,N/A,50.5386,78.2861,10,640,820,30,30,879,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,279,300,632,1400002C000A028003341E1E036F0301000D000D0000000000000000000000000000000002620117012C0278
1,1,14,0,39,24437,0,0,0,1,0,2023 MAY 16 17:05:22,2023 MAY 16 17:20:11,2023 MAY 16 17:05:32,2023 MAY 16 17:20:11,N/A,N/A,2023 MAY 16 17:15:32,2023 MAY 16 17:20:11,2023 MAY 16 17:16:02,47.4509,135.4488,2023 MAY 16 17:19:41,42.7804,130.8216,2023 MAY 16 17:19:03,-24.5582,2365,19.5797,64.9405,27.8944,N/A,50.5386,78.2861,10,640,821,30,30,879,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,279,300,633,1400002C000A028003351E1E036F0301000D000D0000000000000000000000000000000002620117012C0279
1,1,15,0,41,24439,0,0,0,1,0,2023 MAY 16 21:01:18,2023 MAY 16 21:16:09,2023 MAY 16 21:01:28,2023 MAY 16 21:16:09,N/A,N/A,2023 MAY 16 21:11:28,2023 MAY 16 21:16:09,2023 MAY 16 21:11:58,47.1576,77.7505,2023 MAY 16 21:15:39,42.0378,73.7509,2023 MAY 16 21:15:00,-24.984,2360,19.6033,65.0121,28.0837,N/A,50.9009,78.8366,10,640,822,30,30,881,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,281,300,638,1400002C000A028003361E1E03710301000D000D0000000000000000000000000000000002620119012C027E
1,1,16,0,43,24441,0,0,0,1,0,2023 MAY 17 00:57:06,2023 MAY 17 01:11:58,2023 MAY 17 00:57:16,2023 MAY 17 01:11:58,N/A,N/A,2023 MAY 17 01:07:16,2023 MAY 17 01:11:58,2023 MAY 17 01:07:46,46.8266,20.0499,2023 MAY 17 01:11:28,41.4538,16.352,2023 MAY 17 01:10:49,-25.3496,2356,19.6025,65.0837,28.1784,N/A,51.082,79.1118,10,640,823,30,30,882,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,282,300,641,1400002C000A028003371E1E03720301000D000D000000000000000000000000000000000262011A012C0281
1,1,17,0,47,24445,0,0,0,1,0,2023 MAY 17 08:49:04,2023 MAY 17 09:03:57,2023 MAY 17 08:49:14,2023 MAY 17 09:03:57,N/A,N/A,2023 MAY 17 08:59:14,2023 MAY 17 09:03:57,2023 MAY 17 08:59:44,46.0177,-95.5712,2023 MAY 17 09:03:27,40.805,-100.0058,2023 MAY 17 09:02:48,-26.1262,2349,19.5025,65.2269,28.273,N/A,51.2631,79.3871,10,640,824,30,30,883,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,283,300,644,1400002C000A028003381E1E03730301000D000D000000000000000000000000000000000262011B012C0284
1,1,18,0,48,24446,0,0,0,1,0,2023 MAY 17 10:46:59,2023 MAY 17 11:01:53,2023 MAY 17 10:47:09,2023 MAY 17 11:01:53,N/A,N/A,2023 MAY 17 10:57:09,2023 MAY 17 11:01:53,2023 MAY 17 10:57:39,45.8715,-124.3997,2023 MAY 17 11:01:23,40.2138,-128.0565,2023 MAY 17 11:00:43,-26.327,2346,19.5456,65.2627,28.3676,N/A,51.4443,79.6623,10,640,824,30,30,884,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,284,300,646,1400002C000A028003381E1E03740301000D000D000000000000000000000000000000000262011C012C0286
