TC20 FIXED,TC20 PRECOOLING,TC20 SCI1,TC20 SCI2,OBSERVATION NUMBER,OBSERVATION TYPE,APPROX TC START TIME,COMMENTS
-1,-1,-1,-1,579,Dayside_Nadir,2018 JUN 10 21:42:07, 
-1,-1,-1,-1,580,Dayside_Nadir,2018 JUN 10 21:42:07, 
1,1,1934,1934,582,Dayside_Nadir,2018 JUN 10 23:39:59,OBSERVATION_COMMENT
1,1,2318,2318,583,Dayside_Nadir,2018 JUN 11 01:27:53,OBSERVATION_COMMENT
-1,-1,-1,-1,584,Dayside_Nadir,2018 JUN 11 03:35:49, 
-1,-1,-1,-1,585,Dayside_Nadir,2018 JUN 11 03:35:49, 
-1,-1,-1,-1,586,Dayside_Nadir,2018 JUN 11 03:35:49, 
1,1,1107,1107,587,Dayside_Nadir,2018 JUN 11 05:23:41,OBSERVATION_COMMENT
1,1,1837,1837,589,Dayside_Nadir,2018 JUN 11 07:31:31,OBSERVATION_COMMENT
-1,-1,-1,-1,590,Dayside_Nadir,2018 JUN 11 09:29:21, 
-1,-1,-1,-1,591,Dayside_Nadir,2018 JUN 11 09:29:21, 
-1,-1,-1,-1,592,Dayside_Nadir,2018 JUN 11 09:29:21, 
1,1,2318,2318,594,Dayside_Nadir,2018 JUN 11 11:27:11,OBSERVATION_COMMENT
1,1,1033,1033,595,Dayside_Nadir,2018 JUN 11 13:15:05,OBSERVATION_COMMENT
1,1,2318,2318,597,Dayside_Nadir,2018 JUN 11 15:22:59,OBSERVATION_COMMENT
-1,-1,-1,-1,598,Dayside_Nadir,2018 JUN 11 17:20:51, 
-1,-1,-1,-1,599,Dayside_Nadir,2018 JUN 11 17:20:51, 
-1,-1,-1,-1,600,Dayside_Nadir,2018 JUN 11 17:20:51, 
1,1,140,140,601,Dayside_Nadir,2018 JUN 11 19:08:43,OBSERVATION_COMMENT
1,1,104,104,603,Dayside_Nadir,2018 JUN 11 21:16:31,OBSERVATION_COMMENT
1,1,2639,2639,605,Dayside_Nadir,2018 JUN 11 23:14:21,OBSERVATION_COMMENT
-1,-1,-1,-1,606,Dayside_Nadir,2018 JUN 12 01:12:15, 
-1,-1,-1,-1,607,Dayside_Nadir,2018 JUN 12 01:12:15, 
-1,-1,-1,-1,608,Dayside_Nadir,2018 JUN 12 01:12:15, 
1,1,2626,2626,609,Dayside_Nadir,2018 JUN 12 03:00:09,OBSERVATION_COMMENT
-1,-1,-1,-1,610,Dayside_Nadir,2018 JUN 12 05:08:05, 
-1,-1,-1,-1,611,Dayside_Nadir,2018 JUN 12 05:08:05, 
-1,-1,-1,-1,612,Dayside_Nadir,2018 JUN 12 05:08:05, 
1,1,1029,1029,614,Dayside_Nadir,2018 JUN 12 07:05:57,OBSERVATION_COMMENT
1,1,2318,2318,615,Dayside_Nadir,2018 JUN 12 08:53:45,OBSERVATION_COMMENT
1,1,1090,1090,617,Dayside_Nadir,2018 JUN 12 11:01:35,OBSERVATION_COMMENT
1,1,1779,1779,619,Dayside_Nadir,2018 JUN 12 12:59:27,OBSERVATION_COMMENT
-1,-1,-1,-1,620,Dayside_Nadir,2018 JUN 12 14:57:21, 
-1,-1,-1,-1,621,Dayside_Nadir,2018 JUN 12 14:57:21, 
-1,-1,-1,-1,622,Dayside_Nadir,2018 JUN 12 14:57:21, 
1,1,2318,2318,623,Dayside_Nadir,2018 JUN 12 16:45:15,OBSERVATION_COMMENT
-1,-1,-1,-1,624,Dayside_Nadir,2018 JUN 12 18:53:05, 
-1,-1,-1,-1,625,Dayside_Nadir,2018 JUN 12 18:53:05, 
-1,-1,-1,-1,626,Dayside_Nadir,2018 JUN 12 18:53:05, 
1,1,1860,1860,628,Dayside_Nadir,2018 JUN 12 20:50:55,OBSERVATION_COMMENT
1,1,2364,2364,629,Dayside_Nadir,2018 JUN 12 22:38:45,OBSERVATION_COMMENT
1,1,2318,2318,631,Dayside_Nadir,2018 JUN 13 00:46:35,OBSERVATION_COMMENT
-1,-1,-1,-1,632,Dayside_Nadir,2018 JUN 13 02:44:31, 
-1,-1,-1,-1,633,Dayside_Nadir,2018 JUN 13 02:44:31, 
-1,-1,-1,-1,634,Dayside_Nadir,2018 JUN 13 02:44:31, 
1,1,144,144,635,Dayside_Nadir,2018 JUN 13 04:32:25,OBSERVATION_COMMENT
-1,-1,-1,-1,636,Dayside_Nadir,2018 JUN 13 06:40:19, 
-1,-1,-1,-1,637,Dayside_Nadir,2018 JUN 13 06:40:19, 
-1,-1,-1,-1,638,Dayside_Nadir,2018 JUN 13 06:40:19, 
1,1,124,124,640,Dayside_Nadir,2018 JUN 13 08:38:09,OBSERVATION_COMMENT
1,1,2318,2318,642,Dayside_Nadir,2018 JUN 13 10:35:57,OBSERVATION_COMMENT
1,1,116,116,643,Dayside_Nadir,2018 JUN 13 12:23:49,OBSERVATION_COMMENT
1,1,2318,2318,645,Dayside_Nadir,2018 JUN 13 14:31:43,OBSERVATION_COMMENT
-1,-1,-1,-1,646,Dayside_Nadir,2018 JUN 13 16:29:37, 
-1,-1,-1,-1,647,Dayside_Nadir,2018 JUN 13 16:29:37, 
-1,-1,-1,-1,648,Dayside_Nadir,2018 JUN 13 16:29:37, 
1,1,1934,1934,649,Dayside_Nadir,2018 JUN 13 18:17:29,OBSERVATION_COMMENT
-1,-1,-1,-1,650,Dayside_Nadir,2018 JUN 13 20:25:21, 
-1,-1,-1,-1,651,Dayside_Nadir,2018 JUN 13 20:25:21, 
-1,-1,-1,-1,652,Dayside_Nadir,2018 JUN 13 20:25:21, 
1,1,2318,2318,654,Dayside_Nadir,2018 JUN 13 22:23:09,OBSERVATION_COMMENT
1,1,1107,1107,656,Dayside_Nadir,2018 JUN 14 00:20:59,OBSERVATION_COMMENT
1,1,1837,1837,657,Dayside_Nadir,2018 JUN 14 02:08:53,OBSERVATION_COMMENT
-1,-1,-1,-1,658,Dayside_Nadir,2018 JUN 14 04:16:49, 
-1,-1,-1,-1,659,Dayside_Nadir,2018 JUN 14 04:16:49, 
-1,-1,-1,-1,660,Dayside_Nadir,2018 JUN 14 04:16:49, 
1,1,2318,2318,661,Dayside_Nadir,2018 JUN 14 06:04:43,OBSERVATION_COMMENT
1,1,1033,1033,663,Dayside_Nadir,2018 JUN 14 08:12:33,OBSERVATION_COMMENT
-1,-1,-1,-1,664,Dayside_Nadir,2018 JUN 14 10:10:21, 
-1,-1,-1,-1,665,Dayside_Nadir,2018 JUN 14 10:10:21, 
-1,-1,-1,-1,666,Dayside_Nadir,2018 JUN 14 10:10:21, 
1,1,2318,2318,668,Dayside_Nadir,2018 JUN 14 12:08:11,OBSERVATION_COMMENT
1,1,140,140,669,Dayside_Nadir,2018 JUN 14 13:56:05,OBSERVATION_COMMENT
-1,-1,-1,-1,670,Dayside_Nadir,2018 JUN 14 16:03:59, 
-1,-1,-1,-1,671,Dayside_Nadir,2018 JUN 14 16:03:59, 
-1,-1,-1,-1,672,Dayside_Nadir,2018 JUN 14 16:03:59, 
1,1,104,104,673,Dayside_Nadir,2018 JUN 14 17:51:53,OBSERVATION_COMMENT
1,1,2639,2639,675,Dayside_Nadir,2018 JUN 14 19:59:43,OBSERVATION_COMMENT
1,1,2626,2626,677,Dayside_Nadir,2018 JUN 14 21:57:33,OBSERVATION_COMMENT
-1,-1,-1,-1,678,Dayside_Nadir,2018 JUN 14 23:55:23, 
-1,-1,-1,-1,679,Dayside_Nadir,2018 JUN 14 23:55:23, 
-1,-1,-1,-1,680,Dayside_Nadir,2018 JUN 14 23:55:23, 
1,1,1029,1029,682,Dayside_Nadir,2018 JUN 15 01:53:15,OBSERVATION_COMMENT
1,1,2318,2318,683,Dayside_Nadir,2018 JUN 15 03:41:11,OBSERVATION_COMMENT
-1,-1,-1,-1,684,Dayside_Nadir,2018 JUN 15 05:49:05, 
-1,-1,-1,-1,685,Dayside_Nadir,2018 JUN 15 05:49:05, 
-1,-1,-1,-1,686,Dayside_Nadir,2018 JUN 15 05:49:05, 
1,1,1090,1090,688,Dayside_Nadir,2018 JUN 15 07:46:59,OBSERVATION_COMMENT
1,1,1779,1779,690,Dayside_Nadir,2018 JUN 15 09:44:47,OBSERVATION_COMMENT
1,1,2318,2318,691,Dayside_Nadir,2018 JUN 15 11:32:37,OBSERVATION_COMMENT
1,1,1860,1860,693,Dayside_Nadir,2018 JUN 15 13:40:29,OBSERVATION_COMMENT
-1,-1,-1,-1,694,Dayside_Nadir,2018 JUN 15 15:38:23, 
1,1,2364,2364,695,Dayside_Nadir,2018 JUN 15 17:26:17,OBSERVATION_COMMENT
-1,-1,-1,-1,696,Dayside_Nadir,2018 JUN 15 19:34:09, 
1,1,2318,2318,698,Dayside_Nadir,2018 JUN 15 21:31:59,OBSERVATION_COMMENT
1,1,144,144,699,Dayside_Nadir,2018 JUN 15 23:19:47,OBSERVATION_COMMENT
1,1,124,124,701,Dayside_Nadir,2018 JUN 16 01:27:39,OBSERVATION_COMMENT
-1,-1,-1,-1,702,Dayside_Nadir,2018 JUN 16 03:25:33, 
-1,-1,-1,-1,703,Dayside_Nadir,2018 JUN 16 03:25:33, 
-1,-1,-1,-1,704,Dayside_Nadir,2018 JUN 16 03:25:33, 
1,1,2318,2318,705,Dayside_Nadir,2018 JUN 16 05:13:29,OBSERVATION_COMMENT
1,1,116,116,707,Dayside_Nadir,2018 JUN 16 07:21:23,OBSERVATION_COMMENT
-1,-1,-1,-1,708,Dayside_Nadir,2018 JUN 16 09:19:13, 
-1,-1,-1,-1,709,Dayside_Nadir,2018 JUN 16 09:19:13, 
-1,-1,-1,-1,710,Dayside_Nadir,2018 JUN 16 09:19:13, 
1,1,2639,2639,711,Dayside_Nadir,2018 JUN 16 11:17:12,OBSERVATION_COMMENT
