HCL_01, OCCEG, 9, 36, 92, 240, 262
HCL_01, OCCIN, 51, 80, 116, 131, 177, 197, 303
AER_01, OCCEG, 54, 138, 206
AER_01, OCCIN, 16, 96, 269
ICE_01, OCCEG, 6, 87, 126, 192, 258
ICE_01, OCCIN, 46
NOM_01, OCCEG, 16, 20, 24, 41, 44, 46, 51, 70, 74, 76, 80, 82, 96, 106, 108, 112, 116, 117, 124, 132, 150, 162, 168, 186, 190, 200, 212, 216, 224, 230, 248, 250, 256, 266, 282, 300, 304, 310, 312
NOM_01, OCCIN, 4, 6, 9, 12, 32, 33, 36, 39, 41, 57, 66, 68, 86, 87, 92, 94, 101, 105, 119, 129, 141, 155, 173, 179, 183, 195, 207, 237, 243, 261, 273, 279, 291, 297, 317
