degf,dvaf,sbsf,aotfPointer,steppingPointer,accumulationCount,binningFactor,integrationTime
0,1,1,151,17,78,0,2000 # OCCULTATION_MINISCAN_SLOW_1KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,156,17,78,0,2000 # OCCULTATION_MINISCAN_SLOW_1KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,162,17,78,0,2000 # OCCULTATION_MINISCAN_SLOW_1KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,164,17,78,0,2000 # OCCULTATION_MINISCAN_SLOW_1KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,166,17,78,0,2000 # OCCULTATION_MINISCAN_SLOW_1KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,167,17,78,0,2000 # OCCULTATION_MINISCAN_SLOW_1KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,168,17,78,0,2000 # OCCULTATION_MINISCAN_SLOW_1KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,169,17,78,0,2000 # OCCULTATION_MINISCAN_SLOW_1KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,171,17,78,0,2000 # OCCULTATION_MINISCAN_SLOW_1KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,172,17,78,0,2000 # OCCULTATION_MINISCAN_SLOW_1KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,178,17,78,0,2000 # OCCULTATION_MINISCAN_SLOW_1KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,180,17,78,0,2000 # OCCULTATION_MINISCAN_SLOW_1KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,182,17,78,0,2000 # OCCULTATION_MINISCAN_SLOW_1KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,188,17,78,0,2000 # OCCULTATION_MINISCAN_SLOW_1KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,191,17,78,0,2000 # OCCULTATION_MINISCAN_SLOW_1KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,194,17,78,0,2000 # OCCULTATION_MINISCAN_SLOW_1KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,196,17,78,0,2000 # OCCULTATION_MINISCAN_SLOW_1KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,197,17,78,0,2000 # OCCULTATION_MINISCAN_SLOW_1KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,199,17,78,0,2000 # OCCULTATION_MINISCAN_SLOW_1KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,201,17,78,0,2000 # OCCULTATION_MINISCAN_SLOW_1KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,210,17,78,0,2000 # OCCULTATION_MINISCAN_SLOW_1KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,110,19,78,0,2000 # OCCULTATION_MINISCAN_SLOW_2KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,113,19,78,0,2000 # OCCULTATION_MINISCAN_SLOW_2KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,116,19,78,0,2000 # OCCULTATION_MINISCAN_SLOW_2KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,119,19,78,0,2000 # OCCULTATION_MINISCAN_SLOW_2KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,122,19,78,0,2000 # OCCULTATION_MINISCAN_SLOW_2KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,125,19,78,0,2000 # OCCULTATION_MINISCAN_SLOW_2KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,128,19,78,0,2000 # OCCULTATION_MINISCAN_SLOW_2KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,131,19,78,0,2000 # OCCULTATION_MINISCAN_SLOW_2KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,134,19,78,0,2000 # OCCULTATION_MINISCAN_SLOW_2KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,137,19,78,0,2000 # OCCULTATION_MINISCAN_SLOW_2KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,140,19,78,0,2000 # OCCULTATION_MINISCAN_SLOW_2KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,143,19,78,0,2000 # OCCULTATION_MINISCAN_SLOW_2KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,146,19,78,0,2000 # OCCULTATION_MINISCAN_SLOW_2KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,149,19,78,0,2000 # OCCULTATION_MINISCAN_SLOW_2KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,152,19,78,0,2000 # OCCULTATION_MINISCAN_SLOW_2KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,155,19,78,0,2000 # OCCULTATION_MINISCAN_SLOW_2KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,158,19,78,0,2000 # OCCULTATION_MINISCAN_SLOW_2KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
