TC20 FIXED,TC20 PRECOOLING,TC20 SCI1,TC20 SCI2,OBSERVATION NUMBER,OBSERVATION TYPE,APPROX TC START TIME,COMMENTS
-1,-1,-1,-1,116,Dayside_Nadir,2018 JUN 20 13:30:19, 
1,1,1033,1033,119,Dayside_Nadir,2018 JUN 20 15:28:13,OBSERVATION_COMMENT
-1,-1,-1,-1,120,Dayside_Nadir,2018 JUN 20 17:26:07, 
-1,-1,-1,-1,121,Dayside_Nadir,2018 JUN 20 17:26:07, 
-1,-1,-1,-1,122,Dayside_Nadir,2018 JUN 20 17:26:07, 
1,1,140,140,125,Dayside_Nadir,2018 JUN 20 19:24:01,OBSERVATION_COMMENT
-1,-1,-1,-1,126,Dayside_Nadir,2018 JUN 20 21:21:53, 
-1,-1,-1,-1,127,Dayside_Nadir,2018 JUN 20 21:21:53, 
-1,-1,-1,-1,128,Dayside_Nadir,2018 JUN 20 21:21:53, 
1,1,2639,2639,129,Dayside_Nadir,2018 JUN 20 23:09:43,OBSERVATION_COMMENT
-1,-1,-1,-1,130,Dayside_Nadir,2018 JUN 21 01:17:31, 
-1,-1,-1,-1,131,Dayside_Nadir,2018 JUN 21 01:17:31, 
-1,-1,-1,-1,132,Dayside_Nadir,2018 JUN 21 01:17:31, 
1,1,1107,1107,135,Dayside_Nadir,2018 JUN 21 03:15:23,OBSERVATION_COMMENT
-1,-1,-1,-1,136,Dayside_Nadir,2018 JUN 21 05:13:17, 
-1,-1,-1,-1,137,Dayside_Nadir,2018 JUN 21 05:13:17, 
-1,-1,-1,-1,138,Dayside_Nadir,2018 JUN 21 05:13:17, 
1,1,1033,1033,141,Dayside_Nadir,2018 JUN 21 07:11:13,OBSERVATION_COMMENT
1,1,1090,1090,144,Dayside_Nadir,2018 JUN 21 09:09:07,OBSERVATION_COMMENT
-1,-1,-1,-1,145,Dayside_Nadir,2018 JUN 21 11:06:59, 
-1,-1,-1,-1,146,Dayside_Nadir,2018 JUN 21 11:06:59, 
-1,-1,-1,-1,147,Dayside_Nadir,2018 JUN 21 11:06:59, 
1,1,1029,1029,148,Dayside_Nadir,2018 JUN 21 12:54:47,OBSERVATION_COMMENT
1,1,1090,1090,151,Dayside_Nadir,2018 JUN 21 15:02:37,OBSERVATION_COMMENT
-1,-1,-1,-1,152,Dayside_Nadir,2018 JUN 21 17:00:31, 
-1,-1,-1,-1,153,Dayside_Nadir,2018 JUN 21 17:00:31, 
-1,-1,-1,-1,154,Dayside_Nadir,2018 JUN 21 17:00:31, 
1,1,1779,1779,157,Dayside_Nadir,2018 JUN 21 18:58:25,OBSERVATION_COMMENT
1,1,1860,1860,160,Dayside_Nadir,2018 JUN 21 20:56:19,OBSERVATION_COMMENT
1,1,1107,1107,161,Dayside_Nadir,2018 JUN 21 22:44:11,OBSERVATION_COMMENT
-1,-1,-1,-1,162,Dayside_Nadir,2018 JUN 22 00:51:59, 
-1,-1,-1,-1,163,Dayside_Nadir,2018 JUN 22 00:51:59, 
-1,-1,-1,-1,164,Dayside_Nadir,2018 JUN 22 00:51:59, 
1,1,1837,1837,167,Dayside_Nadir,2018 JUN 22 02:49:49,OBSERVATION_COMMENT
-1,-1,-1,-1,168,Dayside_Nadir,2018 JUN 22 04:47:43, 
-1,-1,-1,-1,169,Dayside_Nadir,2018 JUN 22 04:47:43, 
-1,-1,-1,-1,170,Dayside_Nadir,2018 JUN 22 04:47:43, 
1,1,1033,1033,173,Dayside_Nadir,2018 JUN 22 06:45:39,OBSERVATION_COMMENT
-1,-1,-1,-1,174,Dayside_Nadir,2018 JUN 22 08:43:35, 
-1,-1,-1,-1,175,Dayside_Nadir,2018 JUN 22 08:43:35, 
-1,-1,-1,-1,176,Dayside_Nadir,2018 JUN 22 08:43:35, 
1,1,140,140,179,Dayside_Nadir,2018 JUN 22 10:41:27,OBSERVATION_COMMENT
-1,-1,-1,-1,180,Dayside_Nadir,2018 JUN 22 12:39:15, 
-1,-1,-1,-1,181,Dayside_Nadir,2018 JUN 22 12:39:15, 
-1,-1,-1,-1,182,Dayside_Nadir,2018 JUN 22 12:39:15, 
1,1,2639,2639,185,Dayside_Nadir,2018 JUN 22 14:37:05,OBSERVATION_COMMENT
-1,-1,-1,-1,186,Dayside_Nadir,2018 JUN 22 16:34:59, 
-1,-1,-1,-1,187,Dayside_Nadir,2018 JUN 22 16:34:59, 
-1,-1,-1,-1,188,Dayside_Nadir,2018 JUN 22 16:34:59, 
1,1,1107,1107,191,Dayside_Nadir,2018 JUN 22 18:32:55,OBSERVATION_COMMENT
-1,-1,-1,-1,192,Dayside_Nadir,2018 JUN 22 20:30:47, 
-1,-1,-1,-1,193,Dayside_Nadir,2018 JUN 22 20:30:47, 
-1,-1,-1,-1,194,Dayside_Nadir,2018 JUN 22 20:30:47, 
1,1,1033,1033,197,Dayside_Nadir,2018 JUN 22 22:28:41,OBSERVATION_COMMENT
-1,-1,-1,-1,198,Dayside_Nadir,2018 JUN 23 00:26:31, 
-1,-1,-1,-1,199,Dayside_Nadir,2018 JUN 23 00:26:31, 
-1,-1,-1,-1,200,Dayside_Nadir,2018 JUN 23 00:26:31, 
1,1,1090,1090,203,Dayside_Nadir,2018 JUN 23 02:24:19,OBSERVATION_COMMENT
1,1,1029,1029,204,Dayside_Nadir,2018 JUN 23 04:12:11,OBSERVATION_COMMENT
-1,-1,-1,-1,205,Dayside_Nadir,2018 JUN 23 06:20:07, 
-1,-1,-1,-1,206,Dayside_Nadir,2018 JUN 23 06:20:07, 
-1,-1,-1,-1,207,Dayside_Nadir,2018 JUN 23 06:20:07, 
1,1,1090,1090,210,Dayside_Nadir,2018 JUN 23 08:18:03,OBSERVATION_COMMENT
-1,-1,-1,-1,211,Dayside_Nadir,2018 JUN 23 10:15:55, 
-1,-1,-1,-1,212,Dayside_Nadir,2018 JUN 23 10:15:55, 
-1,-1,-1,-1,213,Dayside_Nadir,2018 JUN 23 10:15:55, 
1,1,1779,1779,214,Dayside_Nadir,2018 JUN 23 12:03:47,OBSERVATION_COMMENT
1,1,1860,1860,215,Dayside_Nadir,2018 JUN 23 14:01:35,OBSERVATION_COMMENT
-1,-1,-1,-1,216,Dayside_Nadir,2018 JUN 23 16:09:27, 
-1,-1,-1,-1,217,Dayside_Nadir,2018 JUN 23 16:09:27, 
-1,-1,-1,-1,218,Dayside_Nadir,2018 JUN 23 16:09:27, 
1,1,1107,1107,221,Dayside_Nadir,2018 JUN 23 18:07:21,OBSERVATION_COMMENT
-1,-1,-1,-1,222,Dayside_Nadir,2018 JUN 23 20:05:17, 
-1,-1,-1,-1,223,Dayside_Nadir,2018 JUN 23 20:05:17, 
-1,-1,-1,-1,224,Dayside_Nadir,2018 JUN 23 20:05:17, 
1,1,1837,1837,227,Dayside_Nadir,2018 JUN 23 22:03:09,OBSERVATION_COMMENT
-1,-1,-1,-1,228,Dayside_Nadir,2018 JUN 24 00:01:01, 
-1,-1,-1,-1,229,Dayside_Nadir,2018 JUN 24 00:01:01, 
-1,-1,-1,-1,230,Dayside_Nadir,2018 JUN 24 00:01:01, 
1,1,1033,1033,233,Dayside_Nadir,2018 JUN 24 01:58:49,OBSERVATION_COMMENT
-1,-1,-1,-1,234,Dayside_Nadir,2018 JUN 24 03:56:39, 
-1,-1,-1,-1,235,Dayside_Nadir,2018 JUN 24 03:56:39, 
-1,-1,-1,-1,236,Dayside_Nadir,2018 JUN 24 03:56:39, 
1,1,140,140,239,Dayside_Nadir,2018 JUN 24 05:54:35,OBSERVATION_COMMENT
-1,-1,-1,-1,240,Dayside_Nadir,2018 JUN 24 07:52:31, 
-1,-1,-1,-1,241,Dayside_Nadir,2018 JUN 24 07:52:31, 
-1,-1,-1,-1,242,Dayside_Nadir,2018 JUN 24 07:52:31, 
1,1,2639,2639,245,Dayside_Nadir,2018 JUN 24 09:50:27,OBSERVATION_COMMENT
-1,-1,-1,-1,246,Dayside_Nadir,2018 JUN 24 11:48:19, 
-1,-1,-1,-1,247,Dayside_Nadir,2018 JUN 24 11:48:19, 
-1,-1,-1,-1,248,Dayside_Nadir,2018 JUN 24 11:48:19, 
1,1,1107,1107,251,Dayside_Nadir,2018 JUN 24 13:46:07,OBSERVATION_COMMENT
-1,-1,-1,-1,252,Dayside_Nadir,2018 JUN 24 15:43:57, 
-1,-1,-1,-1,253,Dayside_Nadir,2018 JUN 24 15:43:57, 
-1,-1,-1,-1,254,Dayside_Nadir,2018 JUN 24 15:43:57, 
1,1,1033,1033,257,Dayside_Nadir,2018 JUN 24 17:41:53,OBSERVATION_COMMENT
-1,-1,-1,-1,258,Dayside_Nadir,2018 JUN 24 19:39:47, 
-1,-1,-1,-1,259,Dayside_Nadir,2018 JUN 24 19:39:47, 
-1,-1,-1,-1,260,Dayside_Nadir,2018 JUN 24 19:39:47, 
1,1,1090,1090,263,Dayside_Nadir,2018 JUN 24 21:37:41,OBSERVATION_COMMENT
-1,-1,-1,-1,264,Dayside_Nadir,2018 JUN 24 23:35:33, 
-1,-1,-1,-1,265,Dayside_Nadir,2018 JUN 24 23:35:33, 
-1,-1,-1,-1,266,Dayside_Nadir,2018 JUN 24 23:35:33, 
1,1,1029,1029,267,Dayside_Nadir,2018 JUN 25 01:23:23,OBSERVATION_COMMENT
1,1,1090,1090,270,Dayside_Nadir,2018 JUN 25 03:31:13,OBSERVATION_COMMENT
1,1,1779,1779,273,Dayside_Nadir,2018 JUN 25 05:29:05,OBSERVATION_COMMENT
-1,-1,-1,-1,274,Dayside_Nadir,2018 JUN 25 07:27:01, 
-1,-1,-1,-1,275,Dayside_Nadir,2018 JUN 25 07:27:01, 
-1,-1,-1,-1,276,Dayside_Nadir,2018 JUN 25 07:27:01, 
1,1,1860,1860,277,Dayside_Nadir,2018 JUN 25 09:14:57,OBSERVATION_COMMENT
-1,-1,-1,-1,278,Dayside_Nadir,2018 JUN 25 11:22:51, 
-1,-1,-1,-1,279,Dayside_Nadir,2018 JUN 25 11:22:51, 
-1,-1,-1,-1,280,Dayside_Nadir,2018 JUN 25 11:22:51, 
1,1,1107,1107,283,Dayside_Nadir,2018 JUN 25 13:20:41,OBSERVATION_COMMENT
-1,-1,-1,-1,284,Dayside_Nadir,2018 JUN 25 15:18:29, 
-1,-1,-1,-1,285,Dayside_Nadir,2018 JUN 25 15:18:29, 
-1,-1,-1,-1,286,Dayside_Nadir,2018 JUN 25 15:18:29, 
1,1,1837,1837,289,Dayside_Nadir,2018 JUN 25 17:16:23,OBSERVATION_COMMENT
1,1,1033,1033,291,Dayside_Nadir,2018 JUN 25 19:14:19,OBSERVATION_COMMENT
-1,-1,-1,-1,292,Dayside_Nadir,2018 JUN 25 21:12:13, 
-1,-1,-1,-1,293,Dayside_Nadir,2018 JUN 25 21:12:13, 
-1,-1,-1,-1,294,Dayside_Nadir,2018 JUN 25 21:12:13, 
1,1,140,140,295,Dayside_Nadir,2018 JUN 25 23:00:05,OBSERVATION_COMMENT
1,1,2639,2639,298,Dayside_Nadir,2018 JUN 26 01:07:57,OBSERVATION_COMMENT
-1,-1,-1,-1,299,Dayside_Nadir,2018 JUN 26 03:05:47, 
-1,-1,-1,-1,300,Dayside_Nadir,2018 JUN 26 03:05:47, 
-1,-1,-1,-1,301,Dayside_Nadir,2018 JUN 26 03:05:47, 
1,1,1107,1107,304,Dayside_Nadir,2018 JUN 26 05:03:37,OBSERVATION_COMMENT
-1,-1,-1,-1,305,Dayside_Nadir,2018 JUN 26 07:01:33, 
-1,-1,-1,-1,306,Dayside_Nadir,2018 JUN 26 07:01:33, 
-1,-1,-1,-1,307,Dayside_Nadir,2018 JUN 26 07:01:33, 
1,1,1033,1033,308,Dayside_Nadir,2018 JUN 26 08:49:31,OBSERVATION_COMMENT
-1,-1,-1,-1,309,Dayside_Nadir,2018 JUN 26 10:57:25, 
-1,-1,-1,-1,310,Dayside_Nadir,2018 JUN 26 10:57:25, 
-1,-1,-1,-1,311,Dayside_Nadir,2018 JUN 26 10:57:25, 
1,1,1090,1090,314,Dayside_Nadir,2018 JUN 26 12:55:17,OBSERVATION_COMMENT
1,1,1029,1029,317,Dayside_Nadir,2018 JUN 26 14:53:07,OBSERVATION_COMMENT
-1,-1,-1,-1,318,Dayside_Nadir,2018 JUN 26 16:50:57, 
-1,-1,-1,-1,319,Dayside_Nadir,2018 JUN 26 16:50:57, 
-1,-1,-1,-1,320,Dayside_Nadir,2018 JUN 26 16:50:57, 
1,1,1090,1090,323,Dayside_Nadir,2018 JUN 26 18:48:53,OBSERVATION_COMMENT
1,1,1779,1779,324,Dayside_Nadir,2018 JUN 26 20:36:49,OBSERVATION_COMMENT
-1,-1,-1,-1,325,Dayside_Nadir,2018 JUN 26 22:44:43, 
-1,-1,-1,-1,326,Dayside_Nadir,2018 JUN 26 22:44:43, 
-1,-1,-1,-1,327,Dayside_Nadir,2018 JUN 26 22:44:43, 
1,1,1860,1860,330,Dayside_Nadir,2018 JUN 27 00:42:35,OBSERVATION_COMMENT
1,1,1107,1107,333,Dayside_Nadir,2018 JUN 27 02:40:25,OBSERVATION_COMMENT
-1,-1,-1,-1,334,Dayside_Nadir,2018 JUN 27 04:38:15, 
-1,-1,-1,-1,335,Dayside_Nadir,2018 JUN 27 04:38:15, 
-1,-1,-1,-1,336,Dayside_Nadir,2018 JUN 27 04:38:15, 
1,1,1837,1837,339,Dayside_Nadir,2018 JUN 27 06:36:09,OBSERVATION_COMMENT
-1,-1,-1,-1,340,Dayside_Nadir,2018 JUN 27 08:34:07, 
-1,-1,-1,-1,341,Dayside_Nadir,2018 JUN 27 08:34:07, 
-1,-1,-1,-1,342,Dayside_Nadir,2018 JUN 27 08:34:07, 
1,1,1033,1033,343,Dayside_Nadir,2018 JUN 27 10:22:03,OBSERVATION_COMMENT
-1,-1,-1,-1,344,Dayside_Nadir,2018 JUN 27 12:29:57, 
-1,-1,-1,-1,345,Dayside_Nadir,2018 JUN 27 12:29:57, 
-1,-1,-1,-1,346,Dayside_Nadir,2018 JUN 27 12:29:57, 
1,1,140,140,349,Dayside_Nadir,2018 JUN 27 14:27:47,OBSERVATION_COMMENT
-1,-1,-1,-1,350,Dayside_Nadir,2018 JUN 27 16:25:37, 
-1,-1,-1,-1,351,Dayside_Nadir,2018 JUN 27 16:25:37, 
-1,-1,-1,-1,352,Dayside_Nadir,2018 JUN 27 16:25:37, 
1,1,2639,2639,355,Dayside_Nadir,2018 JUN 27 18:23:31,OBSERVATION_COMMENT
1,1,1107,1107,358,Dayside_Nadir,2018 JUN 27 20:21:29,OBSERVATION_COMMENT
-1,-1,-1,-1,359,Dayside_Nadir,2018 JUN 27 22:19:23, 
-1,-1,-1,-1,360,Dayside_Nadir,2018 JUN 27 22:19:23, 
-1,-1,-1,-1,361,Dayside_Nadir,2018 JUN 27 22:19:23, 
1,1,1033,1033,362,Dayside_Nadir,2018 JUN 28 00:07:17,OBSERVATION_COMMENT
1,1,1090,1090,364,Dayside_Nadir,2018 JUN 28 02:15:07,OBSERVATION_COMMENT
-1,-1,-1,-1,365,Dayside_Nadir,2018 JUN 28 04:12:57, 
-1,-1,-1,-1,366,Dayside_Nadir,2018 JUN 28 04:12:57, 
-1,-1,-1,-1,367,Dayside_Nadir,2018 JUN 28 04:12:57, 
1,1,1029,1029,369,Dayside_Nadir,2018 JUN 28 06:10:51,OBSERVATION_COMMENT
1,1,1090,1090,371,Dayside_Nadir,2018 JUN 28 08:08:49,OBSERVATION_COMMENT
1,1,1779,1779,372,Dayside_Nadir,2018 JUN 28 09:56:47,OBSERVATION_COMMENT
-1,-1,-1,-1,373,Dayside_Nadir,2018 JUN 28 12:04:41, 
-1,-1,-1,-1,374,Dayside_Nadir,2018 JUN 28 12:04:41, 
-1,-1,-1,-1,375,Dayside_Nadir,2018 JUN 28 12:04:41, 
1,1,1860,1860,377,Dayside_Nadir,2018 JUN 28 14:02:33,OBSERVATION_COMMENT
-1,-1,-1,-1,378,Dayside_Nadir,2018 JUN 28 16:00:23, 
-1,-1,-1,-1,379,Dayside_Nadir,2018 JUN 28 16:00:23, 
-1,-1,-1,-1,380,Dayside_Nadir,2018 JUN 28 16:00:23, 
1,1,1107,1107,382,Dayside_Nadir,2018 JUN 28 17:58:17,OBSERVATION_COMMENT
-1,-1,-1,-1,383,Dayside_Nadir,2018 JUN 28 19:56:13, 
-1,-1,-1,-1,384,Dayside_Nadir,2018 JUN 28 19:56:13, 
-1,-1,-1,-1,385,Dayside_Nadir,2018 JUN 28 19:56:13, 
1,1,1837,1837,386,Dayside_Nadir,2018 JUN 28 21:44:11,OBSERVATION_COMMENT
1,1,1033,1033,388,Dayside_Nadir,2018 JUN 28 23:52:05,OBSERVATION_COMMENT
1,1,140,140,390,Dayside_Nadir,2018 JUN 29 01:49:57,OBSERVATION_COMMENT
-1,-1,-1,-1,391,Dayside_Nadir,2018 JUN 29 03:47:49, 
-1,-1,-1,-1,392,Dayside_Nadir,2018 JUN 29 03:47:49, 
-1,-1,-1,-1,393,Dayside_Nadir,2018 JUN 29 03:47:49, 
1,1,2639,2639,395,Dayside_Nadir,2018 JUN 29 05:45:41,OBSERVATION_COMMENT
1,1,1107,1107,396,Dayside_Nadir,2018 JUN 29 07:33:37,OBSERVATION_COMMENT
-1,-1,-1,-1,397,Dayside_Nadir,2018 JUN 29 09:41:37, 
-1,-1,-1,-1,398,Dayside_Nadir,2018 JUN 29 09:41:37, 
-1,-1,-1,-1,399,Dayside_Nadir,2018 JUN 29 09:41:37, 
1,1,1033,1033,401,Dayside_Nadir,2018 JUN 29 11:39:35,OBSERVATION_COMMENT
-1,-1,-1,-1,402,Dayside_Nadir,2018 JUN 29 13:37:29, 
-1,-1,-1,-1,403,Dayside_Nadir,2018 JUN 29 13:37:29, 
-1,-1,-1,-1,404,Dayside_Nadir,2018 JUN 29 13:37:29, 
1,1,1090,1090,405,Dayside_Nadir,2018 JUN 29 15:25:19,OBSERVATION_COMMENT
-1,-1,-1,-1,406,Dayside_Nadir,2018 JUN 29 17:33:11, 
-1,-1,-1,-1,407,Dayside_Nadir,2018 JUN 29 17:33:11, 
-1,-1,-1,-1,408,Dayside_Nadir,2018 JUN 29 17:33:11, 
1,1,3999,3999,409,Limb,2018 JUN 29 19:21:09,OBSERVATION_COMMENT
-1,-1,-1,-1,410,Dayside_Nadir,2018 JUN 29 21:29:07, 
-1,-1,-1,-1,411,Dayside_Nadir,2018 JUN 29 21:29:07, 
-1,-1,-1,-1,412,Dayside_Nadir,2018 JUN 29 21:29:07, 
1,1,1029,1029,413,Dayside_Nadir,2018 JUN 29 23:17:05,OBSERVATION_COMMENT
-1,-1,-1,-1,414,Dayside_Nadir,2018 JUN 30 01:24:59, 
-1,-1,-1,-1,415,Dayside_Nadir,2018 JUN 30 01:24:59, 
-1,-1,-1,-1,416,Dayside_Nadir,2018 JUN 30 01:24:59, 
1,1,4001,4001,417,Limb,2018 JUN 30 03:12:51,OBSERVATION_COMMENT
-1,-1,-1,-1,418,Dayside_Nadir,2018 JUN 30 05:20:43, 
-1,-1,-1,-1,419,Dayside_Nadir,2018 JUN 30 05:20:43, 
-1,-1,-1,-1,420,Dayside_Nadir,2018 JUN 30 05:20:43, 
1,1,1090,1090,421,Dayside_Nadir,2018 JUN 30 07:08:39,OBSERVATION_COMMENT
-1,-1,-1,-1,422,Dayside_Nadir,2018 JUN 30 09:16:39, 
-1,-1,-1,-1,423,Dayside_Nadir,2018 JUN 30 09:16:39, 
-1,-1,-1,-1,424,Dayside_Nadir,2018 JUN 30 09:16:39, 
1,1,4002,4002,425,Limb,2018 JUN 30 11:04:39,OBSERVATION_COMMENT
-1,-1,-1,-1,426,Dayside_Nadir,2018 JUN 30 13:12:35, 
-1,-1,-1,-1,427,Dayside_Nadir,2018 JUN 30 13:12:35, 
-1,-1,-1,-1,428,Dayside_Nadir,2018 JUN 30 13:12:35, 
1,1,1779,1779,429,Dayside_Nadir,2018 JUN 30 15:00:27,OBSERVATION_COMMENT
-1,-1,-1,-1,430,Dayside_Nadir,2018 JUN 30 17:08:19, 
-1,-1,-1,-1,431,Dayside_Nadir,2018 JUN 30 17:08:19, 
-1,-1,-1,-1,432,Dayside_Nadir,2018 JUN 30 17:08:19, 
1,1,4000,4000,433,Limb,2018 JUN 30 18:56:17,OBSERVATION_COMMENT
