Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Thermal orbit number,Thermal orbit start (TDN2(n)+2min),Thermal orbit end (TDN2(n+1)+2min-1s),Thermal orbit duration (s),Nightside nadir start = TD2N(n),Nightside nadir end = TN2D(n)-1s,Nightside duration (s),Dayside nadir start = TN2D(n),Dayside nadir end = TD2N(n+1)-1s,Dayside duration (s),Dayside nadir min. phase angle (deg),Dayside nadir min. phase angle time (UTC)
3,3,1,2021 AUG 07 15:32:50,2021 AUG 07 17:30:43,7073,2021 AUG 07 15:30:50,2021 AUG 07 16:29:34,3524,2021 AUG 07 16:29:35,2021 AUG 07 17:28:43,3548,52.4324,2021 AUG 07 16:59:23
1,1,2,2021 AUG 07 17:30:44,2021 AUG 07 19:28:38,7074,2021 AUG 07 17:28:44,2021 AUG 07 18:27:30,3526,2021 AUG 07 18:27:31,2021 AUG 07 19:26:38,3547,52.6975,2021 AUG 07 18:57:18
3,3,3,2021 AUG 07 19:28:39,2021 AUG 07 21:26:33,7074,2021 AUG 07 19:26:39,2021 AUG 07 20:25:26,3527,2021 AUG 07 20:25:27,2021 AUG 07 21:24:33,3546,52.9527,2021 AUG 07 20:55:14
1,1,4,2021 AUG 07 21:26:34,2021 AUG 07 23:24:27,7073,2021 AUG 07 21:24:34,2021 AUG 07 22:23:21,3527,2021 AUG 07 22:23:22,2021 AUG 07 23:22:27,3545,53.1855,2021 AUG 07 22:53:09
3,3,5,2021 AUG 07 23:24:28,2021 AUG 08 01:22:18,7070,2021 AUG 07 23:22:28,2021 AUG 08 00:21:13,3525,2021 AUG 08 00:21:14,2021 AUG 08 01:20:18,3544,53.3947,2021 AUG 08 00:51:01
1,1,6,2021 AUG 08 01:22:19,2021 AUG 08 03:20:08,7069,2021 AUG 08 01:20:19,2021 AUG 08 02:19:03,3524,2021 AUG 08 02:19:04,2021 AUG 08 03:18:08,3544,53.6025,2021 AUG 08 02:48:51
1,1,7,2021 AUG 08 03:20:09,2021 AUG 08 05:18:00,7071,2021 AUG 08 03:18:09,2021 AUG 08 04:16:55,3526,2021 AUG 08 04:16:56,2021 AUG 08 05:16:00,3544,53.8461,2021 AUG 08 04:46:42
3,3,8,2021 AUG 08 05:18:01,2021 AUG 08 07:15:56,7075,2021 AUG 08 05:16:01,2021 AUG 08 06:14:49,3528,2021 AUG 08 06:14:50,2021 AUG 08 07:13:56,3546,54.108,2021 AUG 08 06:44:38
3,3,9,2021 AUG 08 07:15:57,2021 AUG 08 09:13:53,7076,2021 AUG 08 07:13:57,2021 AUG 08 08:12:44,3527,2021 AUG 08 08:12:45,2021 AUG 08 09:11:53,3548,54.3567,2021 AUG 08 08:42:34
1,1,10,2021 AUG 08 09:13:54,2021 AUG 08 11:11:48,7074,2021 AUG 08 09:11:54,2021 AUG 08 10:10:39,3525,2021 AUG 08 10:10:40,2021 AUG 08 11:09:48,3548,54.592,2021 AUG 08 10:40:28
