MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2023 MAY 13 12:27:00,73.7379,99.6055,314.0379,14.6647,55.7742,1.7243e-14,55.7742,2023 MAY 13 12:18:00,74.3339,100.5149,434.0949,14.5792,55.9449,0.13151,55.9421
2023 MAY 16 22:45:00,76.4684,-23.5931,314.2152,14.5633,57.1371,2.2164e-14,57.1371,2023 MAY 16 22:51:00,75.5541,-26.3508,433.1709,14.4767,56.2606,2.2788,55.1772
2023 MAY 17 04:21:00,74.4856,-104.3617,313.3735,14.6297,55.8796,3.531e-14,55.8796,2023 MAY 17 04:45:00,75.4242,-109.2225,434.9637,14.695,56.7099,0.14815,56.7722
2023 MAY 18 12:09:00,76.0181,150.7672,316.9636,14.5928,56.7561,1.0668e-14,56.7561,2023 MAY 18 12:12:00,75.7874,153.586,432.885,14.8292,57.2088,0.19377,57.2859
2023 MAY 24 21:30:00,75.8117,71.8877,313.725,14.6053,56.1472,9.5747e-15,56.1472,2023 MAY 24 21:30:00,75.7119,70.7293,433.6119,14.5281,55.8814,0.13266,55.9135
2023 MAY 26 10:54:00,75.3364,-113.8809,313.5506,14.6258,55.7528,4.0388e-14,55.7528,2023 MAY 26 10:51:00,75.2635,-109.9322,434.6719,14.8406,56.2895,0.12155,56.3293
2023 MAY 29 09:57:00,72.9714,-69.2941,313.9255,14.7581,54.3263,1.4246e-14,54.3263,2023 MAY 29 09:36:00,74.8789,-67.3306,434.4693,14.5483,55.0199,0.20186,55.1709
2023 JUN 06 16:09:00,67.3983,-80.5023,311.1731,14.9361,51.0882,4.8025e-14,51.0882,2023 JUN 06 16:09:00,67.092,-77.6748,432.0742,15.1247,51.8196,1.2858,50.5358
2023 JUN 08 05:33:00,67.4166,93.5055,309.8593,14.9411,51.0416,2.0483e-14,51.0416,2023 JUN 08 05:30:00,65.3088,95.3619,430.2064,15.0161,50.2444,0.23412,50.0131
2023 JUN 08 11:09:00,65.8408,12.388,311.0837,14.9842,50.3561,1.3886e-14,50.3561,2023 JUN 08 11:24:00,64.3999,10.0713,428.7407,15.0731,50.0614,0.20129,49.8935
2023 JUN 09 17:03:00,61.6081,-63.1293,308.9498,15.0536,48.4965,1.8546e-14,48.4965,2023 JUN 09 16:54:00,61.0214,-59.7387,429.4425,15.1336,48.7219,0.37436,48.3515
2023 JUN 09 22:39:00,59.9782,-144.5716,307.6944,15.075,47.8507,2.5642e-14,47.8507,2023 JUN 09 22:48:00,60.0804,-145.9075,427.5301,15.1319,48.273,1.9362,50.188
