Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Ingress solar occultation observation number,Merged Occultation (YES = 1; NO = 0),Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),SO start time (UTC),SO end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),Limb Height 250 km (UTC),Latitude probed @ limb height 250 km (deg),Longitude probed @ limb height 250 km (deg),Limb Height 0 km (UTC),Latitude probed @ limb height 0 km (deg),Longitude probed @ limb height 0 km (deg),Limb Height 50 km: switch SCI1 to SCI2 (UTC),Beta angle (deg),Eclipse duration (Umbra end - Umbra start) (s),Local Solar Time (LST): TGO2SUN vector surface intercept point @ limb height 0 km (h),Solar longitude Ls (deg),SO+SINBAD data volume (Mbit),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),Channel(s)+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
1,1,1,0,3,2855,0,0,0,1,0,2018 JUL 14 18:52:41,2018 JUL 14 19:13:23,2018 JUL 14 18:52:51,2018 JUL 14 19:13:23,N/A,N/A,2018 JUL 14 19:02:51,2018 JUL 14 19:13:23,2018 JUL 14 19:03:21,-68.636,118.2497,2018 JUL 14 19:12:53,-41.903,138.7381,2018 JUL 14 19:10:54,-59.7846,1080,5.1303,211.2592,61.3031,N/A,26.7594,87.7228,10,640,1093,30,30,1232,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,632,327,1278,1400002C000A028004451E1E04D0000109D009D00000000000000000000000000000000002620278014704FE
1,1,2,0,5,2857,0,0,0,1,0,2018 JUL 14 22:48:12,2018 JUL 14 23:08:35,2018 JUL 14 22:48:22,2018 JUL 14 23:08:35,N/A,N/A,2018 JUL 14 22:58:22,2018 JUL 14 23:08:35,2018 JUL 14 22:58:52,-69.025,59.9781,2018 JUL 14 23:08:05,-43.6708,81.6012,2018 JUL 14 23:06:13,-59.2714,1141,5.1356,211.3588,59.5049,N/A,25.9549,85.1305,10,640,1081,30,30,1213,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,613,327,1228,1400002C000A028004391E1E04BD000109D009D00000000000000000000000000000000002620265014704CC
1,1,3,0,6,2858,0,0,0,1,0,2018 JUL 15 00:45:59,2018 JUL 15 01:06:14,2018 JUL 15 00:46:09,2018 JUL 15 01:06:14,N/A,N/A,2018 JUL 15 00:56:09,2018 JUL 15 01:06:14,2018 JUL 15 00:56:39,-69.2067,30.8476,2018 JUL 15 01:05:44,-44.1295,51.6982,2018 JUL 15 01:03:53,-59.0076,1167,5.0503,211.4087,58.7478,N/A,25.6162,84.039,10,640,1074,30,30,1205,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,605,327,1205,1400002C000A028004321E1E04B5000109D009D0000000000000000000000000000000000262025D014704B5
1,1,4,0,9,2861,0,0,0,1,0,2018 JUL 15 06:39:31,2018 JUL 15 06:59:19,2018 JUL 15 06:39:41,2018 JUL 15 06:59:19,N/A,N/A,2018 JUL 15 06:49:41,2018 JUL 15 06:59:19,2018 JUL 15 06:50:11,-69.7008,-56.5326,2018 JUL 15 06:58:49,-46.3966,-34.913,2018 JUL 15 06:57:06,-58.1655,1253,5.0025,211.5582,56.1924,N/A,24.473,80.3552,10,640,1055,30,30,1178,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,578,327,1132,1400002C000A0280041F1E1E049A000109D009D000000000000000000000000000000000026202420147046C
1,1,5,0,11,2863,0,0,0,1,0,2018 JUL 15 10:35:04,2018 JUL 15 10:54:39,2018 JUL 15 10:35:14,2018 JUL 15 10:54:39,N/A,N/A,2018 JUL 15 10:45:14,2018 JUL 15 10:54:39,2018 JUL 15 10:45:44,-70.0536,-114.8651,2018 JUL 15 10:54:09,-47.6002,-92.9135,2018 JUL 15 10:52:30,-57.6467,1302,4.9525,211.6579,54.9621,N/A,23.9225,78.5815,10,640,1046,30,30,1165,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,565,327,1097,1400002C000A028004161E1E048D000109D009D0000000000000000000000000000000000262023501470449
1,1,6,0,14,2866,0,0,0,1,0,2018 JUL 15 16:28:31,2018 JUL 15 16:47:43,2018 JUL 15 16:28:41,2018 JUL 15 16:47:43,N/A,N/A,2018 JUL 15 16:38:41,2018 JUL 15 16:47:43,2018 JUL 15 16:39:11,-70.5837,157.5029,2018 JUL 15 16:47:13,-49.5845,179.9871,2018 JUL 15 16:45:40,-56.816,1373,4.8719,211.8076,52.7853,N/A,22.9487,75.4435,10,640,1029,30,30,1142,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,542,327,1034,1400002C000A028004051E1E0476000109D009D0000000000000000000000000000000000262021E0147040A
1,1,7,0,16,2868,0,0,0,1,0,2018 JUL 15 20:24:13,2018 JUL 15 20:43:12,2018 JUL 15 20:24:23,2018 JUL 15 20:43:12,N/A,N/A,2018 JUL 15 20:34:23,2018 JUL 15 20:43:12,2018 JUL 15 20:34:53,-70.8756,99.1728,2018 JUL 15 20:42:42,-50.903,122.6809,2018 JUL 15 20:41:13,-56.2753,1421,4.8706,211.9074,51.555,N/A,22.3983,73.6698,10,640,1020,30,30,1129,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,529,327,1254,1400002C000A028003FC1E1E0469000109D009D00000000000000000000000000000000002620211014704E6
1,1,8,0,21,2873,0,0,0,1,0,2018 JUL 16 06:13:19,2018 JUL 16 06:31:51,2018 JUL 16 06:13:29,2018 JUL 16 06:31:51,N/A,N/A,2018 JUL 16 06:23:29,2018 JUL 16 06:31:51,2018 JUL 16 06:23:59,-71.5478,-46.6377,2018 JUL 16 06:31:21,-53.2365,-22.9649,2018 JUL 16 06:29:58,-54.9186,1516,4.7075,212.157,48.9996,N/A,21.2551,69.986,10,640,999,30,30,1102,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,502,327,1434,1400002C000A028003E71E1E044E000109D009D000000000000000000000000000000000026201F60147059A
1,1,9,0,22,2874,0,0,0,1,0,2018 JUL 16 08:11:07,2018 JUL 16 08:29:35,2018 JUL 16 08:11:17,2018 JUL 16 08:29:35,N/A,N/A,2018 JUL 16 08:21:17,2018 JUL 16 08:29:35,2018 JUL 16 08:21:47,-71.7071,-75.915,2018 JUL 16 08:29:05,-53.5303,-52.6283,2018 JUL 16 08:27:43,-54.6444,1536,4.6394,212.207,48.6211,N/A,21.0857,69.4403,10,640,996,30,30,1098,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,498,327,1423,1400002C000A028003E41E1E044A000109D009D000000000000000000000000000000000026201F20147058F
1,1,10,0,24,2876,0,0,0,1,0,2018 JUL 16 12:06:42,2018 JUL 16 12:25:01,2018 JUL 16 12:06:52,2018 JUL 16 12:25:01,N/A,N/A,2018 JUL 16 12:16:52,2018 JUL 16 12:25:01,2018 JUL 16 12:17:22,-71.905,-134.0862,2018 JUL 16 12:24:31,-54.5445,-109.8231,2018 JUL 16 12:23:12,-54.1299,1568,4.6447,212.3068,47.7693,N/A,20.7046,68.2123,10,640,990,30,30,1089,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,489,327,1399,1400002C000A028003DE1E1E0441000109D009D000000000000000000000000000000000026201E901470577
