Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Nightside nadir observation number,Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),SubSC latitude (deg) @ TC20 execution start time (UTC),SubSC longitude (deg) @ TC20 execution start time (UTC),SubSC LST @ TC20 execution start time (h),SubSC phase angle (deg) @ TC20 execution start time (UTC),SubSC solar incidence angle (deg) @ TC20 execution start time (UTC),SubSC emission angle (deg) @ TC20 execution start time (UTC),SubSC latitude (deg) @ TC20 execution end time (UTC),SubSC longitude (deg) @ TC20 execution end time (UTC),SubSC LST @ TC20 execution end time (h),SubSC phase angle (deg) @ TC20 execution end time (UTC),SubSC solar incidence angle (deg) @ TC20 execution end time (UTC),SubSC emission angle (deg) @ TC20 execution end time (UTC),Beta angle (deg),Solar longitude Ls (deg),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),LNO+UVIS+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
17,17,1,17,2869,0,1,0,0,0,2018 JUL 15 22:33:38,2018 JUL 15 23:10:20,N/A,N/A,2018 JUL 15 22:33:48,2018 JUL 15 23:10:19,-56.0141,51.7881,1.9433,106.5175,106.5175,1.7128e-14,49.4891,88.8029,5.0064,109.5077,109.5077,3.1836e-14,-56.0344,211.9544,N/A,220.6099,220.6099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2191,104,329,1400002C0000000000000000000000000000000000000000000000000000000000000000000A088F00680149
17,17,2,18,2870,0,1,0,0,0,2018 JUL 16 00:31:27,2018 JUL 16 01:08:10,N/A,N/A,2018 JUL 16 00:31:37,2018 JUL 16 01:08:09,-55.9449,22.8684,1.9261,106.6305,106.6305,1.3114e-14,49.5465,59.9568,4.9942,109.635,109.635,5.0988e-14,-55.7717,212.0043,N/A,220.7106,220.7106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2192,104,330,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08900068014A
17,17,3,19,2871,0,1,0,0,0,2018 JUL 16 02:29:19,2018 JUL 16 03:06:03,N/A,N/A,2018 JUL 16 02:29:29,2018 JUL 16 03:06:02,-55.9054,-6.1346,1.9042,106.7364,106.7364,2.8782e-14,49.5454,31.0719,4.9806,109.7824,109.7824,3.1325e-14,-55.5017,212.0543,N/A,220.8112,220.8112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2193,104,331,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08910068014B
17,17,4,20,2872,0,1,0,0,0,2018 JUL 16 04:27:14,2018 JUL 16 05:03:59,N/A,N/A,2018 JUL 16 04:27:24,2018 JUL 16 05:03:58,-55.8158,-35.0515,1.8889,106.8591,106.8591,1.6218e-14,49.6451,2.1729,4.9664,109.9253,109.9253,2.7024e-14,-55.2199,212.1043,N/A,220.9119,220.9119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2194,104,332,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08920068014C
17,17,5,102,2954,0,1,0,0,0,2018 JUL 22 21:33:09,2018 JUL 22 22:09:57,N/A,N/A,2018 JUL 22 21:33:19,2018 JUL 22 22:09:56,-49.0595,115.9473,0.715,115.3395,115.3395,4.8861e-14,56.4303,153.3268,3.8036,119.94,119.94,4.8549e-14,-32.9933,216.2196,N/A,221.214,221.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2197,104,335,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08950068014F
17,17,6,103,2955,0,1,0,0,0,2018 JUL 22 23:31:03,2018 JUL 23 00:07:49,N/A,N/A,2018 JUL 22 23:31:13,2018 JUL 23 00:07:48,-48.9797,87.1109,0.70444,115.42,115.42,2.3021e-14,56.5034,124.3663,3.7844,120.0773,120.0773,4.326e-14,-32.7195,216.27,N/A,221.0126,221.0126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2195,104,333,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08930068014D
17,17,7,104,2956,0,1,0,0,0,2018 JUL 23 01:28:54,2018 JUL 23 02:05:39,N/A,N/A,2018 JUL 23 01:29:04,2018 JUL 23 02:05:38,-48.87,58.3002,0.695,115.5278,115.5278,4.1225e-14,56.5899,95.4626,3.7686,120.1841,120.1841,2.2949e-14,-32.4563,216.3203,N/A,220.9119,220.9119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2194,104,332,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08920068014C
17,17,8,313,3165,0,1,0,0,0,2018 AUG 09 04:05:33,2018 AUG 09 04:42:31,N/A,N/A,2018 AUG 09 04:05:43,2018 AUG 09 04:42:30,-29.7348,135.1169,21.3422,118.4197,118.4197,1.4224e-14,71.3877,-162.7867,2.0814,123.4939,123.4939,3.4293e-14,21.6992,226.9377,N/A,222.2208,222.2208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2207,104,345,1400002C0000000000000000000000000000000000000000000000000000000000000000000A089F00680159
17,17,9,314,3166,0,1,0,0,0,2018 AUG 09 06:03:28,2018 AUG 09 06:40:24,N/A,N/A,2018 AUG 09 06:03:38,2018 AUG 09 06:40:23,-29.6257,106.2187,21.3278,118.3567,118.3567,4.7282e-14,71.4712,168.4637,2.0764,123.4565,123.4565,2.6336e-14,21.9587,226.9889,N/A,222.0195,222.0195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2205,104,343,1400002C0000000000000000000000000000000000000000000000000000000000000000000A089D00680157
17,17,10,319,3171,0,1,0,0,0,2018 AUG 09 15:52:54,2018 AUG 09 16:29:54,N/A,N/A,2018 AUG 09 15:53:04,2018 AUG 09 16:29:53,-28.9602,-38.353,21.2481,118.041,118.041,4.2672e-14,71.7687,25.9485,2.1347,123.1339,123.1339,1.4224e-14,23.1189,227.2449,N/A,222.4222,222.4222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2209,104,347,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08A10068015B
