Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Dayside nadir observation number,Thermal orbit/dayside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),SubSC latitude (deg) @ TC20 execution start time (UTC),SubSC longitude (deg) @ TC20 execution start time (UTC),SubSC LST @ TC20 execution start time (h),SubSC phase angle (deg) @ TC20 execution start time (UTC),SubSC solar incidence angle (deg) @ TC20 execution start time (UTC),SubSC emission angle (deg) @ TC20 execution start time (UTC),SubSC latitude (deg) @ TC20 execution end time (UTC),SubSC longitude (deg) @ TC20 execution end time (UTC),SubSC LST @ TC20 execution end time (h),SubSC phase angle (deg) @ TC20 execution end time (UTC),SubSC solar incidence angle (deg) @ TC20 execution end time (UTC),SubSC emission angle (deg) @ TC20 execution end time (UTC),Beta angle (deg),Solar longitude Ls (deg),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),LNO+UVIS+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
4,4,11,7,2860,0,1,0,0,0,2018 JUL 15 03:41:32,2018 JUL 15 04:03:35,N/A,N/A,2018 JUL 15 03:41:42,2018 JUL 15 04:03:34,71.5563,58.5443,8.0333,93.2227,93.2227,1.1468e-14,30.2542,160.4493,15.1847,63.1698,63.1698,5.5546e-14,-58.6596,211.4746,N/A,132.1063,132.1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1312,104,215,1400002C0000000000000000000000000000000000000000000000000000000000000000000A0520006800D7
4,4,12,7,2860,0,1,0,0,0,2018 JUL 15 04:03:40,2018 JUL 15 04:24:11,N/A,N/A,2018 JUL 15 04:03:50,2018 JUL 15 04:24:10,30.0155,160.5248,15.1911,63.0958,63.0958,2.2935e-14,-29.7529,175.0811,16.4942,64.1818,64.1818,4.279e-14,-58.5759,211.4839,N/A,122.8431,122.8431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1220,104,378,1400002C0000000000000000000000000000000000000000000000000000000000000000000A04C40068017A
4,4,13,7,2860,0,1,0,0,0,2018 JUL 15 04:24:16,2018 JUL 15 04:44:27,N/A,N/A,2018 JUL 15 04:24:26,2018 JUL 15 04:44:26,-29.9949,175.1573,16.5006,64.264,64.264,1.9347e-14,-73.1001,-96.6292,22.7089,92.9509,92.9509,9.6159e-15,-58.5603,211.4927,N/A,120.8294,120.8294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1200,104,358,1400002C0000000000000000000000000000000000000000000000000000000000000000000A04B000680166
3,3,14,8,2861,1,0,0,0,0,2018 JUL 15 05:29:28,2018 JUL 15 06:39:25,2018 JUL 15 05:29:38,2018 JUL 15 06:39:23,2018 JUL 15 05:29:38,2018 JUL 15 06:39:24,48.7013,-10.9986,5.1478,108.0313,108.0313,1.8271e-14,-72.7401,-155.7953,20.6289,88.2146,88.2146,1.8062e-14,-58.416,211.5203,24.852,421.4742,444.0461,0,0,0,0,0,0,0,0,0,0,10,640,2410,30,30,4185,1,1,1844,1844,10,4186,104,824,1400002C00000000000000000000000000000000000A0280096A1E1E1059010107340734000A105A00680338
1,1,15,9,2862,1,0,0,0,0,2018 JUL 15 07:37:25,2018 JUL 15 08:40:17,2018 JUL 15 07:43:16,2018 JUL 15 08:25:01,2018 JUL 15 07:37:35,2018 JUL 15 08:40:16,71.7771,1.5802,8.0614,93.2678,93.2678,1.3117e-14,-73.0673,-153.2315,22.76,93.0151,93.0151,1.1468e-14,-58.1015,211.5745,13.3957,378.6824,390.7155,0,0,0,0,0,0,0,0,0,0,351,981,1911,30,30,2505,1,1,1844,1844,10,3761,104,1197,1400002C00000000000000000000000000000000015F03D507771E1E09C9010107340734000A0EB1006804AD
4,4,16,10,2863,0,1,0,0,0,2018 JUL 15 09:35:18,2018 JUL 15 09:57:10,N/A,N/A,2018 JUL 15 09:35:28,2018 JUL 15 09:57:09,71.8951,-26.9184,8.0733,93.3035,93.3035,1.3587e-14,30.2525,73.6494,15.1325,62.6646,62.6646,3.3206e-14,-57.8421,211.6245,N/A,130.9988,130.9988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1301,104,204,1400002C0000000000000000000000000000000000000000000000000000000000000000000A0515006800CC
4,4,17,10,2863,0,1,0,0,0,2018 JUL 15 09:57:15,2018 JUL 15 10:17:44,N/A,N/A,2018 JUL 15 09:57:25,2018 JUL 15 10:17:43,30.0134,73.7244,15.1389,62.5874,62.5874,5.1678e-14,-29.7731,88.1726,16.4342,63.3772,63.3772,3.1808e-14,-57.7751,211.6338,N/A,122.6418,122.6418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1218,104,376,1400002C0000000000000000000000000000000000000000000000000000000000000000000A04C200680178
4,4,18,10,2863,0,1,0,0,0,2018 JUL 15 10:17:49,2018 JUL 15 10:34:58,N/A,N/A,2018 JUL 15 10:17:59,2018 JUL 15 10:34:57,-30.0157,88.2485,16.4406,63.4609,63.4609,6.4383e-15,-72.7137,145.2742,20.5206,87.8309,87.8309,1.5087e-14,-57.76,211.6425,N/A,102.5044,102.5044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1018,104,431,1400002C0000000000000000000000000000000000000000000000000000000000000000000A03FA006801AF
1,1,19,11,2864,1,0,0,0,0,2018 JUL 15 11:33:08,2018 JUL 15 12:35:58,2018 JUL 15 11:38:42,2018 JUL 15 12:20:57,2018 JUL 15 11:33:18,2018 JUL 15 12:35:57,71.9312,-55.5192,8.0775,93.3244,93.3244,6.3611e-15,-73.0211,149.6861,22.7769,93.0441,93.0441,1.5003e-14,-57.5786,211.6744,13.6003,378.481,390.7023,0,0,0,0,0,0,0,0,0,0,334,964,1909,30,30,2535,1,1,1844,1844,10,3759,104,1189,1400002C00000000000000000000000000000000014E03C407751E1E09E7010107340734000A0EAF006804A5
4,4,20,12,2865,0,1,0,0,0,2018 JUL 15 13:30:58,2018 JUL 15 13:52:47,N/A,N/A,2018 JUL 15 13:31:08,2018 JUL 15 13:52:46,71.8861,-84.3445,8.0669,93.3588,93.3588,1.9084e-14,30.2483,15.7199,15.0917,62.2678,62.2678,4.5232e-14,-57.3,211.7243,N/A,130.6967,130.6967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1298,104,201,1400002C0000000000000000000000000000000000000000000000000000000000000000000A0512006800C9
4,4,21,12,2865,0,1,0,0,0,2018 JUL 15 13:52:52,2018 JUL 15 14:13:22,N/A,N/A,2018 JUL 15 13:53:02,2018 JUL 15 14:13:21,30.0094,15.7954,15.0981,62.1888,62.1888,5.6918e-14,-29.7717,30.3384,16.4,62.9176,62.9176,2.6228e-14,-57.238,211.7336,N/A,122.7425,122.7425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1219,104,377,1400002C0000000000000000000000000000000000000000000000000000000000000000000A04C300680179
4,4,22,12,2865,0,1,0,0,0,2018 JUL 15 14:13:27,2018 JUL 15 14:33:50,N/A,N/A,2018 JUL 15 14:13:37,2018 JUL 15 14:33:49,-30.0139,30.4147,16.4067,63.0026,63.0026,5.1285e-14,-72.9462,120.829,22.7647,93.0798,93.0798,1.0306e-14,-57.2232,211.7423,N/A,122.0377,122.0377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1212,104,370,1400002C0000000000000000000000000000000000000000000000000000000000000000000A04BC00680172
3,3,23,13,2866,1,0,0,0,0,2018 JUL 15 15:18:52,2018 JUL 15 16:28:25,2018 JUL 15 15:19:02,2018 JUL 15 16:28:17,2018 JUL 15 15:19:02,2018 JUL 15 16:28:24,49.3116,-155.3597,5.0825,108.7211,108.7211,2.1336e-14,-72.5098,57.5967,20.4075,87.5132,87.5132,2.3854e-14,-57.0641,211.7701,24.6474,419.0577,441.4414,0,0,0,0,0,0,0,0,0,0,10,640,2395,30,30,4155,1,1,1844,1844,10,4162,104,755,1400002C00000000000000000000000000000000000A0280095B1E1E103B010107340734000A1042006802F3
1,1,24,14,2867,1,0,0,0,0,2018 JUL 15 17:26:48,2018 JUL 15 18:29:43,2018 JUL 15 17:31:53,2018 JUL 15 18:15:08,2018 JUL 15 17:26:58,2018 JUL 15 18:29:42,71.9587,-141.5311,8.0792,93.3867,93.3867,2.5692e-14,-72.8787,63.641,22.7778,93.124,93.124,3.1845e-14,-56.752,211.8243,14.0094,378.9845,391.5821,0,0,0,0,0,0,0,0,0,0,305,935,1910,30,30,2595,1,1,1844,1844,10,3764,104,942,1400002C00000000000000000000000000000000013103A707761E1E0A23010107340734000A0EB4006803AE
4,4,25,15,2868,0,1,0,0,0,2018 JUL 15 19:24:43,2018 JUL 15 19:46:26,N/A,N/A,2018 JUL 15 19:24:53,2018 JUL 15 19:46:25,72.0343,-170.1535,8.0833,93.4297,93.4297,4.9478e-14,30.2177,-71.1744,15.0342,61.7,61.7,3.2435e-14,-56.4828,211.8743,N/A,130.0926,130.0926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1292,104,195,1400002C0000000000000000000000000000000000000000000000000000000000000000000A050C006800C3
4,4,26,15,2868,0,1,0,0,0,2018 JUL 15 19:46:31,2018 JUL 15 20:07:01,N/A,N/A,2018 JUL 15 19:46:41,2018 JUL 15 20:07:00,29.979,-71.0992,15.0406,61.618,61.618,5.1678e-14,-29.7434,-56.6161,16.3386,62.094,62.094,1.9083e-14,-56.4027,211.8835,N/A,122.7425,122.7425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1219,104,377,1400002C0000000000000000000000000000000000000000000000000000000000000000000A04C300680179
4,4,27,15,2868,0,1,0,0,0,2018 JUL 15 20:07:06,2018 JUL 15 20:24:07,N/A,N/A,2018 JUL 15 20:07:16,2018 JUL 15 20:24:06,-29.9854,-56.5402,16.345,62.1803,62.1803,5.4442e-14,-72.5107,-1.0907,20.3178,87.1581,87.1581,9.5417e-15,-56.3875,211.8922,N/A,101.699,101.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1010,104,423,1400002C0000000000000000000000000000000000000000000000000000000000000000000A03F2006801A7
1,1,28,16,2869,1,0,0,0,0,2018 JUL 15 21:22:37,2018 JUL 15 22:25:31,2018 JUL 15 21:27:26,2018 JUL 15 22:11:11,2018 JUL 15 21:22:47,2018 JUL 15 22:25:30,72.1447,161.3591,8.0964,93.4586,93.4586,3.4339e-14,-72.8593,7.084,22.8317,93.1759,93.1759,3.1365e-14,-56.2141,211.9243,14.214,378.8838,391.6696,0,0,0,0,0,0,0,0,0,0,289,919,1909,30,30,2625,1,1,1844,1844,10,3763,104,938,1400002C000000000000000000000000000000000121039707751E1E0A41010107340734000A0EB3006803AA
17,17,29,17,2870,1,0,0,0,0,2018 JUL 15 23:10:29,2018 JUL 16 00:23:20,2018 JUL 15 23:10:39,2018 JUL 16 00:23:09,2018 JUL 15 23:10:39,2018 JUL 16 00:23:19,49.8974,89.0722,5.0267,109.2918,109.2918,2.2936e-14,-72.8136,-21.6911,22.8239,93.191,93.191,7.1562e-15,-55.9834,211.97,25.9771,438.9937,462.6006,0,0,0,0,0,0,0,0,0,0,10,640,2500,30,30,4350,1,1,1844,1844,10,4360,104,998,1400002C00000000000000000000000000000000000A028009C41E1E10FE010107340734000A1108006803E6
17,17,30,18,2871,1,0,0,0,0,2018 JUL 16 01:08:19,2018 JUL 16 02:21:12,2018 JUL 16 01:08:29,2018 JUL 16 02:20:59,2018 JUL 16 01:08:29,2018 JUL 16 02:21:11,49.9542,60.2274,5.0147,109.4176,109.4176,3.2435e-14,-72.7545,-50.5504,22.8117,93.2122,93.2122,1.9412e-14,-55.7194,212.02,25.9771,439.1951,462.802,0,0,0,0,0,0,0,0,0,0,10,640,2500,30,30,4350,1,1,1844,1844,10,4362,104,1000,1400002C00000000000000000000000000000000000A028009C41E1E10FE010107340734000A110A006803E8
17,17,31,19,2872,1,0,0,0,0,2018 JUL 16 03:06:12,2018 JUL 16 04:19:07,2018 JUL 16 03:06:22,2018 JUL 16 04:18:52,2018 JUL 16 03:06:22,2018 JUL 16 04:19:06,49.9528,31.3436,5.0008,109.5633,109.5633,2.7909e-14,-72.7066,-79.191,22.8144,93.243,93.243,3.2784e-15,-55.4497,212.07,25.9771,439.3964,463.0033,0,0,0,0,0,0,0,0,0,0,10,640,2500,30,30,4350,1,1,1844,1844,10,4364,104,1002,1400002C00000000000000000000000000000000000A028009C41E1E10FE010107340734000A110C006803EA
17,17,32,20,2873,1,0,0,0,0,2018 JUL 16 05:04:08,2018 JUL 16 06:13:13,2018 JUL 16 05:04:18,2018 JUL 16 06:13:03,2018 JUL 16 05:04:18,2018 JUL 16 06:13:12,50.0523,2.446,4.9872,109.7045,109.7045,2.014e-14,-72.349,-146.8586,20.1539,86.5649,86.5649,1.4662e-14,-55.1683,212.12,24.4428,416.2385,438.434,0,0,0,0,0,0,0,0,0,0,10,640,2380,30,30,4125,1,1,1844,1844,10,4134,104,682,1400002C00000000000000000000000000000000000A0280094C1E1E101D010107340734000A1026006802AA
1,1,33,21,2874,1,0,0,0,0,2018 JUL 16 07:12:04,2018 JUL 16 08:11:01,2018 JUL 16 07:18:12,2018 JUL 16 07:59:12,2018 JUL 16 07:12:14,2018 JUL 16 08:11:00,72.3125,18.2547,8.1158,93.5673,93.5673,4.6097e-14,-72.3185,-176.3657,20.0972,86.3524,86.3524,2.0366e-14,-54.8462,212.1742,13.0888,355.0211,366.7719,0,0,0,0,0,0,0,0,0,0,368,998,1913,30,30,2460,1,1,1844,1844,10,3526,104,1208,1400002C00000000000000000000000000000000017003E607791E1E099C010107340734000A0DC6006804B8
1,1,34,22,2875,1,0,0,0,0,2018 JUL 16 09:09:58,2018 JUL 16 10:12:49,2018 JUL 16 09:14:03,2018 JUL 16 09:59:18,2018 JUL 16 09:10:08,2018 JUL 16 10:12:48,72.4256,-10.2248,8.1294,93.5976,93.5976,1.7201e-14,-72.6408,-164.5237,22.8619,93.3113,93.3113,9.031e-15,-54.5784,212.2242,14.8277,378.5817,391.9322,0,0,0,0,0,0,0,0,0,0,245,875,1910,30,30,2715,1,1,1844,1844,10,3760,104,1193,1400002C0000000000000000000000000000000000F5036B07761E1E0A9B010107340734000A0EB0006804A9
4,4,35,23,2876,0,1,0,0,0,2018 JUL 16 11:07:49,2018 JUL 16 11:29:10,N/A,N/A,2018 JUL 16 11:07:59,2018 JUL 16 11:29:09,72.4983,-38.7362,8.1397,93.617,93.617,2.7452e-14,30.2349,57.258,14.8858,60.3225,60.3225,6.8289e-14,-54.3191,212.2742,N/A,127.8775,127.8775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1270,104,428,1400002C0000000000000000000000000000000000000000000000000000000000000000000A04F6006801AC
4,4,36,23,2876,0,1,0,0,0,2018 JUL 16 11:29:15,2018 JUL 16 11:49:43,N/A,N/A,2018 JUL 16 11:29:25,2018 JUL 16 11:49:42,29.9958,57.333,14.8919,60.2321,60.2321,3.8824e-14,-29.741,71.762,16.1858,60.0433,60.0433,4.0731e-14,-54.2571,212.2833,N/A,122.5411,122.5411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1217,104,375,1400002C0000000000000000000000000000000000000000000000000000000000000000000A04C100680177
4,4,37,23,2876,0,1,0,0,0,2018 JUL 16 11:49:48,2018 JUL 16 12:06:36,N/A,N/A,2018 JUL 16 11:49:58,2018 JUL 16 12:06:35,-29.9835,71.8378,16.1922,60.1339,60.1339,5.5819e-14,-72.3286,125.4077,20.0361,86.081,86.081,9.6733e-15,-54.2422,212.2921,N/A,100.39,100.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,997,104,410,1400002C0000000000000000000000000000000000000000000000000000000000000000000A03E50068019A
1,1,38,24,2877,1,0,0,0,0,2018 JUL 16 13:05:39,2018 JUL 16 14:08:29,2018 JUL 16 13:09:32,2018 JUL 16 13:55:02,2018 JUL 16 13:05:49,2018 JUL 16 14:08:28,72.4835,-67.4044,8.1397,93.6273,93.6273,1.5274e-14,-72.5519,138.0495,22.8556,93.3507,93.3507,2.215e-14,-54.0498,212.3242,14.93,378.481,391.9256,0,0,0,0,0,0,0,0,0,0,233,863,1913,30,30,2730,1,1,1844,1844,10,3759,104,1186,1400002C0000000000000000000000000000000000E9035F07791E1E0AAA010107340734000A0EAF006804A2
4,4,39,25,2878,0,1,0,0,0,2018 JUL 16 15:03:31,2018 JUL 16 15:24:50,N/A,N/A,2018 JUL 16 15:03:41,2018 JUL 16 15:24:49,72.4577,-96.1634,8.1339,93.6519,93.6519,6.9432e-15,30.246,-0.71201,14.8431,59.9354,59.9354,3.428e-14,-53.7719,212.3743,N/A,127.6761,127.6761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1268,104,426,1400002C0000000000000000000000000000000000000000000000000000000000000000000A04F4006801AA
4,4,40,25,2878,0,1,0,0,0,2018 JUL 16 15:24:55,2018 JUL 16 15:45:25,N/A,N/A,2018 JUL 16 15:25:05,2018 JUL 16 15:45:24,30.0072,-0.63662,14.8494,59.8432,59.8432,1.4224e-14,-29.7421,13.9081,16.1517,59.5807,59.5807,2.3426e-14,-53.7096,212.3833,N/A,122.7425,122.7425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1219,104,377,1400002C0000000000000000000000000000000000000000000000000000000000000000000A04C300680179
4,4,41,25,2878,0,1,0,0,0,2018 JUL 16 15:45:30,2018 JUL 16 16:06:23,N/A,N/A,2018 JUL 16 15:45:40,2018 JUL 16 16:06:22,-29.9843,13.9844,16.1581,59.6726,59.6726,3.2435e-14,-72.4864,109.2012,22.8444,93.38,93.38,2.5692e-14,-53.6949,212.3921,N/A,125.0583,125.0583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1242,104,400,1400002C0000000000000000000000000000000000000000000000000000000000000000000A04DA00680190
3,3,42,26,2879,1,0,0,0,0,2018 JUL 16 16:51:25,2018 JUL 16 18:00:05,2018 JUL 16 16:51:35,2018 JUL 16 17:59:50,2018 JUL 16 16:51:35,2018 JUL 16 18:00:04,50.6988,-170.8497,4.9047,110.5269,110.5269,1.8614e-14,-72.093,37.51,19.9092,85.6619,85.6619,1.2821e-14,-53.5366,212.42,24.2382,413.7214,435.7286,0,0,0,0,0,0,0,0,0,0,10,640,2365,30,30,4095,1,1,1844,1844,10,4109,104,867,1400002C00000000000000000000000000000000000A0280093D1E1E0FFF010107340734000A100D00680363
