Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Egress solar occultation observation number,Merged Occultation (YES = 1; NO = 0),Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),SO start time (UTC),SO end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),Limb Height 250 km (UTC),Latitude probed @ limb height 250 km (deg),Longitude probed @ limb height 250 km (deg),Limb Height 0 km (UTC),Latitude probed @ limb height 0 km (deg),Longitude probed @ limb height 0 km (deg),Limb Height 50 km: switch SCI1 to SCI2 (UTC),Beta angle (deg),Eclipse duration (Umbra end - Umbra start) (s),Local Solar Time (LST): TGO2SUN vector surface intercept point @ limb height 0 km (h),Solar longitude Ls (deg),SO+SINBAD data volume (Mbit),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),Channel(s)+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
1,1,1,0,3,2855,0,0,0,1,0,2018 JUL 14 19:20:39,2018 JUL 14 19:40:46,2018 JUL 14 19:20:49,2018 JUL 14 19:40:46,N/A,N/A,2018 JUL 14 19:30:49,2018 JUL 14 19:40:46,2018 JUL 14 19:40:16,45.9725,158.8466,2018 JUL 14 19:31:19,19.7148,151.4101,2018 JUL 14 19:33:14,-59.7733,1080,6.2739,211.2669,57.9906,N/A,25.2775,82.9475,10,640,755,30,30,1197,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,597,327,1380,1400002C000A028002F31E1E04AD000109D009D0000000000000000000000000000000000262025501470564
1,1,2,0,5,2857,0,0,0,1,0,2018 JUL 14 23:16:52,2018 JUL 14 23:36:39,2018 JUL 14 23:17:02,2018 JUL 14 23:36:39,N/A,N/A,2018 JUL 14 23:27:02,2018 JUL 14 23:36:39,2018 JUL 14 23:36:09,46.7024,101.8679,2018 JUL 14 23:27:32,21.5464,94.7149,2018 JUL 14 23:29:21,-59.2583,1141,6.3253,211.3669,56.0978,N/A,24.4306,80.2188,10,640,749,30,30,1177,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,577,327,1334,1400002C000A028002ED1E1E0499000109D009D0000000000000000000000000000000000262024101470536
1,1,3,0,6,2858,0,0,0,1,0,2018 JUL 15 01:14:54,2018 JUL 15 01:34:34,2018 JUL 15 01:15:04,2018 JUL 15 01:34:34,N/A,N/A,2018 JUL 15 01:25:04,2018 JUL 15 01:34:34,2018 JUL 15 01:34:04,46.8873,73.2975,2018 JUL 15 01:25:34,22.2893,65.5767,2018 JUL 15 01:27:21,-58.994,1167,6.2969,211.4169,55.4353,N/A,24.1343,79.2637,10,640,747,30,30,1170,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,570,327,1318,1400002C000A028002EB1E1E0492000109D009D0000000000000000000000000000000000262023A01470526
1,1,4,0,9,2861,0,0,0,1,0,2018 JUL 15 07:09:24,2018 JUL 15 07:28:38,2018 JUL 15 07:09:34,2018 JUL 15 07:28:38,N/A,N/A,2018 JUL 15 07:19:34,2018 JUL 15 07:28:38,2018 JUL 15 07:28:08,48.0023,-12.1885,2018 JUL 15 07:20:04,24.7703,-19.1195,2018 JUL 15 07:21:43,-58.1494,1253,6.4,211.5671,52.9746,N/A,23.0334,75.7164,10,640,739,30,30,1144,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,544,327,1258,1400002C000A028002E31E1E0478000109D009D00000000000000000000000000000000002620220014704EA
1,1,5,0,11,2863,0,0,0,1,0,2018 JUL 15 11:05:32,2018 JUL 15 11:24:34,2018 JUL 15 11:05:42,2018 JUL 15 11:24:34,N/A,N/A,2018 JUL 15 11:15:42,2018 JUL 15 11:24:34,2018 JUL 15 11:24:04,48.8139,-69.0961,2018 JUL 15 11:16:12,26.5141,-76.9361,2018 JUL 15 11:17:47,-57.6304,1302,6.3753,211.6671,51.8389,N/A,22.5253,74.0791,10,640,735,30,30,1132,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,532,327,1230,1400002C000A028002DF1E1E046C000109D009D00000000000000000000000000000000002620214014704CE
1,1,6,0,14,2867,0,0,0,1,0,2018 JUL 15 16:59:46,2018 JUL 15 17:18:26,2018 JUL 15 16:59:56,2018 JUL 15 17:18:26,N/A,N/A,2018 JUL 15 17:09:56,2018 JUL 15 17:18:26,2018 JUL 15 17:17:56,49.5329,-154.7041,2018 JUL 15 17:10:26,28.5164,-162.3986,2018 JUL 15 17:11:56,-56.7982,1373,6.4228,211.8173,49.7568,N/A,21.5938,71.0775,10,640,730,30,30,1110,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,510,327,1436,1400002C000A028002DA1E1E0456000109D009D000000000000000000000000000000000026201FE0147059C
1,1,7,0,16,2869,0,0,0,1,0,2018 JUL 15 20:56:02,2018 JUL 15 21:14:31,2018 JUL 15 20:56:12,2018 JUL 15 21:14:31,N/A,N/A,2018 JUL 15 21:06:12,2018 JUL 15 21:14:31,2018 JUL 15 21:14:01,50.4742,148.4666,2018 JUL 15 21:06:42,30.2166,140.3533,2018 JUL 15 21:08:09,-56.2564,1421,6.4378,211.9174,48.7157,N/A,21.1281,69.5767,10,640,727,30,30,1099,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,499,327,1411,1400002C000A028002D71E1E044B000109D009D000000000000000000000000000000000026201F301470583
1,1,8,0,21,2874,0,0,0,1,0,2018 JUL 16 06:46:14,2018 JUL 16 07:04:16,2018 JUL 16 06:46:24,2018 JUL 16 07:04:16,N/A,N/A,2018 JUL 16 06:56:24,2018 JUL 16 07:04:16,2018 JUL 16 07:03:46,51.6808,5.8754,2018 JUL 16 06:56:54,33.0996,-2.3309,2018 JUL 16 06:58:14,-54.8951,1516,6.4975,212.1677,46.1604,N/A,19.9849,65.8929,10,640,720,30,30,1072,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,472,327,1350,1400002C000A028002D01E1E0430000109D009D000000000000000000000000000000000026201D801470546
1,1,9,0,22,2875,0,0,0,1,0,2018 JUL 16 08:44:17,2018 JUL 16 09:02:14,2018 JUL 16 08:44:27,2018 JUL 16 09:02:14,N/A,N/A,2018 JUL 16 08:54:27,2018 JUL 16 09:02:14,2018 JUL 16 09:01:44,52.0207,-22.576,2018 JUL 16 08:54:57,33.6828,-30.4983,2018 JUL 16 08:56:15,-54.6207,1536,6.5342,212.2178,45.6872,N/A,19.7732,65.2107,10,640,718,30,30,1067,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,467,327,1338,1400002C000A028002CE1E1E042B000109D009D000000000000000000000000000000000026201D30147053A
1,1,10,0,24,2877,0,0,0,1,0,2018 JUL 16 12:40:15,2018 JUL 16 12:58:04,2018 JUL 16 12:40:25,2018 JUL 16 12:58:04,N/A,N/A,2018 JUL 16 12:50:25,2018 JUL 16 12:58:04,2018 JUL 16 12:57:34,52.5513,-79.5419,2018 JUL 16 12:50:55,34.704,-87.4055,2018 JUL 16 12:52:11,-54.1057,1568,6.5672,212.3179,44.93,N/A,19.4344,64.1192,10,640,716,30,30,1059,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,459,327,1320,1400002C000A028002CC1E1E0423000109D009D000000000000000000000000000000000026201CB01470528
