S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
TGO,2021 JAN 27 14:12:00,44.2241,-51.2077,418.3284,14.3458,56.4043,0.65706,56.0415

MRO,2021 JAN 27 16:24:00,38.1376,-79.5517,292.4677,14.5978,54.3211,5.4373e-14,54.3211
TGO,2021 JAN 27 16:09:00,41.7945,-81.3861,416.5014,14.2319,53.7705,0.12305,53.7447

MRO,2021 JAN 28 05:36:00,60.5283,84.9958,305.8887,14.4167,68.9257,3.455e-14,68.9257
TGO,2021 JAN 28 06:00:00,57.4244,85.8442,424.8442,14.8628,69.0027,0.061832,68.9426

MRO,2021 JAN 28 07:27:00,57.1573,58.5805,304.8061,14.4564,66.54,6.273e-14,66.54
TGO,2021 JAN 28 07:57:00,55.0654,54.9077,424.8984,14.6983,66.3781,0.076758,66.303

MRO,2021 JAN 29 05:51:00,52.131,92.3501,300.6769,14.5125,62.9583,1.4225e-14,62.9583
TGO,2021 JAN 29 05:33:00,52.3547,94.1987,421.5451,14.3436,62.0974,0.17833,62.0733

MRO,2021 JAN 29 05:54:00,61.5913,90.04,306.0098,14.4072,69.4942,7.1474e-14,69.4942
TGO,2021 JAN 28 06:00:00,57.4244,85.8442,424.8442,14.8628,69.0027,0.061832,68.9426

MRO,2021 JAN 29 09:36:00,54.8183,37.2598,304.203,14.4903,64.7614,3.0173e-14,64.7614
TGO,2021 JAN 29 09:30:00,55.5745,38.9792,424.4637,14.5075,65.4193,0.076892,65.3426

MRO,2021 JAN 29 11:27:00,51.2048,10.8324,301.7972,14.5292,62.3502,1.7128e-14,62.3502
TGO,2021 JAN 29 11:27:00,52.9942,8.036,422.6998,14.3428,62.5276,0.24448,62.3786

MRO,2021 JAN 31 02:45:00,61.6031,155.4881,309.0244,14.4286,69.2153,3.2004e-14,69.2153
TGO,2021 JAN 31 02:48:00,60.4581,155.8275,426.7123,14.5,68.6751,0.087862,68.6051

MRO,2021 JAN 31 04:36:00,57.926,129.145,306.1697,14.4733,66.6243,2.642e-14,66.6243
TGO,2021 JAN 31 04:45:00,58.1527,124.2088,424.4181,14.29,65.8778,0.099022,65.8222

MRO,2021 FEB 01 06:45:00,55.2134,107.8147,303.9493,14.5064,64.5738,7.1985e-14,64.5738
TGO,2021 FEB 01 06:18:00,58.7456,108.3918,424.5707,14.1069,65.2809,0.094583,65.2022

MRO,2021 FEB 01 19:54:00,68.0466,-87.1393,311.232,14.31,73.4486,7.1147e-15,73.4486
TGO,2021 FEB 01 20:06:00,65.368,-84.9627,428.2226,14.65,72.6511,0.077829,72.6111

MRO,2021 FEB 02 01:30:00,67.0831,-168.3997,311.282,14.3439,72.7488,2.5655e-14,72.7488
TGO,2021 FEB 02 02:00:00,65.8587,-170.658,430.1853,14.68,73.0855,0.077565,73.0494

MRO,2021 FEB 02 23:54:00,62.2369,-134.2513,306.3729,14.4256,69.0979,3.9213e-14,69.0979
TGO,2021 FEB 02 23:36:00,63.6789,-133.0849,429.2885,14.2111,69.3518,0.077372,69.29

MRO,2021 FEB 03 20:30:00,70.1986,-77.4078,310.6412,14.2678,74.621,9.6733e-15,74.621
TGO,2021 FEB 03 21:15:00,68.3175,-82.1951,429.1633,14.6786,74.5137,0.086394,74.4914

MRO,2021 FEB 04 17:03:00,69.2417,-16.7557,310.2638,14.3156,73.8176,2.9506e-14,73.8176
TGO,2021 FEB 04 16:54:00,67.9738,-12.5596,430.428,14.4492,73.263,0.097923,73.2297

MRO,2021 FEB 04 18:54:00,65.5863,-42.6234,308.543,14.3917,71.1822,2.3372e-14,71.1822
TGO,2021 FEB 04 18:51:00,66.0461,-46.0607,429.7403,14.1139,70.5562,0.11574,70.4983

MRO,2021 FEB 06 12:03:00,72.3463,73.8552,310.9104,14.2142,75.6631,2.4892e-14,75.6631
TGO,2021 FEB 06 12:09:00,70.2798,77.6167,431.5712,14.5622,75.0352,0.10178,75.021

MRO,2021 FEB 06 17:39:00,71.2462,-7.0142,312.2287,14.2742,74.8806,7.1119e-15,74.8806
TGO,2021 FEB 06 18:03:00,70.6002,-8.1572,431.3733,14.5872,75.3069,0.16095,75.4552

MRO,2021 FEB 07 10:27:00,67.352,109.0519,310.0736,14.3656,71.9213,6.8553e-14,71.9213
TGO,2021 FEB 07 09:45:00,68.2974,112.6379,429.1447,13.9233,71.3118,0.13023,71.2621

MRO,2021 FEB 07 16:03:00,66.4752,27.5673,310.37,14.3847,71.2546,4.6852e-14,71.2546
TGO,2021 FEB 07 15:39:00,68.7247,27.3617,429.7857,13.9817,71.7867,0.12755,71.7419

MRO,2021 FEB 08 03:15:00,64.0546,-135.3311,307.1606,14.4275,69.4508,3.513e-14,69.4508
TGO,2021 FEB 08 02:45:00,66.7159,-133.1305,381.4161,14.0872,70.3375,175.624,105.4837

MRO,2021 FEB 09 11:03:00,69.7274,118.7315,310.7513,14.3206,73.2317,4.1864e-14,73.2317
TGO,2021 FEB 09 10:54:00,70.8381,117.0855,430.1591,14.0647,73.4132,0.12902,73.3866

MRO,2021 FEB 10 02:00:00,69.8711,-99.7575,309.9974,14.3075,73.1778,1.7169e-14,73.1778
TGO,2021 FEB 10 01:57:00,69.9944,-95.4271,382.0457,14.5478,74.0382,175.4694,101.798

MRO,2021 FEB 11 06:03:00,73.5203,-150.8089,311.9453,14.2094,75.6173,3.263e-14,75.6173
TGO,2021 FEB 11 06:09:00,72.3877,-151.8034,432.3208,14.2406,74.771,0.12747,74.7615

MRO,2021 FEB 11 11:39:00,71.9965,128.383,313.1423,14.2736,74.4938,1.1577e-14,74.4938
TGO,2021 FEB 11 12:03:00,72.9084,124.0366,431.033,14.3733,75.4821,0.12471,75.4805

MRO,2021 FEB 14 05:03:00,70.711,-106.0685,309.9739,14.3075,72.994,3.1576e-14,72.994
TGO,2021 FEB 14 04:54:00,72.9382,-110.496,432.555,13.8664,73.7388,0.147,73.7237

MRO,2021 FEB 16 00:03:00,74.467,-15.3651,312.4201,14.2131,75.4121,5.3976e-14,75.4121
TGO,2021 FEB 16 00:09:00,74.0322,-18.1307,431.9444,14.1261,74.8585,0.14108,74.859

MRO,2021 FEB 16 05:39:00,73.1462,-96.7125,311.9444,14.2414,74.356,1.3517e-14,74.356
TGO,2021 FEB 16 06:03:00,74.1614,-101.5207,432.9854,14.3103,75.3376,0.13487,75.3441

MRO,2021 FEB 20 18:03:00,75.4639,119.5633,312.8552,14.1831,75.1846,1.4575e-14,75.1846
TGO,2021 FEB 20 18:09:00,74.5532,118.4959,433.1148,14.2094,74.4951,0.1408,74.5024

