Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Thermal orbit number,Thermal orbit start (TDN2(n)+2min),Thermal orbit end (TDN2(n+1)+2min-1s),Thermal orbit duration (s),Nightside nadir start = TD2N(n),Nightside nadir end = TN2D(n)-1s,Nightside duration (s),Dayside nadir start = TN2D(n),Dayside nadir end = TD2N(n+1)-1s,Dayside duration (s),Dayside nadir min. phase angle (deg),Dayside nadir min. phase angle time (UTC)
3,3,1,2022 APR 16 14:50:15,2022 APR 16 16:48:17,7082,2022 APR 16 14:48:16,2022 APR 16 15:47:48,3572,2022 APR 16 15:47:49,2022 APR 16 16:46:17,3508,63.7332,2022 APR 16 16:17:02
3,3,2,2022 APR 16 16:48:18,2022 APR 16 18:46:19,7081,2022 APR 16 16:46:18,2022 APR 16 17:45:49,3571,2022 APR 16 17:45:50,2022 APR 16 18:44:19,3509,63.7126,2022 APR 16 18:15:04
5,5,3,2022 APR 16 18:46:20,2022 APR 16 20:44:23,7083,2022 APR 16 18:44:20,2022 APR 16 19:43:52,3572,2022 APR 16 19:43:53,2022 APR 16 20:42:23,3510,63.6254,2022 APR 16 20:13:07
3,3,4,2022 APR 16 20:44:24,2022 APR 16 22:42:30,7086,2022 APR 16 20:42:24,2022 APR 16 21:41:59,3575,2022 APR 16 21:42:00,2022 APR 16 22:40:30,3510,63.5333,2022 APR 16 22:11:14
5,5,5,2022 APR 16 22:42:31,2022 APR 17 00:40:38,7087,2022 APR 16 22:40:31,2022 APR 16 23:40:07,3576,2022 APR 16 23:40:08,2022 APR 17 00:38:38,3510,63.4857,2022 APR 17 00:09:23
3,3,6,2022 APR 17 00:40:39,2022 APR 17 02:38:45,7086,2022 APR 17 00:38:39,2022 APR 17 01:38:15,3576,2022 APR 17 01:38:16,2022 APR 17 02:36:45,3509,63.4865,2022 APR 17 02:07:30
3,3,7,2022 APR 17 02:38:46,2022 APR 17 04:36:49,7083,2022 APR 17 02:36:46,2022 APR 17 03:36:19,3573,2022 APR 17 03:36:20,2022 APR 17 04:34:49,3509,63.4956,2022 APR 17 04:05:34
3,3,8,2022 APR 17 04:36:50,2022 APR 17 06:34:49,7079,2022 APR 17 04:34:50,2022 APR 17 05:34:21,3571,2022 APR 17 05:34:22,2022 APR 17 06:32:49,3507,63.4489,2022 APR 17 06:03:35
3,3,9,2022 APR 17 06:34:50,2022 APR 17 08:32:53,7083,2022 APR 17 06:32:50,2022 APR 17 07:32:23,3573,2022 APR 17 07:32:24,2022 APR 17 08:30:53,3509,63.3422,2022 APR 17 08:01:37
5,5,10,2022 APR 17 08:32:54,2022 APR 17 10:31:00,7086,2022 APR 17 08:30:54,2022 APR 17 09:30:28,3574,2022 APR 17 09:30:29,2022 APR 17 10:29:00,3511,63.2556,2022 APR 17 09:59:44
5,5,11,2022 APR 17 10:31:01,2022 APR 17 12:29:09,7088,2022 APR 17 10:29:01,2022 APR 17 11:28:35,3574,2022 APR 17 11:28:36,2022 APR 17 12:27:09,3513,63.1959,2022 APR 17 11:57:51
3,3,12,2022 APR 17 12:29:10,2022 APR 17 14:27:15,7085,2022 APR 17 12:27:10,2022 APR 17 13:26:43,3573,2022 APR 17 13:26:44,2022 APR 17 14:25:15,3511,63.1569,2022 APR 17 13:55:57
3,3,13,2022 APR 17 14:27:16,2022 APR 17 16:25:19,7083,2022 APR 17 14:25:16,2022 APR 17 15:24:49,3573,2022 APR 17 15:24:50,2022 APR 17 16:23:19,3509,63.1338,2022 APR 17 15:54:02
3,3,14,2022 APR 17 16:25:20,2022 APR 17 18:23:20,7080,2022 APR 17 16:23:20,2022 APR 17 17:22:51,3571,2022 APR 17 17:22:52,2022 APR 17 18:21:20,3508,63.1044,2022 APR 17 17:52:04
3,3,15,2022 APR 17 18:23:21,2022 APR 17 20:21:23,7082,2022 APR 17 18:21:21,2022 APR 17 19:20:51,3570,2022 APR 17 19:20:52,2022 APR 17 20:19:23,3511,63.0153,2022 APR 17 19:50:05
5,5,16,2022 APR 17 20:21:24,2022 APR 17 22:19:28,7084,2022 APR 17 20:19:24,2022 APR 17 21:18:56,3572,2022 APR 17 21:18:57,2022 APR 17 22:17:28,3511,62.8828,2022 APR 17 21:48:10
3,3,17,2022 APR 17 22:19:29,2022 APR 18 00:17:36,7087,2022 APR 17 22:17:29,2022 APR 17 23:17:04,3575,2022 APR 17 23:17:05,2022 APR 18 00:15:36,3511,62.7868,2022 APR 17 23:46:18
5,5,18,2022 APR 18 00:17:37,2022 APR 18 02:15:44,7087,2022 APR 18 00:15:37,2022 APR 18 01:15:12,3575,2022 APR 18 01:15:13,2022 APR 18 02:13:44,3511,62.7406,2022 APR 18 01:44:26
3,3,19,2022 APR 18 02:15:45,2022 APR 18 04:13:48,7083,2022 APR 18 02:13:45,2022 APR 18 03:13:17,3572,2022 APR 18 03:13:18,2022 APR 18 04:11:48,3510,62.7212,2022 APR 18 03:42:32
3,3,20,2022 APR 18 04:13:49,2022 APR 18 06:11:50,7081,2022 APR 18 04:11:49,2022 APR 18 05:11:20,3571,2022 APR 18 05:11:21,2022 APR 18 06:09:50,3509,62.6821,2022 APR 18 05:40:33
3,3,21,2022 APR 18 06:11:51,2022 APR 18 08:09:51,7080,2022 APR 18 06:09:51,2022 APR 18 07:09:21,3570,2022 APR 18 07:09:22,2022 APR 18 08:07:51,3509,62.573,2022 APR 18 07:38:34
3,3,22,2022 APR 18 08:09:52,2022 APR 18 10:07:56,7084,2022 APR 18 08:07:52,2022 APR 18 09:07:24,3572,2022 APR 18 09:07:25,2022 APR 18 10:05:56,3511,62.4489,2022 APR 18 09:36:38
5,5,23,2022 APR 18 10:07:57,2022 APR 18 12:06:04,7087,2022 APR 18 10:05:57,2022 APR 18 11:05:30,3573,2022 APR 18 11:05:31,2022 APR 18 12:04:04,3513,62.3505,2022 APR 18 11:34:45
3,3,24,2022 APR 18 12:06:05,2022 APR 18 14:04:11,7086,2022 APR 18 12:04:05,2022 APR 18 13:03:37,3572,2022 APR 18 13:03:38,2022 APR 18 14:02:11,3513,62.2754,2022 APR 18 13:32:51
5,5,25,2022 APR 18 14:04:12,2022 APR 18 16:02:15,7083,2022 APR 18 14:02:12,2022 APR 18 15:01:44,3572,2022 APR 18 15:01:45,2022 APR 18 16:00:15,3510,62.2205,2022 APR 18 15:30:56
3,3,26,2022 APR 18 16:02:16,2022 APR 18 18:00:16,7080,2022 APR 18 16:00:16,2022 APR 18 16:59:47,3571,2022 APR 18 16:59:48,2022 APR 18 17:58:16,3508,62.1718,2022 APR 18 17:28:58
3,3,27,2022 APR 18 18:00:17,2022 APR 18 19:58:17,7080,2022 APR 18 17:58:17,2022 APR 18 18:57:47,3570,2022 APR 18 18:57:48,2022 APR 18 19:56:17,3509,62.0912,2022 APR 18 19:26:59
5,5,28,2022 APR 18 19:58:18,2022 APR 18 21:56:20,7082,2022 APR 18 19:56:18,2022 APR 18 20:55:48,3570,2022 APR 18 20:55:49,2022 APR 18 21:54:20,3511,61.9504,2022 APR 18 21:25:01
3,3,29,2022 APR 18 21:56:21,2022 APR 18 23:54:26,7085,2022 APR 18 21:54:21,2022 APR 18 22:53:54,3573,2022 APR 18 22:53:55,2022 APR 18 23:52:26,3511,61.8094,2022 APR 18 23:23:07
5,5,30,2022 APR 18 23:54:27,2022 APR 19 01:52:33,7086,2022 APR 18 23:52:27,2022 APR 19 00:52:01,3574,2022 APR 19 00:52:02,2022 APR 19 01:50:33,3511,61.7134,2022 APR 19 01:21:14
3,3,31,2022 APR 19 01:52:34,2022 APR 19 03:50:38,7084,2022 APR 19 01:50:34,2022 APR 19 02:50:07,3573,2022 APR 19 02:50:08,2022 APR 19 03:48:38,3510,61.6618,2022 APR 19 03:19:20
3,3,32,2022 APR 19 03:50:39,2022 APR 19 05:48:40,7081,2022 APR 19 03:48:39,2022 APR 19 04:48:10,3571,2022 APR 19 04:48:11,2022 APR 19 05:46:40,3509,61.6148,2022 APR 19 05:17:22
