Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Ingress solar occultation observation number,Merged Occultation (YES = 1; NO = 0),Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),SO start time (UTC),SO end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),Limb Height 250 km (UTC),Latitude probed @ limb height 250 km (deg),Longitude probed @ limb height 250 km (deg),Limb Height 0 km (UTC),Latitude probed @ limb height 0 km (deg),Longitude probed @ limb height 0 km (deg),Limb Height 50 km: switch SCI1 to SCI2 (UTC),Beta angle (deg),Eclipse duration (Umbra end - Umbra start) (s),Local Solar Time (LST): TGO2SUN vector surface intercept point @ limb height 0 km (h),Solar longitude Ls (deg),SO+SINBAD data volume (Mbit),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),Channel(s)+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
5,5,1,1,23,19634,0,0,0,1,0,2022 APR 18 10:08:25,2022 APR 18 10:53:51,2022 APR 18 10:08:35,2022 APR 18 10:53:51,N/A,N/A,2022 APR 18 10:18:35,2022 APR 18 10:53:51,2022 APR 18 10:19:05,49.389,0.67143,2022 APR 18 10:33:50,75.1585,-111.3823,2022 APR 18 10:29:06,62.2465,91,9.7422,211.0585,201.752,N/A,383.2962,583.8981,10,640,1525,30,30,2716,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,2116,300,931,1400002C000A028005F51E1E0A9C0301000D000D0000000000000000000000000000000002620844012C03A3
5,5,2,1,25,19636,0,0,0,1,0,2022 APR 18 14:04:37,2022 APR 18 14:50:14,2022 APR 18 14:04:47,2022 APR 18 14:50:14,N/A,N/A,2022 APR 18 14:14:47,2022 APR 18 14:50:14,2022 APR 18 14:15:17,50.2225,-57.3125,2022 APR 18 14:29:24,75.7338,-164.2435,2022 APR 18 14:25:08,62.1081,250,10.0386,211.1579,202.7931,N/A,385.2888,586.9257,10,640,1487,30,30,2727,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,2127,300,915,1400002C000A028005CF1E1E0AA70301000D000D000000000000000000000000000000000262084F012C0393
5,5,3,1,28,19639,0,0,0,1,0,2022 APR 18 19:58:38,2022 APR 18 20:44:32,2022 APR 18 19:58:48,2022 APR 18 20:44:32,N/A,N/A,2022 APR 18 20:08:48,2022 APR 18 20:44:32,2022 APR 18 20:09:18,51.2515,-144.1236,2022 APR 18 20:22:33,76.5664,116.5941,2022 APR 18 20:18:49,61.8735,405,10.4886,211.3073,204.402,N/A,388.3682,591.6047,10,640,1435,30,30,2744,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,2144,300,897,1400002C000A0280059B1E1E0AB80301000D000D0000000000000000000000000000000002620860012C0381
5,5,4,1,30,19641,0,0,0,1,0,2022 APR 18 23:54:44,2022 APR 19 00:40:45,2022 APR 18 23:54:54,2022 APR 19 00:40:45,N/A,N/A,2022 APR 19 00:04:54,2022 APR 19 00:40:45,2022 APR 19 00:05:24,51.9094,157.9784,2022 APR 19 00:18:13,76.7289,62.6304,2022 APR 19 00:14:45,61.6335,476,10.7131,211.4071,205.0645,N/A,389.6362,593.5314,10,640,1409,30,30,2751,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,2151,300,885,1400002C000A028005811E1E0ABF0301000D000D0000000000000000000000000000000002620867012C0375
1,1,5,0,35,19646,0,0,0,1,0,2022 APR 19 09:44:45,2022 APR 19 10:07:44,2022 APR 19 09:44:55,2022 APR 19 10:07:44,N/A,N/A,2022 APR 19 09:54:55,2022 APR 19 10:07:44,2022 APR 19 09:55:25,53.2516,13.4269,2022 APR 19 10:07:14,77.255,-72.425,2022 APR 19 10:04:17,61.1518,646,11.2619,211.6566,74.2691,N/A,139.2981,213.1527,10,640,1172,30,30,1369,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,769,300,689,1400002C000A028004941E1E05590301000D000D0000000000000000000000000000000002620301012C02B1
1,1,6,0,36,19647,0,0,0,1,0,2022 APR 19 11:42:47,2022 APR 19 12:05:31,2022 APR 19 11:42:57,2022 APR 19 12:05:31,N/A,N/A,2022 APR 19 11:52:57,2022 APR 19 12:05:31,2022 APR 19 11:53:27,53.4414,-15.4453,2022 APR 19 12:05:01,76.9852,-97.9945,2022 APR 19 12:02:11,61.0176,685,11.4675,211.7065,72.8494,N/A,136.581,209.0241,10,640,1164,30,30,1354,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,754,300,906,1400002C000A0280048C1E1E054A0301000D000D00000000000000000000000000000000026202F2012C038A
1,1,7,0,41,19652,0,0,0,1,0,2022 APR 19 21:32:51,2022 APR 19 21:54:51,2022 APR 19 21:33:01,2022 APR 19 21:54:51,N/A,N/A,2022 APR 19 21:43:01,2022 APR 19 21:54:51,2022 APR 19 21:43:31,54.905,-160.189,2022 APR 19 21:54:21,76.9684,122.6326,2022 APR 19 21:51:49,60.4952,808,11.7339,211.9563,68.6852,N/A,128.6107,196.9136,10,640,1138,30,30,1310,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,710,300,792,1400002C000A028004721E1E051E0301000D000D00000000000000000000000000000000026202C6012C0318
1,1,8,0,43,19654,0,0,0,1,0,2022 APR 20 01:28:56,2022 APR 20 01:50:42,2022 APR 20 01:29:06,2022 APR 20 01:50:42,N/A,N/A,2022 APR 20 01:39:06,2022 APR 20 01:50:42,2022 APR 20 01:39:36,55.4188,141.9266,2022 APR 20 01:50:12,77.4033,66.2445,2022 APR 20 01:47:45,60.2462,848,11.7997,212.0563,67.3602,N/A,126.0747,193.0603,10,640,1129,30,30,1296,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,696,300,755,1400002C000A028004691E1E05100301000D000D00000000000000000000000000000000026202B8012C02F3
1,1,9,0,47,19658,0,0,0,1,0,2022 APR 20 09:20:53,2022 APR 20 09:42:11,2022 APR 20 09:21:03,2022 APR 20 09:42:11,N/A,N/A,2022 APR 20 09:31:03,2022 APR 20 09:42:11,2022 APR 20 09:31:33,56.3831,26.2203,2022 APR 20 09:41:41,77.445,-46.0496,2022 APR 20 09:39:25,59.8041,932,11.96,212.2563,64.7102,N/A,121.0028,185.3536,10,640,1112,30,30,1268,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,668,300,937,1400002C000A028004581E1E04F40301000D000D000000000000000000000000000000000262029C012C03A9
1,1,10,0,49,19660,0,0,0,1,0,2022 APR 20 13:16:54,2022 APR 20 13:37:54,2022 APR 20 13:17:04,2022 APR 20 13:37:54,N/A,N/A,2022 APR 20 13:27:04,2022 APR 20 13:37:54,2022 APR 20 13:27:34,56.6502,-31.4815,2022 APR 20 13:37:24,76.8668,-100.1669,2022 APR 20 13:35:15,59.5025,986,12.175,212.3563,63.0067,N/A,117.7422,180.3994,10,640,1101,30,30,1250,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,650,300,890,1400002C000A0280044D1E1E04E20301000D000D000000000000000000000000000000000262028A012C037A
