S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2021 AUG 07 10:48:00,72.5323,-118.4717,315.3664,4.2022,73.6984,2.8801e-14,73.6984
TGO,2021 AUG 07 10:45:00,73.4469,-119.0906,433.1951,4.1122,73.5298,0.46532,73.7814

MRO,2021 AUG 07 16:24:00,74.6723,160.5483,316.2697,4.2544,72.3833,3.4145e-14,72.3833
TGO,2021 AUG 07 16:39:00,73.0631,157.547,432.9275,4.2975,73.0586,0.46911,73.3055

MRO,2021 AUG 09 00:12:00,72.7992,55.5655,313.7796,4.2083,73.4936,2.2546e-14,73.4936
TGO,2021 AUG 09 00:06:00,72.5312,57.5887,432.6636,4.2458,73.4952,0.47426,73.7472

MRO,2021 AUG 10 13:36:00,72.7805,-130.4569,315.0521,4.2103,73.4598,3.0878e-14,73.4598
TGO,2021 AUG 10 13:27:00,71.345,-126.3077,431.5022,4.3411,73.7017,0.48545,73.9566

MRO,2021 AUG 12 10:30:00,69.6657,-67.4445,313.5184,4.115,75.5059,1.0668e-14,75.5059
TGO,2021 AUG 12 10:39:00,71.0773,-71.113,433.203,4.0164,75.1054,0.85645,75.8146

MRO,2021 AUG 13 18:18:00,67.9575,-172.4508,312.7373,4.0672,76.6637,1.1577e-14,76.6637
TGO,2021 AUG 13 18:06:00,70.17,-170.6581,430.8732,3.9919,75.7048,0.49595,75.9809

MRO,2021 AUG 15 03:57:00,69.8289,57.0969,311.7215,4.1236,75.3312,2.4892e-14,75.3312
TGO,2021 AUG 14 03:57:00,67.2934,52.7375,430.0559,4.4725,75.0914,0.52113,75.362

MRO,2021 AUG 15 07:42:00,68.081,1.5644,314.215,4.0717,76.5482,2.5649e-14,76.5482
TGO,2021 AUG 15 07:27:00,68.568,4.0977,429.0287,3.9972,76.5962,0.50996,76.8814

MRO,2021 AUG 15 17:03:00,67.8922,-134.8177,312.484,4.0803,76.6116,2.5642e-14,76.6116
TGO,2021 AUG 15 17:18:00,65.4464,-133.5819,428.1336,4.4061,76.3508,0.44587,76.4843

MRO,2021 AUG 16 21:06:00,68.0361,175.4512,312.4071,4.0675,76.5721,4.3363e-14,76.5721
TGO,2021 AUG 16 20:48:00,67.1386,178.7991,430.1802,3.9986,77.4109,3.6542,81.0127

MRO,2021 AUG 18 12:24:00,62.9725,-39.5636,311.2926,3.9858,79.9455,7.1119e-15,79.9455
TGO,2021 AUG 18 12:06:00,67.2589,-42.0976,430.5475,3.525,79.4146,0.51923,79.7271

MRO,2021 AUG 18 21:45:00,62.8848,-176.1335,309.86,3.9819,80.0155,2.1866e-15,80.0155
TGO,2021 AUG 18 21:57:00,63.8796,179.8694,428.9097,3.9103,79.7867,0.54684,80.1011

MRO,2021 AUG 19 01:30:00,61.2631,128.8841,309.7224,3.9667,81.0837,2.2264e-14,81.0837
TGO,2021 AUG 19 01:54:00,61.0944,125.7614,426.7018,4.1478,80.1438,0.56609,80.4594

MRO,2021 AUG 20 05:33:00,61.18,79.4867,307.3708,3.9758,81.0727,2.1351e-14,81.0727
TGO,2021 AUG 20 05:24:00,62.9327,78.0348,427.6045,3.7331,81.2832,0.55269,81.6104

MRO,2021 AUG 20 09:18:00,59.162,24.2178,307.6953,3.9414,82.5105,3.1041e-14,82.5105
TGO,2021 AUG 20 09:21:00,59.7371,24.324,424.3703,3.9969,81.8263,0.55821,82.1207

MRO,2021 AUG 20 18:39:00,59.1825,-112.1204,305.8962,3.9528,82.4261,2.0365e-14,82.4261
TGO,2021 AUG 20 19:12:00,56.0711,-116.82,423.5374,4.175,82.8825,0.59303,83.215

MRO,2021 AUG 20 22:24:00,57.2407,-167.3558,305.7297,3.9206,83.8275,6.4323e-14,83.8275
TGO,2021 AUG 20 23:09:00,52.7011,-172.1026,423.0168,4.3342,83.6859,0.60618,84.019

MRO,2021 AUG 21 13:21:00,59.3165,-25.3141,308.6247,3.9417,82.4065,3.4293e-14,82.4065
TGO,2021 AUG 21 12:51:00,61.496,-23.3276,427.5046,3.5875,82.9775,0.56147,83.3183

MRO,2021 AUG 21 17:06:00,57.4115,-80.2348,304.6355,3.9303,83.6564,1.0183e-14,83.6564
TGO,2021 AUG 21 16:48:00,58.8164,-77.0204,426.1642,3.8525,83.2477,0.57857,83.5873

MRO,2021 AUG 22 06:12:00,55.4482,88.2515,304.4538,3.9136,84.9887,3.4256e-14,84.9887
TGO,2021 AUG 22 06:36:00,51.4185,86.3447,420.9086,4.1758,85.6024,0.6095,85.9464

MRO,2021 AUG 23 04:39:00,53.803,120.1629,304.8185,3.8925,86.1625,7.062e-14,86.1625
TGO,2021 AUG 22 04:39:00,48.9147,116.7049,419.4837,4.3017,86.0825,0.61506,86.4236

MRO,2021 AUG 23 12:09:00,49.8471,10.1462,302.705,3.8583,88.9253,1.4312e-14,88.9253
TGO,2021 AUG 23 12:06:00,46.566,14.9253,417.0719,4.1283,88.8649,0.61732,89.2169

MRO,2021 AUG 23 14:00:00,53.803,-16.4365,305.9247,3.8867,86.2012,1.1132e-14,86.2012
TGO,2021 AUG 23 14:00:00,57.2889,-21.2686,425.0934,3.5647,85.9451,0.58496,86.3044

MRO,2021 AUG 24 21:48:00,52.0478,-120.7821,301.5786,3.8828,87.3417,4.2672e-14,87.3417
TGO,2021 AUG 24 21:27:00,55.4374,-122.6267,422.9073,3.4192,88.0872,0.59228,88.4595

MRO,2021 AUG 25 01:33:00,50.1923,-175.8692,300.6563,3.8603,88.6872,7.1119e-15,88.6872
TGO,2021 AUG 25 01:24:00,51.9627,-178.0857,422.2712,3.5667,89.569,0.60558,89.943

MRO,2021 AUG 25 02:30:00,-46.0072,-10.117,255.5144,15.8353,88.4313,1.1254e-13,88.4313
TGO,2021 AUG 25 02:24:00,-48.1871,-10.3072,381.6529,15.7253,89.0112,0.49274,88.9361

MRO,2021 AUG 25 06:15:00,-44.2155,-64.9837,253.3482,15.8275,87.2121,6.4871e-14,87.2121
TGO,2021 AUG 25 06:21:00,-44.8728,-66.5485,381.4244,15.8206,87.5805,0.49829,87.509

