NOM_02, OCCEG, 11, 120, 125, 237
NOM_02, OCCIN, 40, 66, 113, 124, 186, 196, 207, 232, 271, 323
NOM_03, OCCEG, 7, 13, 19, 28, 30, 37, 38, 42, 43, 44, 45, 54, 57, 59, 76, 81, 91, 92, 96, 98, 101, 108, 111, 132, 135, 141, 146, 149, 154, 166, 167, 169, 171, 181, 182, 186, 187, 193, 201, 213, 219, 224, 228, 231, 234, 243, 276, 281, 292, 334
NOM_03, OCCIN, 3, 7, 16, 19, 44, 49, 54, 56, 61, 68, 73, 78, 81, 85, 86, 93, 94, 105, 117, 118, 120, 122, 130, 132, 139, 141, 146, 149, 164, 175, 178, 181, 184, 187, 189, 193, 198, 202, 205, 213, 219, 226, 228, 231, 234, 246, 252, 256, 275, 286, 288, 290, 301, 311, 315, 327, 338, 340, 342
CO_002, OCCEG, 129, 198, 207, 249, 303
CO_002, OCCIN, 69, 161, 201, 262
CO2_01, OCCEG, 22, 202
CO2_01, OCCIN, 45
CO2_02, OCCEG, 3, 51, 75, 78, 94, 124, 148, 189, 208, 294, 296, 328, 332
CO2_02, OCCIN, 9, 31, 37, 64, 71, 89, 153, 154, 159, 167, 208, 237, 243, 249, 273
HCL_01, OCCEG, 127, 279
HCL_01, OCCIN, 5, 11, 83, 240, 299
FUL_01, OCCEG, 71, 115, 161, 175, 176, 214
FUL_01, OCCIN, 24, 30, 43, 51, 59, 106, 108, 111, 144, 156, 214, 238, 313
