Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Grazing solar occultation observation number,Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),SO start time (UTC),SO end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),Limb Height 250 km: entry (UTC),Min. Limb Height switch SCI1 to SCI2 (UTC),Limb Height 250 km: exit (UTC),Min. Limb Height (km),Latitude probed @ min. limb height (deg),Longitude probed @ min. limb height (deg),Beta angle (deg),Local Solar Time (LST): TGO2SUN vector surface intercept point @ min. limb height (h),Solar longitude Ls (deg),SO+SINBAD data volume (Mbit),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),Channel(s)+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
5,5,1,31,27507,0,0,0,1,0,2024 JAN 23 02:06:38,2024 JAN 23 02:48:59,2024 JAN 23 02:06:48,2024 JAN 23 02:48:59,N/A,N/A,2024 JAN 23 02:14:08,2024 JAN 23 02:48:59,2024 JAN 23 02:14:38,2024 JAN 23 02:29:25,2024 JAN 23 02:48:29,0,-21.681,-135.281,-63.7807,18.1772,186.0213,198.9888,N/A,378.7676,576.62,10,480,1367,30,30,2531,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,2091,300,1008,1400002C000A01E005571E1E09E30301000D000D0000000000000000000000000000000001C2082B012C03F0
5,5,2,34,27510,0,0,0,1,0,2024 JAN 23 08:00:59,2024 JAN 23 08:42:31,2024 JAN 23 08:01:09,2024 JAN 23 08:42:31,N/A,N/A,2024 JAN 23 08:08:29,2024 JAN 23 08:42:31,2024 JAN 23 08:08:59,2024 JAN 23 08:25:07,2024 JAN 23 08:42:01,15.2756,-28.2784,136.9413,-64.445,18.0953,186.163,194.3514,N/A,369.8917,563.1333,10,480,1448,30,30,2482,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,2042,300,1246,1400002C000A01E005A81E1E09B20301000D000D0000000000000000000000000000000001C207FA012C04DE
5,5,3,36,27512,0,0,0,1,0,2024 JAN 23 11:57:10,2024 JAN 23 12:38:21,2024 JAN 23 11:57:20,2024 JAN 23 12:38:21,N/A,N/A,2024 JAN 23 12:04:40,2024 JAN 23 12:38:21,2024 JAN 23 12:05:10,2024 JAN 23 12:21:05,2024 JAN 23 12:37:51,26.6676,-28.565,79.5666,-64.928,18.0978,186.257,192.3639,N/A,366.0877,557.3533,10,480,1435,30,30,2461,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,2021,300,1191,1400002C000A01E0059B1E1E099D0301000D000D0000000000000000000000000000000001C207E5012C04A7
5,5,4,40,27516,0,0,0,1,0,2024 JAN 23 19:49:40,2024 JAN 23 20:29:46,2024 JAN 23 19:49:50,2024 JAN 23 20:29:46,N/A,N/A,2024 JAN 23 19:57:10,2024 JAN 23 20:29:46,2024 JAN 23 19:57:40,2024 JAN 23 20:13:11,2024 JAN 23 20:29:16,51.8218,-30.0217,-35.165,-65.7884,18.1069,186.4452,186.2122,N/A,354.3135,539.4629,10,480,1411,30,30,2396,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,1956,300,1037,1400002C000A01E005831E1E095C0301000D000D0000000000000000000000000000000001C207A4012C040D
5,5,5,42,27518,0,0,0,1,0,2024 JAN 23 23:45:58,2024 JAN 24 00:25:25,2024 JAN 23 23:46:08,2024 JAN 24 00:25:25,N/A,N/A,2024 JAN 23 23:53:28,2024 JAN 24 00:25:25,2024 JAN 23 23:53:58,2024 JAN 24 00:09:01,2024 JAN 24 00:24:55,65.4742,-29.8158,-92.5365,-66.2837,18.1075,186.5393,182.5211,N/A,347.249,528.7286,10,480,1383,30,30,2357,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,1917,300,931,1400002C000A01E005671E1E09350301000D000D0000000000000000000000000000000001C2077D012C03A3
5,5,6,44,27520,0,0,0,1,0,2024 JAN 24 03:42:06,2024 JAN 24 04:21:08,2024 JAN 24 03:42:16,2024 JAN 24 04:21:08,N/A,N/A,2024 JAN 24 03:49:36,2024 JAN 24 04:21:08,2024 JAN 24 03:50:06,2024 JAN 24 04:05:04,2024 JAN 24 04:20:38,75.1088,-30.7595,-149.8843,-66.7075,18.1133,186.6334,180.1551,N/A,342.7204,521.8476,10,480,1378,30,30,2332,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,1892,300,876,1400002C000A01E005621E1E091C0301000D000D0000000000000000000000000000000001C20764012C036C
5,5,7,46,27522,0,0,0,1,0,2024 JAN 24 07:38:27,2024 JAN 24 08:16:45,2024 JAN 24 07:38:37,2024 JAN 24 08:16:45,N/A,N/A,2024 JAN 24 07:45:57,2024 JAN 24 08:16:45,2024 JAN 24 07:46:27,2024 JAN 24 08:00:59,2024 JAN 24 08:16:15,87.6667,-30.9103,152.7485,-67.1423,18.1156,186.7276,175.9908,N/A,334.7502,509.7372,10,480,1352,30,30,2288,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,1848,300,1017,1400002C000A01E005481E1E08F00301000D000D0000000000000000000000000000000001C20738012C03F9
5,5,8,216,27692,0,0,0,1,0,2024 FEB 07 06:25:13,2024 FEB 07 07:03:49,2024 FEB 07 06:25:23,2024 FEB 07 07:03:49,N/A,N/A,2024 FEB 07 06:32:43,2024 FEB 07 07:03:49,2024 FEB 07 06:33:13,2024 FEB 07 06:48:31,2024 FEB 07 07:03:19,79.8663,-22.4574,120.9425,-66.8629,5.825,194.8327,177.6944,N/A,338.0107,514.6915,10,480,1398,30,30,2306,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,1866,300,844,1400002C000A01E005761E1E09020301000D000D0000000000000000000000000000000001C2074A012C034C
5,5,9,220,27696,0,0,0,1,0,2024 FEB 07 14:16:38,2024 FEB 07 14:56:14,2024 FEB 07 14:16:48,2024 FEB 07 14:56:14,N/A,N/A,2024 FEB 07 14:24:08,2024 FEB 07 14:56:14,2024 FEB 07 14:24:38,2024 FEB 07 14:40:34,2024 FEB 07 14:55:44,58.1016,-21.2653,6.214,-65.9611,5.8331,195.0253,183.3729,N/A,348.8792,531.2057,10,480,1436,30,30,2366,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,1926,300,1002,1400002C000A01E0059C1E1E093E0301000D000D0000000000000000000000000000000001C20786012C03EA
5,5,10,222,27698,0,0,0,1,0,2024 FEB 07 18:12:17,2024 FEB 07 18:52:32,2024 FEB 07 18:12:27,2024 FEB 07 18:52:32,N/A,N/A,2024 FEB 07 18:19:47,2024 FEB 07 18:52:32,2024 FEB 07 18:20:17,2024 FEB 07 18:36:27,2024 FEB 07 18:52:02,45.3375,-21.2356,-51.1887,-65.5055,5.8322,195.1216,187.0639,N/A,355.9438,541.94,10,480,1450,30,30,2405,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,1965,300,1094,1400002C000A01E005AA1E1E09650301000D000D0000000000000000000000000000000001C207AD012C0446
