Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	6	Ingress	2018 SEP 08 15:18:15	2018 SEP 08 15:21:26	2018 SEP 08 15:22:06	231.00	174.63	166.49	164.45	56.11	59.65	60.38	14.87	3	-	-	-	COMMENT	
N/A	1	6	Egress	2018 SEP 08 16:01:11	2018 SEP 08 16:01:53	2018 SEP 08 16:05:17	246.00	5.71	4.79	0.28	-35.91	-36.99	-41.79	4.75	3	-	-	-	COMMENT	
N/A	2	6	Ingress	2018 SEP 08 17:16:09	2018 SEP 08 17:19:20	2018 SEP 08 17:20:00	231.00	145.84	137.73	135.70	56.17	59.67	60.40	14.87	1	-	-	-	COMMENT	
NOMAD	2	6	Egress	2018 SEP 08 17:59:08	2018 SEP 08 17:59:49	2018 SEP 08 18:03:14	246.00	-23.20	-24.11	-28.64	-36.23	-37.27	-42.05	4.73	1	Nominal Science 1xCO2 LA01; Nominal Science 1xCO2 HA01	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	COMMENT	
ACS	3	6	Ingress	2018 SEP 08 19:14:01	2018 SEP 08 19:17:12	2018 SEP 08 19:17:52	231.00	117.03	108.94	106.92	56.24	59.71	60.43	14.86	4	-	-	-	COMMENT	
N/A	3	6	Egress	2018 SEP 08 19:57:03	2018 SEP 08 19:57:44	2018 SEP 08 20:01:08	245.00	-52.11	-53.01	-57.54	-36.55	-37.58	-42.31	4.72	4	-	-	-	COMMENT	
N/A	4	6	Ingress	2018 SEP 08 21:11:53	2018 SEP 08 21:15:03	2018 SEP 08 21:15:43	230.00	88.17	80.14	78.13	56.33	59.76	60.47	14.85	1	-	-	-	COMMENT	
NOMAD	4	6	Egress	2018 SEP 08 21:54:55	2018 SEP 08 21:55:36	2018 SEP 08 21:59:00	245.00	-80.99	-81.90	-86.42	-36.84	-37.86	-42.55	4.70	1	Nominal Science with CO 01	Science: orders #147, #134, #169, #121, #186, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	COMMENT	
ACS	5	6	Ingress	2018 SEP 08 23:09:44	2018 SEP 08 23:12:53	2018 SEP 08 23:13:33	229.00	59.35	51.40	49.40	56.41	59.78	60.49	14.84	4	-	-	-	COMMENT	
N/A	5	6	Egress	2018 SEP 08 23:52:48	2018 SEP 08 23:53:29	2018 SEP 08 23:56:52	244.00	-109.85	-110.75	-115.25	-37.09	-38.10	-42.72	4.69	4	-	-	-	COMMENT	
N/A	6	6	Ingress	2018 SEP 09 01:07:38	2018 SEP 09 01:10:46	2018 SEP 09 01:11:26	228.00	30.63	22.79	20.81	56.42	59.74	60.45	14.85	1	-	-	-	COMMENT	
NOMAD	6	6	Egress	2018 SEP 09 01:50:43	2018 SEP 09 01:51:24	2018 SEP 09 01:54:46	243.00	-138.73	-139.63	-144.09	-37.35	-38.36	-42.90	4.68	1	CH4 01	Science: orders #168, #133, #134, #135, #136, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	COMMENT	
N/A	7	6	Ingress	2018 SEP 09 03:05:32	2018 SEP 09 03:08:40	2018 SEP 09 03:09:20	228.00	1.90	-5.89	-7.85	56.44	59.73	60.43	14.85	4	-	-	-	COMMENT	
N/A	7	6	Egress	2018 SEP 09 03:48:41	2018 SEP 09 03:49:22	2018 SEP 09 03:52:43	242.00	-167.64	-168.54	-172.99	-37.66	-38.65	-43.13	4.66	4	-	-	-	COMMENT	
N/A	8	6	Ingress	2018 SEP 09 05:03:29	2018 SEP 09 05:06:37	2018 SEP 09 05:07:16	227.00	-26.98	-34.74	-36.65	56.53	59.79	60.46	14.84	1	-	-	-	COMMENT	
NOMAD	8	6	Egress	2018 SEP 09 05:46:39	2018 SEP 09 05:47:20	2018 SEP 09 05:50:41	242.00	163.42	162.52	158.07	-37.98	-38.97	-43.40	4.65	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	COMMENT	
ACS	9	6	Ingress	2018 SEP 09 07:01:24	2018 SEP 09 07:04:31	2018 SEP 09 07:05:10	226.00	-55.90	-63.61	-65.51	56.65	59.85	60.52	14.82	4	-	-	-	COMMENT	
