degf,dvaf,sbsf,aotfPointer,steppingPointer,accumulationCount,binningFactor,integrationTime
0,1,1,0,0,0,0,0 # EMPTY_ROW
0,1,1,120,1,64,0,4000 # WINDOW_STEPPING_2STEPS_24ROWS -- EXECTIME=829MS
0,1,1,167,1,64,0,4000 # WINDOW_STEPPING_2STEPS_24ROWS -- EXECTIME=829MS
0,1,1,190,1,64,0,4000 # WINDOW_STEPPING_2STEPS_24ROWS -- EXECTIME=829MS
0,1,0,120,3,1,0,1 # SOLAR_INTTIME_STEPPING_24ROWS_100MS -- EXECTIME=68MS
0,1,0,167,3,1,0,1 # SOLAR_INTTIME_STEPPING_24ROWS_100MS -- EXECTIME=68MS
0,1,0,190,3,1,0,1 # SOLAR_INTTIME_STEPPING_24ROWS_100MS -- EXECTIME=68MS
0,1,0,120,4,1,0,1 # DARK_INTTIME_STEPPING_24ROWS_3400MS -- EXECTIME=1751MS
0,1,0,167,4,1,0,1 # DARK_INTTIME_STEPPING_24ROWS_3400MS -- EXECTIME=1751MS
0,1,0,190,4,1,0,1 # DARK_INTTIME_STEPPING_24ROWS_3400MS -- EXECTIME=1751MS
0,1,1,115,5,64,0,4000 # OCCULTATION_FULLSCAN_SLOW_10ORDERS_24ROWS_1SECS_1SUBDS -- EXECTIME=829MS
0,1,1,120,5,64,0,4000 # OCCULTATION_FULLSCAN_SLOW_10ORDERS_24ROWS_1SECS_1SUBDS -- EXECTIME=829MS
0,1,1,125,5,64,0,4000 # OCCULTATION_FULLSCAN_SLOW_10ORDERS_24ROWS_1SECS_1SUBDS -- EXECTIME=829MS
0,1,1,130,5,64,0,4000 # OCCULTATION_FULLSCAN_SLOW_10ORDERS_24ROWS_1SECS_1SUBDS -- EXECTIME=829MS
0,1,1,135,5,64,0,4000 # OCCULTATION_FULLSCAN_SLOW_10ORDERS_24ROWS_1SECS_1SUBDS -- EXECTIME=829MS
0,1,1,140,5,64,0,4000 # OCCULTATION_FULLSCAN_SLOW_10ORDERS_24ROWS_1SECS_1SUBDS -- EXECTIME=829MS
0,1,1,145,5,64,0,4000 # OCCULTATION_FULLSCAN_SLOW_10ORDERS_24ROWS_1SECS_1SUBDS -- EXECTIME=829MS
0,1,1,150,5,64,0,4000 # OCCULTATION_FULLSCAN_SLOW_10ORDERS_24ROWS_1SECS_1SUBDS -- EXECTIME=829MS
0,1,1,155,5,64,0,4000 # OCCULTATION_FULLSCAN_SLOW_10ORDERS_24ROWS_1SECS_1SUBDS -- EXECTIME=829MS
0,1,1,160,5,64,0,4000 # OCCULTATION_FULLSCAN_SLOW_10ORDERS_24ROWS_1SECS_1SUBDS -- EXECTIME=829MS
0,1,1,165,5,64,0,4000 # OCCULTATION_FULLSCAN_SLOW_10ORDERS_24ROWS_1SECS_1SUBDS -- EXECTIME=829MS
0,1,1,170,5,64,0,4000 # OCCULTATION_FULLSCAN_SLOW_10ORDERS_24ROWS_1SECS_1SUBDS -- EXECTIME=829MS
0,1,1,175,5,64,0,4000 # OCCULTATION_FULLSCAN_SLOW_10ORDERS_24ROWS_1SECS_1SUBDS -- EXECTIME=829MS
0,1,1,180,5,64,0,4000 # OCCULTATION_FULLSCAN_SLOW_10ORDERS_24ROWS_1SECS_1SUBDS -- EXECTIME=829MS
0,1,1,185,5,64,0,4000 # OCCULTATION_FULLSCAN_SLOW_10ORDERS_24ROWS_1SECS_1SUBDS -- EXECTIME=829MS
0,1,1,190,5,64,0,4000 # OCCULTATION_FULLSCAN_SLOW_10ORDERS_24ROWS_1SECS_1SUBDS -- EXECTIME=829MS
0,1,1,110,8,64,0,4000 # OCCULTATION_FULLSCAN_SLOW_30ORDERS_24ROWS_1SECS_1SUBDS -- EXECTIME=829MS
0,1,1,140,8,64,0,4000 # OCCULTATION_FULLSCAN_SLOW_30ORDERS_24ROWS_1SECS_1SUBDS -- EXECTIME=829MS
0,1,1,170,8,64,0,4000 # OCCULTATION_FULLSCAN_SLOW_30ORDERS_24ROWS_1SECS_1SUBDS -- EXECTIME=829MS
0,1,1,195,8,64,0,4000 # OCCULTATION_FULLSCAN_SLOW_30ORDERS_24ROWS_1SECS_1SUBDS -- EXECTIME=829MS
0,1,1,115,11,64,0,4000 # OCCULTATION_FULLSCAN_SLOW_80ORDERS_24ROWS_1SECS_1SUBDS -- EXECTIME=829MS
0,1,1,110,14,64,0,4000 # OCCULTATION_FULLSCAN_SLOW_115ORDERS_24ROWS_1SECS_1SUBDS -- EXECTIME=829MS
0,1,1,115,7,12,3,4000 # OCCULTATION_FULLSCAN_FAST_10ORDERS_16ROWS_1SECS_6SUBDS -- EXECTIME=796MS
0,1,1,120,7,12,3,4000 # OCCULTATION_FULLSCAN_FAST_10ORDERS_16ROWS_1SECS_6SUBDS -- EXECTIME=796MS
