MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2025 SEP 06 11:12:00,75.9284,-5.9898,313.0009,14.9375,63.085,4.4627e-14,63.085,2025 SEP 06 11:33:00,75.1439,-7.0867,432.8685,15.205,63.3564,0.11641,63.405
2025 SEP 10 23:39:00,73.8315,-147.9798,312.1456,15.0317,62.7113,1.778e-14,62.7113,2025 SEP 10 23:39:00,73.8695,-148.103,432.5763,15.0233,62.7093,0.10629,62.7439
2025 SEP 12 18:39:00,71.3491,-54.3648,311.1221,15.1267,61.7964,2.7221e-14,61.7964,2025 SEP 12 18:54:00,72.021,-55.7584,434.1555,15.2772,62.7572,0.084893,62.7931
2025 SEP 12 20:33:00,76.943,-85.9863,313.1072,14.8681,64.6004,9.5603e-15,64.6004,2025 SEP 12 20:51:00,75.7998,-85.3354,434.6821,15.2033,64.7544,24.001,41.0576
2025 SEP 14 08:03:00,71.4518,119.5329,311.7371,15.1233,62.0955,1.9606e-14,62.0955,2025 SEP 14 08:15:00,70.02,118.3995,432.0879,15.2425,61.7291,6.0879,67.6431
2025 SEP 19 03:57:00,63.8118,-130.0441,307.0563,15.2964,59.3871,3.8824e-14,59.3871,2025 SEP 19 04:15:00,62.2643,-132.0316,428.5282,15.4558,59.5538,3.2392,62.787
2025 SEP 21 19:30:00,58.192,23.4881,307.7647,15.3886,57.6351,1.9149e-14,57.6351,2025 SEP 21 19:09:00,59.648,25.0074,426.2591,15.1492,56.751,3.1016,59.851
2025 SEP 25 03:48:00,37.0028,-66.5643,290.9883,15.5453,52.4307,4.7602e-14,52.4307,2025 SEP 25 03:51:00,38.2841,-68.0441,415.6114,15.4953,52.1283,3.7002,48.4283
2025 SEP 26 11:30:00,20.2394,-168.2963,279.7673,15.6183,52.0651,2.1863e-14,52.0651,2025 SEP 26 11:24:00,19.1249,-166.6879,402.3012,15.6283,52.2502,0.16115,52.4093
2025 SEP 27 22:54:00,-4.8891,36.12,263.6383,15.7028,58.1461,2.0131e-14,58.1461,2025 SEP 27 22:54:00,-3.5059,36.4728,387.8301,15.7264,58.0266,0.31041,58.1657
