Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Thermal orbit number,Thermal orbit start (TDN2(n)+2min),Thermal orbit end (TDN2(n+1)+2min-1s),Thermal orbit duration (s),Nightside nadir start = TD2N(n),Nightside nadir end = TN2D(n)-1s,Nightside duration (s),Dayside nadir start = TN2D(n),Dayside nadir end = TD2N(n+1)-1s,Dayside duration (s),Dayside nadir min. phase angle (deg),Dayside nadir min. phase angle time (UTC)
3,3,1,2024 AUG 03 15:15:07,2024 AUG 03 17:13:00,7073,2024 AUG 03 15:13:07,2024 AUG 03 16:12:23,3556,2024 AUG 03 16:12:24,2024 AUG 03 17:11:00,3516,35.765,2024 AUG 03 16:41:31
1,1,2,2024 AUG 03 17:13:01,2024 AUG 03 19:10:59,7078,2024 AUG 03 17:11:01,2024 AUG 03 18:10:20,3559,2024 AUG 03 18:10:21,2024 AUG 03 19:08:59,3518,35.5491,2024 AUG 03 18:39:29
3,3,3,2024 AUG 03 19:11:00,2024 AUG 03 21:09:00,7080,2024 AUG 03 19:09:00,2024 AUG 03 20:08:19,3559,2024 AUG 03 20:08:20,2024 AUG 03 21:07:00,3520,35.3434,2024 AUG 03 20:37:29
1,1,4,2024 AUG 03 21:09:01,2024 AUG 03 23:07:00,7079,2024 AUG 03 21:07:01,2024 AUG 03 22:06:19,3558,2024 AUG 03 22:06:20,2024 AUG 03 23:05:00,3520,35.1503,2024 AUG 03 22:35:30
3,3,5,2024 AUG 03 23:07:01,2024 AUG 04 01:04:59,7078,2024 AUG 03 23:05:01,2024 AUG 04 00:04:19,3558,2024 AUG 04 00:04:20,2024 AUG 04 01:02:59,3519,34.9751,2024 AUG 04 00:33:28
1,1,6,2024 AUG 04 01:05:00,2024 AUG 04 03:02:55,7075,2024 AUG 04 01:03:00,2024 AUG 04 02:02:17,3557,2024 AUG 04 02:02:18,2024 AUG 04 03:00:55,3517,34.815,2024 AUG 04 02:31:25
1,1,7,2024 AUG 04 03:02:56,2024 AUG 04 05:00:50,7074,2024 AUG 04 03:00:56,2024 AUG 04 04:00:11,3555,2024 AUG 04 04:00:12,2024 AUG 04 04:58:50,3518,34.6479,2024 AUG 04 04:29:20
3,3,8,2024 AUG 04 05:00:51,2024 AUG 04 06:58:47,7076,2024 AUG 04 04:58:51,2024 AUG 04 05:58:06,3555,2024 AUG 04 05:58:07,2024 AUG 04 06:56:47,3520,34.432,2024 AUG 04 06:27:16
1,1,9,2024 AUG 04 06:58:48,2024 AUG 04 08:56:46,7078,2024 AUG 04 06:56:48,2024 AUG 04 07:56:05,3557,2024 AUG 04 07:56:06,2024 AUG 04 08:54:46,3520,34.199,2024 AUG 04 08:25:15
3,3,10,2024 AUG 04 08:56:47,2024 AUG 04 10:54:46,7079,2024 AUG 04 08:54:47,2024 AUG 04 09:54:07,3560,2024 AUG 04 09:54:08,2024 AUG 04 10:52:46,3518,33.9972,2024 AUG 04 10:23:15
