NOM_02, OCCEG, 27, 31, 53, 88, 90, 107, 131, 221, 245, 298
NOM_02, OCCIN, 101, 114, 168, 221, 235, 327, 333, 337
NOM_03, OCCEG, 3, 5, 8, 12, 17, 19, 20, 22, 24, 36, 39, 41, 43, 48, 65, 67, 69, 72, 74, 79, 82, 92, 94, 116, 121, 137, 142, 145, 161, 162, 166, 168, 169, 171, 175, 176, 192, 194, 199, 200, 205, 207, 209, 212, 216, 236, 243, 247, 248, 253, 270, 282, 285, 292, 299, 305, 308, 310, 313, 316, 334
NOM_03, OCCIN, 20, 26, 34, 43, 48, 53, 55, 67, 69, 80, 82, 92, 103, 118, 126, 130, 131, 137, 144, 150, 154, 161, 164, 169, 171, 178, 180, 181, 188, 199, 209, 219, 223, 224, 238, 243, 247, 248, 257, 272, 277, 280, 284, 293, 298, 299, 304, 310, 319, 339
CO_001, OCCEG, 77, 95, 149, 260, 296
CO_001, OCCIN, 12, 36, 86, 202, 253, 282, 292
CO_002, OCCEG, 14, 15, 34, 38, 55, 120, 159, 180, 273, 331
CO_002, OCCIN, 17, 29, 38, 90, 128, 138, 200, 205, 233, 250, 252, 255, 273, 275
CO2_01, OCCEG, 50
CO2_01, OCCIN, 62, 313, 331
CO2_02, OCCEG, 62, 63, 97, 126, 135, 181, 183, 255, 268, 272, 280, 284, 293, 321, 337
CO2_02, OCCIN, 15, 24, 27, 50, 51, 56, 74, 75, 77, 79, 116, 125, 142, 159, 187, 190, 211, 263, 267, 290, 308, 314
HCL_01, OCCEG, 80, 111, 130, 226, 229, 242, 304
HCL_01, OCCIN, 5, 135, 175, 192, 214, 228, 231
FUL_01, OCCEG, 46, 58, 314
FUL_01, OCCIN, 113, 149, 176, 197
