Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
13	Dayside	2019 OCT 06 16:20:34	2019 OCT 06 16:50:08	2019 OCT 06 17:19:41	3547.39	121.16	-107.35	-73.36	64.63	20.38	-64.63	31.56	9.73	17	CH4 2SUBD 03	Science: orders #136, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0	&daysideMatch:ASCRAEUS MONS; 	
14	Nightside	2019 OCT 06 17:19:41	2019 OCT 06 17:49:03	2019 OCT 06 18:18:25	3523.97	-73.36	58.62	92.24	-64.63	-18.99	64.64	148.33	21.75	1	-	-	-		
14	Dayside	2019 OCT 06 18:18:25	2019 OCT 06 18:48:00	2019 OCT 06 19:17:34	3548.87	92.24	-136.28	-102.15	64.64	20.37	-64.64	31.79	9.72	1	Nominal 6SUBD 01	Science: orders #149, #134, #168, #119, #190, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
15	Nightside	2019 OCT 06 19:17:34	2019 OCT 06 19:46:57	2019 OCT 06 20:16:20	3525.65	-102.15	29.68	63.48	-64.64	-18.93	64.64	148.08	21.74	14	-	-	-		
15	Dayside	2019 OCT 06 20:16:20	2019 OCT 06 20:45:55	2019 OCT 06 21:15:30	3550.16	63.48	-165.25	-130.99	64.64	20.31	-64.64	32.05	9.70	14	-		COP row 84: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7000 ms,20 bit,Rhythm = 8964 ms, Binning=3		
16	Nightside	2019 OCT 06 21:15:30	2019 OCT 06 21:44:54	2019 OCT 06 22:14:17	3527.43	-130.99	0.70	34.64	-64.64	-18.92	64.65	147.83	21.72	1	-	-	-		
16	Dayside	2019 OCT 06 22:14:17	2019 OCT 06 22:43:52	2019 OCT 06 23:13:27	3549.32	34.64	165.78	-159.93	64.65	20.26	-64.65	32.32	9.68	1	H2O CO 2SUBD 01	Science: orders #168, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 84: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7000 ms,20 bit,Rhythm = 8964 ms, Binning=3		
17	Nightside	2019 OCT 06 23:13:27	2019 OCT 06 23:42:51	2019 OCT 07 00:12:15	3528.02	-159.93	-28.28	5.66	-64.65	-18.91	64.66	147.58	21.70	1	-	-	-		
17	Dayside	2019 OCT 07 00:12:15	2019 OCT 07 00:41:49	2019 OCT 07 01:11:23	3548.10	5.66	136.80	171.08	64.66	20.27	-64.67	32.57	9.66	1	CH4 H2O 2SUBD 02	Science: orders #168, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3	&daysideMatch:AEOLIS MENSAE MFF; &daysideMatch:INSIGHT; &daysideMatch:CURIOSITY; 	
18	Nightside	2019 OCT 07 01:11:23	2019 OCT 07 01:40:46	2019 OCT 07 02:10:10	3527.15	171.08	-57.24	-23.42	-64.67	-18.89	64.68	147.33	21.68	14	-	-	-		
18	Dayside	2019 OCT 07 02:10:10	2019 OCT 07 02:39:43	2019 OCT 07 03:09:17	3547.11	-23.42	107.85	142.04	64.68	20.32	-64.68	32.79	9.65	14	-		COP row 84: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7000 ms,20 bit,Rhythm = 8964 ms, Binning=3		
19	Nightside	2019 OCT 07 03:09:17	2019 OCT 07 03:38:40	2019 OCT 07 04:08:03	3525.70	142.04	-86.17	-52.47	-64.68	-18.89	64.69	147.11	21.67	3	-	-	-		
19	Dayside	2019 OCT 07 04:08:03	2019 OCT 07 04:37:36	2019 OCT 07 05:07:09	3546.38	-52.47	78.93	113.03	64.69	20.34	-64.70	33.00	9.63	3	CO H2O 3SUBD 01	Science: orders #168, #190, #191, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
20	Nightside	2019 OCT 07 05:07:09	2019 OCT 07 05:36:32	2019 OCT 07 06:05:55	3525.40	113.03	-115.09	-81.37	-64.70	-18.90	64.70	146.89	21.65	14	-	-	-		
20	Dayside	2019 OCT 07 06:05:55	2019 OCT 07 06:35:28	2019 OCT 07 07:05:01	3546.02	-81.37	50.01	84.16	64.70	20.30	-64.70	33.22	9.61	14	-		COP row 84: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7000 ms,20 bit,Rhythm = 8964 ms, Binning=3		
21	Nightside	2019 OCT 07 07:05:01	2019 OCT 07 07:34:24	2019 OCT 07 08:03:48	3527.86	84.16	-144.03	-110.16	-64.70	-18.88	64.70	146.66	21.63	1	-	-	-		
21	Dayside	2019 OCT 07 08:03:48	2019 OCT 07 08:33:22	2019 OCT 07 09:02:56	3547.22	-110.16	21.05	55.38	64.70	20.23	-64.71	33.49	9.60	1	CH4 2SUBD 03	Science: orders #136, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
22	Nightside	2019 OCT 07 09:02:56	2019 OCT 07 09:32:20	2019 OCT 07 10:01:44	3528.81	55.38	-173.01	-139.02	-64.71	-18.83	64.71	146.39	21.62	3	-	-	-		
22	Dayside	2019 OCT 07 10:01:44	2019 OCT 07 10:31:19	2019 OCT 07 11:00:54	3549.35	-139.02	-7.93	26.50	64.71	20.22	-64.71	33.74	9.58	3	CH4 2SUBD 03	Science: orders #136, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 84: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7000 ms,20 bit,Rhythm = 8964 ms, Binning=3	&daysideMatch:VERNAL CRATER; 	
23	Nightside	2019 OCT 07 11:00:54	2019 OCT 07 11:30:17	2019 OCT 07 11:59:41	3527.44	26.50	158.01	-167.97	-64.71	-18.80	64.72	146.13	21.60	1	-	-	-		
23	Dayside	2019 OCT 07 11:59:41	2019 OCT 07 12:29:16	2019 OCT 07 12:58:52	3550.42	-167.97	-36.90	-2.50	64.72	20.20	-64.72	33.99	9.56	1	Nominal 4SUBD 01	Science: orders #168, #134, #121, #190, with 195000us integration time (4 orders per 15 second(s) for detector lines 80 to 224)	COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
24	Nightside	2019 OCT 07 12:58:52	2019 OCT 07 13:28:15	2019 OCT 07 13:57:37	3525.75	-2.50	129.04	163.02	-64.72	-18.82	64.73	145.89	21.58	3	-	-	-		
24	Dayside	2019 OCT 07 13:57:37	2019 OCT 07 14:27:12	2019 OCT 07 14:56:47	3549.44	163.02	-65.86	-31.59	64.73	20.20	-64.73	34.22	9.54	3	CH4 2SUBD 03	Science: orders #136, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 84: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7000 ms,20 bit,Rhythm = 8964 ms, Binning=3	&daysideMatch:EASTERN COPRATES; 	
25	Nightside	2019 OCT 07 14:56:47	2019 OCT 07 15:26:09	2019 OCT 07 15:55:31	3524.53	-31.59	100.10	133.97	-64.73	-18.87	64.74	145.68	21.56	14	-	-	-		
25	Dayside	2019 OCT 07 15:55:31	2019 OCT 07 16:25:05	2019 OCT 07 16:54:39	3547.62	133.97	-94.79	-60.62	64.74	20.22	-64.75	34.44	9.53	14	-		COP row 84: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7000 ms,20 bit,Rhythm = 8964 ms, Binning=3		
26	Nightside	2019 OCT 07 16:54:39	2019 OCT 07 17:24:01	2019 OCT 07 17:53:23	3524.16	-60.62	71.18	104.97	-64.75	-18.87	64.75	145.46	21.55	1	-	-	-		
26	Dayside	2019 OCT 07 17:53:23	2019 OCT 07 18:22:57	2019 OCT 07 18:52:31	3547.92	104.97	-123.71	-89.48	64.75	20.24	-64.75	34.66	9.51	1	CH4 2SUBD 03	Science: orders #136, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 84: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7000 ms,20 bit,Rhythm = 8964 ms, Binning=3	&daysideMatch:ULYSSES FOSSAE; 	
27	Nightside	2019 OCT 07 18:52:31	2019 OCT 07 19:21:53	2019 OCT 07 19:51:16	3524.81	-89.48	42.25	76.13	-64.75	-18.81	64.75	145.23	21.53	14	-	-	-		
27	Dayside	2019 OCT 07 19:51:16	2019 OCT 07 20:20:51	2019 OCT 07 20:50:26	3550.07	76.13	-152.66	-118.28	64.75	20.19	-64.75	34.90	9.49	14	-		COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
28	Nightside	2019 OCT 07 20:50:26	2019 OCT 07 21:19:49	2019 OCT 07 21:49:13	3526.82	-118.28	13.28	47.35	-64.75	-18.79	64.75	144.97	21.51	1	-	-	-		
28	Dayside	2019 OCT 07 21:49:13	2019 OCT 07 22:18:48	2019 OCT 07 22:48:22	3549.73	47.35	178.36	-147.19	64.75	20.12	-64.76	35.17	9.47	1	LNO Ice Index 2SUBD 01	Science: orders #153, #158, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 84: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7000 ms,20 bit,Rhythm = 8964 ms, Binning=3		
29	Nightside	2019 OCT 07 22:48:22	2019 OCT 07 23:17:46	2019 OCT 07 23:47:10	3527.95	-147.19	-15.70	18.42	-64.76	-18.80	64.76	144.72	21.49	14	-	-	-		
29	Dayside	2019 OCT 07 23:47:10	2019 OCT 08 00:16:45	2019 OCT 08 00:46:19	3548.49	18.42	149.38	-176.18	64.76	20.11	-64.77	35.42	9.46	14	-		COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
30	Nightside	2019 OCT 08 00:46:19	2019 OCT 08 01:15:43	2019 OCT 08 01:45:07	3527.66	-176.18	-44.67	-10.64	-64.77	-18.79	64.77	144.47	21.47	1	-	-	-		
30	Dayside	2019 OCT 08 01:45:07	2019 OCT 08 02:14:40	2019 OCT 08 02:44:14	3547.39	-10.64	120.41	154.79	64.77	20.17	-64.77	35.66	9.44	1	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 84: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7000 ms,20 bit,Rhythm = 8964 ms, Binning=3		
31	Nightside	2019 OCT 08 02:44:14	2019 OCT 08 03:13:37	2019 OCT 08 03:43:00	3526.20	154.79	-73.62	-39.73	-64.77	-18.78	64.78	144.24	21.46	3	-	-	-		
31	Dayside	2019 OCT 08 03:43:00	2019 OCT 08 04:12:34	2019 OCT 08 04:42:07	3546.84	-39.73	91.48	125.75	64.78	20.22	-64.78	35.87	9.42	3	CH4 2SUBD 03	Science: orders #136, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3	&daysideMatch:UTOPIA; 	
32	Nightside	2019 OCT 08 04:42:07	2019 OCT 08 05:11:29	2019 OCT 08 05:40:52	3524.85	125.75	-102.54	-68.73	-64.78	-18.79	64.78	144.02	21.44	14	-	-	-		
32	Dayside	2019 OCT 08 05:40:52	2019 OCT 08 06:10:25	2019 OCT 08 06:39:58	3546.06	-68.73	62.56	96.79	64.78	20.22	-64.79	36.08	9.40	14	-		COP row 84: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7000 ms,20 bit,Rhythm = 8964 ms, Binning=3		
33	Nightside	2019 OCT 08 06:39:58	2019 OCT 08 07:09:21	2019 OCT 08 07:38:45	3526.65	96.79	-131.47	-97.55	-64.79	-18.79	64.79	143.80	21.43	1	-	-	-		
33	Dayside	2019 OCT 08 07:38:45	2019 OCT 08 08:08:18	2019 OCT 08 08:37:51	3546.72	-97.55	33.62	67.99	64.79	20.16	-64.79	36.33	9.39	1	HDO H2O 2SUBD 02	Science: orders #168, #124, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 84: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7000 ms,20 bit,Rhythm = 8964 ms, Binning=3		
34	Nightside	2019 OCT 08 08:37:51	2019 OCT 08 09:07:16	2019 OCT 08 09:36:40	3528.43	67.99	-160.43	-126.38	-64.79	-18.75	64.79	143.55	21.41	1	-	-	-		
34	Dayside	2019 OCT 08 09:36:40	2019 OCT 08 10:06:14	2019 OCT 08 10:35:49	3548.83	-126.38	4.64	39.16	64.79	20.13	-64.79	36.59	9.37	1	AER H2Oi 3SUBD 01	Science: orders #169, #131, #127, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 84: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7000 ms,20 bit,Rhythm = 8964 ms, Binning=3		
35	Nightside	2019 OCT 08 10:35:49	2019 OCT 08 11:05:12	2019 OCT 08 11:34:36	3527.56	39.16	170.59	-155.29	-64.79	-18.70	64.79	143.28	21.39	3	-	-	-		
35	Dayside	2019 OCT 08 11:34:36	2019 OCT 08 12:04:11	2019 OCT 08 12:33:47	3550.46	-155.29	-24.34	10.20	64.79	20.13	-64.79	36.84	9.35	3	Surface 3SUBD 02	Science: orders #191, #194, #196, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
36	Nightside	2019 OCT 08 12:33:47	2019 OCT 08 13:03:09	2019 OCT 08 13:32:32	3525.81	10.20	141.61	175.71	-64.79	-18.71	64.79	143.03	21.37	17	-	-	COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
36	Dayside	2019 OCT 08 13:32:32	2019 OCT 08 14:02:07	2019 OCT 08 14:31:43	3550.22	175.71	-53.30	-18.89	64.79	20.12	-64.80	37.08	9.33	17	-		COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
37	Nightside	2019 OCT 08 14:31:43	2019 OCT 08 15:01:05	2019 OCT 08 15:30:27	3524.42	-18.89	112.65	146.65	-64.80	-18.77	64.80	142.81	21.35	3	-	-	-		
37	Dayside	2019 OCT 08 15:30:27	2019 OCT 08 16:00:01	2019 OCT 08 16:29:35	3548.42	146.65	-82.23	-47.98	64.80	20.14	-64.80	37.30	9.32	3	CH4 3SUBD 01	Science: orders #168, #134, #136, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
38	Nightside	2019 OCT 08 16:29:35	2019 OCT 08 16:58:57	2019 OCT 08 17:28:19	3523.72	-47.98	83.72	117.60	-64.80	-18.81	64.80	142.60	21.34	1	-	-	-		
38	Dayside	2019 OCT 08 17:28:19	2019 OCT 08 17:57:53	2019 OCT 08 18:27:26	3547.31	117.60	-111.16	-76.91	64.80	20.17	-64.80	37.51	9.30	1	CH4 2SUBD 03	Science: orders #136, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3	&daysideMatch:CLARITAS RISE; 	
39	Nightside	2019 OCT 08 18:27:26	2019 OCT 08 18:56:49	2019 OCT 08 19:26:11	3524.03	-76.91	54.81	88.69	-64.80	-18.77	64.80	142.37	21.32	14	-	-	-		
39	Dayside	2019 OCT 08 19:26:11	2019 OCT 08 19:55:45	2019 OCT 08 20:25:20	3549.29	88.69	-140.10	-105.69	64.80	20.17	-64.80	37.75	9.28	14	-		COP row 84: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7000 ms,20 bit,Rhythm = 8964 ms, Binning=3		
40	Nightside	2019 OCT 08 20:25:20	2019 OCT 08 20:54:43	2019 OCT 08 21:24:06	3525.98	-105.69	25.86	59.93	-64.80	-18.72	64.80	142.12	21.30	1	-	-	-		
40	Dayside	2019 OCT 08 21:24:06	2019 OCT 08 21:53:41	2019 OCT 08 22:23:16	3549.95	59.93	-169.07	-134.56	64.80	20.10	-64.80	38.01	9.26	1	HDO H2O 2SUBD 03	Science: orders #168, #121, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 88: NADIR: Horizontal Bin (57:240;0:1047), Tint = 10000 ms,20 bit,Rhythm = 11964 ms, Binning=3		
41	Nightside	2019 OCT 08 22:23:16	2019 OCT 08 22:52:40	2019 OCT 08 23:22:03	3527.65	-134.56	-3.12	31.06	-64.80	-18.73	64.81	141.87	21.28	1	-	-	-		
41	Dayside	2019 OCT 08 23:22:03	2019 OCT 08 23:51:38	2019 OCT 09 00:21:12	3548.90	31.06	161.95	-163.53	64.81	20.06	-64.81	38.27	9.25	1	Nominal 6SUBD 01	Science: orders #149, #134, #168, #119, #190, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
42	Nightside	2019 OCT 09 00:21:12	2019 OCT 09 00:50:36	2019 OCT 09 01:20:00	3527.99	-163.53	-32.10	2.04	-64.81	-18.73	64.81	141.62	21.27	3	-	-	-		
42	Dayside	2019 OCT 09 01:20:00	2019 OCT 09 01:49:34	2019 OCT 09 02:19:08	3547.67	2.04	132.98	167.45	64.81	20.10	-64.81	38.52	9.23	3	CH4 H2O 2SUBD 02	Science: orders #168, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 84: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7000 ms,20 bit,Rhythm = 8964 ms, Binning=3	&daysideMatch:INSIGHT; &daysideMatch:CURIOSITY; 	
43	Nightside	2019 OCT 09 02:19:08	2019 OCT 09 02:48:31	2019 OCT 09 03:17:55	3526.86	167.45	-61.06	-27.06	-64.81	-18.73	64.81	141.38	21.25	14	-	-	-		
43	Dayside	2019 OCT 09 03:17:55	2019 OCT 09 03:47:28	2019 OCT 09 04:17:02	3546.85	-27.06	104.02	138.39	64.81	20.16	-64.81	38.74	9.21	14	-		COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
44	Nightside	2019 OCT 09 04:17:02	2019 OCT 09 04:46:24	2019 OCT 09 05:15:47	3525.36	138.39	-90.00	-56.13	-64.81	-18.75	64.81	141.16	21.23	1	-	-	-		
44	Dayside	2019 OCT 09 05:15:47	2019 OCT 09 05:45:20	2019 OCT 09 06:14:53	3546.12	-56.13	75.10	109.36	64.81	20.20	-64.81	38.94	9.19	1	Surface 3SUBD 02	Science: orders #191, #194, #196, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3	&daysideMatch:NILI FOSSAE; 	
