Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Grazing solar occultation observation number,Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),SO start time (UTC),SO end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),Limb Height 250 km: entry (UTC),Min. Limb Height switch SCI1 to SCI2 (UTC),Limb Height 250 km: exit (UTC),Min. Limb Height (km),Latitude probed @ min. limb height (deg),Longitude probed @ min. limb height (deg),Beta angle (deg),Local Solar Time (LST): TGO2SUN vector surface intercept point @ min. limb height (h),Solar longitude Ls (deg),SO+SINBAD data volume (Mbit),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),Channel(s)+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
5,5,1,142,32747,0,0,0,1,0,2025 MAR 27 03:21:24,2025 MAR 27 04:00:34,2025 MAR 27 03:21:34,2025 MAR 27 04:00:34,N/A,N/A,2025 MAR 27 03:28:54,2025 MAR 27 04:00:34,2025 MAR 27 03:29:24,2025 MAR 27 03:44:26,2025 MAR 27 04:00:04,68.7142,-15.7787,-148.0187,66.4971,6.4447,62.0807,180.9122,N/A,344.1695,524.0495,10,480,1382,30,30,2340,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,1900,300,896,1400002C000A01E005661E1E09240301000D000D0000000000000000000000000000000001C2076C012C0380
5,5,2,143,32748,0,0,0,1,0,2025 MAR 27 05:19:08,2025 MAR 27 05:58:38,2025 MAR 27 05:19:18,2025 MAR 27 05:58:38,N/A,N/A,2025 MAR 27 05:26:38,2025 MAR 27 05:58:38,2025 MAR 27 05:27:08,2025 MAR 27 05:42:19,2025 MAR 27 05:58:08,62.2832,-15.5273,-176.8158,66.2635,6.4372,62.1165,182.805,N/A,347.7924,529.5543,10,480,1391,30,30,2360,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,1920,300,945,1400002C000A01E0056F1E1E09380301000D000D0000000000000000000000000000000001C20780012C03B1
5,5,3,144,32749,0,0,0,1,0,2025 MAR 27 07:16:53,2025 MAR 27 07:56:47,2025 MAR 27 07:17:03,2025 MAR 27 07:56:47,N/A,N/A,2025 MAR 27 07:24:23,2025 MAR 27 07:56:47,2025 MAR 27 07:24:53,2025 MAR 27 07:40:15,2025 MAR 27 07:56:17,54.7626,-15.4544,154.4546,66.0279,6.4353,62.1524,185.0764,N/A,352.1398,536.16,10,480,1402,30,30,2384,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,1944,300,1004,1400002C000A01E0057A1E1E09500301000D000D0000000000000000000000000000000001C20798012C03EC
5,5,4,145,32750,0,0,0,1,0,2025 MAR 27 09:14:37,2025 MAR 27 09:54:51,2025 MAR 27 09:14:47,2025 MAR 27 09:54:51,N/A,N/A,2025 MAR 27 09:22:07,2025 MAR 27 09:54:51,2025 MAR 27 09:22:37,2025 MAR 27 09:38:09,2025 MAR 27 09:54:21,47.7114,-15.392,125.7378,65.8017,6.4336,62.1882,186.9693,N/A,355.7626,541.6648,10,480,1412,30,30,2404,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,1964,300,1054,1400002C000A01E005841E1E09640301000D000D0000000000000000000000000000000001C207AC012C041E
5,5,5,147,32752,0,0,0,1,0,2025 MAR 27 13:09:58,2025 MAR 27 13:50:38,2025 MAR 27 13:10:08,2025 MAR 27 13:50:38,N/A,N/A,2025 MAR 27 13:17:28,2025 MAR 27 13:50:38,2025 MAR 27 13:17:58,2025 MAR 27 13:33:47,2025 MAR 27 13:50:08,37.1106,-15.0156,68.233,65.394,6.4228,62.2598,189.43,N/A,360.4723,548.821,10,480,1429,30,30,2430,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,1990,300,1123,1400002C000A01E005951E1E097E0301000D000D0000000000000000000000000000000001C207C6012C0463
5,5,6,148,32753,0,0,0,1,0,2025 MAR 27 15:07:46,2025 MAR 27 15:48:37,2025 MAR 27 15:07:56,2025 MAR 27 15:48:37,N/A,N/A,2025 MAR 27 15:15:16,2025 MAR 27 15:48:37,2025 MAR 27 15:15:46,2025 MAR 27 15:31:38,2025 MAR 27 15:48:07,32.2273,-14.6834,39.4088,65.1878,6.4131,62.2956,190.471,N/A,362.4649,551.8486,10,480,1432,30,30,2441,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,2001,300,1148,1400002C000A01E005981E1E09890301000D000D0000000000000000000000000000000001C207D1012C047C
5,5,7,149,32754,0,0,0,1,0,2025 MAR 27 17:05:36,2025 MAR 27 17:46:39,2025 MAR 27 17:05:46,2025 MAR 27 17:46:39,N/A,N/A,2025 MAR 27 17:13:06,2025 MAR 27 17:46:39,2025 MAR 27 17:13:36,2025 MAR 27 17:29:31,2025 MAR 27 17:46:09,26.7065,-14.3795,10.5893,64.9645,6.4044,62.3314,191.6068,N/A,364.6386,555.1514,10,480,1435,30,30,2453,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,2013,300,1175,1400002C000A01E0059B1E1E09950301000D000D0000000000000000000000000000000001C207DD012C0497
5,5,8,150,32755,0,0,0,1,0,2025 MAR 27 19:03:24,2025 MAR 27 19:44:42,2025 MAR 27 19:03:34,2025 MAR 27 19:44:42,N/A,N/A,2025 MAR 27 19:10:54,2025 MAR 27 19:44:42,2025 MAR 27 19:11:24,2025 MAR 27 19:27:26,2025 MAR 27 19:44:12,20.4194,-14.2425,-18.1643,64.7227,6.4006,62.3672,193.0264,N/A,367.3557,559.28,10,480,1442,30,30,2468,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,2028,300,1212,1400002C000A01E005A21E1E09A40301000D000D0000000000000000000000000000000001C207EC012C04BC
5,5,9,151,32756,0,0,0,1,0,2025 MAR 27 21:01:08,2025 MAR 27 21:42:44,2025 MAR 27 21:01:18,2025 MAR 27 21:42:44,N/A,N/A,2025 MAR 27 21:08:38,2025 MAR 27 21:42:44,2025 MAR 27 21:09:08,2025 MAR 27 21:25:20,2025 MAR 27 21:42:14,13.4132,-14.1894,-46.877,64.4846,6.3992,62.403,194.7299,N/A,370.6163,564.2343,10,480,1452,30,30,2486,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,2046,300,1258,1400002C000A01E005AC1E1E09B60301000D000D0000000000000000000000000000000001C207FE012C04EA
5,5,10,153,32758,0,0,0,1,0,2025 MAR 28 00:56:35,2025 MAR 28 01:38:36,2025 MAR 28 00:56:45,2025 MAR 28 01:38:36,N/A,N/A,2025 MAR 28 01:04:05,2025 MAR 28 01:38:36,2025 MAR 28 01:04:35,2025 MAR 28 01:21:01,2025 MAR 28 01:38:06,0.96538,-13.9163,-104.3473,64.0824,6.3914,62.4746,197.096,N/A,375.1448,571.1152,10,480,1466,30,30,2511,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,2071,300,1067,1400002C000A01E005BA1E1E09CF0301000D000D0000000000000000000000000000000001C20817012C042B
