Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Ingress solar occultation observation number,Merged Occultation (YES = 1; NO = 0),Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),SO start time (UTC),SO end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),Limb Height 250 km (UTC),Latitude probed @ limb height 250 km (deg),Longitude probed @ limb height 250 km (deg),Limb Height 0 km (UTC),Latitude probed @ limb height 0 km (deg),Longitude probed @ limb height 0 km (deg),Limb Height 50 km: switch SCI1 to SCI2 (UTC),Beta angle (deg),Eclipse duration (Umbra end - Umbra start) (s),Local Solar Time (LST): TGO2SUN vector surface intercept point @ limb height 0 km (h),Solar longitude Ls (deg),SO+SINBAD data volume (Mbit),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),Channel(s)+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
1,1,1,0,2,31582,0,0,0,1,0,2024 DEC 21 17:46:31,2024 DEC 21 17:58:19,2024 DEC 21 17:46:41,2024 DEC 21 17:58:19,N/A,N/A,2024 DEC 21 17:54:01,2024 DEC 21 17:58:19,2024 DEC 21 17:54:31,69.3086,3.6555,2024 DEC 21 17:57:49,67.002,3.4735,2024 DEC 21 17:57:14,-9.9948,2463,19.5161,19.0851,25.5098,N/A,46.7346,72.109,10,480,643,30,30,698,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,258,300,953,1400002C000A01E002831E1E02BA0301000D000D0000000000000000000000000000000001C20102012C03B9
1,1,2,0,4,31584,0,0,0,1,0,2024 DEC 21 21:42:26,2024 DEC 21 21:54:14,2024 DEC 21 21:42:36,2024 DEC 21 21:54:14,N/A,N/A,2024 DEC 21 21:49:56,2024 DEC 21 21:54:14,2024 DEC 21 21:50:26,68.9752,-54.0727,2024 DEC 21 21:53:44,66.6929,-54.9335,2024 DEC 21 21:53:09,-10.4388,2462,19.45,19.1624,25.5098,N/A,46.7346,72.109,10,480,643,30,30,698,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,258,300,953,1400002C000A01E002831E1E02BA0301000D000D0000000000000000000000000000000001C20102012C03B9
1,1,3,0,6,31586,0,0,0,1,0,2024 DEC 22 01:38:22,2024 DEC 22 01:50:11,2024 DEC 22 01:38:32,2024 DEC 22 01:50:11,N/A,N/A,2024 DEC 22 01:45:52,2024 DEC 22 01:50:11,2024 DEC 22 01:46:22,68.7618,-111.655,2024 DEC 22 01:49:41,66.205,-111.5697,2024 DEC 22 01:49:06,-10.8971,2461,19.5025,19.2397,25.6045,N/A,46.9157,72.3842,10,480,644,30,30,699,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,259,300,956,1400002C000A01E002841E1E02BB0301000D000D0000000000000000000000000000000001C20103012C03BC
1,1,4,0,15,31595,0,0,0,1,0,2024 DEC 22 19:19:43,2024 DEC 22 19:31:34,2024 DEC 22 19:19:53,2024 DEC 22 19:31:34,N/A,N/A,2024 DEC 22 19:27:13,2024 DEC 22 19:31:34,2024 DEC 22 19:27:43,67.7261,-10.7377,2024 DEC 22 19:31:04,64.9002,-11.7107,2024 DEC 22 19:30:29,-12.9052,2451,19.3806,19.5871,25.7937,N/A,47.278,72.9347,10,480,646,30,30,701,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,261,300,962,1400002C000A01E002861E1E02BD0301000D000D0000000000000000000000000000000001C20105012C03C2
1,1,5,0,17,31597,0,0,0,1,0,2024 DEC 22 23:15:42,2024 DEC 22 23:27:33,2024 DEC 22 23:15:52,2024 DEC 22 23:27:33,N/A,N/A,2024 DEC 22 23:23:12,2024 DEC 22 23:27:33,2024 DEC 22 23:23:42,67.3845,-68.4522,2024 DEC 22 23:27:03,64.2324,-68.1232,2024 DEC 22 23:26:27,-13.3516,2450,19.4486,19.6643,25.7937,N/A,47.278,72.9347,10,480,645,30,30,701,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,261,300,961,1400002C000A01E002851E1E02BD0301000D000D0000000000000000000000000000000001C20105012C03C1
1,1,6,0,19,31599,0,0,0,1,0,2024 DEC 23 03:11:35,2024 DEC 23 03:23:27,2024 DEC 23 03:11:45,2024 DEC 23 03:23:27,N/A,N/A,2024 DEC 23 03:19:05,2024 DEC 23 03:23:27,2024 DEC 23 03:19:35,67.2022,-125.9691,2024 DEC 23 03:22:57,63.9424,-125.6771,2024 DEC 23 03:22:21,-13.8093,2448,19.4389,19.7414,25.8884,N/A,47.4592,73.2099,10,480,646,30,30,702,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,262,300,964,1400002C000A01E002861E1E02BE0301000D000D0000000000000000000000000000000001C20106012C03C4
1,1,7,0,21,31601,0,0,0,1,0,2024 DEC 23 07:07:23,2024 DEC 23 07:19:15,2024 DEC 23 07:07:33,2024 DEC 23 07:19:15,N/A,N/A,2024 DEC 23 07:14:53,2024 DEC 23 07:19:15,2024 DEC 23 07:15:23,66.9828,176.4974,2024 DEC 23 07:18:45,63.8917,175.3377,2024 DEC 23 07:18:10,-14.2501,2445,19.3325,19.8185,25.8884,N/A,47.4592,73.2099,10,480,647,30,30,702,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,262,300,965,1400002C000A01E002871E1E02BE0301000D000D0000000000000000000000000000000001C20106012C03C5
1,1,8,0,27,31607,0,0,0,1,0,2024 DEC 23 18:55:01,2024 DEC 23 19:06:55,2024 DEC 23 18:55:11,2024 DEC 23 19:06:55,N/A,N/A,2024 DEC 23 19:02:31,2024 DEC 23 19:06:55,2024 DEC 23 19:03:01,66.229,3.7611,2024 DEC 23 19:06:25,62.7257,3.1516,2024 DEC 23 19:05:49,-15.585,2438,19.3353,20.0498,26.0777,N/A,47.8215,73.7604,10,480,648,30,30,704,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,264,300,970,1400002C000A01E002881E1E02C00301000D000D0000000000000000000000000000000001C20108012C03CA
1,1,9,0,29,31609,0,0,0,1,0,2024 DEC 23 22:50:59,2024 DEC 23 23:02:52,2024 DEC 23 22:51:09,2024 DEC 23 23:02:52,N/A,N/A,2024 DEC 23 22:58:29,2024 DEC 23 23:02:52,2024 DEC 23 22:58:59,65.8412,-53.9631,2024 DEC 23 23:02:22,62.3924,-55.2754,2024 DEC 23 23:01:46,-16.0234,2435,19.2683,20.1269,25.983,N/A,47.6403,73.4852,10,480,647,30,30,703,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,263,300,967,1400002C000A01E002871E1E02BF0301000D000D0000000000000000000000000000000001C20107012C03C7
1,1,10,0,31,31611,0,0,0,1,0,2024 DEC 24 02:46:55,2024 DEC 24 02:58:49,2024 DEC 24 02:47:05,2024 DEC 24 02:58:49,N/A,N/A,2024 DEC 24 02:54:25,2024 DEC 24 02:58:49,2024 DEC 24 02:54:55,65.6155,-111.5198,2024 DEC 24 02:58:19,62.1252,-113.2418,2024 DEC 24 02:57:43,-16.4803,2433,19.2322,20.204,26.0777,N/A,47.8215,73.7604,10,480,648,30,30,704,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,264,300,970,1400002C000A01E002881E1E02C00301000D000D0000000000000000000000000000000001C20108012C03CA
