Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Thermal orbit number,Thermal orbit start (TDN2(n)+2min),Thermal orbit end (TDN2(n+1)+2min-1s),Thermal orbit duration (s),Nightside nadir start = TD2N(n),Nightside nadir end = TN2D(n)-1s,Nightside duration (s),Dayside nadir start = TN2D(n),Dayside nadir end = TD2N(n+1)-1s,Dayside duration (s),Dayside nadir min. phase angle (deg),Dayside nadir min. phase angle time (UTC)
3,3,1,2024 DEC 21 15:52:42,2024 DEC 21 17:50:34,7072,2024 DEC 21 15:50:43,2024 DEC 21 16:49:31,3528,2024 DEC 21 16:49:32,2024 DEC 21 17:48:34,3542,9.9368,2024 DEC 21 17:18:47
1,1,2,2024 DEC 21 17:50:35,2024 DEC 21 19:48:29,7074,2024 DEC 21 17:48:35,2024 DEC 21 18:47:24,3529,2024 DEC 21 18:47:25,2024 DEC 21 19:46:29,3544,10.1438,2024 DEC 21 19:16:41
3,3,3,2024 DEC 21 19:48:30,2024 DEC 21 21:46:26,7076,2024 DEC 21 19:46:30,2024 DEC 21 20:45:20,3530,2024 DEC 21 20:45:21,2024 DEC 21 21:44:26,3545,10.3726,2024 DEC 21 21:14:38
1,1,4,2024 DEC 21 21:46:27,2024 DEC 21 23:44:25,7078,2024 DEC 21 21:44:27,2024 DEC 21 22:43:19,3532,2024 DEC 21 22:43:20,2024 DEC 21 23:42:25,3545,10.6077,2024 DEC 21 23:12:36
3,3,5,2024 DEC 21 23:44:26,2024 DEC 22 01:42:22,7076,2024 DEC 21 23:42:26,2024 DEC 22 00:41:18,3532,2024 DEC 22 00:41:19,2024 DEC 22 01:40:22,3543,10.8399,2024 DEC 22 01:10:35
1,1,6,2024 DEC 22 01:42:23,2024 DEC 22 03:40:18,7075,2024 DEC 22 01:40:23,2024 DEC 22 02:39:15,3532,2024 DEC 22 02:39:16,2024 DEC 22 03:38:18,3542,11.0682,2024 DEC 22 03:08:32
1,1,7,2024 DEC 22 03:40:19,2024 DEC 22 05:38:11,7072,2024 DEC 22 03:38:19,2024 DEC 22 04:37:09,3530,2024 DEC 22 04:37:10,2024 DEC 22 05:36:11,3541,11.2884,2024 DEC 22 05:06:25
3,3,8,2024 DEC 22 05:38:12,2024 DEC 22 07:36:06,7074,2024 DEC 22 05:36:12,2024 DEC 22 06:35:02,3530,2024 DEC 22 06:35:03,2024 DEC 22 07:34:06,3543,11.4971,2024 DEC 22 07:04:18
1,1,9,2024 DEC 22 07:36:07,2024 DEC 22 09:34:03,7076,2024 DEC 22 07:34:07,2024 DEC 22 08:32:58,3531,2024 DEC 22 08:32:59,2024 DEC 22 09:32:03,3544,11.7047,2024 DEC 22 09:02:16
3,3,10,2024 DEC 22 09:34:04,2024 DEC 22 11:32:02,7078,2024 DEC 22 09:32:04,2024 DEC 22 10:30:57,3533,2024 DEC 22 10:30:58,2024 DEC 22 11:30:02,3544,11.9341,2024 DEC 22 11:00:15
1,1,11,2024 DEC 22 11:32:03,2024 DEC 22 13:30:00,7077,2024 DEC 22 11:30:03,2024 DEC 22 12:28:55,3532,2024 DEC 22 12:28:56,2024 DEC 22 13:28:00,3544,12.1813,2024 DEC 22 12:58:13
3,3,12,2024 DEC 22 13:30:01,2024 DEC 22 15:27:56,7075,2024 DEC 22 13:28:01,2024 DEC 22 14:26:51,3530,2024 DEC 22 14:26:52,2024 DEC 22 15:25:56,3544,12.4229,2024 DEC 22 14:56:08
1,1,13,2024 DEC 22 15:27:57,2024 DEC 22 17:25:49,7072,2024 DEC 22 15:25:57,2024 DEC 22 16:24:46,3529,2024 DEC 22 16:24:47,2024 DEC 22 17:23:49,3542,12.6413,2024 DEC 22 16:54:02
3,3,14,2024 DEC 22 17:25:50,2024 DEC 22 19:23:43,7073,2024 DEC 22 17:23:50,2024 DEC 22 18:22:38,3528,2024 DEC 22 18:22:39,2024 DEC 22 19:21:43,3544,12.8425,2024 DEC 22 18:51:56
1,1,15,2024 DEC 22 19:23:44,2024 DEC 22 21:21:40,7076,2024 DEC 22 19:21:44,2024 DEC 22 20:20:33,3529,2024 DEC 22 20:20:34,2024 DEC 22 21:19:40,3546,13.0595,2024 DEC 22 20:49:51
3,3,16,2024 DEC 22 21:21:41,2024 DEC 22 23:19:38,7077,2024 DEC 22 21:19:41,2024 DEC 22 22:18:31,3530,2024 DEC 22 22:18:32,2024 DEC 22 23:17:38,3546,13.2918,2024 DEC 22 22:47:49
1,1,17,2024 DEC 22 23:19:39,2024 DEC 23 01:17:36,7077,2024 DEC 22 23:17:39,2024 DEC 23 00:16:31,3532,2024 DEC 23 00:16:32,2024 DEC 23 01:15:36,3544,13.5251,2024 DEC 23 00:45:48
3,3,18,2024 DEC 23 01:17:37,2024 DEC 23 03:15:32,7075,2024 DEC 23 01:15:37,2024 DEC 23 02:14:29,3532,2024 DEC 23 02:14:30,2024 DEC 23 03:13:32,3542,13.7558,2024 DEC 23 02:43:46
1,1,19,2024 DEC 23 03:15:33,2024 DEC 23 05:13:26,7073,2024 DEC 23 03:13:33,2024 DEC 23 04:12:24,3531,2024 DEC 23 04:12:25,2024 DEC 23 05:11:26,3541,13.9786,2024 DEC 23 04:41:40
