Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Ingress solar occultation observation number,Merged Occultation (YES = 1; NO = 0),Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),SO start time (UTC),SO end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),Limb Height 250 km (UTC),Latitude probed @ limb height 250 km (deg),Longitude probed @ limb height 250 km (deg),Limb Height 0 km (UTC),Latitude probed @ limb height 0 km (deg),Longitude probed @ limb height 0 km (deg),Limb Height 50 km: switch SCI1 to SCI2 (UTC),Beta angle (deg),Eclipse duration (Umbra end - Umbra start) (s),Local Solar Time (LST): TGO2SUN vector surface intercept point @ limb height 0 km (h),Solar longitude Ls (deg),SO+SINBAD data volume (Mbit),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),Channel(s)+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
1,1,1,0,15,4235,0,0,0,1,0,2018 NOV 04 17:23:43,2018 NOV 04 17:38:43,2018 NOV 04 17:23:53,2018 NOV 04 17:38:43,N/A,N/A,2018 NOV 04 17:33:53,2018 NOV 04 17:38:43,2018 NOV 04 17:34:23,-64.9577,101.9896,2018 NOV 04 17:38:13,-63.6952,112.2844,2018 NOV 04 17:37:34,-20.7442,2403,0.2425,282.138,28.9355,N/A,15.3606,44.1432,10,640,831,30,30,890,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,290,327,1097,1400002C000A0280033F1E1E037A000109D009D0000000000000000000000000000000000262012201470449
1,1,2,0,21,4241,0,0,0,1,0,2018 NOV 05 05:10:49,2018 NOV 05 05:25:46,2018 NOV 05 05:10:59,2018 NOV 05 05:25:46,N/A,N/A,2018 NOV 05 05:20:59,2018 NOV 05 05:25:46,2018 NOV 05 05:21:29,-64.8304,-72.6054,2018 NOV 05 05:25:16,-63.7258,-63.1279,2018 NOV 05 05:24:37,-19.1616,2417,0.012222,282.442,28.6516,N/A,15.2017,43.702,10,640,828,30,30,887,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,287,327,1088,1400002C000A0280033C1E1E0377000109D009D0000000000000000000000000000000000262011F01470440
1,1,3,0,27,4247,0,0,0,1,0,2018 NOV 05 16:57:55,2018 NOV 05 17:12:50,2018 NOV 05 16:58:05,2018 NOV 05 17:12:50,N/A,N/A,2018 NOV 05 17:08:05,2018 NOV 05 17:12:50,2018 NOV 05 17:08:35,-64.647,112.7049,2018 NOV 05 17:12:20,-63.975,121.3538,2018 NOV 05 17:11:42,-17.5843,2428,23.775,282.7459,28.4623,N/A,15.0958,43.4079,10,640,827,30,30,885,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,285,327,1083,1400002C000A0280033B1E1E0375000109D009D0000000000000000000000000000000000262011D0147043B
1,1,4,0,29,4249,0,0,0,1,0,2018 NOV 05 20:53:36,2018 NOV 05 21:08:30,2018 NOV 05 20:53:46,2018 NOV 05 21:08:30,N/A,N/A,2018 NOV 05 21:03:46,2018 NOV 05 21:08:30,2018 NOV 05 21:04:16,-64.595,54.6988,2018 NOV 05 21:08:00,-64.1089,63.0188,2018 NOV 05 21:07:22,-17.0373,2430,23.7069,282.8472,28.3676,N/A,15.0428,43.2608,10,640,826,30,30,884,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,284,327,1080,1400002C000A0280033A1E1E0374000109D009D0000000000000000000000000000000000262011C01470438
1,1,5,0,33,4253,0,0,0,1,0,2018 NOV 06 04:45:04,2018 NOV 06 04:59:57,2018 NOV 06 04:45:14,2018 NOV 06 04:59:57,N/A,N/A,2018 NOV 06 04:55:14,2018 NOV 06 04:59:57,2018 NOV 06 04:55:44,-64.4335,-61.785,2018 NOV 06 04:59:27,-63.5722,-53.9096,2018 NOV 06 04:58:49,-16.004,2438,23.5558,283.0497,28.273,N/A,14.9898,43.1137,10,640,825,30,30,883,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,283,327,1077,1400002C000A028003391E1E0373000109D009D0000000000000000000000000000000000262011B01470435
1,1,6,0,35,4255,0,0,0,1,0,2018 NOV 06 08:40:44,2018 NOV 06 08:55:36,2018 NOV 06 08:40:54,2018 NOV 06 08:55:36,N/A,N/A,2018 NOV 06 08:50:54,2018 NOV 06 08:55:36,2018 NOV 06 08:51:24,-64.3615,-119.8526,2018 NOV 06 08:55:06,-64.0367,-112.4124,2018 NOV 06 08:54:28,-15.4584,2441,23.4764,283.1509,28.1784,N/A,14.9369,42.9667,10,640,824,30,30,882,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,282,327,1074,1400002C000A028003381E1E0372000109D009D0000000000000000000000000000000000262011A01470432
1,1,7,0,39,4259,0,0,0,1,0,2018 NOV 06 16:32:10,2018 NOV 06 16:47:01,2018 NOV 06 16:32:20,2018 NOV 06 16:47:01,N/A,N/A,2018 NOV 06 16:42:20,2018 NOV 06 16:47:01,2018 NOV 06 16:42:50,-64.1626,123.6541,2018 NOV 06 16:46:31,-63.653,130.6263,2018 NOV 06 16:45:53,-14.4338,2447,23.3225,283.3533,28.0837,N/A,14.8839,42.8196,10,640,823,30,30,881,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,281,327,1071,1400002C000A028003371E1E0371000109D009D000000000000000000000000000000000026201190147042F
1,1,8,0,43,4263,0,0,0,1,0,2018 NOV 07 00:23:31,2018 NOV 07 00:38:21,2018 NOV 07 00:23:41,2018 NOV 07 00:38:21,N/A,N/A,2018 NOV 07 00:33:41,2018 NOV 07 00:38:21,2018 NOV 07 00:34:11,-63.9804,7.487,2018 NOV 07 00:37:51,-64.0837,13.6531,2018 NOV 07 00:37:14,-13.3956,2452,23.1661,283.5556,27.9891,N/A,14.8309,42.6726,10,640,823,30,30,880,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,280,327,1069,1400002C000A028003371E1E0370000109D009D000000000000000000000000000000000026201180147042D
1,1,9,0,45,4265,0,0,0,1,0,2018 NOV 07 04:19:21,2018 NOV 07 04:34:09,2018 NOV 07 04:19:31,2018 NOV 07 04:34:09,N/A,N/A,2018 NOV 07 04:29:31,2018 NOV 07 04:34:09,2018 NOV 07 04:30:01,-63.8745,-50.6888,2018 NOV 07 04:33:39,-63.779,-44.7523,2018 NOV 07 04:33:02,-12.8663,2454,23.0958,283.6568,27.7998,N/A,14.725,42.3784,10,640,821,30,30,878,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,278,327,1063,1400002C000A028003351E1E036E000109D009D0000000000000000000000000000000000262011601470427
1,1,10,0,49,4269,0,0,0,1,0,2018 NOV 07 12:10:42,2018 NOV 07 12:25:30,2018 NOV 07 12:10:52,2018 NOV 07 12:25:30,N/A,N/A,2018 NOV 07 12:20:52,2018 NOV 07 12:25:30,2018 NOV 07 12:21:22,-63.6716,-166.8029,2018 NOV 07 12:25:00,-63.0917,-161.1311,2018 NOV 07 12:24:23,-11.8101,2460,22.9794,283.859,27.7998,N/A,14.725,42.3784,10,640,821,30,30,878,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,278,327,1063,1400002C000A028003351E1E036E000109D009D0000000000000000000000000000000000262011601470427
