Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Grazing solar occultation observation number,Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),SO start time (UTC),SO end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),Limb Height 250 km: entry (UTC),Min. Limb Height switch SCI1 to SCI2 (UTC),Limb Height 250 km: exit (UTC),Min. Limb Height (km),Latitude probed @ min. limb height (deg),Longitude probed @ min. limb height (deg),Beta angle (deg),Local Solar Time (LST): TGO2SUN vector surface intercept point @ min. limb height (h),Solar longitude Ls (deg),SO+SINBAD data volume (Mbit),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),Channel(s)+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
5,5,1,97,30309,0,0,0,1,0,2024 SEP 08 12:14:11,2024 SEP 08 12:56:01,2024 SEP 08 12:14:21,2024 SEP 08 12:56:01,N/A,N/A,2024 SEP 08 12:21:41,2024 SEP 08 12:56:01,2024 SEP 08 12:22:11,2024 SEP 08 12:37:39,2024 SEP 08 12:55:31,0,-2.2057,144.0729,-63.6438,18.1039,325.7703,196.0549,N/A,373.1522,568.0876,10,480,1408,30,30,2500,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,2060,300,987,1400002C000A01E005801E1E09C40301000D000D0000000000000000000000000000000001C2080C012C03DB
5,5,2,99,30311,0,0,0,1,0,2024 SEP 08 16:10:20,2024 SEP 08 16:51:46,2024 SEP 08 16:10:30,2024 SEP 08 16:51:46,N/A,N/A,2024 SEP 08 16:17:50,2024 SEP 08 16:51:46,2024 SEP 08 16:18:20,2024 SEP 08 16:34:23,2024 SEP 08 16:51:16,11.3116,-5.1325,86.1985,-64.131,18.0856,325.862,193.7835,N/A,368.8048,561.4819,10,480,1443,30,30,2476,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,2036,300,1229,1400002C000A01E005A31E1E09AC0301000D000D0000000000000000000000000000000001C207F4012C04CD
5,5,3,102,30314,0,0,0,1,0,2024 SEP 08 22:04:25,2024 SEP 08 22:45:03,2024 SEP 08 22:04:35,2024 SEP 08 22:45:03,N/A,N/A,2024 SEP 08 22:11:55,2024 SEP 08 22:45:03,2024 SEP 08 22:12:25,2024 SEP 08 22:28:05,2024 SEP 08 22:44:33,31.0694,-5.1945,0.1527,-64.8291,18.0861,325.9989,189.2407,N/A,360.11,548.2705,10,480,1420,30,30,2428,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,1988,300,1110,1400002C000A01E0058C1E1E097C0301000D000D0000000000000000000000000000000001C207C4012C0456
5,5,4,103,30315,0,0,0,1,0,2024 SEP 09 00:02:38,2024 SEP 09 00:42:55,2024 SEP 09 00:02:48,2024 SEP 09 00:42:55,N/A,N/A,2024 SEP 09 00:10:08,2024 SEP 09 00:42:55,2024 SEP 09 00:10:38,2024 SEP 09 00:26:14,2024 SEP 09 00:42:25,39.0222,-5.7622,-28.4533,-65.0781,18.0956,326.0446,187.2532,N/A,356.3061,542.4905,10,480,1416,30,30,2407,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,1967,300,1064,1400002C000A01E005881E1E09670301000D000D0000000000000000000000000000000001C207AF012C0428
5,5,5,106,30318,0,0,0,1,0,2024 SEP 09 05:56:51,2024 SEP 09 06:36:17,2024 SEP 09 05:57:01,2024 SEP 09 06:36:17,N/A,N/A,2024 SEP 09 06:04:21,2024 SEP 09 06:36:17,2024 SEP 09 06:04:51,2024 SEP 09 06:20:03,2024 SEP 09 06:35:47,58.9649,-5.7047,-114.5581,-65.8011,18.0942,326.1815,182.4265,N/A,347.0678,528.4534,10,480,1392,30,30,2356,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,1916,300,938,1400002C000A01E005701E1E09340301000D000D0000000000000000000000000000000001C2077C012C03AA
5,5,6,304,30516,0,0,0,1,0,2024 SEP 25 11:58:01,2024 SEP 25 12:37:18,2024 SEP 25 11:58:11,2024 SEP 25 12:37:18,N/A,N/A,2024 SEP 25 12:05:31,2024 SEP 25 12:37:18,2024 SEP 25 12:06:01,2024 SEP 25 12:21:47,2024 SEP 25 12:36:48,63.0697,-12.5221,127.714,-66.1024,5.8439,335.1066,181.5747,N/A,345.4375,525.9762,10,480,1426,30,30,2347,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,1907,300,954,1400002C000A01E005921E1E092B0301000D000D0000000000000000000000000000000001C20773012C03BA
5,5,7,307,30519,0,0,0,1,0,2024 SEP 25 17:51:20,2024 SEP 25 18:31:23,2024 SEP 25 17:51:30,2024 SEP 25 18:31:23,N/A,N/A,2024 SEP 25 17:58:50,2024 SEP 25 18:31:23,2024 SEP 25 17:59:20,2024 SEP 25 18:15:28,2024 SEP 25 18:30:53,45.4386,-12.5693,41.6576,-65.403,5.8439,335.2396,185.9282,N/A,353.7701,538.6372,10,480,1448,30,30,2393,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,1953,300,1068,1400002C000A01E005A81E1E09590301000D000D0000000000000000000000000000000001C207A1012C042C
5,5,8,309,30521,0,0,0,1,0,2024 SEP 25 21:47:01,2024 SEP 25 22:27:39,2024 SEP 25 21:47:11,2024 SEP 25 22:27:39,N/A,N/A,2024 SEP 25 21:54:31,2024 SEP 25 22:27:39,2024 SEP 25 21:55:01,2024 SEP 25 22:11:23,2024 SEP 25 22:27:09,31.8019,-12.616,-15.7474,-64.8953,5.8439,335.3282,189.2407,N/A,360.11,548.2705,10,480,1462,30,30,2428,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,1988,300,1152,1400002C000A01E005B61E1E097C0301000D000D0000000000000000000000000000000001C207C4012C0480
5,5,9,311,30523,0,0,0,1,0,2024 SEP 26 01:42:32,2024 SEP 26 02:23:48,2024 SEP 26 01:42:42,2024 SEP 26 02:23:48,N/A,N/A,2024 SEP 26 01:50:02,2024 SEP 26 02:23:48,2024 SEP 26 01:50:32,2024 SEP 26 02:07:18,2024 SEP 26 02:23:18,17.9565,-12.2743,-73.0782,-64.4219,5.8489,335.4169,192.8371,N/A,366.9934,558.7295,10,480,1486,30,30,2466,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,2026,300,1252,1400002C000A01E005CE1E1E09A20301000D000D0000000000000000000000000000000001C207EA012C04E4
5,5,10,313,30525,0,0,0,1,0,2024 SEP 26 05:38:09,2024 SEP 26 06:19:47,2024 SEP 26 05:38:19,2024 SEP 26 06:19:47,N/A,N/A,2024 SEP 26 05:45:39,2024 SEP 26 06:19:47,2024 SEP 26 05:46:09,2024 SEP 26 06:03:03,2024 SEP 26 06:19:17,5.6263,-12.4103,-130.4598,-63.9548,5.8478,335.5054,194.9192,N/A,370.9785,564.7848,10,480,1494,30,30,2488,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,2048,300,1049,1400002C000A01E005D61E1E09B80301000D000D0000000000000000000000000000000001C20800012C0419
