Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Thermal orbit number,Thermal orbit start (TDN2(n)+2min),Thermal orbit end (TDN2(n+1)+2min-1s),Thermal orbit duration (s),Nightside nadir start = TD2N(n),Nightside nadir end = TN2D(n)-1s,Nightside duration (s),Dayside nadir start = TN2D(n),Dayside nadir end = TD2N(n+1)-1s,Dayside duration (s),Dayside nadir min. phase angle (deg),Dayside nadir min. phase angle time (UTC)
3,3,1,2022 DEC 24 15:54:32,2022 DEC 24 17:52:28,7076,2022 DEC 24 15:52:32,2022 DEC 24 16:51:36,3544,2022 DEC 24 16:51:37,2022 DEC 24 17:50:28,3531,25.3976,2022 DEC 24 17:20:48
1,1,2,2022 DEC 24 17:52:29,2022 DEC 24 19:50:23,7074,2022 DEC 24 17:50:29,2022 DEC 24 18:49:32,3543,2022 DEC 24 18:49:33,2022 DEC 24 19:48:23,3530,25.1872,2022 DEC 24 19:18:43
3,3,3,2022 DEC 24 19:50:24,2022 DEC 24 21:48:16,7072,2022 DEC 24 19:48:24,2022 DEC 24 20:47:24,3540,2022 DEC 24 20:47:25,2022 DEC 24 21:46:16,3531,24.9703,2022 DEC 24 21:16:35
1,1,4,2022 DEC 24 21:48:17,2022 DEC 24 23:46:11,7074,2022 DEC 24 21:46:17,2022 DEC 24 22:45:18,3541,2022 DEC 24 22:45:19,2022 DEC 24 23:44:11,3532,24.7441,2022 DEC 24 23:14:30
3,3,5,2022 DEC 24 23:46:12,2022 DEC 25 01:44:10,7078,2022 DEC 24 23:44:12,2022 DEC 25 00:43:15,3543,2022 DEC 25 00:43:16,2022 DEC 25 01:42:10,3534,24.5101,2022 DEC 25 01:12:28
3,3,6,2022 DEC 25 01:44:11,2022 DEC 25 03:42:09,7078,2022 DEC 25 01:42:11,2022 DEC 25 02:41:14,3543,2022 DEC 25 02:41:15,2022 DEC 25 03:40:09,3534,24.266,2022 DEC 25 03:10:27
1,1,7,2022 DEC 25 03:42:10,2022 DEC 25 05:40:07,7077,2022 DEC 25 03:40:10,2022 DEC 25 04:39:11,3541,2022 DEC 25 04:39:12,2022 DEC 25 05:38:07,3535,24.0258,2022 DEC 25 05:08:24
1,1,8,2022 DEC 25 05:40:08,2022 DEC 25 07:38:02,7074,2022 DEC 25 05:38:08,2022 DEC 25 06:37:08,3540,2022 DEC 25 06:37:09,2022 DEC 25 07:36:02,3533,23.8042,2022 DEC 25 07:06:20
3,3,9,2022 DEC 25 07:38:03,2022 DEC 25 09:35:55,7072,2022 DEC 25 07:36:03,2022 DEC 25 08:35:01,3538,2022 DEC 25 08:35:02,2022 DEC 25 09:33:55,3533,23.5963,2022 DEC 25 09:04:13
1,1,10,2022 DEC 25 09:35:56,2022 DEC 25 11:33:49,7073,2022 DEC 25 09:33:56,2022 DEC 25 10:32:54,3538,2022 DEC 25 10:32:55,2022 DEC 25 11:31:49,3534,23.3729,2022 DEC 25 11:02:08
