OBSERVATION NUMBER,TC20 FIXED,TC20 PRECOOLING,TC20 SCI1,TC20 SCI2,OBSERVATION TYPE,APPROX TC START TIME,COMMENTS
26,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 24 16:36:17,COMMENT_GOES_HERE
27,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 24 16:36:17,COMMENT_GOES_HERE
28,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 24 18:41:27,COMMENT_GOES_HERE
29,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 24 18:41:27,COMMENT_GOES_HERE
30,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 24 18:41:27,COMMENT_GOES_HERE
31,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 24 20:46:39,COMMENT_GOES_HERE
32,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 24 20:46:39,COMMENT_GOES_HERE
33,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 24 20:46:39,COMMENT_GOES_HERE
34,1,1,1033,1033,Dayside_Nadir,2018 MAR 24 22:41:47,NONE
35,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 25 00:56:53,COMMENT_GOES_HERE
36,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 25 00:56:53,COMMENT_GOES_HERE
37,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 25 00:56:53,COMMENT_GOES_HERE
38,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 25 03:01:57,COMMENT_GOES_HERE
39,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 25 03:01:57,COMMENT_GOES_HERE
40,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 25 03:01:57,COMMENT_GOES_HERE
41,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 25 05:07:07,COMMENT_GOES_HERE
42,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 25 05:07:07,COMMENT_GOES_HERE
43,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 25 05:07:07,COMMENT_GOES_HERE
44,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 25 07:12:19,COMMENT_GOES_HERE
45,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 25 07:12:19,COMMENT_GOES_HERE
46,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 25 07:12:19,COMMENT_GOES_HERE
47,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 25 09:17:27,COMMENT_GOES_HERE
48,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 25 09:17:27,COMMENT_GOES_HERE
49,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 25 09:17:27,COMMENT_GOES_HERE
50,1,1,1860,1860,Dayside_Nadir,2018 MAR 25 11:12:35,NONE
51,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 25 13:27:39,COMMENT_GOES_HERE
52,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 25 13:27:39,COMMENT_GOES_HERE
53,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 25 13:27:39,COMMENT_GOES_HERE
54,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 25 15:32:45,COMMENT_GOES_HERE
55,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 25 15:32:45,COMMENT_GOES_HERE
56,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 25 15:32:45,COMMENT_GOES_HERE
57,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 25 17:37:55,COMMENT_GOES_HERE
58,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 25 17:37:55,COMMENT_GOES_HERE
59,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 25 17:37:55,COMMENT_GOES_HERE
60,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 25 19:43:05,COMMENT_GOES_HERE
61,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 25 19:43:05,COMMENT_GOES_HERE
62,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 25 19:43:05,COMMENT_GOES_HERE
63,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 25 21:48:17,COMMENT_GOES_HERE
64,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 25 21:48:17,COMMENT_GOES_HERE
65,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 25 21:48:17,COMMENT_GOES_HERE
66,1,1,2626,2626,Dayside_Nadir,2018 MAR 25 23:43:25,NONE
67,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 26 01:58:31,COMMENT_GOES_HERE
68,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 26 01:58:31,COMMENT_GOES_HERE
69,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 26 01:58:31,COMMENT_GOES_HERE
70,1,1,116,116,Dayside_Nadir,2018 MAR 26 03:53:35,NONE
71,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 26 06:08:47,COMMENT_GOES_HERE
72,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 26 06:08:47,COMMENT_GOES_HERE
73,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 26 06:08:47,COMMENT_GOES_HERE
74,1,1,1779,1779,Dayside_Nadir,2018 MAR 26 08:03:57,NONE
75,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 26 10:19:07,COMMENT_GOES_HERE
76,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 26 10:19:07,COMMENT_GOES_HERE
77,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 26 10:19:07,COMMENT_GOES_HERE
78,1,1,2364,2364,Dayside_Nadir,2018 MAR 26 12:14:15,NONE
79,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 26 14:29:19,COMMENT_GOES_HERE
80,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 26 14:29:19,COMMENT_GOES_HERE
81,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 26 14:29:19,COMMENT_GOES_HERE
82,1,1,1029,1029,Dayside_Nadir,2018 MAR 26 16:24:25,NONE
83,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 26 18:39:37,COMMENT_GOES_HERE
84,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 26 18:39:37,COMMENT_GOES_HERE
85,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 26 18:39:37,COMMENT_GOES_HERE
86,1,1,1837,1837,Dayside_Nadir,2018 MAR 26 20:34:47,NONE
87,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 26 22:49:59,COMMENT_GOES_HERE
88,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 26 22:49:59,COMMENT_GOES_HERE
89,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 26 22:49:59,COMMENT_GOES_HERE
90,1,1,124,124,Dayside_Nadir,2018 MAR 27 00:45:07,NONE
91,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 27 03:00:11,COMMENT_GOES_HERE
92,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 27 03:00:11,COMMENT_GOES_HERE
93,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 27 03:00:11,COMMENT_GOES_HERE
94,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 27 05:05:17,COMMENT_GOES_HERE
95,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 27 05:05:17,COMMENT_GOES_HERE
96,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 27 05:05:17,COMMENT_GOES_HERE
97,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 27 07:10:29,COMMENT_GOES_HERE
98,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 27 07:10:29,COMMENT_GOES_HERE
99,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 27 07:10:29,COMMENT_GOES_HERE
100,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 27 09:15:41,COMMENT_GOES_HERE
101,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 27 09:15:41,COMMENT_GOES_HERE
102,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 27 09:15:41,COMMENT_GOES_HERE
103,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 27 11:20:51,COMMENT_GOES_HERE
104,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 27 11:20:51,COMMENT_GOES_HERE
105,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 27 11:20:51,COMMENT_GOES_HERE
106,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 27 13:25:57,COMMENT_GOES_HERE
107,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 27 13:25:57,COMMENT_GOES_HERE
108,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 27 13:25:57,COMMENT_GOES_HERE
109,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 27 15:31:03,COMMENT_GOES_HERE
110,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 27 15:31:03,COMMENT_GOES_HERE
111,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 27 15:31:03,COMMENT_GOES_HERE
112,1,1,1934,1934,Dayside_Nadir,2018 MAR 27 17:26:09,NONE
113,1,1,1107,1107,Dayside_Nadir,2018 MAR 27 19:31:21,NONE
114,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 27 21:46:33,COMMENT_GOES_HERE
115,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 27 21:46:33,COMMENT_GOES_HERE
116,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 27 21:46:33,COMMENT_GOES_HERE
117,1,1,2318,2318,Dayside_Nadir,2018 MAR 27 23:41:43,NONE
118,1,1,144,144,Dayside_Nadir,2018 MAR 28 01:46:51,NONE
119,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 28 04:01:55,COMMENT_GOES_HERE
120,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 28 04:01:55,COMMENT_GOES_HERE
121,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 28 04:01:55,COMMENT_GOES_HERE
122,1,1,1090,1090,Dayside_Nadir,2018 MAR 28 05:57:03,NONE
123,1,1,2639,2639,Dayside_Nadir,2018 MAR 28 07:59:25,NONE
124,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 28 10:11:15,COMMENT_GOES_HERE
125,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 28 10:11:15,COMMENT_GOES_HERE
126,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 28 10:11:15,COMMENT_GOES_HERE
127,1,1,140,140,Dayside_Nadir,2018 MAR 28 12:03:01,NONE
128,1,1,104,104,Dayside_Nadir,2018 MAR 28 14:04:45,NONE
129,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 28 16:16:29,COMMENT_GOES_HERE
130,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 28 16:16:29,COMMENT_GOES_HERE
131,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 28 16:16:29,COMMENT_GOES_HERE
132,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 28 18:18:15,COMMENT_GOES_HERE
133,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 28 18:18:15,COMMENT_GOES_HERE
134,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 28 18:18:15,COMMENT_GOES_HERE
135,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 28 20:20:05,COMMENT_GOES_HERE
136,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 28 20:20:05,COMMENT_GOES_HERE
137,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 28 20:20:05,COMMENT_GOES_HERE
138,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 28 22:21:55,COMMENT_GOES_HERE
139,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 28 22:21:55,COMMENT_GOES_HERE
140,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 28 22:21:55,COMMENT_GOES_HERE
141,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 29 00:23:43,COMMENT_GOES_HERE
142,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 29 00:23:43,COMMENT_GOES_HERE
143,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 29 00:23:43,COMMENT_GOES_HERE
144,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 29 02:25:27,COMMENT_GOES_HERE
145,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 29 02:25:27,COMMENT_GOES_HERE
146,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 29 02:25:27,COMMENT_GOES_HERE
147,1,1,1033,1033,Dayside_Nadir,2018 MAR 29 04:17:11,NONE
148,1,1,1860,1860,Dayside_Nadir,2018 MAR 29 06:18:57,NONE
149,1,1,2626,2626,Dayside_Nadir,2018 MAR 29 08:20:47,NONE
150,1,1,116,116,Dayside_Nadir,2018 MAR 29 10:22:37,NONE
151,1,1,1779,1779,Dayside_Nadir,2018 MAR 29 12:24:23,NONE
152,1,1,2364,2364,Dayside_Nadir,2018 MAR 29 14:26:09,NONE
153,1,1,1029,1029,Dayside_Nadir,2018 MAR 29 16:27:51,NONE
154,1,1,1837,1837,Dayside_Nadir,2018 MAR 29 18:29:37,NONE
155,1,1,124,124,Dayside_Nadir,2018 MAR 29 20:31:25,NONE
156,1,1,1934,1934,Dayside_Nadir,2018 MAR 29 22:33:15,NONE
157,1,1,1107,1107,Dayside_Nadir,2018 MAR 30 00:35:03,NONE
158,1,1,2318,2318,Dayside_Nadir,2018 MAR 30 02:36:49,NONE
159,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 30 04:48:29,COMMENT_GOES_HERE
160,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 30 04:48:29,COMMENT_GOES_HERE
161,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 30 04:48:29,COMMENT_GOES_HERE
162,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 30 06:50:15,COMMENT_GOES_HERE
163,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 30 06:50:15,COMMENT_GOES_HERE
164,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 30 06:50:15,COMMENT_GOES_HERE
165,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 30 08:52:05,COMMENT_GOES_HERE
166,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 30 08:52:05,COMMENT_GOES_HERE
167,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 30 08:52:05,COMMENT_GOES_HERE
168,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 30 10:53:53,COMMENT_GOES_HERE
169,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 30 10:53:53,COMMENT_GOES_HERE
170,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 30 10:53:53,COMMENT_GOES_HERE
171,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 30 12:55:41,COMMENT_GOES_HERE
172,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 30 12:55:41,COMMENT_GOES_HERE
173,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 30 12:55:41,COMMENT_GOES_HERE
174,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 30 14:57:25,COMMENT_GOES_HERE
175,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 30 14:57:25,COMMENT_GOES_HERE
176,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 30 14:57:25,COMMENT_GOES_HERE
177,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 30 16:59:09,COMMENT_GOES_HERE
178,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 30 16:59:09,COMMENT_GOES_HERE
179,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 30 16:59:09,COMMENT_GOES_HERE
180,1,1,144,144,Dayside_Nadir,2018 MAR 30 18:50:53,NONE
181,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 30 21:02:41,COMMENT_GOES_HERE
182,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 30 21:02:41,COMMENT_GOES_HERE
183,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 30 21:02:41,COMMENT_GOES_HERE
184,1,1,1090,1090,Dayside_Nadir,2018 MAR 30 22:54:29,NONE
185,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 31 01:06:17,COMMENT_GOES_HERE
186,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 31 01:06:17,COMMENT_GOES_HERE
187,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 31 01:06:17,COMMENT_GOES_HERE
188,1,1,2639,2639,Dayside_Nadir,2018 MAR 31 02:58:03,NONE
189,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 31 05:09:43,COMMENT_GOES_HERE
190,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 31 05:09:43,COMMENT_GOES_HERE
191,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 31 05:09:43,COMMENT_GOES_HERE
192,1,1,140,140,Dayside_Nadir,2018 MAR 31 07:01:27,NONE
193,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 31 09:13:15,COMMENT_GOES_HERE
194,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 31 09:13:15,COMMENT_GOES_HERE
195,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 31 09:13:15,COMMENT_GOES_HERE
196,1,1,104,104,Dayside_Nadir,2018 MAR 31 11:05:05,NONE
197,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 31 13:16:51,COMMENT_GOES_HERE
198,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 31 13:16:51,COMMENT_GOES_HERE
199,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 31 13:16:51,COMMENT_GOES_HERE
200,1,1,1033,1033,Dayside_Nadir,2018 MAR 31 15:08:35,NONE
201,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 31 17:20:17,COMMENT_GOES_HERE
202,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 31 17:20:17,COMMENT_GOES_HERE
203,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 31 17:20:17,COMMENT_GOES_HERE
204,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 31 19:22:01,COMMENT_GOES_HERE
205,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 31 19:22:01,COMMENT_GOES_HERE
206,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 31 19:22:01,COMMENT_GOES_HERE
207,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 31 21:23:47,COMMENT_GOES_HERE
208,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 31 21:23:47,COMMENT_GOES_HERE
209,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 31 21:23:47,COMMENT_GOES_HERE
210,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 31 23:25:35,COMMENT_GOES_HERE
211,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 31 23:25:35,COMMENT_GOES_HERE
212,-1,-1,-1,-1,Dayside_Nadir,2018 MAR 31 23:25:35,COMMENT_GOES_HERE
213,-1,-1,-1,-1,Dayside_Nadir,2018 APR 01 01:27:23,COMMENT_GOES_HERE
214,-1,-1,-1,-1,Dayside_Nadir,2018 APR 01 01:27:23,COMMENT_GOES_HERE
215,-1,-1,-1,-1,Dayside_Nadir,2018 APR 01 01:27:23,COMMENT_GOES_HERE
216,-1,-1,-1,-1,Dayside_Nadir,2018 APR 01 03:29:07,COMMENT_GOES_HERE
217,-1,-1,-1,-1,Dayside_Nadir,2018 APR 01 03:29:07,COMMENT_GOES_HERE
218,-1,-1,-1,-1,Dayside_Nadir,2018 APR 01 03:29:07,COMMENT_GOES_HERE
219,-1,-1,-1,-1,Dayside_Nadir,2018 APR 01 05:30:49,COMMENT_GOES_HERE
220,-1,-1,-1,-1,Dayside_Nadir,2018 APR 01 05:30:49,COMMENT_GOES_HERE
221,-1,-1,-1,-1,Dayside_Nadir,2018 APR 01 05:30:49,COMMENT_GOES_HERE
