NOM_02, OCCEG, 19, 48, 72, 81, 95, 121, 129, 144, 157, 228, 234, 265, 288, 307, 315, 317, 327, 335, 342
NOM_02, OCCIN, 14, 21, 28, 33, 35, 39, 48, 90, 102, 104, 109, 110, 133, 135, 176, 233, 254, 270, 300, 324, 337
NOM_02, OCCME, 12
NOM_03, OCCEG, 24, 32, 35, 66, 77, 102, 116, 146, 155, 165, 183, 210, 223
NOM_03, OCCIN, 52, 129, 150, 174, 218, 243, 272, 285
CO_001, OCCEG, 27, 41, 67, 69, 104, 123, 169, 213, 247, 292, 301, 303, 313, 333
CO_001, OCCIN, 59, 74, 81, 121, 162, 188, 203, 207, 231, 241, 245, 287, 322, 341
CO2_01, OCCEG, 15, 142, 195
CO2_01, OCCIN, 41, 63, 94, 126, 160, 262, 320
AER_01, OCCEG, 30
AER_01, OCCIN, 107, 190
DUST01, OCCEG, 74
DUST01, OCCIN, 24, 214
ICE_01, OCCEG, 110
NOM_01, OCCEG, 140
NOM_01, OCCIN, 17, 32
