Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	17	Grazing	2019 JUL 13 15:00:35	-	2019 JUL 13 15:33:07	1952.00	110.91	-	152.83	40.92	-	-55.42	-	3	-	-	-		
NOMAD	2	17	Grazing	2019 JUL 13 16:58:16	-	2019 JUL 13 17:31:06	1970.00	81.86	-	124.52	41.51	-	-55.70	-	5	CH4 01	Science: orders #168, #133, #134, #135, #136, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7	&grazingMatch:CERBERUS FOSSAE; &grazingMatch:INSIGHT; &grazingMatch:ELYSIUM CERBERUS PHLEGRA; 	
N/A	3	17	Grazing	2019 JUL 13 18:55:57	-	2019 JUL 13 19:28:59	1982.00	52.82	-	95.87	42.07	-	-55.72	-	14	-	-	-		
NOMAD	4	17	Grazing	2019 JUL 13 20:53:45	-	2019 JUL 13 21:26:57	1992.00	23.82	-	67.21	42.54	-	-55.74	-	5	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7	&grazingMatch:NILI FOSSAE FORSTERITE; &grazingMatch:NILI FOSSAE FAULT; &grazingMatch:CERBERUS FOSSAE; &grazingMatch:UTOPIA; &grazingMatch:INSIGHT; 	
N/A	5	17	Merged	2019 JUL 13 22:51:36	-	2019 JUL 13 23:25:01	2005.73	-5.16	-	38.79	42.95	-	-55.95	-	14	-	-	-		
NOMAD	6	17	Merged	2019 JUL 14 00:49:26	-	2019 JUL 14 01:23:05	2019.82	-34.14	-	10.43	43.36	-	-56.21	-	5	Nominal Science 1xCO2 LA05	Science: orders #148, #136, #169, #121, #190, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
N/A	7	17	Merged	2019 JUL 14 02:47:11	-	2019 JUL 14 03:21:09	2038.48	-63.20	-	-17.77	43.88	-	-56.57	-	14	-	-	-		
NOMAD	8	17	Merged	2019 JUL 14 04:44:55	-	2019 JUL 14 05:19:12	2056.81	-92.22	-	-45.87	44.35	-	-56.99	-	5	BgSubTest 05	Science: orders #167, #134, #169, #121, #190, #148, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
N/A	9	17	Merged	2019 JUL 14 06:42:41	-	2019 JUL 14 07:17:08	2067.21	-121.19	-	-74.39	44.75	-	-57.10	-	14	-	-	-		
NOMAD	10	17	Merged	2019 JUL 14 08:40:27	-	2019 JUL 14 09:15:01	2074.90	-150.23	-	-103.20	45.23	-	-57.00	-	5	Nominal Science 1xCO2 LA05	Science: orders #148, #136, #169, #121, #190, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
