NOM_02, OCCEG, 3, 124, 191, 242, 248, 249
NOM_02, OCCIN, 210
NOM_03, OCCEG, 12, 14, 23, 25, 149, 155, 162, 174, 179, 181, 195, 203, 208, 216, 217, 255
NOM_03, OCCIN, 20, 23, 49, 126, 127, 130, 142, 144, 156, 164, 169, 181, 187, 193, 195, 201, 205, 233, 236, 260, 263, 269
NOM_03, OCCME, 53, 54, 117
CO_001, OCCEG, 38, 49, 51, 228
CO_001, OCCIN, 153, 231
CO_002, OCCEG, 10, 26, 32, 46, 47, 141, 196, 198, 260
CO_002, OCCIN, 9, 10, 172, 174, 216, 249, 258, 267
CO2_01, OCCEG, 17, 126, 127, 158, 164, 170, 193, 213, 233
CO2_01, OCCIN, 32, 37, 38, 42, 51, 162, 167, 179, 183, 198, 244
CO2_02, OCCEG, 9, 30, 130, 134, 137, 146, 231, 257
CO2_02, OCCIN, 3, 12, 28, 46, 47, 160, 176, 228, 242, 255
HCL_01, OCCEG, 5, 20, 42, 135, 144, 167, 169, 176, 183, 201, 207, 210, 221, 236, 244
HCL_01, OCCIN, 5, 16, 25, 134, 135, 149, 155, 170, 203, 207, 208, 223, 241, 248, 253
FUL_01, OCCEG, 28, 35, 37, 40, 132, 142, 147, 153, 160, 187, 241
FUL_01, OCCIN, 40, 146, 147, 196, 213, 217, 234, 257
FUL_01, OCCME, 57, 120
