NOM_02, OCCEG, 17, 54, 141
NOM_02, OCCIN, 39, 54, 61, 107, 150, 177, 190
NOM_03, OCCEG, 13, 15, 27, 40, 65, 71, 76, 88, 92, 99, 102, 114, 115, 127, 132, 150, 153, 170, 175, 177, 180, 181, 183, 195, 197, 201, 203, 206, 208, 214, 216, 218, 220
NOM_03, OCCIN, 5, 9, 18, 47, 52, 58, 60, 68, 71, 81, 85, 90, 93, 99, 100, 104, 120, 122, 124, 125, 141, 142, 144, 156, 164, 167, 180, 194, 197, 201, 208, 215, 218, 219, 220
NOM_03, OCCME, 222, 224, 225
CO_002, OCCEG, 60, 67, 192
CO_002, OCCIN, 138, 148, 159
CO2_01, OCCEG, 104
CO2_01, OCCIN, 96
CO2_02, OCCEG, 44, 55, 61, 68, 81, 83, 90, 117, 156, 190, 212
CO2_02, OCCIN, 21, 34, 127, 129, 160, 195, 214, 216
HCL_01, OCCEG, 73, 77
HCL_01, OCCIN, 92, 102, 147
FUL_01, OCCEG, 46, 49, 58, 138, 142, 160, 164, 174, 217
FUL_01, OCCIN, 114, 134, 188
