2940,2941,2942,2940,2941,2942 # ORDERS 147 148 149 147 148 149 -- OCCULTATION_16ROWS_1SECS_6SUBDS -- EXECTIME=796MS
2925,2978,2979,2925,2978,2979 # ORDERS 132 185 186 132 185 186 -- OCCULTATION_16ROWS_1SECS_6SUBDS -- EXECTIME=796MS
2917,2930,2989,2939,2963,2989 # ORDERS 124 137 196 146 170 196 -- OCCULTATION_16ROWS_1SECS_6SUBDS -- EXECTIME=796MS
