Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	56	Nightside	2022 JUL 09 14:38:16	2022 JUL 09 15:07:51	2022 JUL 09 15:37:26	3549.63	97.90	126.20	-96.54	-62.77	23.53	62.75	170.53	0.69	3	-	-	-		
1	56	Dayside	2022 JUL 09 15:37:26	2022 JUL 09 16:06:49	2022 JUL 09 16:36:12	3525.71	-96.54	-68.70	69.13	62.75	-22.11	-62.75	9.30	12.65	3	Nominal 4SUBD #2	Science: orders #168, #134, #121, #189, with 195000us integration time (4 orders per 15 second(s) for detector lines 80 to 224)	COP row 81: NADIR: Horizontal Bin (57:245;0:1047), Tint = 5000 ms,20 bit,Rhythm = 12409 ms, Binning=3		
2	56	Nightside	2022 JUL 09 16:36:12	2022 JUL 09 17:05:46	2022 JUL 09 17:35:20	3548.32	69.13	97.27	-125.34	-62.75	23.58	62.73	170.78	0.67	1	-	-	-		
2	56	Dayside	2022 JUL 09 17:35:20	2022 JUL 09 18:04:42	2022 JUL 09 18:34:03	3523.43	-125.34	-97.62	40.31	62.73	-22.16	-62.71	9.07	12.63	1	-		COP row -1: UVIS off	&daysideMatch:CERAUNIUS FOSSAE; &daysideMatch:SOUTH THAUMASIA; 	
3	56	Nightside	2022 JUL 09 18:34:03	2022 JUL 09 19:03:38	2022 JUL 09 19:33:13	3549.21	40.31	68.37	-154.19	-62.71	23.66	62.69	171.00	0.65	3	-	-	-		
3	56	Dayside	2022 JUL 09 19:33:13	2022 JUL 09 20:02:34	2022 JUL 09 20:31:56	3523.38	-154.19	-126.51	11.35	62.69	-22.18	-62.65	8.87	12.62	3	H2O CO 2SUBD #1	Science: orders #168, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 81: NADIR: Horizontal Bin (57:245;0:1047), Tint = 5000 ms,20 bit,Rhythm = 12409 ms, Binning=3	&daysideMatch:OLYMPUS MONS; 	
4	56	Nightside	2022 JUL 09 20:31:56	2022 JUL 09 21:01:31	2022 JUL 09 21:31:07	3550.99	11.35	39.48	176.82	-62.65	23.69	62.62	171.20	0.64	1	-	-	-		
4	56	Dayside	2022 JUL 09 21:31:07	2022 JUL 09 22:00:30	2022 JUL 09 22:29:53	3525.60	176.82	-155.41	-17.61	62.62	-22.24	-62.59	8.65	12.60	1	-		COP row -1: UVIS off		
5	56	Nightside	2022 JUL 09 22:29:53	2022 JUL 09 22:59:28	2022 JUL 09 23:29:04	3551.57	-17.61	10.56	147.85	-62.59	23.69	62.56	171.42	0.62	14	-	-	-		
5	56	Dayside	2022 JUL 09 23:29:04	2022 JUL 09 23:58:27	2022 JUL 10 00:27:50	3526.14	147.85	175.65	-46.52	62.56	-22.31	-62.55	8.41	12.59	14	-		COP row 89: NADIR: Horizontal Bin (57:245;0:1047), Tint = 10000 ms,20 bit,Rhythm = 15364 ms, Binning=3		
6	56	Nightside	2022 JUL 10 00:27:50	2022 JUL 10 00:57:26	2022 JUL 10 01:27:02	3552.04	-46.52	-18.39	118.96	-62.55	23.74	62.52	171.66	0.61	1	-	-	-		
6	56	Dayside	2022 JUL 10 01:27:02	2022 JUL 10 01:56:25	2022 JUL 10 02:25:47	3524.74	118.96	146.69	-75.38	62.52	-22.36	-62.51	8.16	12.57	1	-		COP row -1: UVIS off		
7	56	Nightside	2022 JUL 10 02:25:47	2022 JUL 10 02:55:23	2022 JUL 10 03:24:59	3552.30	-75.38	-47.35	90.16	-62.51	23.82	62.49	171.92	0.59	1	-	-	-		
7	56	Dayside	2022 JUL 10 03:24:59	2022 JUL 10 03:54:21	2022 JUL 10 04:23:42	3522.66	90.16	117.75	-104.19	62.49	-22.40	-62.48	7.91	12.55	1	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 85: NADIR: Horizontal Bin (57:245;0:1047), Tint = 7000 ms,20 bit,Rhythm = 12409 ms, Binning=3	&daysideMatch:TIANWEN1; 	
8	56	Nightside	2022 JUL 10 04:23:42	2022 JUL 10 04:53:18	2022 JUL 10 05:22:54	3551.68	-104.19	-76.29	61.38	-62.48	23.89	62.47	172.17	0.57	14	-	-	-		
8	56	Dayside	2022 JUL 10 05:22:54	2022 JUL 10 05:52:14	2022 JUL 10 06:21:35	3521.43	61.38	88.83	-132.99	62.47	-22.45	-62.45	7.68	12.53	14	-		COP row -1: UVIS off		
9	56	Nightside	2022 JUL 10 06:21:35	2022 JUL 10 06:51:10	2022 JUL 10 07:20:46	3550.44	-132.99	-105.19	32.52	-62.45	23.93	62.42	172.39	0.56	1	-	-	-		
9	56	Dayside	2022 JUL 10 07:20:46	2022 JUL 10 07:50:07	2022 JUL 10 08:19:27	3521.97	32.52	59.94	-161.87	62.42	-22.54	-62.40	7.46	12.52	1	H2O CO 2SUBD #1	Science: orders #168, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 81: NADIR: Horizontal Bin (57:245;0:1047), Tint = 5000 ms,20 bit,Rhythm = 12409 ms, Binning=3	&mroOverlap; 	
10	56	Nightside	2022 JUL 10 08:19:27	2022 JUL 10 08:49:03	2022 JUL 10 09:18:39	3551.79	-161.87	-134.09	3.54	-62.40	23.95	62.36	172.59	0.54	14	-	-	-		
10	56	Dayside	2022 JUL 10 09:18:39	2022 JUL 10 09:48:01	2022 JUL 10 10:17:23	3523.22	3.54	31.04	169.13	62.36	-22.58	-62.33	7.25	12.50	14	-		COP row 95: NADIR: Horizontal Bin (57:245;0:1047), Tint = 20000 ms,20 bit,Rhythm = 22017 ms, Binning=3		
11	56	Nightside	2022 JUL 10 10:17:23	2022 JUL 10 10:46:59	2022 JUL 10 11:16:36	3553.64	169.13	-163.00	-25.41	-62.33	24.00	62.30	172.81	0.52	1	-	-	-		
11	56	Dayside	2022 JUL 10 11:16:36	2022 JUL 10 11:45:58	2022 JUL 10 12:15:21	3524.47	-25.41	2.11	140.17	62.30	-22.59	-62.27	7.03	12.49	1	-		COP row -1: UVIS off		
12	56	Nightside	2022 JUL 10 12:15:21	2022 JUL 10 12:44:57	2022 JUL 10 13:14:34	3553.30	140.17	168.06	-54.30	-62.27	24.08	62.25	173.05	0.51	3	-	-	-		
12	56	Dayside	2022 JUL 10 13:14:34	2022 JUL 10 13:43:57	2022 JUL 10 14:13:20	3525.60	-54.30	-26.85	111.30	62.25	-22.64	-62.23	6.79	12.47	3	CH4 CO 2SUBD #3	Science: orders #189, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 81: NADIR: Horizontal Bin (57:245;0:1047), Tint = 5000 ms,20 bit,Rhythm = 12409 ms, Binning=3	&mroOverlap; 	
13	56	Nightside	2022 JUL 10 14:13:20	2022 JUL 10 14:42:55	2022 JUL 10 15:12:31	3551.31	111.30	139.12	-83.15	-62.23	24.13	62.21	173.29	0.49	1	-	-	-		
13	56	Dayside	2022 JUL 10 15:12:31	2022 JUL 10 15:41:54	2022 JUL 10 16:11:16	3525.58	-83.15	-55.80	82.51	62.21	-22.71	-62.20	6.53	12.45	1	-		COP row -1: UVIS off		
14	56	Nightside	2022 JUL 10 16:11:16	2022 JUL 10 16:40:51	2022 JUL 10 17:10:26	3549.44	82.51	110.17	-111.94	-62.20	24.18	62.18	173.53	0.47	1	-	-	-		
14	56	Dayside	2022 JUL 10 17:10:26	2022 JUL 10 17:39:48	2022 JUL 10 18:09:10	3523.93	-111.94	-84.72	53.73	62.18	-22.78	-62.17	6.29	12.44	1	-		COP row -1: UVIS off		
15	56	Nightside	2022 JUL 10 18:09:10	2022 JUL 10 18:38:44	2022 JUL 10 19:08:19	3549.30	53.73	81.26	-140.76	-62.17	24.25	62.15	173.76	0.46	14	-	-	-		
15	56	Dayside	2022 JUL 10 19:08:19	2022 JUL 10 19:37:40	2022 JUL 10 20:07:02	3522.80	-140.76	-113.62	24.83	62.15	-22.81	-62.12	6.08	12.42	14	-		COP row -1: UVIS off	&mroOverlap; 	
16	56	Nightside	2022 JUL 10 20:07:02	2022 JUL 10 20:36:37	2022 JUL 10 21:06:12	3550.62	24.83	52.37	-169.68	-62.12	24.31	62.09	173.97	0.44	14	-	-	-		
16	56	Dayside	2022 JUL 10 21:06:12	2022 JUL 10 21:35:35	2022 JUL 10 22:04:57	3524.92	-169.68	-142.51	-4.14	62.09	-22.87	-62.05	5.87	12.41	14	-		COP row -1: UVIS off	&nomadPhobos; 	
17	56	Nightside	2022 JUL 10 22:04:57	2022 JUL 10 22:34:33	2022 JUL 10 23:04:09	3551.50	-4.14	23.47	161.32	-62.05	24.32	62.02	174.17	0.43	14	-	-	-		
17	56	Dayside	2022 JUL 10 23:04:09	2022 JUL 10 23:33:32	2022 JUL 11 00:02:55	3526.28	161.32	-171.44	-33.07	62.02	-22.95	-61.99	5.64	12.39	14	-		COP row -1: UVIS off		
18	56	Nightside	2022 JUL 11 00:02:55	2022 JUL 11 00:32:31	2022 JUL 11 01:02:07	3551.92	-33.07	-5.48	132.40	-61.99	24.34	61.96	174.40	0.41	1	-	-	-		
18	56	Dayside	2022 JUL 11 01:02:07	2022 JUL 11 01:31:30	2022 JUL 11 02:00:53	3525.59	132.40	159.62	-61.95	61.96	-23.01	-61.95	5.40	12.37	1	CH4 3SUBD 01	Science: orders #134, #136, #168, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 81: NADIR: Horizontal Bin (57:245;0:1047), Tint = 5000 ms,20 bit,Rhythm = 12409 ms, Binning=3		
19	56	Nightside	2022 JUL 11 02:00:53	2022 JUL 11 02:30:29	2022 JUL 11 03:00:05	3552.44	-61.95	-34.43	103.56	-61.95	24.42	61.92	174.65	0.39	14	-	-	-		
19	56	Dayside	2022 JUL 11 03:00:05	2022 JUL 11 03:29:27	2022 JUL 11 03:58:49	3523.47	103.56	130.66	-90.78	61.92	-23.05	-61.91	5.15	12.35	14	-		COP row 95: NADIR: Horizontal Bin (57:245;0:1047), Tint = 20000 ms,20 bit,Rhythm = 22017 ms, Binning=3		
20	56	Nightside	2022 JUL 11 03:58:49	2022 JUL 11 04:28:25	2022 JUL 11 04:58:01	3552.27	-90.78	-63.38	74.78	-61.91	24.51	61.90	174.90	0.37	1	-	-	-		
20	56	Dayside	2022 JUL 11 04:58:01	2022 JUL 11 05:27:22	2022 JUL 11 05:56:43	3521.86	74.78	101.73	-119.58	61.90	-23.09	-61.88	4.92	12.34	1	-		COP row -1: UVIS off		
21	56	Nightside	2022 JUL 11 05:56:43	2022 JUL 11 06:26:18	2022 JUL 11 06:55:54	3550.91	-119.58	-92.30	45.98	-61.88	24.57	61.86	175.13	0.36	14	-	-	-		
21	56	Dayside	2022 JUL 11 06:55:54	2022 JUL 11 07:25:14	2022 JUL 11 07:54:35	3521.48	45.98	72.83	-148.40	61.86	-23.17	-61.84	4.69	12.32	14	-		COP row 89: NADIR: Horizontal Bin (57:245;0:1047), Tint = 10000 ms,20 bit,Rhythm = 15364 ms, Binning=3		
22	56	Nightside	2022 JUL 11 07:54:35	2022 JUL 11 08:24:11	2022 JUL 11 08:53:47	3551.38	-148.40	-121.19	17.04	-61.84	24.60	61.80	175.33	0.34	1	-	-	-		
22	56	Dayside	2022 JUL 11 08:53:47	2022 JUL 11 09:23:08	2022 JUL 11 09:52:29	3522.56	17.04	43.95	-177.35	61.80	-23.24	-61.77	4.48	12.31	1	CH4 CO 2SUBD #4	Science: orders #189, #134, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 81: NADIR: Horizontal Bin (57:245;0:1047), Tint = 5000 ms,20 bit,Rhythm = 12409 ms, Binning=3		
23	56	Nightside	2022 JUL 11 09:52:29	2022 JUL 11 10:22:06	2022 JUL 11 10:51:43	3553.46	-177.35	-150.09	-11.93	-61.77	24.65	61.73	175.54	0.33	1	-	-	-		
23	56	Dayside	2022 JUL 11 10:51:43	2022 JUL 11 11:21:04	2022 JUL 11 11:50:26	3523.81	-11.93	15.02	153.66	61.73	-23.26	-61.69	4.27	12.29	1	-		COP row 89: NADIR: Horizontal Bin (57:245;0:1047), Tint = 10000 ms,20 bit,Rhythm = 15364 ms, Binning=3		
24	56	Nightside	2022 JUL 11 11:50:26	2022 JUL 11 12:20:03	2022 JUL 11 12:49:40	3553.88	153.66	-179.01	-40.84	-61.69	24.72	61.67	175.76	0.31	14	-	-	-		
24	56	Dayside	2022 JUL 11 12:49:40	2022 JUL 11 13:19:03	2022 JUL 11 13:48:25	3524.99	-40.84	-13.92	124.75	61.67	-23.29	-61.64	4.04	12.27	14	-		COP row 89: NADIR: Horizontal Bin (57:245;0:1047), Tint = 10000 ms,20 bit,Rhythm = 15364 ms, Binning=3	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
25	56	Nightside	2022 JUL 11 13:48:25	2022 JUL 11 14:18:01	2022 JUL 11 14:47:38	3552.48	124.75	152.04	-69.70	-61.64	24.79	61.62	175.99	0.30	1	-	-	-		
