Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	97	Nightside	2025 AUG 30 14:37:55	2025 AUG 30 15:07:16	2025 AUG 30 15:36:38	3523.14	-48.93	-26.36	116.70	55.20	-30.40	-55.15	148.57	21.87	3	-	-	-		
1	97	Dayside	2025 AUG 30 15:36:38	2025 AUG 30 16:06:15	2025 AUG 30 16:35:53	3554.82	116.70	139.65	-77.77	-55.15	31.82	55.11	31.56	9.90	3	Nominal 4SUBD #2	Science: orders #168, #134, #121, #189, with 195000us integration time (4 orders per 15 second(s) for detector lines 80 to 224)	COP row 64: NADIR: Full Frame (57:245;0:1047),Tint = 5000 ms,16 bit,Rhythm = 8642 ms, Binning=0	&daysideMatch:INSIGHT; 	
2	97	Nightside	2025 AUG 30 16:35:53	2025 AUG 30 17:05:14	2025 AUG 30 17:34:36	3522.69	-77.77	-55.30	87.90	55.11	-30.51	-55.08	148.34	21.86	1	-	-	-		
2	97	Dayside	2025 AUG 30 17:34:36	2025 AUG 30 18:04:12	2025 AUG 30 18:33:49	3553.05	87.90	110.71	-106.57	-55.08	31.91	55.04	31.79	9.88	1	-		COP row -1: UVIS off	&daysideMatch:TIANWEN1; 	
3	97	Nightside	2025 AUG 30 18:33:49	2025 AUG 30 19:03:09	2025 AUG 30 19:32:30	3520.97	-106.57	-84.22	59.10	55.04	-30.62	-55.01	148.11	21.84	14	-	-	-		
3	97	Dayside	2025 AUG 30 19:32:30	2025 AUG 30 20:02:06	2025 AUG 30 20:31:43	3553.33	59.10	81.80	-135.38	-55.01	32.03	54.95	32.00	9.87	14	-		COP row -1: UVIS off	&nomadDeimos; &daysideMatch:PERSEVERANCE; 	
4	97	Nightside	2025 AUG 30 20:31:43	2025 AUG 30 21:01:03	2025 AUG 30 21:30:23	3520.48	-135.38	-113.10	30.24	54.95	-30.73	-54.87	147.93	21.83	14	-	-	-		
4	97	Dayside	2025 AUG 30 21:30:23	2025 AUG 30 22:00:01	2025 AUG 30 22:29:38	3554.99	30.24	52.95	-164.26	-54.87	32.17	54.80	32.18	9.86	14	-		COP row -1: UVIS off		
5	97	Nightside	2025 AUG 30 22:29:38	2025 AUG 30 22:59:00	2025 AUG 30 23:28:21	3522.88	-164.26	-141.95	1.34	54.80	-30.87	-54.72	147.75	21.82	1	-	-	-		
5	97	Dayside	2025 AUG 30 23:28:21	2025 AUG 30 23:57:59	2025 AUG 31 00:27:37	3555.83	1.34	24.08	166.82	-54.72	32.27	54.64	32.35	9.85	1	-		COP row -1: UVIS off		
6	97	Nightside	2025 AUG 31 00:27:37	2025 AUG 31 00:56:59	2025 AUG 31 01:26:21	3523.82	166.82	-170.85	-27.54	54.64	-31.04	-54.58	147.55	21.81	47	-	-	COP row 79: NADIR: Full Frame (57:245;0:1047),Tint = 20000 ms,16 bit,Rhythm = 22017 ms, Binning=0		
