Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Egress solar occultation observation number,Merged Occultation (YES = 1; NO = 0),Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),SO start time (UTC),SO end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),Limb Height 250 km (UTC),Latitude probed @ limb height 250 km (deg),Longitude probed @ limb height 250 km (deg),Limb Height 0 km (UTC),Latitude probed @ limb height 0 km (deg),Longitude probed @ limb height 0 km (deg),Limb Height 50 km: switch SCI1 to SCI2 (UTC),Beta angle (deg),Eclipse duration (Umbra end - Umbra start) (s),Local Solar Time (LST): TGO2SUN vector surface intercept point @ limb height 0 km (h),Solar longitude Ls (deg),SO+SINBAD data volume (Mbit),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),Channel(s)+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
1,1,1,0,2,32949,0,0,0,1,0,2025 APR 12 16:52:25,2025 APR 12 17:04:46,2025 APR 12 16:52:35,2025 APR 12 17:04:46,N/A,N/A,2025 APR 12 16:59:55,2025 APR 12 17:04:46,2025 APR 12 17:04:16,-63.3316,-135.1392,2025 APR 12 17:00:25,-61.5187,-144.3985,2025 APR 12 17:01:04,21.4468,2396,9.3881,69.3116,28.633,N/A,52.7123,81.1918,10,480,519,30,30,731,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,291,300,895,1400002C000A01E002071E1E02DB0301000D000D0000000000000000000000000000000001C20123012C037F
1,1,2,0,4,32951,0,0,0,1,0,2025 APR 12 20:48:10,2025 APR 12 21:00:30,2025 APR 12 20:48:20,2025 APR 12 21:00:30,N/A,N/A,2025 APR 12 20:55:40,2025 APR 12 21:00:30,2025 APR 12 21:00:00,-63.2796,167.3197,2025 APR 12 20:56:10,-61.6503,158.0867,2025 APR 12 20:56:49,21.0297,2400,9.3783,69.3831,28.5384,N/A,52.5311,80.9166,10,480,519,30,30,730,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,290,300,893,1400002C000A01E002071E1E02DA0301000D000D0000000000000000000000000000000001C20122012C037D
1,1,3,0,7,32954,0,0,0,1,0,2025 APR 13 02:42:05,2025 APR 13 02:54:24,2025 APR 13 02:42:15,2025 APR 13 02:54:24,N/A,N/A,2025 APR 13 02:49:35,2025 APR 13 02:54:24,2025 APR 13 02:53:54,-63.2262,81.0466,2025 APR 13 02:50:05,-62.1015,71.4892,2025 APR 13 02:50:44,20.3564,2406,9.3469,69.4904,28.4437,N/A,52.35,80.6413,10,480,519,30,30,729,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,289,300,891,1400002C000A01E002071E1E02D90301000D000D0000000000000000000000000000000001C20121012C037B
1,1,4,0,17,32964,0,0,0,1,0,2025 APR 13 22:21:17,2025 APR 13 22:33:32,2025 APR 13 22:21:27,2025 APR 13 22:33:32,N/A,N/A,2025 APR 13 22:28:47,2025 APR 13 22:33:32,2025 APR 13 22:33:02,-63.0864,153.7707,2025 APR 13 22:29:17,-61.2602,146.7123,2025 APR 13 22:29:55,18.1702,2421,9.4922,69.8477,28.0651,N/A,51.6254,79.5404,10,480,518,30,30,725,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,285,300,882,1400002C000A01E002061E1E02D50301000D000D0000000000000000000000000000000001C2011D012C0372
1,1,5,0,19,32966,0,0,0,1,0,2025 APR 14 02:17:15,2025 APR 14 02:29:30,2025 APR 14 02:17:25,2025 APR 14 02:29:30,N/A,N/A,2025 APR 14 02:24:45,2025 APR 14 02:29:30,2025 APR 14 02:29:00,-63.0546,96.265,2025 APR 14 02:25:15,-61.9754,88.3869,2025 APR 14 02:25:53,17.721,2425,9.4319,69.9192,28.0651,N/A,51.6254,79.5404,10,480,518,30,30,725,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,285,300,882,1400002C000A01E002061E1E02D50301000D000D0000000000000000000000000000000001C2011D012C0372
1,1,6,0,21,32968,0,0,0,1,0,2025 APR 14 06:13:07,2025 APR 14 06:25:22,2025 APR 14 06:13:17,2025 APR 14 06:25:22,N/A,N/A,2025 APR 14 06:20:37,2025 APR 14 06:25:22,2025 APR 14 06:24:52,-63.0824,39.0429,2025 APR 14 06:21:07,-62.1833,31.167,2025 APR 14 06:21:45,17.2555,2429,9.4439,69.9907,28.0651,N/A,51.6254,79.5404,10,480,518,30,30,725,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,285,300,882,1400002C000A01E002061E1E02D50301000D000D0000000000000000000000000000000001C2011D012C0372
1,1,7,0,24,32971,0,0,0,1,0,2025 APR 14 12:06:51,2025 APR 14 12:19:04,2025 APR 14 12:07:01,2025 APR 14 12:19:04,N/A,N/A,2025 APR 14 12:14:21,2025 APR 14 12:19:04,2025 APR 14 12:18:34,-62.9679,-47.4439,2025 APR 14 12:14:51,-62.3172,-55.2411,2025 APR 14 12:15:29,16.633,2432,9.4219,70.0979,27.8759,N/A,51.2631,78.9899,10,480,518,30,30,723,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,283,300,878,1400002C000A01E002061E1E02D30301000D000D0000000000000000000000000000000001C2011B012C036E
1,1,8,0,32,32979,0,0,0,1,0,2025 APR 15 03:50:24,2025 APR 15 04:02:35,2025 APR 15 03:50:34,2025 APR 15 04:02:35,N/A,N/A,2025 APR 15 03:57:54,2025 APR 15 04:02:35,2025 APR 15 04:02:05,-62.8787,82.7838,2025 APR 15 03:58:24,-61.3408,77.3482,2025 APR 15 03:59:01,14.8533,2443,9.5686,70.3838,27.6866,N/A,50.9009,78.4394,10,480,517,30,30,721,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,281,300,873,1400002C000A01E002051E1E02D10301000D000D0000000000000000000000000000000001C20119012C0369
1,1,9,0,34,32981,0,0,0,1,0,2025 APR 15 07:46:12,2025 APR 15 07:58:23,2025 APR 15 07:46:22,2025 APR 15 07:58:23,N/A,N/A,2025 APR 15 07:53:42,2025 APR 15 07:58:23,2025 APR 15 07:57:53,-62.8847,25.4801,2025 APR 15 07:54:12,-62.1112,19.2302,2025 APR 15 07:54:49,14.4092,2444,9.5197,70.4553,27.6866,N/A,50.9009,78.4394,10,480,517,30,30,721,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,281,300,873,1400002C000A01E002051E1E02D10301000D000D0000000000000000000000000000000001C20119012C0369
1,1,10,0,37,32984,0,0,0,1,0,2025 APR 15 13:39:58,2025 APR 15 13:52:08,2025 APR 15 13:40:08,2025 APR 15 13:52:08,N/A,N/A,2025 APR 15 13:47:28,2025 APR 15 13:52:08,2025 APR 15 13:51:38,-62.771,-61.0063,2025 APR 15 13:47:58,-62.6076,-67.7448,2025 APR 15 13:48:36,13.7796,2448,9.4606,70.5625,27.5919,N/A,50.7197,78.1642,10,480,518,30,30,720,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,280,300,872,1400002C000A01E002061E1E02D00301000D000D0000000000000000000000000000000001C20118012C0368
