Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Grazing solar occultation observation number,Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),SO start time (UTC),SO end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),Limb Height 250 km: entry (UTC),Min. Limb Height switch SCI1 to SCI2 (UTC),Limb Height 250 km: exit (UTC),Min. Limb Height (km),Latitude probed @ min. limb height (deg),Longitude probed @ min. limb height (deg),Beta angle (deg),Local Solar Time (LST): TGO2SUN vector surface intercept point @ min. limb height (h),Solar longitude Ls (deg),SO+SINBAD data volume (Mbit),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),Channel(s)+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
5,5,1,296,19564,0,0,0,1,0,2022 APR 12 18:19:33,2022 APR 12 19:04:42,2022 APR 12 18:19:43,2022 APR 12 19:04:42,N/A,N/A,2022 APR 12 18:29:43,2022 APR 12 19:04:42,2022 APR 12 18:30:13,2022 APR 12 18:47:16,2022 APR 12 19:04:12,0,63.8617,170.7942,62.5167,16.4297,207.6214,200.1431,N/A,380.2168,579.219,10,640,1663,30,30,2699,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,2099,300,780,1400002C000A0280067F1E1E0A8B0301000D000D0000000000000000000000000000000002620833012C030C
5,5,2,302,19570,0,0,0,1,0,2022 APR 13 06:08:16,2022 APR 13 06:52:55,2022 APR 13 06:08:26,2022 APR 13 06:52:55,N/A,N/A,2022 APR 13 06:18:26,2022 APR 13 06:52:55,2022 APR 13 06:18:56,2022 APR 13 06:35:43,2022 APR 13 06:52:25,14.3732,66.3087,-5.9756,62.9457,16.135,207.9192,197.3039,N/A,374.7825,570.9619,10,640,1647,30,30,2669,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,2069,300,704,1400002C000A0280066F1E1E0A6D0301000D000D0000000000000000000000000000000002620815012C02C0
5,5,3,303,19571,0,0,0,1,0,2022 APR 13 08:06:26,2022 APR 13 08:51:04,2022 APR 13 08:06:36,2022 APR 13 08:51:04,N/A,N/A,2022 APR 13 08:16:36,2022 APR 13 08:51:04,2022 APR 13 08:17:06,2022 APR 13 08:34:00,2022 APR 13 08:50:34,14.5926,67.2292,-36.1951,62.9628,16.0389,207.969,197.2092,N/A,374.6014,570.6866,10,640,1654,30,30,2668,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,2068,300,709,1400002C000A028006761E1E0A6C0301000D000D0000000000000000000000000000000002620814012C02C5
5,5,4,307,19575,0,0,0,1,0,2022 APR 13 15:59:00,2022 APR 13 16:43:18,2022 APR 13 15:59:10,2022 APR 13 16:43:18,N/A,N/A,2022 APR 13 16:09:10,2022 APR 13 16:43:18,2022 APR 13 16:09:40,2022 APR 13 16:26:19,2022 APR 13 16:42:48,24.3329,68.9136,-154.252,63.2873,15.8286,208.1677,195.3164,N/A,370.9785,565.1819,10,640,1639,30,30,2648,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,2048,300,654,1400002C000A028006671E1E0A580301000D000D0000000000000000000000000000000002620800012C028E
5,5,5,309,19577,0,0,0,1,0,2022 APR 13 19:55:15,2022 APR 13 20:39:25,2022 APR 13 19:55:25,2022 APR 13 20:39:25,N/A,N/A,2022 APR 13 20:05:25,2022 APR 13 20:39:25,2022 APR 13 20:05:55,2022 APR 13 20:22:27,2022 APR 13 20:38:55,26.4459,69.7087,146.5867,63.3009,15.7144,208.2671,194.5592,N/A,369.5294,562.98,10,640,1632,30,30,2640,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,2040,300,886,1400002C000A028006601E1E0A500301000D000D00000000000000000000000000000000026207F8012C0376
5,5,6,310,19578,0,0,0,1,0,2022 APR 13 21:53:24,2022 APR 13 22:37:30,2022 APR 13 21:53:34,2022 APR 13 22:37:30,N/A,N/A,2022 APR 13 22:03:34,2022 APR 13 22:37:30,2022 APR 13 22:04:04,2022 APR 13 22:20:35,2022 APR 13 22:37:00,28.1537,70.1652,116.7955,63.3427,15.6442,208.3168,194.1807,N/A,368.8048,561.879,10,640,1631,30,30,2636,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,2036,300,877,1400002C000A0280065F1E1E0A4C0301000D000D00000000000000000000000000000000026207F4012C036D
5,5,7,315,19583,0,0,0,1,0,2022 APR 14 07:43:57,2022 APR 14 08:27:53,2022 APR 14 07:44:07,2022 APR 14 08:27:53,N/A,N/A,2022 APR 14 07:54:07,2022 APR 14 08:27:53,2022 APR 14 07:54:37,2022 APR 14 08:11:08,2022 APR 14 08:27:23,33.2605,72.548,-33.5402,63.5342,15.1997,208.5655,193.2342,N/A,366.9934,559.1267,10,640,1631,30,30,2626,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,2026,300,857,1400002C000A0280065F1E1E0A420301000D000D00000000000000000000000000000000026207EA012C0359
5,5,8,320,19588,0,0,0,1,0,2022 APR 14 17:34:37,2022 APR 14 18:18:22,2022 APR 14 17:34:47,2022 APR 14 18:18:22,N/A,N/A,2022 APR 14 17:44:47,2022 APR 14 18:18:22,2022 APR 14 17:45:17,2022 APR 14 18:01:34,2022 APR 14 18:17:52,38.923,74.3104,175.7822,63.7318,14.7306,208.8142,192.1932,N/A,365.0009,556.099,10,640,1617,30,30,2615,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,2015,300,821,1400002C000A028006511E1E0A370301000D000D00000000000000000000000000000000026207DF012C0335
5,5,9,321,19589,0,0,0,1,0,2022 APR 14 19:32:45,2022 APR 14 20:16:26,2022 APR 14 19:32:55,2022 APR 14 20:16:26,N/A,N/A,2022 APR 14 19:42:55,2022 APR 14 20:16:26,2022 APR 14 19:43:25,2022 APR 14 19:59:39,2022 APR 14 20:15:56,39.3317,74.628,145.4851,63.7028,14.6258,208.864,191.8146,N/A,364.2763,554.9981,10,640,1614,30,30,2611,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,2011,300,810,1400002C000A0280064E1E1E0A330301000D000D00000000000000000000000000000000026207DB012C032A
5,5,10,325,19594,0,0,0,1,0,2022 APR 15 03:25:11,2022 APR 15 04:08:50,2022 APR 15 03:25:21,2022 APR 15 04:08:50,N/A,N/A,2022 APR 15 03:35:21,2022 APR 15 04:08:50,2022 APR 15 03:35:51,2022 APR 15 03:52:06,2022 APR 15 04:08:20,41.7695,75.8807,22.9202,63.8352,14.1172,209.0631,191.6253,N/A,363.914,554.4476,10,640,1615,30,30,2609,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,2009,300,807,1400002C000A0280064F1E1E0A310301000D000D00000000000000000000000000000000026207D9012C0327
5,5,11,328,19597,0,0,0,1,0,2022 APR 15 09:19:32,2022 APR 15 10:03:11,2022 APR 15 09:19:42,2022 APR 15 10:03:11,N/A,N/A,2022 APR 15 09:29:42,2022 APR 15 10:03:11,2022 APR 15 09:30:12,2022 APR 15 09:46:29,2022 APR 15 10:02:41,40.8459,76.7901,-71.3491,63.7482,13.58,209.2125,191.6253,N/A,363.914,554.4476,10,640,1617,30,30,2609,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,2009,300,809,1400002C000A028006511E1E0A310301000D000D00000000000000000000000000000000026207D9012C0329
5,5,12,333,19602,0,0,0,1,0,2022 APR 15 19:10:06,2022 APR 15 19:53:45,2022 APR 15 19:10:16,2022 APR 15 19:53:45,N/A,N/A,2022 APR 15 19:20:16,2022 APR 15 19:53:45,2022 APR 15 19:20:46,2022 APR 15 19:37:04,2022 APR 15 19:53:15,41.1874,77.6152,130.6098,63.7732,12.6222,209.4617,191.6253,N/A,363.914,554.4476,10,640,1618,30,30,2609,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,2009,300,810,1400002C000A028006521E1E0A310301000D000D00000000000000000000000000000000026207D9012C032A
5,5,13,334,19603,0,0,0,1,0,2022 APR 15 21:08:14,2022 APR 15 21:51:50,2022 APR 15 21:08:24,2022 APR 15 21:51:50,N/A,N/A,2022 APR 15 21:18:24,2022 APR 15 21:51:50,2022 APR 15 21:18:54,2022 APR 15 21:35:10,2022 APR 15 21:51:20,41.2114,77.6665,99.5227,63.7296,12.4653,209.5115,191.3414,N/A,363.3706,553.6219,10,640,1616,30,30,2606,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,2006,300,802,1400002C000A028006501E1E0A2E0301000D000D00000000000000000000000000000000026207D6012C0322
5,5,14,337,19606,0,0,0,1,0,2022 APR 16 03:02:31,2022 APR 16 03:46:14,2022 APR 16 03:02:41,2022 APR 16 03:46:14,N/A,N/A,2022 APR 16 03:12:41,2022 APR 16 03:46:14,2022 APR 16 03:13:11,2022 APR 16 03:29:33,2022 APR 16 03:45:44,40.0522,77.6933,4.7676,63.7512,11.8958,209.6611,192.0039,N/A,364.6386,555.5486,10,640,1622,30,30,2613,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,2013,300,822,1400002C000A028006561E1E0A350301000D000D00000000000000000000000000000000026207DD012C0336
5,5,15,340,19609,0,0,0,1,0,2022 APR 16 08:56:45,2022 APR 16 09:40:35,2022 APR 16 08:56:55,2022 APR 16 09:40:35,N/A,N/A,2022 APR 16 09:06:55,2022 APR 16 09:40:35,2022 APR 16 09:07:25,2022 APR 16 09:23:43,2022 APR 16 09:40:05,36.9032,77.5121,-88.1847,63.6136,11.4431,209.8106,192.6664,N/A,365.9066,557.4752,10,640,1618,30,30,2620,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,2020,300,832,1400002C000A028006521E1E0A3C0301000D000D00000000000000000000000000000000026207E4012C0340
