Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Thermal orbit number,Thermal orbit start (TDN2(n)+2min),Thermal orbit end (TDN2(n+1)+2min-1s),Thermal orbit duration (s),Nightside nadir start = TD2N(n),Nightside nadir end = TN2D(n)-1s,Nightside duration (s),Dayside nadir start = TN2D(n),Dayside nadir end = TD2N(n+1)-1s,Dayside duration (s),Dayside nadir min. phase angle (deg),Dayside nadir min. phase angle time (UTC)
3,3,1,2022 MAR 19 14:17:57,2022 MAR 19 16:15:50,7073,2022 MAR 19 14:15:58,2022 MAR 19 15:14:56,3538,2022 MAR 19 15:14:57,2022 MAR 19 16:13:50,3533,4.5163,2022 MAR 19 15:44:40
1,1,2,2022 MAR 19 16:15:51,2022 MAR 19 18:13:43,7072,2022 MAR 19 16:13:51,2022 MAR 19 17:12:50,3539,2022 MAR 19 17:12:51,2022 MAR 19 18:11:43,3532,4.7323,2022 MAR 19 17:42:33
3,3,3,2022 MAR 19 18:13:44,2022 MAR 19 20:11:39,7075,2022 MAR 19 18:11:44,2022 MAR 19 19:10:44,3540,2022 MAR 19 19:10:45,2022 MAR 19 20:09:39,3534,4.954,2022 MAR 19 19:40:28
1,1,4,2022 MAR 19 20:11:40,2022 MAR 19 22:09:37,7077,2022 MAR 19 20:09:40,2022 MAR 19 21:08:41,3541,2022 MAR 19 21:08:42,2022 MAR 19 22:07:37,3535,5.1977,2022 MAR 19 21:38:25
3,3,5,2022 MAR 19 22:09:38,2022 MAR 20 00:07:35,7077,2022 MAR 19 22:07:38,2022 MAR 19 23:06:40,3542,2022 MAR 19 23:06:41,2022 MAR 20 00:05:35,3534,5.4479,2022 MAR 19 23:36:23
1,1,6,2022 MAR 20 00:07:36,2022 MAR 20 02:05:31,7075,2022 MAR 20 00:05:36,2022 MAR 20 01:04:38,3542,2022 MAR 20 01:04:39,2022 MAR 20 02:03:31,3532,5.6929,2022 MAR 20 01:34:22
1,1,7,2022 MAR 20 02:05:32,2022 MAR 20 04:03:26,7074,2022 MAR 20 02:03:32,2022 MAR 20 03:02:34,3542,2022 MAR 20 03:02:35,2022 MAR 20 04:01:26,3531,5.9217,2022 MAR 20 03:32:17
3,3,8,2022 MAR 20 04:03:27,2022 MAR 20 06:01:19,7072,2022 MAR 20 04:01:27,2022 MAR 20 05:00:28,3541,2022 MAR 20 05:00:29,2022 MAR 20 05:59:19,3530,6.1432,2022 MAR 20 05:30:10
1,1,9,2022 MAR 20 06:01:20,2022 MAR 20 07:59:13,7073,2022 MAR 20 05:59:20,2022 MAR 20 06:58:21,3541,2022 MAR 20 06:58:22,2022 MAR 20 07:57:13,3531,6.3649,2022 MAR 20 07:28:03
3,3,10,2022 MAR 20 07:59:14,2022 MAR 20 09:57:11,7077,2022 MAR 20 07:57:14,2022 MAR 20 08:56:18,3544,2022 MAR 20 08:56:19,2022 MAR 20 09:55:11,3532,6.5994,2022 MAR 20 09:26:01
